Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Madhya Pradesh,1875916,1231587,406421,74.6,92.1,45262,51.3,7115,61397,10.4,134349.0,9067.0,1307119,1375631,81073,53623.0,22979,1322228,1269795,936,78.8,0.1,729700,25499,48.4,94.0,8.0,0.8,0,1,264,263,5848.0,54.3,19.2,6530,59790,,1469827,5.5,271
Agar Malwa,14061,10477,911,67.8,95.8,362,72.7,0,18,0.0,171.0,0.0,10270,10288,13,150.0,154,10162,9932,926,67.7,0.0,11717,151,42.1,94.0,0.4,0.0,0,0,1,12,0.0,47.5,17.4,40,610,,10185,22.6,0
Alirajpur,23231,11206,12536,56.1,92.8,88,7.5,0,3920,0.0,146.0,0.0,14719,18639,20,0.0,201,18330,18086,936,80.3,0.0,1102,375,61.7,100.0,0.0,0.0,0,0,0,0,0.0,36.2,12.7,39,51,,15045,18.7,3
Anuppur,18227,14008,3974,68.5,86.0,136,12.6,427,471,47.6,273.0,,10124,11022,628,203.0,236,10735,10701,988,76.3,0.0,1725,225,29.8,91.6,9.6,0.8,0,0,0,5,,52.2,27.4,148,1353,,12928,-1.0,1
Ashok Nagar,27958,18097,2832,84.3,88.8,348,25.9,3,413,0.7,258.0,74.0,15580,15996,121,183.0,267,15524,14980,931,79.9,0.1,7789,295,41.9,91.5,0.5,0.1,0,0,2,0,0.0,43.9,15.2,50,3361,,20108,-3.8,15
Balaghat,32880,24145,2090,78.5,91.3,259,44.6,17,936,1.8,2195.0,34.0,25474,26427,3830,1604.0,574,23739,23495,968,44.0,0.0,13379,80,19.4,95.0,15.0,0.5,0,0,1,3,0.0,75.6,20.0,70,105,,29087,8.5,13
Barwani,52789,35492,14678,71.6,81.8,2835,55.4,223,10448,2.1,1526.0,19.0,29873,40544,610,731.0,501,39941,39712,941,57.4,0.0,21219,813,50.7,91.9,1.5,0.0,0,0,0,0,0.0,60.8,19.8,280,109,,39000,20.6,9
Betul,31716,24582,10044,93.0,92.3,553,42.5,0,2094,0.0,1755.0,20.0,23206,25300,744,1015.0,422,24825,24244,938,90.2,1.4,35353,421,64.6,90.0,3.7,0.9,0,0,0,0,20.0,47.0,21.0,29,884,,27775,-11.6,2
Bhind,41990,23223,3296,71.0,94.4,533,32.4,42,620,6.3,1051.0,0.0,26631,27293,350,520.0,138,26829,26423,917,85.8,0.0,13380,409,59.6,99.3,1.9,0.2,0,0,0,25,0.0,35.3,20.2,173,2298,,29202,-1.0,0
Bhopal,69471,52663,15086,114.8,105.7,2915,71.5,34,641,5.0,13265.0,640.0,50736,51411,10472,7645.0,1164,50812,40919,885,96.2,0.0,42583,1100,63.5,97.7,36.5,5.8,0,0,24,1,949.0,68.0,15.2,344,2662,,44516,14.2,10
Burhanpur,22671,12535,521,74.8,96.1,329,12.2,29,1279,2.2,1099.0,272.0,14576,15884,959,537.0,190,15577,14143,917,93.7,0.0,4819,1,27.1,100.0,4.1,0.0,0,0,0,3,45.0,47.8,13.6,19,1791,,18979,14.0,0
Chhatarpur,54772,33863,8601,74.0,90.2,2854,91.9,1022,1024,50.0,4203.0,210.0,38740,40786,1467,1987.0,728,39914,39586,924,89.1,0.0,11576,573,40.2,99.7,6.4,0.0,0,0,3,0,0.0,51.9,13.9,253,779,,42654,-1.5,0
Chhindwada,42697,33842,4196,83.9,94.3,486,48.6,12,1021,1.2,2793.0,1660.0,32938,33971,3127,1463.0,663,30442,30044,961,82.0,0.0,20152,665,65.6,83.2,11.0,0.1,0,0,0,1,0.0,82.5,26.5,92,223,,34382,8.0,4
Damoh,38704,24449,13163,66.4,88.2,977,94.4,650,79,89.2,902.0,593.0,24331,25060,1027,309.0,194,24838,24258,937,87.0,0.0,17043,309,30.3,88.3,3.0,0.1,0,1,22,0,,47.1,22.7,4,523,,30590,5.7,8
Datia,15044,8507,1730,93.8,98.8,586,58.3,0,601,0.0,,,10660,11261,377,,167,11144,11144,908,97.0,0.0,10099,149,35.9,98.7,1.4,0.7,0,0,0,0,,45.0,11.7,40,537,,12113,5.8,12
