Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Dewas,33191,24034,4884,61.4,87.6,413,61.3,40,217,15.6,2814.0,0.0,26517,26774,2065,1698.0,420,26404,26367,934,86.3,0.0,18583,705,58.6,99.0,12.8,0.0,0,0,1,5,,44.0,13.7,121,111,,23680,17.3,2
Dhar,60479,38933,25487,73.2,90.0,1206,31.5,302,2330,11.5,1457.0,0.0,37865,40497,1141,855.0,582,39573,38479,955,80.8,0.0,26825,1557,64.4,97.3,3.9,1.6,0,0,0,21,,39.6,15.8,421,1011,,47708,11.7,14
Dindori,20395,18023,7766,72.3,81.8,864,62.8,131,834,13.6,,,11809,12774,120,,286,12528,12076,1000,69.1,0.0,11842,221,8.5,100.0,0.8,0.0,0,0,0,0,,60.2,38.8,29,485,,17712,-14.5,3
Guna,35045,21158,6557,80.1,95.0,128,36.0,184,740,19.9,2090.0,284.0,26612,27536,649,1533.0,478,25417,24362,929,93.0,0.0,5814,179,38.1,94.4,0.6,0.2,0,0,0,11,4.0,73.7,7.9,26,787,,31893,-19.8,7
Gwalior,49126,21546,8138,65.6,98.5,1502,42.5,6,733,0.8,10272.0,,40636,41375,4738,6361.0,660,35299,29100,910,91.1,0.0,15458,2627,70.1,91.3,13.0,1.2,0,0,0,0,95.0,49.1,10.5,215,2041,,32837,26.2,1
Harda,12586,8144,3621,72.9,86.1,173,39.4,6,1053,0.6,1151.0,326.0,9085,10144,910,767.0,133,10006,9984,936,84.8,0.0,7474,270,54.6,100.0,7.3,0.0,0,0,0,0,3.0,23.9,8.3,105,18,,9670,12.7,1
Hoshangabad,23784,15216,4884,68.5,82.2,61,17.9,28,403,6.5,3535.0,182.0,21158,21589,3748,1901.0,376,21343,21076,895,61.7,2.4,10723,656,56.5,98.8,22.0,0.1,0,0,0,0,,58.3,17.0,103,653,,23677,3.9,0
Indore,82268,46904,22460,61.3,91.0,1621,49.6,4,92,4.2,32737.0,1629.0,66097,66193,4533,2943.0,696,58889,58875,989,89.4,0.0,12442,550,80.8,98.0,19.8,4.5,0,0,0,0,4380.0,26.2,8.5,169,2374,,65352,5.6,1
Jabalpur,42341,35971,12559,91.4,103.1,1851,71.7,24,484,4.7,2905.0,0.0,37219,37727,6348,739.0,598,36645,34126,916,92.4,0.0,30993,1315,66.0,86.6,19.2,0.8,0,0,2,19,,78.3,41.9,193,2154,,38196,2.5,0
Jhabua,39472,16326,20903,63.2,62.0,765,56.0,9,1358,0.7,1386.0,647.0,32758,34125,187,354.0,617,33178,32911,905,48.1,0.0,18205,983,66.6,99.5,0.8,0.4,0,0,2,0,17.0,43.3,10.9,151,377,,18540,49.4,1
Katni,27602,18549,6768,76.8,94.8,2503,78.2,123,689,15.1,2008.0,0.0,23052,23864,610,1231.0,561,23397,22156,924,78.2,0.0,16218,91,32.1,86.8,9.3,0.0,0,0,0,9,15.0,63.7,42.8,199,843,,24626,6.9,4
Khandwa,30875,27347,2266,90.7,91.2,1035,99.9,166,165,50.2,1847.0,64.0,24790,25121,2209,1309.0,488,24767,24239,967,90.2,0.2,21283,558,51.7,90.7,4.1,0.6,0,0,0,2,11.0,51.9,18.3,49,512,,27769,2.5,11
Khargone,47139,27989,157,68.0,131.6,813,44.9,7,3914,0.2,1098.0,70.0,31507,35428,2132,820.0,657,34571,34148,958,109.5,0.0,22115,340,31.8,91.2,7.9,0.2,0,0,6,0,12.0,72.0,22.6,320,1023,,36011,21.1,6
Mandla,26973,21458,10110,65.3,98.1,432,51.9,2,898,0.2,1166.0,2.0,16199,17099,225,678.0,406,16620,16037,966,79.6,0.1,10547,240,20.7,98.8,1.5,0.1,0,0,0,1,0.0,86.3,28.1,43,2335,,20266,-7.3,1
Mandsaur,26995,20446,1644,76.6,92.9,569,52.8,1,143,0.7,1377.0,,22230,22374,2268,1152.0,435,21705,21076,951,85.5,0.0,11747,411,61.3,98.8,24.7,1.3,0,0,0,0,,70.9,32.8,259,474,,25642,-3.8,6
Morena,59758,33059,10435,66.6,77.4,1210,33.8,0,618,0.0,3513.0,326.0,39078,39696,424,1340.0,676,38376,36612,900,52.8,0.0,12039,556,51.4,99.6,1.7,0.4,0,0,0,0,26.0,55.1,12.2,474,2158,,38244,18.2,10
Narsinghpur,22782,15446,6983,74.7,90.5,495,49.2,18,376,4.6,2835.0,0.0,18181,18575,1648,1493.0,274,17504,17307,897,67.3,0.0,14455,448,51.8,74.1,6.6,0.1,0,0,22,0,,62.3,29.1,49,496,,21576,-4.9,13
Neemuch,16261,12602,84,80.0,98.2,784,72.0,82,175,31.9,1895.0,0.0,12675,12932,327,72.0,168,12723,11395,995,88.2,0.0,4050,56,45.0,69.6,3.9,1.2,0,0,0,0,0.0,27.1,9.4,23,342,,15594,-4.6,2
Panna,31234,20653,2251,69.0,96.4,848,50.4,548,598,47.8,,,19004,20150,410,,333,19657,19386,921,84.0,0.0,12213,193,27.2,90.2,1.4,0.1,0,0,0,13,,61.7,24.6,86,1755,,23913,-3.4,8
Raisen,35234,27465,11896,80.9,95.2,554,32.9,139,847,14.1,,,19463,20449,811,,340,20048,19482,960,92.2,0.2,15175,675,49.5,96.7,6.9,1.6,0,0,7,1,,72.4,25.2,85,1249,,29931,-50.6,9
Rajgarh,39175,29877,10529,81.8,92.7,479,56.7,532,272,66.2,332.0,0.0,24068,24872,582,138.0,409,24180,23530,933,84.4,0.0,15978,434,40.5,97.5,4.7,0.0,0,0,0,15,,64.4,15.8,79,1226,,36074,-24.8,10
Ratlam,41546,25864,9002,77.4,80.7,956,65.0,12,421,2.8,2189.0,312.0,30939,31372,1732,1103.0,680,30839,29228,924,74.1,0.0,16049,544,57.2,98.7,9.5,0.1,0,0,0,0,107.0,38.8,12.9,60,1337,,33745,8.0,1
Rewa,63170,39725,14225,66.5,106.7,253,23.1,175,1447,10.8,867.0,408.0,43115,44737,2365,366.0,554,41267,40466,924,73.9,0.0,16182,154,27.9,99.4,2.4,0.5,0,0,1,23,31.0,38.6,18.9,91,3276,,42338,22.9,15
Sagar,62107,38812,15650,70.9,86.5,789,25.8,352,1737,16.9,908.0,16.0,35049,37138,1655,46.0,596,36477,36390,943,60.9,0.0,15265,606,33.3,99.3,5.1,0.3,0,0,113,2,1.0,45.4,16.7,253,2604,,48997,8.6,2
Satna,58773,36349,11290,78.3,85.5,1268,53.4,269,1612,14.3,4565.0,0.0,38354,40235,2721,1399.0,756,38585,33962,912,53.6,0.0,15097,1036,34.4,91.1,11.2,0.5,0,0,23,7,,52.6,16.0,378,1553,,48974,-13.8,14
Sehore,35837,25968,10247,76.7,90.1,339,40.2,4,929,0.4,1515.0,508.0,22042,22975,1131,693.0,333,22474,21963,938,80.2,0.0,28600,947,57.1,99.0,13.6,0.9,0,0,18,0,13.0,29.2,11.9,67,293,,27023,-7.1,0
Seoni,30210,24198,2372,71.9,84.7,199,26.6,155,342,31.2,1266.0,0.0,21864,22361,1985,1046.0,509,22064,21310,966,59.5,0.0,15374,215,10.8,74.9,1.5,0.0,0,0,0,6,,51.3,31.2,100,1592,,24420,1.2,18
Shahdol,24894,18525,5574,76.1,96.0,1334,68.2,698,538,56.5,665.0,129.0,20646,21882,2163,493.0,700,21521,20365,916,90.6,0.0,1536,192,14.9,98.4,17.6,0.0,0,0,0,0,12.0,84.9,24.1,24,640,,18778,19.9,4
Shajapur,20895,15076,651,67.5,82.4,953,74.0,4,7,36.4,882.0,104.0,14602,14613,17,400.0,218,14442,13969,945,75.1,0.0,6937,15,26.8,93.3,7.4,0.2,0,0,5,6,,79.8,20.1,89,1279,,19811,-30.1,2
Sheopur,18965,10611,3238,67.5,97.1,395,37.6,3,1721,0.2,,,12802,14526,617,,190,14243,13749,947,82.7,0.0,7757,30,7.9,100.0,1.9,0.1,0,0,0,0,,66.1,17.5,14,897,,11702,27.7,0
Shivpuri,49326,27027,3791,73.2,94.1,1129,51.0,81,2672,2.9,346.0,24.0,35046,37799,1966,72.0,608,36021,35988,957,81.9,0.0,7610,670,43.9,90.1,3.2,0.4,0,0,2,29,5.0,57.3,17.3,56,1568,,40959,-1.5,0
Sidhi,33756,20479,7114,80.0,74.6,700,44.4,65,2494,2.5,739.0,29.0,22828,25387,300,264.0,496,24670,24037,944,45.1,0.0,12869,720,38.9,95.7,2.6,0.5,0,0,0,0,22.0,54.7,16.0,295,569,,24171,13.8,0
Singroli,38809,27524,13491,69.4,96.3,1501,80.2,190,3733,4.8,5216.0,266.0,27512,31435,77,940.0,561,28374,26880,955,79.5,0.0,6522,273,35.4,90.1,1.0,3.4,0,0,0,5,15.0,70.8,19.8,99,621,,34759,6.0,0
Tikamgarh,39570,22526,9081,75.3,102.8,966,42.4,8,1234,0.6,550.0,89.0,25177,26419,461,369.0,426,25596,25000,923,86.4,1.0,19685,258,40.5,98.8,2.3,1.1,0,0,0,22,0.0,55.7,22.7,54,1203,,30122,6.8,0
Ujjain,51082,31466,15156,65.8,81.9,1288,61.7,19,103,15.6,8593.0,,34272,34394,2750,3952.0,505,33874,31146,954,74.2,0.0,20326,946,66.9,91.2,14.8,0.7,0,0,1,0,,37.3,10.0,81,1521,,38472,3.8,2
Umaria,16224,10264,3144,69.2,93.8,213,21.1,79,86,47.9,,,11008,11173,362,,250,10725,10281,961,82.8,0.0,1381,74,16.2,75.7,4.6,0.8,0,0,0,0,,58.9,47.1,38,1037,,15307,10.3,3
Vidisha,41826,28938,8355,73.8,98.1,1412,71.9,190,1817,9.5,1993.0,130.0,24002,26009,941,749.0,405,25414,24670,922,95.5,0.0,12395,188,19.3,92.6,4.0,0.8,0,0,8,16,65.0,56.6,15.5,51,2090,,34774,-29.4,23
