Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Madhya Pradesh,1847691,1178558,1547185,1506848,1868867,1018848,55815,141524,27486,114038,1147472,111157,1286462,1427986,71397,55798.0,1411362,24994,194093,1332090,929,52789,31454,10009,411247,421256,409409,6963.0,3766340,17963323,1204554,1427822,16199,18025,23378,1450709,1410640,9854.0,157501,440489,23349
Agar Malwa,15040,11918,15047,14509,15673,5847,454,66,0,66,11009,977,11009,11075,141,,10884,194,844,10642,921,360,410,5,3025,3030,3955,,28641,185356,10931,11298,10,14,59,13654,13331,369.0,101,465,21
Alirajpur,24352,15804,19300,17670,24357,13552,564,5254,48,5206,12431,2897,12659,17913,29,37.0,17813,276,1813,17757,972,254,248,2,4432,4434,4523,,60231,93505,12339,19512,1290,963,959,17677,17325,0.0,1657,500,211
Anuppur,17537,11897,14484,13307,17838,10609,563,1242,400,842,9566,1731,9712,10954,201,91.0,10813,276,1506,10722,963,477,111,216,3681,3897,3300,8.0,24817,71935,9313,11210,35,71,126,13197,13197,0.0,431,2978,181
Ashok Nagar,22954,13129,18452,19772,22237,10781,293,3110,7,3103,14111,2848,14286,17396,194,92.0,17052,323,2288,16437,942,406,114,1,4981,4982,3529,13.0,32885,79007,14120,17164,152,246,282,18346,15111,58.0,1374,3549,185
Balaghat,30763,21204,28015,28337,30975,20397,109,2137,141,1996,24604,4117,26919,29056,3730,1529.0,28610,627,3032,27491,979,555,96,796,12270,13066,7496,11.0,41888,177484,23714,28411,0,15,36,25787,26385,319.0,4242,8005,543
Barwani,42860,29018,38291,36029,42860,41125,3851,12743,2772,9971,24604,2524,25332,38075,1580,400.0,37423,812,5157,37299,927,2184,1322,42,9005,9047,7213,0.0,100915,446934,25777,38506,285,222,203,35478,35667,0.0,4298,27690,1228
Betul,32661,21973,27432,27781,32199,20741,901,5093,6,5087,19148,502,21071,26164,575,1066.0,25805,514,1877,25298,932,1029,316,178,10879,11057,5354,,109369,899205,18149,25422,1,1,18,26515,26515,3.0,1151,22940,653
Bhind,38523,18967,30172,36086,38400,26755,4479,3455,46,3409,26740,330,29915,33370,166,1248.0,33025,375,3436,32487,898,590,202,134,6706,6840,13297,0.0,70476,86330,31973,33106,135,508,755,33716,33440,13.0,915,10840,460
Bhopal,57450,39210,55921,45182,68519,25374,2416,1675,459,1216,33607,459,46904,48579,7084,7444.0,47741,1165,5676,44901,932,7883,1878,1113,14113,15226,9249,5277.0,123516,546436,42399,47553,2830,2472,2728,40737,39644,116.0,54024,59066,1286
