Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Madhya Pradesh,1885518,1009274,1449706,1469956,1882222,622717,37148,186272,53715,132557,1096338,415534,1171782,1358054,59510,25136.0,1366945,23699,189357,1261516,924,31195,23396,6396,354932,361328,377435,6468.0,3210649,16970868,1103377,1400942,1511479,1490604,1474862,1466310,1426280,3246.0,127124,210961,8478
Agar Malwa,7238,5439,7248,7361,7542,1999,58,207,9,198,5499,1626,5499,5706,3,,6260,107,407,6195,960,102,115,5,2879,2884,1933,,12081,182945,5576,6495,7650,8098,7986,7152,6549,0.0,1,0,4
Alirajpur,20297,6801,13355,13648,19990,6663,280,7693,782,6911,10262,6191,10262,17955,130,,17922,222,1869,14672,961,259,212,36,2715,2751,3208,,50634,84892,9314,18342,16715,17141,16457,16628,16356,0.0,7473,2178,112
Anuppur,18927,14098,13628,12426,17304,2736,891,1301,11,1290,9774,74,9774,11075,97,,10874,312,1743,10733,910,226,69,154,3773,3927,10730,,10924,50344,7622,12173,13967,13975,13698,13976,14032,0.0,388,965,32
Ashok Nagar,24397,12643,18094,21017,24047,4667,222,3169,600,2569,14458,1640,14458,17627,215,,17324,409,1701,15450,930,246,172,20,4501,4521,5317,,34239,254482,14414,17516,19937,19347,18876,18459,17762,23.0,1939,726,93
Balaghat,31710,20826,30165,29413,31374,14101,420,3899,365,3534,25153,10963,25230,29129,4019,767.0,30001,681,3287,26535,950,465,179,1033,9485,10518,6557,,22722,166816,22677,30617,28512,29230,28788,27225,28490,252.0,3214,5569,375
Barwani,43185,21279,38127,33169,42476,28895,693,16723,4713,12010,23161,15539,23520,40243,1190,180.0,39766,591,4938,34651,925,962,1093,42,8441,8483,6051,,58023,201444,24218,35263,39817,39436,39190,38593,38809,0.0,4311,4243,135
Betul,30754,19703,25960,26366,28230,14650,222,4734,2260,2474,17877,1316,19805,24539,478,609.0,24465,410,4474,22246,940,503,168,79,7750,7829,4942,19.0,125358,1028521,14448,25330,24274,24559,24697,24309,23913,90.0,666,3954,312
Bhind,39359,18925,28484,34735,40098,25534,2338,5864,393,5471,23567,10612,23749,29613,117,0.0,31080,289,3136,29365,898,505,270,53,5702,5755,11465,0.0,97605,238936,25612,27250,33975,32346,31223,31622,31470,46.0,965,3399,131
Bhopal,61447,32825,55429,47922,63240,29988,2596,1178,214,964,32404,3952,43621,44799,6050,5194.0,43787,962,5023,39750,926,4310,2399,287,8135,8422,5860,1024.0,92346,665424,40354,43141,43929,41626,42614,40393,41183,223.0,34852,26896,125
Burhanpur,25905,14186,18232,18265,22393,8961,1833,3364,697,2667,12669,6280,13389,16753,772,248.0,15669,296,4311,14735,873,262,98,70,5393,5463,2839,87.0,55715,126634,12457,17809,17908,16952,16465,16825,16977,238.0,1473,2059,2
Chhatarpur,43868,19004,35185,38266,40167,10258,512,4676,2049,2627,31693,19927,33484,38160,1096,360.0,37683,618,4330,36447,932,212,437,52,5471,5523,14287,9.0,81047,709610,27123,36084,40543,39369,38291,37229,37462,41.0,2280,1186,571
Chhindwada,40126,28210,34228,31163,37514,14850,188,2729,265,2464,30767,20885,30829,33558,3152,,33780,457,5577,31460,941,238,360,284,10495,10779,7608,,53408,144048,26750,36523,35364,35984,35697,34316,34972,0.0,1603,3457,92
Damoh,37407,18189,27227,29596,36018,8571,184,5191,265,4926,19100,3702,19100,24291,811,,24077,275,3815,23349,940,747,377,53,7582,7635,14940,,95248,439531,17531,24506,28110,27968,27315,28465,27929,19.0,817,702,130
Datia,17383,8540,12033,13346,14594,5301,175,1248,659,589,10738,1979,10738,11986,293,,12211,207,1815,11046,912,231,131,10,3891,3901,3228,27.0,27365,139395,9398,11338,12420,12112,11685,12151,11022,66.0,692,1337,84
Dewas,37598,22775,29985,33605,32227,10701,972,885,152,733,25198,7500,27868,28753,1100,528.0,28378,449,3562,25001,939,288,290,92,9521,9613,8616,,63629,569028,27484,31736,31950,32569,32958,32171,29597,34.0,53,484,215
Dhar,63427,34201,50566,51516,60943,21976,589,5786,3135,2651,33099,25382,36900,42686,701,1906.0,41997,727,5005,40274,915,1353,1399,147,13386,13533,11613,12.0,86436,458551,33925,46473,51970,51915,52730,49780,49984,13.0,471,10213,146
Dindori,18737,13304,15949,16529,19194,7705,264,4707,384,4323,9414,286,9414,14121,51,,13893,288,1072,13551,948,297,153,2,4949,4951,4458,,13966,71062,8394,15858,14775,14878,14898,15466,15442,,182,3676,208
Guna,35924,23059,30363,31743,37681,3872,139,1777,15,1762,27017,11866,27017,28794,1011,,28883,576,5746,27356,997,396,472,91,6974,7065,3425,,60603,190645,28007,29121,32527,31471,30840,30801,30005,387.0,1321,2494,149
Gwalior,63720,28921,33513,38671,113640,22203,1766,1728,563,1165,29049,18363,30851,32579,2877,891.0,32608,1122,4107,28314,924,836,1475,159,6673,6832,9113,25.0,68236,384677,29582,41293,40849,39916,39154,37998,39696,11.0,2894,4109,67
