Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jammu & Kashmir,358624,240775,51909,79.3,44.4,33820,64.0,730,9773,7.0,16007.0,1765.0,182865,193368,65147,14310.0,3530,188832,178766,943,30.1,0.6,84055,4435,38.7,96.5,22.2,11.1,0.0,0.0,0.0,2.0,302.0,21.6,2.3,671,54497,4319,226903,99.8,20
Anantnag,19497,17301,3395,75.5,80.1,132,75.9,0,0,,277.0,43.0,12913,12913,5462,234.0,190,12810,11640,975,4.8,0.0,12784,0,0.0,,57.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.6,0,1479,216,16744,100.0,0
Badgam,12284,12233,0,81.3,89.5,125,100.0,1,0,100.0,,,3691,3692,1832,,10,3685,3685,942,60.5,0.0,0,0,0.0,,25.5,0.0,0.0,0.0,0.0,0.0,,28.5,6.3,0,1000,574,14271,100.0,0
Bandipora,7170,5929,1622,71.5,72.7,103,85.8,18,72,20.0,,,2521,2611,601,,20,2528,2075,943,54.6,0.0,1316,1,0.5,100.0,10.1,0.0,0.0,0.0,0.0,0.0,,16.3,1.9,0,1368,203,6780,100.0,0
Baramula,23071,20789,6318,93.9,95.3,1115,99.5,43,29,59.7,1633.0,68.0,14010,14082,5691,1568.0,212,13983,13912,988,94.3,0.9,3695,0,0.0,,15.7,0.0,0.0,0.0,0.0,0.0,,9.7,0.9,1,2337,278,21239,100.0,0
Doda,8453,5929,1654,62.5,58.6,4,100.0,59,1556,3.7,,,4641,6256,828,,85,6006,5261,887,33.4,0.0,1158,396,67.8,100.0,8.3,0.0,0.0,0.0,0.0,0.0,,15.7,1.1,9,1168,14,6604,100.0,0
Ganderbal,5277,4981,774,85.8,68.5,195,75.3,10,3,76.9,,,1606,1619,335,,14,1541,1373,1042,16.4,0.0,274,1,1.3,100.0,0.0,1.2,,,,,,25.0,10.2,23,1127,297,5499,100.0,0
Jammu,66863,27816,7031,98.4,19.5,29524,85.8,21,122,14.7,4055.0,851.0,33625,33768,12183,3412.0,668,33342,31142,909,17.1,1.1,19421,1368,48.6,91.2,33.7,35.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,487,6595,136,21841,100.0,4
Kargil,2278,1269,568,52.5,77.7,35,21.5,34,25,57.6,,,2008,2067,471,,11,1960,1792,1052,66.2,0.0,0,0,0.0,,40.8,3.8,0.0,0.0,0.0,2.0,,24.1,5.7,31,88,38,2417,74.4,0
Kathua,12098,9397,2794,69.7,59.6,141,81.0,0,1751,0.0,297.0,,6813,8564,1804,276.0,138,8073,8042,909,59.9,0.0,4520,584,84.3,99.5,0.7,0.0,0.0,0.0,0.0,0.0,,21.8,2.7,1,2256,62,11194,100.0,0
