Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Madhya Pradesh,1919655,1335313,432974,79.1,93.1,61201,57.7,7012,53514,11.6,144927.0,10003.0,1352232,1412758,83997,63431.0,23475,1356289,1301882,936,79.2,0.5,787126,25287,43.5,93.7,7.0,0.6,0,1,198,257,5484.0,55.0,18.7,7333,80390,16732,1767769,96.4,457
Agar Malwa,13220,10129,1027,88.7,95.1,67,25.6,1,20,4.8,452.0,0.0,10027,10048,15,293.0,123,9534,9405,920,65.5,0.0,10788,145,45.3,95.2,0.0,0.0,0,0,0,0,0.0,45.3,15.0,46,1780,13,14025,100.0,0
Alirajpur,26771,14868,14035,58.1,92.5,2806,84.7,3,3306,0.1,65.0,0.0,16100,19409,9,0.0,226,19227,19066,958,75.3,0.0,5305,295,76.0,96.3,0.6,0.0,0,0,0,0,0.0,54.8,25.6,118,46,64,20516,99.9,5
Anuppur,19255,15264,4426,68.7,102.5,155,26.0,367,468,44.0,266.0,15.0,10167,11002,231,195.0,235,10528,10572,945,84.9,0.3,1928,251,26.2,98.4,2.5,1.0,0,0,0,4,,57.1,30.0,79,1483,79,16053,82.1,2
Ashok Nagar,29250,18677,3327,81.8,89.7,450,29.8,8,375,2.1,222.0,47.0,17221,17604,283,148.0,343,17052,16212,931,62.2,0.2,11594,364,41.1,96.4,2.4,0.2,0,0,2,3,13.0,47.5,16.3,152,3561,54,23607,98.7,15
Balaghat,33653,25101,2136,77.0,94.0,208,33.0,26,885,2.9,1986.0,18.0,25401,26312,3110,1518.0,519,24813,24636,977,47.7,1.9,14991,67,16.2,100.0,16.7,0.2,0,0,1,6,0.0,77.3,20.9,187,333,408,39238,100.0,38
Barwani,55058,37933,13505,73.5,82.0,3087,51.4,142,7447,1.9,4081.0,0.0,33359,40948,869,1605.0,559,40315,40289,929,57.0,0.0,11675,879,51.4,89.4,2.0,0.0,0,0,0,0,0.0,55.0,15.4,663,493,547,43979,100.0,7
Betul,31346,25341,10582,77.4,90.8,454,29.9,7,1933,0.4,2136.0,0.0,23652,25592,756,1441.0,421,24933,24381,952,89.3,4.4,11793,413,51.9,97.3,5.6,0.2,0,0,0,0,0.0,46.1,19.4,142,665,51,29539,99.9,23
Bhind,47753,29403,5528,76.3,87.1,4559,75.6,65,642,9.2,1668.0,0.0,28530,29237,237,901.0,201,29053,28939,919,83.5,0.8,21166,357,36.7,100.0,0.8,0.0,0,0,0,4,0.0,34.3,16.4,109,3166,149,38063,94.3,4
Bhopal,68980,49856,15359,122.9,109.9,3670,73.1,0,435,0.0,14297.0,437.0,53447,53882,10594,7629.0,1072,52762,48217,921,98.6,0.3,45320,1055,60.7,93.4,25.3,5.8,0,0,26,5,802.0,57.9,13.3,303,2585,951,52237,100.0,38
Burhanpur,23235,14364,1857,70.9,92.3,243,11.0,87,1185,6.8,1140.0,249.0,14713,15985,961,676.0,292,15533,13741,882,87.8,0.0,5155,1,41.4,0.0,9.0,0.9,0,0,0,6,59.0,47.6,11.4,10,944,47,18972,90.9,1
Chhatarpur,52258,35176,11279,82.8,99.2,3445,96.1,1269,1092,53.7,3982.0,194.0,39527,41888,1619,1846.0,823,41289,40954,913,99.2,0.0,12253,544,35.8,100.0,7.2,0.1,0,0,0,0,0.0,62.9,18.3,333,1375,147,51101,98.5,1
Chhindwada,42517,33654,6401,73.3,83.0,384,41.5,2,1004,0.2,4683.0,2190.0,35147,36153,3371,2459.0,633,31054,30668,945,74.8,0.4,22411,529,57.7,82.0,12.6,0.0,0,0,0,1,0.0,84.9,24.5,66,539,192,40253,99.8,55
Damoh,39855,26757,10256,68.5,84.0,1254,88.2,531,16,97.1,1232.0,10.0,25163,25710,1400,141.0,329,24334,24287,933,81.3,0.0,15715,250,20.5,97.2,0.7,0.1,0,0,2,17,1.0,47.4,17.8,51,341,219,34416,97.1,3
Datia,16766,9924,2174,108.2,97.7,474,69.8,0,619,0.0,,,11184,11803,630,,154,11676,11207,893,63.5,2.2,12829,85,17.0,97.6,1.9,0.4,0,0,0,0,,36.6,7.4,41,551,35,14010,100.0,8
