Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jammu & Kashmir,376303,118190.0,127457,214185,3410395,31319.0,5743.0,56609,31774.0,24835.0,151263,39438.0,151668,208277,6181.0,169.0,168565.0,2378.0,16074.0,68549.0,924,42932.0,6571.0,1891.0,19346.0,21237.0,25922,204.0,176113,1820866,108815.0,281410,236314,230396,246098,260861,254634,1315.0,10077.0,38302,711.0
Anantnag,28421,3734.0,7126,31314,15940,1180.0,751.0,7199,2384.0,4815.0,18412,1141.0,18412,25611,4.0,,20062.0,519.0,304.0,17851.0,843,367.0,115.0,10.0,739.0,749.0,1546,,9539,37004,6984.0,32333,14102,14744,28976,30691,30027,,93.0,1531,
Badgam,28066,,14290,17785,130780,,,4893,4893.0,,10983,,10983,15876,,,12963.0,,,1134.0,946,161.0,184.0,77.0,308.0,385.0,1417,,11291,67212,8966.0,15896,18396,18783,18670,18138,15999,1056.0,33.0,133,
Bandipora,7032,2303.0,1712,1785,7868,1879.0,155.0,284,101.0,183.0,846,288.0,1135,1419,,,436.0,5.0,6.0,215.0,938,10.0,32.0,20.0,,20.0,189,,1590,13250,480.0,4299,2722,2696,2782,3183,4509,,39.0,360,
Baramula,40198,10828.0,9963,13151,82499,810.0,734.0,3182,1324.0,1858.0,9401,1322.0,9485,12667,186.0,,12676.0,186.0,110.0,598.0,1001,457.0,420.0,12.0,350.0,362.0,3451,1.0,20749,108576,8169.0,28437,19046,19382,19207,25857,8321,,1813.0,7629,
Doda,7679,1739.0,1607,10221,1917,,,5303,1823.0,3480.0,2226,24.0,2226,7529,202.0,,7556.0,228.0,106.0,,1037,,221.0,36.0,1415.0,1451.0,516,,3861,50998,70.0,9356,8992,8841,10385,8943,8829,,309.0,404,4.0
Ganderbal,7990,4141.0,3097,3638,140,1510.0,12.0,464,233.0,231.0,1337,1128.0,1337,1801,117.0,,1612.0,12.0,85.0,1551.0,935,34.0,22.0,66.0,181.0,247.0,708,,975,69106,1507.0,5040,6711,5766,6170,5133,5177,,857.0,1356,
Jammu,101028,32990.0,24574,25418,913384,8417.0,589.0,4251,1817.0,2434.0,28943,20670.0,28943,33194,632.0,149.0,30762.0,48.0,3026.0,25028.0,896,145.0,526.0,184.0,4010.0,4194.0,2565,3.0,20209,334926,26209.0,37987,25765,22957,26058,30267,39254,26.0,353.0,2065,19.0
Kargil,3461,1353.0,987,2271,3402,34.0,4.0,1567,717.0,850.0,1541,768.0,1541,3108,342.0,,,,,131.0,0,,,13.0,112.0,125.0,2585,,3086,3817,2663.0,3099,2891,2391,2659,3274,850,,48.0,138,641.0
Kathua,16057,8580.0,10217,12884,9917,2607.0,431.0,5571,5102.0,469.0,4148,1275.0,4148,9719,943.0,,9719.0,106.0,432.0,2509.0,917,191.0,674.0,208.0,1756.0,1964.0,1301,,14961,253793,1281.0,15316,15637,15519,15270,14727,19300,,134.0,399,
