Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jharkhand,801120,225610,550097,640257,461745,166866,5954,141092,31807,109285,397637,376127,504646,645738,8993,26152.0,648409,9696,41374,599248,918,15791,2841,5499,106974,112473,89440,3030.0,800727,4222626,406071,699932,732147,710599,696221,650556,624832,6399,20555,53332,1117.0
Bokaro,51664,12126,31410,30546,7821,8744,1313,6738,2313,4425,12265,11804,26439,33177,53,1013.0,33104,232,3432,31039,864,1907,7,1936,8532,10468,3865,832.0,36324,216815,23370,39894,45684,44911,44156,44188,43417,93,129,2761,35.0
Chatra,24107,5725,16006,18016,22370,4460,153,5270,719,4551,11900,11664,11900,17170,39,,18419,332,719,17114,858,212,1,72,2794,2866,2038,,18648,109143,9259,18667,23647,22396,21144,19629,18002,28,123,12,
Deoghar,32170,12462,20852,29051,23966,2822,107,3976,1596,2380,26896,26463,27298,31274,353,166.0,31229,501,2194,30499,895,971,193,98,6991,7089,3104,295.0,23892,172634,24197,39647,33297,32204,30677,27477,25958,20,256,375,11.0
Dhanbad,57826,21105,45756,52244,29345,5388,459,7850,2779,5071,9043,8204,33585,41435,662,6082.0,42819,143,1915,39320,852,599,137,307,7872,8179,2076,12.0,37140,136143,31329,50948,58423,57186,57203,54832,53344,169,8,352,14.0
Dumka,36091,9399,25262,30258,19723,9647,207,9382,1847,7535,18161,16085,19443,28825,115,755.0,28638,377,2806,27213,935,878,211,110,4103,4213,2795,89.0,19280,101690,19948,31048,29243,28390,27808,27242,26114,596,1290,1465,78.0
Garhwa,34430,5572,18912,28122,15788,10968,244,5311,670,4641,18812,17894,19786,25097,126,10.0,25347,698,1261,24201,961,50,0,31,7723,7754,1465,0.0,16207,68800,12947,29020,32320,31265,30311,26436,25310,0,639,2800,51.0
Giridih,54744,15425,35716,44401,32724,9543,42,16158,4662,11496,27647,27392,34455,50613,280,2110.0,51042,603,1394,40468,916,477,151,214,7783,7997,4234,99.0,19985,78102,21808,50550,58938,56270,54244,51275,49259,277,804,2625,15.0
Godda,34594,12525,27335,29754,33186,10047,237,1573,312,1261,30545,30309,31073,32646,219,122.0,32215,587,1229,31773,938,184,110,172,4433,4605,3481,0.0,25098,146950,18588,32523,31472,29639,27935,24639,23372,1554,619,1374,8.0
Gumla,22057,4350,18066,20104,10845,12201,459,3957,490,3467,15195,15000,16039,19996,118,244.0,19646,474,2039,19324,969,1939,354,417,1428,1845,5916,234.0,43008,284403,14429,20022,20190,19888,19698,18228,17885,137,401,1015,147.0
Hazaribagh,38982,10307,27659,30709,36004,9090,382,10134,2685,7449,19334,18286,29543,39677,1008,1252.0,39490,444,3423,38110,910,602,93,47,9148,9195,2622,132.0,54246,261630,24435,36334,38297,36618,36151,33164,32379,84,919,961,24.0
Jamtara,18589,6364,12733,15950,14508,3323,110,3996,539,3457,11486,9960,11512,15508,34,0.0,15406,391,1272,14739,959,134,15,22,1949,1971,2978,0.0,17118,104318,10197,17848,16103,15315,14571,14047,13747,3,516,288,26.0
Khunti,12136,2734,9449,10306,9135,5436,79,3407,669,2738,6148,6076,6433,9840,117,,9796,172,848,9460,953,384,118,159,865,1024,6013,,13642,113617,8427,11564,11832,11602,11494,11688,11350,52,76,24,42.0
Kodarma,17334,3209,13540,14682,4172,2338,13,920,367,553,10138,9669,15602,16522,59,2492.0,16321,322,491,12368,876,184,84,40,3612,3652,1478,0.0,15004,132312,5595,19472,17038,16370,15966,14360,14008,21,1,2,23.0
Latehar,18996,5071,14489,16885,14796,3555,126,6294,1737,4557,11693,9142,11693,17987,14,,17855,214,855,16489,916,258,55,138,2336,2474,3088,,20417,131297,8494,17938,18073,17863,17761,16076,15174,0,1036,231,20.0
Lohardaga,11581,2588,8661,9202,10909,6620,204,699,185,514,8578,5727,9576,10275,287,455.0,10179,185,1939,9934,936,241,124,137,997,1134,2564,0.0,30719,133321,8331,10875,10252,10223,10065,9807,9546,337,479,233,16.0
Pakaur,27519,6615,20636,24002,11550,1484,31,8108,734,7374,13674,13534,13831,21939,0,69.0,21741,314,1243,21335,921,107,0,42,2653,2695,4156,0.0,28577,171228,12809,23588,23511,22875,22286,20451,17442,6,0,0,1.0
Palamu,44180,14283,32735,37504,36327,8835,125,9595,3600,5995,21662,20440,21662,31257,169,0.0,31147,534,1243,28036,926,286,148,81,7058,7139,5710,0.0,37285,130058,19948,38597,43394,42845,41854,38744,37729,0,559,579,6.0
Pashchimi Singhbhum,45437,13203,35419,36118,38277,7143,63,8361,2080,6281,23235,22766,23235,31596,277,,32035,571,1589,30885,970,640,245,281,1443,1724,4594,,38167,155006,17817,31286,36255,35814,35853,32845,30478,828,1102,496,131.0
Purbi Singhbhum,55216,16662,34629,35478,17591,16872,929,3571,135,3436,19433,18101,34933,38504,1247,4733.0,38303,475,3882,29401,900,1153,29,116,6893,7009,3687,407.0,46904,312280,34827,42650,42499,41440,42003,39098,38612,845,9850,27590,192.0
Ramgarh,19906,2647,12028,15221,6547,5661,244,4144,923,3221,8160,7907,11367,15511,17,1212.0,15511,244,598,15215,977,202,40,48,5503,5551,1829,365.0,21620,97371,11629,17359,17838,17140,16332,15924,15579,195,80,2257,14.0
Ranchi,69356,24313,43686,52066,28416,9865,113,7555,1125,6430,30761,28737,46642,54197,3519,4903.0,55829,732,2255,52683,917,3262,425,830,5803,6633,10653,328.0,101558,660431,35759,59433,61667,60624,61162,55749,55209,904,513,1647,47.0
Sahibganj,35005,8521,16413,25579,15204,4709,245,3867,91,3776,27507,27068,28518,32385,245,317.0,31849,731,2861,30544,958,392,194,11,3312,3323,2323,237.0,12107,63525,13364,27684,27627,25029,23047,21036,18914,136,1092,5150,53.0
Saraikela,25600,7894,18731,22209,9981,5683,41,6067,712,5355,8397,7165,13114,19181,28,217.0,19157,215,1220,18490,938,412,64,59,3248,3307,3662,0.0,27567,123617,12430,21961,22823,22739,22357,21608,20822,106,50,959,142.0
Simdega,13600,2510,9974,11850,12560,2432,28,4159,837,3322,6967,6734,6967,11126,7,,11331,205,666,10608,917,317,43,131,495,626,5109,,96214,317935,6134,11024,11724,11953,12143,12013,11182,8,13,136,21.0
