Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jharkhand,762847,201620,471578,601596,561503,64770,3236.0,242198,67969,174229,289268,237189,345136,587334,4272.0,11308.0,591953,7377,41487,491878,908,12914,2693.0,13178,114537,127715,104063,9871.0,1135764,9019783,370874,748625,739386,706234,685745,750447,564366,6000.0,12268.0,27332.0,857.0
Bokaro,45404,9976,28017,32529,32047,13750,1151.0,10544,2407,8137,13119,8087,23176,33720,108.0,294.0,34584,277,2156,26741,909,1402,35.0,2302,9507,11809,5059,1290.0,105520,906034,13401,48251,48479,47647,47114,43860,43552,449.0,,160.0,45.0
Chatra,18780,3714,12177,16517,14206,362,28.0,8268,3303,4965,9940,9940,10223,18491,,,17963,117,1666,11898,945,5,,277,4244,4521,2566,,11898,83346,9486,22784,22083,20172,18263,13314,13382,,,,
Deoghar,33869,7389,22652,29458,26418,1586,41.0,10674,4533,6141,16219,12716,16617,27291,55.0,66.0,28748,446,1618,22948,942,508,129.0,312,6381,6693,3026,59.0,14517,83423,23236,34673,34158,33591,34234,197088,25032,110.0,83.0,1755.0,5.0
Dhanbad,61886,20711,34833,53756,52373,2189,16.0,10027,2688,7339,27994,17739,28910,38937,525.0,,40093,216,4435,35099,761,470,415.0,369,12077,12446,12740,991.0,179336,896676,23971,62767,61595,59593,60462,51081,48820,305.0,,256.0,27.0
Dumka,33128,7880,19854,26737,29268,3585,67.0,12989,2717,10272,10392,9947,11670,24659,42.0,542.0,24427,357,1744,21222,937,1089,57.0,164,4200,4364,2496,194.0,35914,323844,21249,30711,30472,29547,28976,26702,25272,500.0,498.0,1895.0,17.0
Garhwa,30279,5524,17580,22624,22156,3388,133.0,8097,954,7143,12573,11293,13164,21261,25.0,33.0,21207,530,1160,18943,917,202,19.0,119,7589,7708,1610,,21084,192131,9600,30107,31317,29492,27797,21821,20081,,797.0,1988.0,
Giridih,49357,9258,27516,40812,35689,2924,99.0,20368,6377,13991,18074,13711,20157,40525,94.0,356.0,39648,530,2460,31109,920,394,241.0,714,6491,7205,6482,727.0,40557,163662,15896,55930,57471,53215,51073,37159,36227,523.0,,358.0,8.0
Godda,29372,9571,16179,24315,27013,228,7.0,9089,2960,6129,12437,11602,12437,21526,13.0,,21510,243,1436,18713,852,102,88.0,450,4599,5049,2287,,32373,242865,9694,31765,30382,26895,24529,20521,20459,103.0,276.0,185.0,4.0
Gumla,27516,6188,18919,21930,22718,6138,126.0,8965,2801,6164,10993,8903,11968,20933,67.0,310.0,20969,308,1178,17565,937,1411,122.0,866,1882,2748,5732,637.0,57063,511856,11638,22495,22644,22863,22437,19877,19547,90.0,200.0,1324.0,74.0
Hazaribagh,41949,13370,24778,27367,24337,4145,86.0,10487,956,9531,15847,14952,22542,33029,111.0,1116.0,33125,371,1774,26385,960,403,188.0,142,7532,7674,2756,997.0,31957,295064,22322,37143,36425,34320,31950,26703,25743,423.0,1290.0,6675.0,59.0
Jamtara,17879,4898,11050,15973,15965,886,,8895,4434,4461,7803,6997,8612,17507,,,17347,258,853,15221,1023,133,,51,2363,2414,1420,,19544,196294,10359,19042,17418,16781,16400,15998,15572,4.0,,,1.0
Khunti,13418,3513,10729,11927,10598,2294,109.0,5202,1958,3244,6381,6394,6381,11583,73.0,,11265,115,801,10891,955,220,203.0,298,597,895,4158,,22854,135396,10534,11858,12182,12173,12091,12080,11880,,,85.0,50.0
Kodarma,14122,2617,7721,10228,7641,989,14.0,4463,561,3902,5889,4510,9721,14184,,1346.0,14578,133,607,10118,917,165,10.0,57,4142,4199,1629,25.0,27111,87793,8136,16865,14253,13181,11817,9214,9164,20.0,,70.0,18.0
Latehar,20288,5560,14861,17156,14579,478,140.0,12013,894,11119,5681,5536,6306,18319,,60.0,18447,165,1017,16538,908,210,121.0,498,3554,4052,3307,,27127,104813,8483,19674,20231,19178,18613,11918,11788,,2710.0,1003.0,53.0
Lohardaga,11446,2607,7438,9217,9465,1587,194.0,3272,301,2971,4636,5029,6257,9529,295.0,294.0,9724,117,1454,9348,921,166,88.0,238,945,1183,870,19.0,19698,117607,6440,11890,10695,10368,9809,9011,9037,1178.0,60.0,1889.0,3.0
Pakaur,23113,3841,10957,18242,15915,1058,99.0,9349,4539,4810,5775,3418,5936,15285,,26.0,15557,134,671,11224,831,14,,132,1684,1816,3126,,16182,85467,11182,21737,22054,19640,18336,18120,18097,9.0,,1678.0,
Palamu,42028,13956,32894,39814,34845,3170,99.0,13734,5808,7926,17649,14239,22859,36593,102.0,2370.0,36489,403,4304,26594,899,96,30.0,448,10365,10813,5171,996.0,21948,643310,29308,48529,47035,45877,44039,35096,35011,132.0,544.0,379.0,40.0
Pashchimi Singhbhum,40262,7119,27503,33387,35393,3254,89.0,16183,5295,10888,14285,10257,14651,30834,15.0,,31186,248,1675,26705,930,310,219.0,653,2039,2692,4260,195.0,49481,333470,16850,35028,38153,36850,35862,32087,31701,291.0,2.0,1086.0,53.0
Purbi Singhbhum,50691,8655,34450,32520,27749,4963,163.0,9525,650,8875,13652,11920,24022,33547,466.0,1445.0,33591,437,2614,26121,902,820,315.0,230,6693,6923,3213,724.0,61444,732505,28112,44848,41481,41447,40846,37238,37124,641.0,4771.0,3441.0,233.0
Ramgarh,18461,2364,14008,12650,9672,2205,266.0,6932,2321,4611,5383,5153,7284,14216,6.0,303.0,14475,430,596,13223,962,73,,221,2524,2745,1368,179.0,22964,56252,11067,17566,17278,15940,15184,14977,14067,286.0,,471.0,
Ranchi,65570,27330,36204,47317,43156,2328,193.0,14714,5323,9391,30157,26139,36777,51491,2203.0,2658.0,53709,792,4134,46498,870,3929,267.0,3018,9187,12205,17054,2733.0,207136,1695221,42276,60543,57234,54259,54431,45617,43684,668.0,755.0,652.0,32.0
Sahibganj,35236,10118,14938,22581,20870,1306,83.0,11399,326,11073,7711,7150,8312,19711,37.0,89.0,19431,325,1204,17324,939,241,83.0,158,2136,2294,3237,105.0,30769,230346,12920,29124,29319,26406,24472,19785,18728,176.0,256.0,1508.0,76.0
Saraikela,25377,5811,17357,23025,17617,1773,,11843,2704,9139,10041,8971,10517,22360,35.0,,22170,274,1412,19851,948,504,20.0,509,2772,3281,5665,,35480,324672,9364,22677,24336,24349,24843,20001,19223,87.0,26.0,171.0,59.0
Simdega,13416,9650,8963,11514,11813,184,33.0,5166,3159,2007,6637,2586,6637,11803,,,11710,151,518,11599,973,47,43.0,952,1034,1986,4831,,43807,577736,5350,12618,12691,12450,12167,11179,11175,5.0,,303.0,
