Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Madhya Pradesh,1788353.0,931286.0,1410767.0,1483072.0,1655601.0,456451.0,39472.0,202039.0,53866.0,148173.0,1063664.0,407493.0,1164962.0,1367001.0,47301.0,27978.0,1350263.0,24447.0,249501.0,1165829.0,932,24617.0,23150.0,16732.0,368447.0,385179.0,365617.0,16401.0,2832796.0,16193694.0,1023755.0,1410794.0,1516635.0,1494636.0,1492920.0,1474936.0,1413913.0,1907.0,114424.0,166094.0,14775.0
Agar Malwa,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Alirajpur,19328.0,7189.0,14376.0,15154.0,19032.0,3900.0,126.0,8843.0,466.0,8377.0,9689.0,6363.0,9689.0,18532.0,2.0,,18219.0,325.0,1795.0,11936.0,932,332.0,275.0,214.0,4124.0,4338.0,3571.0,3.0,37658.0,97281.0,10953.0,18838.0,16862.0,16647.0,16158.0,16327.0,16101.0,,173.0,95.0,72.0
Anuppur,18189.0,15011.0,14627.0,13818.0,18620.0,2486.0,328.0,1177.0,342.0,835.0,9558.0,212.0,9607.0,10784.0,14.0,,10430.0,313.0,1812.0,10099.0,917,131.0,161.0,459.0,3285.0,3744.0,1862.0,,11188.0,55710.0,7239.0,11792.0,14404.0,14661.0,14497.0,15178.0,16497.0,0.0,113.0,586.0,46.0
Ashok Nagar,23361.0,12080.0,18127.0,20905.0,24495.0,3730.0,188.0,2974.0,625.0,2349.0,15372.0,3995.0,15454.0,18428.0,66.0,18.0,18038.0,433.0,1770.0,15874.0,953,185.0,183.0,67.0,4868.0,4935.0,6192.0,,43835.0,208772.0,15536.0,17161.0,19698.0,19065.0,18649.0,19931.0,19691.0,34.0,1929.0,528.0,267.0
Balaghat,32190.0,20741.0,28293.0,29649.0,29083.0,10160.0,381.0,5144.0,296.0,4848.0,22360.0,16053.0,22533.0,27677.0,3416.0,182.0,27104.0,686.0,3568.0,22998.0,960,292.0,140.0,2409.0,11352.0,13761.0,8264.0,3.0,12321.0,72133.0,18079.0,30342.0,29043.0,29155.0,29229.0,28335.0,27572.0,122.0,828.0,3174.0,524.0
Barwani,38058.0,18234.0,41193.0,29517.0,39584.0,9746.0,1814.0,15422.0,2838.0,12584.0,22433.0,17882.0,22976.0,38398.0,816.0,317.0,37928.0,556.0,7706.0,31345.0,916,643.0,350.0,91.0,10562.0,10653.0,7463.0,21.0,41278.0,434502.0,21633.0,39997.0,37933.0,37393.0,37350.0,36406.0,36065.0,,3569.0,3469.0,568.0
Betul,29328.0,15870.0,25525.0,27818.0,25905.0,11767.0,414.0,5460.0,2751.0,2709.0,18960.0,1125.0,21202.0,26662.0,263.0,654.0,26305.0,425.0,4793.0,24291.0,956,542.0,111.0,227.0,9821.0,10048.0,9230.0,145.0,106218.0,974972.0,16965.0,28441.0,26819.0,26872.0,26761.0,26618.0,26618.0,15.0,756.0,4373.0,814.0
Bhind,41766.0,17332.0,33549.0,39639.0,42746.0,23815.0,4384.0,4954.0,1491.0,3463.0,24023.0,10133.0,24378.0,29332.0,59.0,,29007.0,415.0,4478.0,28248.0,897,609.0,349.0,83.0,4338.0,4421.0,12631.0,191.0,53706.0,250105.0,25092.0,26438.0,32743.0,36432.0,31377.0,30669.0,31153.0,1.0,1380.0,2142.0,469.0
Bhopal,53067.0,34712.0,48101.0,51626.0,56973.0,26819.0,3140.0,1902.0,535.0,1367.0,31076.0,2981.0,44225.0,46127.0,4997.0,6740.0,45901.0,1027.0,5732.0,41996.0,932,5641.0,7454.0,340.0,10601.0,10941.0,5381.0,1354.0,97264.0,760068.0,43076.0,49725.0,48209.0,45393.0,45327.0,43724.0,41896.0,189.0,38688.0,45447.0,234.0
Burhanpur,18928.0,7662.0,15405.0,16776.0,20864.0,5845.0,1165.0,2249.0,437.0,1812.0,10555.0,8148.0,10555.0,12804.0,434.0,,12521.0,285.0,2965.0,11835.0,912,124.0,62.0,80.0,4493.0,4573.0,2895.0,,42605.0,420090.0,18437.0,15294.0,15658.0,15336.0,14940.0,14653.0,14897.0,29.0,1313.0,1979.0,29.0
Chhatarpur,44896.0,20945.0,39040.0,41364.0,34888.0,6706.0,585.0,5857.0,1757.0,4100.0,32060.0,16341.0,36361.0,42218.0,819.0,1201.0,41653.0,736.0,3565.0,38935.0,949,220.0,473.0,85.0,9885.0,9970.0,12459.0,,62605.0,647680.0,26396.0,36640.0,45994.0,44356.0,43222.0,41346.0,41346.0,,1985.0,787.0,809.0
Chhindwada,37278.0,24855.0,30665.0,28989.0,30989.0,8936.0,369.0,2994.0,371.0,2623.0,26075.0,13731.0,27145.0,30139.0,1728.0,3.0,30396.0,370.0,9502.0,24997.0,936,219.0,265.0,709.0,8248.0,8957.0,5276.0,10.0,43817.0,140683.0,22223.0,30269.0,31481.0,32376.0,33623.0,31462.0,29199.0,,921.0,3043.0,164.0
Damoh,33957.0,14166.0,25199.0,27048.0,30589.0,3892.0,137.0,5464.0,578.0,4886.0,16244.0,3490.0,16244.0,21708.0,235.0,,23243.0,413.0,3782.0,20046.0,928,340.0,168.0,21.0,4912.0,4933.0,10809.0,36.0,62801.0,290628.0,12738.0,22462.0,26192.0,26074.0,26211.0,26258.0,24584.0,7.0,235.0,1093.0,245.0
Datia,16962.0,8794.0,14913.0,14703.0,14097.0,3501.0,150.0,1287.0,581.0,706.0,8309.0,1494.0,8331.0,9618.0,36.0,,9128.0,161.0,3229.0,10994.0,873,161.0,22.0,28.0,2606.0,2634.0,4753.0,116.0,33211.0,266447.0,6264.0,8519.0,11680.0,11582.0,11524.0,11369.0,12088.0,,104.0,295.0,211.0
Dewas,37704.0,22796.0,29825.0,33612.0,34545.0,10402.0,611.0,1048.0,227.0,821.0,24379.0,5570.0,27606.0,28654.0,348.0,609.0,28415.0,450.0,1935.0,24417.0,927,140.0,93.0,95.0,8001.0,8096.0,7348.0,132.0,87965.0,834142.0,26356.0,31024.0,32898.0,33575.0,33731.0,33243.0,30902.0,1.0,,1366.0,286.0
Dhar,58372.0,28750.0,42675.0,44686.0,48536.0,11775.0,944.0,7371.0,4391.0,2980.0,29792.0,19288.0,32403.0,39774.0,371.0,1046.0,38863.0,619.0,10817.0,32407.0,941,578.0,1057.0,522.0,14098.0,14620.0,16141.0,346.0,111822.0,692079.0,26929.0,47546.0,48182.0,46633.0,48077.0,46882.0,45801.0,,4970.0,8176.0,196.0
Dindori,16431.0,7478.0,15100.0,15539.0,17062.0,3881.0,0.0,5519.0,405.0,5114.0,8421.0,135.0,8421.0,13940.0,38.0,,13731.0,298.0,852.0,12322.0,968,289.0,89.0,19.0,3106.0,3125.0,3142.0,,8637.0,39846.0,5593.0,14098.0,13885.0,13797.0,13954.0,13898.0,13876.0,17.0,41.0,2906.0,247.0
Guna,38276.0,27344.0,31181.0,34598.0,37762.0,4103.0,258.0,1803.0,35.0,1768.0,28055.0,12261.0,29508.0,31311.0,720.0,898.0,30906.0,569.0,6669.0,29205.0,964,262.0,280.0,75.0,8413.0,8488.0,3788.0,61.0,46585.0,145413.0,28164.0,31456.0,34268.0,33865.0,33093.0,33919.0,31365.0,288.0,1125.0,1675.0,291.0
Gwalior,45007.0,21642.0,27411.0,36692.0,52437.0,15491.0,1886.0,1879.0,518.0,1361.0,25184.0,3349.0,32987.0,34866.0,2067.0,3901.0,34461.0,435.0,4123.0,26329.0,891,603.0,647.0,261.0,5232.0,5493.0,7086.0,475.0,34747.0,179391.0,28146.0,37131.0,37088.0,35081.0,34213.0,33613.0,32054.0,20.0,859.0,2745.0,128.0
Harda,12191.0,6263.0,10014.0,9367.0,12056.0,1489.0,319.0,2399.0,839.0,1560.0,8307.0,4329.0,8809.0,11208.0,160.0,,11194.0,136.0,1638.0,9915.0,965,271.0,52.0,68.0,3141.0,3209.0,5255.0,,22511.0,260977.0,5599.0,12502.0,10839.0,10377.0,10757.0,9772.0,9946.0,0.0,338.0,498.0,120.0
Hoshangabad,25188.0,13294.0,19396.0,20392.0,24922.0,8275.0,517.0,1363.0,22.0,1341.0,17313.0,2459.0,20450.0,21813.0,1702.0,1374.0,21568.0,361.0,3774.0,20454.0,898,553.0,304.0,188.0,4600.0,4788.0,7851.0,,95989.0,707878.0,16321.0,21097.0,22029.0,21320.0,21585.0,22458.0,19887.0,16.0,2260.0,4910.0,97.0
Indore,97579.0,43947.0,72556.0,62483.0,80257.0,23438.0,1146.0,415.0,71.0,344.0,33233.0,9237.0,64787.0,65202.0,3605.0,3821.0,64616.0,720.0,19688.0,61789.0,901,1088.0,1454.0,838.0,36323.0,37161.0,27519.0,12529.0,348597.0,1470110.0,39795.0,62131.0,66122.0,65796.0,65935.0,61942.0,61942.0,8.0,861.0,5676.0,150.0
Jabalpur,60590.0,37534.0,46533.0,43580.0,48420.0,27402.0,3502.0,3463.0,1302.0,2161.0,27407.0,2433.0,35123.0,38586.0,3959.0,1380.0,38169.0,710.0,10932.0,35463.0,924,1102.0,1046.0,255.0,21655.0,21910.0,8496.0,0.0,43855.0,451546.0,32236.0,41414.0,43546.0,42347.0,41551.0,40751.0,38468.0,81.0,3380.0,4499.0,241.0
