Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Karnataka,1140111,928338,327048,98.5,108.2,30012,52.1,483,785,38.1,345978,10548,910527,911795,137244,142641,8847,893774,858110,947,97.9,1.1,882098,16780,56.1,79.8,22.2,0.9,0,10,55,14,30412,39.5,12.5,4942,19171,,1054412,98.6,289
Bagalkote,40761,32957,15128,85.3,72.2,1404,78.7,8,7,53.3,20850,44,40048,40063,2591,7930,219,39189,38253,964,61.8,0.0,19260,80,39.3,70.0,9.6,0.9,0,0,0,0,728,27.7,8.2,99,293,,39152,100.0,2
Bangalore Rural,14979,12898,2870,87.3,99.3,76,31.0,4,1,80.0,2836,174,8032,8037,1562,1873,43,8009,8015,979,89.7,0.8,11176,507,60.7,90.5,16.1,0.3,0,0,0,0,171,34.5,22.1,131,716,,14198,98.3,0
Bangalore Urban,209635,142526,39745,112.1,115.7,3529,27.9,20,38,34.5,63868,378,120114,120172,18777,14626,1487,119379,110215,932,109.5,1.8,180741,3437,73.7,84.6,24.5,2.9,0,0,1,0,12940,49.7,17.8,1239,2003,,166907,99.9,22
Belgaum,98126,85564,36728,94.9,104.0,4316,62.8,14,17,45.2,32401,180,71616,71647,7454,13943,766,67656,66468,945,98.8,0.4,64028,759,32.6,81.4,19.7,0.8,0,0,0,1,1018,39.2,13.7,239,2448,,91459,98.7,14
Bellary,57841,52578,15749,90.0,102.5,2690,58.2,20,84,19.2,10008,455,44644,44748,7772,5607,659,42979,39694,953,88.2,1.5,50070,905,55.4,73.9,19.4,0.1,0,0,0,0,183,22.1,6.2,172,472,,52791,99.7,6
Bidar,34139,25630,14908,94.5,194.5,1384,37.7,21,36,36.8,6884,972,29486,29543,2823,3724,130,28275,27154,933,157.7,1.7,19416,325,67.8,63.4,23.2,0.3,0,0,0,0,171,84.2,28.5,102,1655,,33642,93.4,11
Bijapur,57276,47504,10579,82.7,94.1,1096,42.6,7,3,70.0,16402,157,44150,44160,3020,3545,415,43306,41182,983,82.1,0.7,38218,224,29.8,74.6,11.1,0.2,0,0,0,0,15,23.3,5.3,36,1174,,53224,99.7,0
Chamrajnagar,12126,11195,840,86.5,96.4,171,88.1,3,5,37.5,1225,63,8968,8976,2224,783,66,8855,8556,976,95.3,0.2,6004,221,57.5,75.6,17.4,0.0,0,0,0,0,60,28.3,9.4,22,89,,10944,99.8,0
Chikkaballapur,18078,16707,945,93.9,100.3,442,80.1,5,6,45.5,2759,13,15230,15241,4572,1948,136,15151,15078,936,100.1,0.0,18007,314,41.3,79.0,34.1,0.1,0,0,0,0,73,36.6,15.6,15,171,,17475,99.5,1
Chikmagalur,13587,11575,1809,125.2,87.7,118,46.5,3,32,8.6,3617,1,12431,12466,3479,2626,73,12397,12321,955,77.6,0.5,9542,294,54.5,91.2,44.4,0.1,0,1,0,0,336,38.6,10.1,98,6,,14354,99.3,4
Chitradurga,28071,23654,8864,100.1,103.0,555,63.9,6,27,18.2,5564,13,20556,20589,5399,3709,191,20340,20365,916,86.4,0.5,22244,957,61.5,87.1,22.3,0.1,0,0,0,0,167,30.8,10.0,99,600,,25118,98.6,8
Dakshina Kannada,30348,22916,6354,100.0,105.8,291,82.0,7,9,43.8,28147,40,35972,35988,3157,9803,310,35983,32679,958,86.9,5.2,36057,421,59.5,75.5,57.6,2.4,0,0,2,0,1262,34.6,15.0,185,0,,31373,100.0,15
Davanagere,32104,25976,13857,86.6,102.0,234,26.2,1,7,12.5,7268,8,30110,30118,5985,2303,142,29985,27564,936,83.0,0.3,26196,1476,55.7,70.5,28.3,1.9,0,0,0,0,3448,56.8,10.2,178,407,,32161,97.3,84
Dharwad,34426,29215,14054,99.2,100.0,616,42.1,2,0,100.0,15057,1321,35893,35895,5077,6942,659,35221,34022,934,92.9,1.0,21678,461,71.0,72.5,25.3,0.3,0,0,0,0,539,43.4,17.9,73,1204,,33241,98.2,4
Gadag,21372,20787,9233,97.8,97.9,380,47.0,26,0,100.0,5254,134,17966,17992,3186,2772,227,17809,17765,977,97.4,0.0,23452,49,17.1,75.5,20.1,0.4,0,0,1,0,770,49.1,28.6,50,257,,19235,100.0,0
Gulbarga,60256,44037,22094,100.8,106.6,2118,66.5,35,66,34.7,13878,1625,48038,48139,5432,6026,540,47961,47155,965,91.9,0.6,46214,456,61.3,73.0,6.6,0.3,0,1,0,0,583,39.7,5.9,80,1072,,59014,98.4,10
Hassan,22613,18809,5246,89.6,101.0,133,75.1,7,44,13.7,6463,36,21124,21175,4559,4388,59,19563,19727,937,88.4,1.0,13447,558,57.3,88.9,28.6,0.1,0,0,0,0,395,57.4,21.0,304,143,,22445,99.6,1
Haveri,29043,26998,13562,102.9,94.2,707,36.0,3,7,30.0,4941,332,21637,21647,3538,2779,245,21291,20751,946,86.0,0.0,13740,327,31.4,71.9,16.6,4.6,0,0,2,6,87,32.1,10.9,783,509,,28076,97.8,7
Kodagu,7031,5963,924,109.5,108.8,82,46.9,5,6,45.5,1017,63,6648,6659,1209,392,64,6544,6454,929,107.1,0.4,7178,89,21.2,67.4,27.3,1.1,0,0,0,0,71,51.8,23.5,44,480,,7374,100.0,2
Kolar,23012,19665,3909,88.7,100.3,920,69.3,5,17,22.7,6591,1123,21457,21479,5113,4365,109,20257,19412,937,96.3,1.1,21275,539,49.7,82.4,17.1,3.5,0,0,0,0,39,39.7,23.4,65,601,,25151,84.3,1
Koppal,31974,29602,15435,110.8,107.4,2019,57.6,22,103,17.6,5361,261,29908,30033,3933,1901,444,29172,27751,974,91.1,0.3,28450,581,54.4,59.2,13.2,0.4,0,0,27,0,262,53.0,14.5,187,811,,29348,98.4,18
Mandya,22334,18370,3670,78.8,98.9,342,40.3,3,14,17.6,6321,113,17871,17888,3660,3822,119,17909,16635,909,74.2,1.2,13174,406,36.5,77.1,23.2,0.1,0,0,0,0,165,22.5,13.0,53,163,,20758,100.0,14
Mysore,38253,33023,4476,103.6,104.9,642,65.0,5,0,100.0,15647,3,40723,40728,6038,9135,214,40165,38881,938,92.8,0.6,26686,558,46.1,80.8,25.6,0.5,0,0,0,0,2592,15.3,2.5,64,1082,,39143,99.5,43
Raichur,53870,48642,24295,93.9,101.1,2924,95.2,115,40,74.2,14927,10,42214,42369,2196,4197,579,41724,41441,961,88.7,0.3,31045,182,52.0,59.9,8.9,0.5,0,6,0,6,109,43.7,6.9,85,691,,44626,99.1,4
Ramanagar,14207,11682,3696,93.7,100.3,300,70.8,5,0,100.0,4776,7,8776,8781,1413,1400,11,8776,8762,919,92.7,1.7,11474,317,56.7,89.6,17.2,0.8,0,1,7,0,136,26.4,21.1,41,75,,13090,99.5,0
Shimoga,23941,21112,8629,101.8,96.9,270,89.1,10,0,100.0,7682,0,26494,26504,7816,3622,308,26270,25995,945,96.9,0.1,28183,435,53.7,85.5,39.5,0.3,0,0,8,0,365,19.1,4.5,58,244,,27107,100.0,0
Tumkur,36459,30196,9453,81.1,88.8,501,57.0,10,29,25.6,13021,3,30808,30847,8562,9251,126,30472,29451,906,86.7,0.1,31973,606,39.4,82.7,34.8,0.2,0,0,0,0,276,11.5,5.2,160,39,,36778,100.0,6
Udupi,14497,14256,1937,96.2,134.4,156,35.9,4,9,30.8,10219,132,14920,14933,2384,5784,97,14586,13265,977,126.7,14.8,14000,102,75.3,84.3,52.9,0.8,0,0,1,1,2833,47.7,19.3,66,231,,14980,99.8,3
Uttara Kannada,20764,16972,6576,129.9,126.6,390,53.1,16,15,51.6,8828,1350,20063,20094,3216,3083,180,19986,19016,970,106.9,1.4,18734,921,70.0,91.5,45.3,0.5,0,1,1,0,507,45.5,14.3,145,260,,20067,98.8,7
Yadgir,38988,27329,11483,102.0,159.5,1206,67.1,91,163,35.8,4166,1537,24630,24884,1097,362,229,24564,24083,962,157.9,0.4,30436,273,56.3,70.3,6.5,0.3,0,0,5,0,111,62.9,10.5,69,1275,,31181,93.7,2
