Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Tamil Nadu,"1,238,461","936,749","983,482","1,214,531","640,436","797,028","30,980","7,143","3,769","3,374","719,531","2,291","1,102,110","1,109,253","63,068",47.0,"1,082,343","14,487","112,157","4,013",950,"68,329","19,755","3,024","340,177","343,201","287,056","23,149","1,705,963","12,116,300","1,077,411","1,088,061","1,098,246","1,085,119","1,090,287","1,043,372","991,598",,"185,805","878,636","14,715"
Ariyalur,"2,781","3,114","8,417","1,974","2,343",87,132,"1,877","1,763",114,"1,906","1,967","1,906","3,783",543,47.0,"1,974",6,233,"1,974","1,000",13,245,579,"1,326","1,905",,,,,,,,,,,,,,,
Chennai,"87,281","81,560","83,064","82,861","19,850",8,,7,2,5,"56,624",,"86,267","86,274",,,"80,549",142,"4,901",,913,"5,586","4,840",322,"31,783","32,105","28,915","6,115","181,061","1,995,333","68,314","70,431","73,580","73,016","75,085","76,017","61,695",,,,560
Coimbatore,"83,455","57,243","59,824","82,544","38,660","33,618",773,66,12,54,"41,687",,"75,634","75,700","4,918",,"75,066","1,721","14,259",,988,"9,717",818,59,"19,075","19,134","20,763",990,"99,520","758,800","74,757","74,746","74,894","74,865","74,452","74,926","74,932",,"7,210","25,697",563
Cuddalore,"41,527","26,808","28,596","41,024","33,576","31,745",464,88,26,62,"24,945",,"36,158","36,246","4,603",,"35,756",490,"3,047",,882,"1,169","1,832",48,"12,507","12,555","12,356",600,"93,010","475,855","38,494","39,403","39,194","38,153","38,828","33,840","33,708",,"13,808","65,554",554
Dharmapuri,"30,572","23,407","23,870","30,114","17,150","33,655",808,251,52,199,"21,914",,"26,930","27,181",333,,"27,351",431,"4,488",,917,"2,076",526,32,"11,374","11,406","8,606",171,"56,810","317,980","26,950","27,133","27,270","27,000","26,844","26,092","24,577",,"1,000","17,354",538
Dindigul,"39,739","33,031","33,492","38,461","16,021","22,343","3,807",538,364,174,"18,898",324,"34,302","34,840","1,351",,"30,957",481,"2,222","2,039",947,"2,243",479,18,"10,959","10,977","8,876","1,306","60,458","386,095","30,873","31,190","31,855","31,318","30,852","27,396","27,367",,"5,973","27,338",492
Erode,"42,563","32,635","37,516","42,324","21,818","40,041","2,539",74,33,41,"23,543",,"38,410","38,484","3,299",,"38,125",359,"5,187",,944,"1,246",522,134,"14,587","14,721","10,267","1,140","72,288","497,395","38,067","38,095","38,368","38,184","38,018","37,670","37,123",,"11,362","26,464",539
Kancheepuram,"57,293","40,705","46,250","58,252","52,245","23,941",471,34,17,17,"38,013",,"51,788","51,822","2,449",,"54,370",402,"2,341",,936,"1,928",546,151,"14,034","14,185","11,040",269,"67,699","433,887","53,574","53,781","54,555","53,435","53,347","49,546","49,468",,"7,354","48,397",485
Kanniyakumari,"26,830","20,514","19,765","25,138","1,126","14,043",136,49,9,40,"6,688",,"24,366","24,415",921,,"24,179",135,"1,292",,939,"1,116",341,83,"9,967","10,050","4,796",476,"29,858","227,253","23,052","23,315","23,733","23,439","23,975","23,479","23,409",,"3,023","11,108",206
