Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Rajasthan,"2,002,738","1,056,808","1,416,220","1,904,091","1,501,174","8,240","1,370","365,001","131,485","233,516","890,611","50,240","1,134,879","1,499,880","36,727","2,937","1,471,729","19,133","95,916","30,987",905,"13,860","35,206","12,219","344,704","356,923","326,372","27,505","10,578,191","103,491,751","553,368","1,779,601","1,737,806","1,678,750","1,692,822","1,628,121","1,569,823",570.0,21.0,14.0,"5,124"
Ajmer,"82,723","40,608","55,460","69,607","50,197",,,"9,759","2,698","7,061","30,232",,"43,903","53,662","2,926",,"51,518",732,"9,093",,923,,"3,576",883,"10,997","11,880","8,130",384,"345,942","3,717,120","23,200","72,302","61,134","57,716","60,811","60,661","60,661",,,,55
Alwar,"104,248","47,604","69,239","94,751","96,299",,,"18,856","4,662","14,194","44,420",,"59,703","78,559","1,428",41,"77,624","1,352","3,007",,882,"1,001","2,428",681,"18,256","18,937","12,063",635,"319,601","4,780,634","11,166","95,191","86,549","80,627","81,475","76,695","69,021",5.0,,,151
Banswara,"55,772","24,765","34,325","53,970","37,966",,,"6,506","1,615","4,891","37,522","12,958","37,835","44,341","1,000",,"38,942","1,016","2,497",,"1,102",89,311,76,"8,352","8,428","10,043",,"395,288","2,489,640","12,018","49,857","46,100","40,128","44,737","44,900","44,900",,,,112
Baran,"26,995","17,688","19,644","35,555","23,488",,,"2,024",784,"1,240","22,526",,"23,784","25,808",151,,"26,290",235,"1,557","18,375",814,200,180,305,"7,080","7,385","5,693",,"182,690","2,461,290","12,494","23,769","27,669","26,802","25,603","27,870","27,520",71.0,,,135
Barmer,"63,301","28,927","44,274","60,297","34,663",,"1,370","27,916","9,238","18,678","24,789","2,685","26,425","54,341",15,8,"53,422",690,620,,865,221,84,68,"10,460","10,528","9,578",133,"437,787","1,884,885","14,914","61,527","64,245","61,554","59,938","56,239","56,239",58.0,,,79
Bharatpur,"80,582","41,402","56,871","78,993","68,694",,,"11,233","2,013","9,220","39,221",,"43,844","55,077",,,"50,970",440,"1,015",,898,480,"2,135",200,"11,436","11,636","12,364",,"189,201","2,432,479","6,477","74,164","64,473","63,459","64,928","70,153","70,153",,,,136
Bhilwara,"67,865","56,672","58,038","66,773","63,063",,,"30,889","14,285","16,604","23,683","8,176","27,872","58,761","1,720","1,965","57,739",566,"17,380",,962,"1,542","1,846",468,"9,349","9,817","14,064",421,"420,073","1,263,010","7,391","55,745","53,214","51,796","51,794","51,082","49,912",,,,30
Bikaner,"75,797","26,155","42,026","72,251","53,201",,,"16,304","7,098","9,206","30,492","4,921","35,704","52,008",18,,"51,710",320,"1,017",,921,32,32,240,"10,515","10,755","9,320",79,"432,877","5,497,293","9,151","44,978","75,748","69,474","65,981","64,056","59,379",,,,62
Bundi,"34,481","21,526","29,461","34,481","23,429",,,"6,015","2,535","3,480","19,432",,"21,830","27,845",924,502,"27,707",138,662,,923,,695,247,"6,453","6,700","5,086",12,"218,736","2,544,462","16,933","29,812","29,942","29,794","29,646","29,537","29,317",,,,55
