Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Chittaurgarh,"38,487","21,544","16,943","47,077","37,542",774,,"15,792","5,771","10,021","22,967",,"27,601","43,393",,,"39,203","2,370","1,669",,850,"2,267","1,035",637,"10,777","11,414","11,509",,"201,178","2,085,203","40,611","39,051","38,850","34,271","39,580","39,616","39,616",,,,108
Churu,"65,332","42,103","56,718","62,958","50,048",,,"9,737","3,066","6,671","26,492","2,730","30,557","40,294",408,,"39,705",294,822,,923,66,286,819,"8,282","9,101","8,752",62,"472,668","5,186,390","14,512","60,705","60,980","59,076","58,852","56,691","56,438",,,,45
Dausa,"47,514","19,026","29,482","43,256","36,886",,,"3,860",481,"3,379","21,386","7,994","27,100","30,960",7,,"31,195",344,"2,437",,883,176,281,102,"8,799","8,901","5,871",537,"136,489","1,906,340","12,476","42,546","40,400","38,438","37,775","36,074","34,118",159.0,,,51
Dhaulpur,"37,852","19,153","24,092","34,499","30,952",,,"4,693",595,"4,098","23,193","1,610","24,429","29,122",45,,"26,944",172,317,"2,657",923,16,76,148,"5,737","5,885","4,399",,"233,307","3,946,490","13,680","34,865","29,860","30,036","31,497","29,221","28,422",,,,168
Dungarpur,"40,350","31,351","27,505","38,275","20,539",,,"9,438","1,416","8,022","20,671",,"21,632","31,070",302,,"30,235",835,"8,603",,989,67,"1,235",96,"5,959","6,055","10,050",,"334,190","349,683","23,578","34,919","34,573","33,926","33,805","33,511","24,882",,,,130
Ganganagar,"52,289","38,517","38,822","52,049","40,813",,,"7,797","1,822","5,975","20,184","1,505","32,436","40,233",450,,"36,812",503,"3,136",,887,224,105,558,"10,897","11,455","11,618","1,491","395,076","5,508,189","12,432","49,697","46,663","45,708","48,990","46,900","46,039",18.0,,,98
Hanumangarh,"53,862","33,564","43,303","52,314","30,978",,,"10,750","2,430","8,320","13,396",,"30,246","40,996",176,107,"47,105",233,"3,396","9,955","1,187",267,253,697,"9,305","10,002","12,640",672,"362,384","3,696,430","7,985","43,471","44,394","44,876","43,554","43,182","42,675",,,,60
Jaipur,"192,364","92,133","119,791","169,792","141,745",,,"12,187","3,630","8,557","79,375",,"139,899","152,086","16,457",,"154,191","1,322","4,644",,895,"1,303","6,573","2,785","49,047","51,832","13,709","16,105","353,271","4,170,290","117,041","179,643","170,343","160,893","142,042","145,919","137,799",,,,40
Jaisalmer,"18,715","6,941","12,728","16,492","15,003",,,"9,542","4,837","4,705","6,230",,"6,367","15,909",51,,"14,436",284,893,,942,,,29,"3,141","3,170","3,470",,"544,218","902,880","5,862","18,336","16,868","16,260","15,600","15,042","12,757",,,,23
Jalor,"52,603","20,118","39,982","51,490","38,616",,,"14,321","7,148","7,173","21,241",,"24,693","39,014",2,,"38,839",460,817,,914,360,111,34,"9,872","9,906","10,985",384,"367,091","3,970,430","4,906","46,806","47,072","45,970","45,171","43,925","43,925",,,,105
Jhalawar,"38,304","23,753","29,158","33,499","28,635",,,"5,201","1,619","3,582","23,210",,"24,523","29,724",593,,"28,927",580,"1,495",,892,604,547,72,"7,612","7,684","9,025",329,"280,924","4,593,305","15,994","38,944","34,709","33,767","34,271","29,018","28,729",74.0,,,48
Jhunjhunun,"52,983","36,820","37,847","54,649","37,375","3,824",,"5,505","2,454","3,051","14,609","1,090","27,841","33,346",727,24,"31,303",248,933,,836,118,149,489,"10,116","10,605","10,063","2,231","221,778","4,067,352","5,772","53,896","53,208","51,922","50,352","51,688","51,468",2.0,,,11
Jodhpur,"107,510","47,082","74,076","98,827","71,854",,,"30,024","12,493","17,531","42,216",,"53,215","83,239","2,587",,"83,476",265,"7,426",,923,3,"3,956",152,"15,559","15,711","18,945",659,"645,309","5,231,970","45,878","93,756","93,287","89,984","86,244","84,586","76,366",,21.0,14.0,741
Karauli,"52,845","31,309","37,405","43,175","41,376","3,642",,"3,795",597,"3,198","25,262","2,587","30,917","34,712",141,,"34,862",422,"1,133",,871,595,556,249,"9,827","10,076","7,531",610,"190,822","2,021,950","15,120","40,042","38,437","36,369","37,716","37,166","36,214",,,,327
Kota,"52,830","41,071","46,970","52,723","41,530",,,"6,812","2,529","4,283","20,892",,"30,989","37,801",871,,"37,002",551,"1,237",,921,494,"3,354",446,"7,931","8,377","7,019",658,"270,339","3,015,730","22,119","43,542","43,068","42,830","42,292","41,038","41,038",35.0,,,249
Nagaur,"99,230","55,666","69,137","97,460","71,343",,,"19,634","10,384","9,250","39,420",,"46,871","66,505",529,240,"63,540",753,"4,347",,923,"1,282",203,361,"15,169","15,530","13,656",132,"467,281","4,907,686",,"88,720","88,528","89,833","66,070","77,568","77,375",,,,336
Pali,"57,780","31,910","50,162","58,412","46,339",,,"5,873","1,904","3,969","29,081","2,578","37,370","43,243","1,278",19,"41,458",458,981,,945,93,"1,276",113,"11,740","11,853","13,890",,"137,077","3,072,343","30,103","50,833","48,765","47,116","50,113","49,568","49,268",,,,50
Pratapgarh,"24,725","11,166","16,777","23,528","19,873",,,"3,903",833,"3,070","15,183",,"15,369","19,272",559,,"18,144",488,"1,947",,917,195,334,72,"4,004","4,076","4,532",,"147,314","1,587,710","8,914","22,834","21,240","21,123","61,721","20,499","20,363",5.0,,,242
Rajsamand,"33,743","14,728","26,879","33,313","28,065",,,"7,482","2,736","4,746","16,014","1,406","17,698","25,180",89,,"35,249",322,"1,440",,546,142,692,530,"4,554","5,084","7,684",28,"250,092","2,280,930","9,209","30,492","29,954","29,552","29,734","28,890","26,792",,,,233
Sawai Madhopur,"40,380","20,892","26,059","41,658","38,063",,,"4,769","1,081","3,688","20,548",,"22,604","27,373",,,"26,582",379,"1,640",,926,105,238,77,"6,556","6,633","8,488",274,"302,536","3,254,670","6,486","36,550","35,838","36,934","36,857","34,221","34,221",79.0,,,42
Sikar,"76,443","34,863","51,826","76,117","58,565",,,"4,620","2,301","2,319","28,394",,"45,718","50,338",175,,"48,299",433,"1,022",,953,21,191,260,"13,735","13,995","10,497",268,"278,951","3,348,090",,"66,479","67,467","67,139","66,432","57,462","57,462",,,,47
Sirohi,"35,617","15,183","25,872","35,704","30,990",,,"4,075",536,"3,539","16,547",,"19,840","23,915",111,,"23,473",450,638,,911,381,560,93,"5,469","5,562","11,455",6,"335,040","3,468,480","4,176","33,861","31,374","30,946","33,887","32,959","32,597",,,,129
Tonk,"40,562","25,058","29,703","40,492","29,308",,,"4,427","1,392","3,035","19,563",,"23,804","28,231",488,,"27,959",361,"1,093",,895,283,583,50,"7,117","7,167","7,629",25,"310,011","3,456,740","22,770","38,022","36,471","35,840","37,544","35,467","33,503",60.0,,,146
Udaipur,"98,654","37,510","75,645","79,654","63,736",,,"31,262","14,502","16,760","52,220",,"52,260","83,522","2,499",31,"76,868","1,117","7,002",,848,"1,233","1,325",182,"10,601","10,783","16,614","1,370","398,650","391,657",,"84,246","76,383","74,591","77,810","76,717","70,654",4.0,,,880
