Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttar Pradesh,"5,376,516","1,555,087","2,670,031","6,500,567","3,803,674","304,662","52,654","1,468,304","919,421","548,883","1,495,694","487,765","1,501,933","2,970,237","62,401","22,359","2,434,951","45,339","570,428","1,225,345",870,"29,589","61,280","13,664","379,913","393,577","1,402,708","24,685","7,144,999","64,094,537","1,171,338","6,976,048","6,543,191","6,077,788","6,262,130","6,296,328","3,605,590",240.0,"57,545","117,125","1,175"
Agra,"266,667","60,840","73,706","132,372","154,545",,,"56,100","45,828","10,272","33,811","34,767","35,094","91,194",454,,"89,757",808,"18,847","52,023",872,"1,711",971,51,"9,444","9,495","36,253","2,528","197,760","2,635,549","36,958","122,216","105,221","108,634","121,019","121,842","121,847",,"1,847","1,054",
Aligarh,"65,404",,"71,603","86,798","98,195","15,341",,"31,038","13,393","17,645","24,235","17,970","24,235","55,273",129,,"65,654",281,"24,900","26,330",442,194,"1,756","1,073","5,622","6,695","30,916",,"105,398","1,284,395","27,626","98,557","90,490","109,477","95,132","92,739","92,742",,"1,419","3,703",
Allahabad,"154,642","61,076","53,195","194,362","58,138","38,600",,"23,700","13,538","10,162","37,288","13,320","37,288","60,988",178,,"44,920",245,"16,593","24,983",922,175,"1,107","3,714","11,560","15,274","22,392",901,"277,145","707,603","10,300","221,061","181,877","172,408","181,307","179,537","60,395",,"1,171","13,299",
Ambedkar Nagar,"71,845","29,014","17,601","100,180","14,194",,,"8,316","4,466","3,850","10,078",,"10,078","18,394",5,,"4,578",,"6,888","6,971",562,,,3,651,654,"10,234",,"14,006","21,385","18,210","105,646","169,885","159,034","98,694","101,931","25,055",,,,
Auraiya,"29,586","2,638","10,071","50,713","10,205",,,32,32,,"9,958",,"9,958","9,990","2,641",,"3,459",6,"2,969",635,852,,15,6,"1,467","1,473","17,889",,"27,540","270,567","2,289","63,927","56,848","55,849","56,326","56,270",,,,,
Azamgarh,"106,664","4,142","30,162","159,291","22,445",324,17,"17,337","15,397","1,940","22,549","14,659","22,549","39,886",87,,"23,232",34,"4,293","21,648",924,5,302,21,"6,287","6,308","17,797",,"127,607","281,620","8,553","168,395","119,684","112,005","113,927","150,923","28,840",,"5,203","5,177",
Bagpat,"71,613","14,300","11,081","120,096","11,066","3,855","2,425","3,930","2,929","1,001","9,454","1,916","9,454","13,384",6,,"10,054",67,"3,859","10,149",741,6,"2,133",26,"2,084","2,110","5,605",,"57,398","191,150","2,641","120,054","104,617","97,844","99,728","80,239","13,107",,22,712,
Bahraich,"83,681","56,284","32,200","88,745","54,370","25,830","20,265","30,752","18,998","11,754","21,621","1,450","21,621","52,373",77,,"55,621",19,"8,995","37,876","1,102",23,,21,"3,365","3,386","30,089",,"100,178","1,539,050","20,825","73,755","86,731","79,223","75,075","64,734","78,027",,"1,365",664,
Ballia,"83,366","7,441","57,367","76,210","33,641",,,"25,040","5,302","19,738","16,177",,"16,177","41,217","15,520",41,"45,154",59,"8,494",366,879,2,4,28,"7,493","7,521","34,647",,"104,709","1,113,146","20,016","81,846","79,285","77,523","76,833","72,840","78,750",,,,
