Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Maharashtra,1045000.0,563898.0,730497.0,856507.0,953095.0,20068.0,3578.0,96395.0,54978.0,41417.0,370990.0,33756.0,630887.0,727282.0,29385.0,28954.0,748770.0,13129.0,137365.0,173610.0,875,36602.0,37771.0,12565.0,192810.0,205375.0,142585.0,25186.0,1746093.0,14236504.0,687462.0,1006246.0,942023.0,905852.0,910601.0,911974.0,846765.0,156.0,25451.0,28495.0,6355.0
Ahmednagar,40915.0,30331.0,36752.0,37064.0,34224.0,,,1700.0,969.0,731.0,7634.0,,32539.0,34239.0,378.0,1325.0,33762.0,500.0,2364.0,,817,2963.0,1870.0,83.0,8734.0,8817.0,9117.0,1320.0,89328.0,678772.0,22488.0,38040.0,41022.0,39879.0,39864.0,38935.0,38866.0,1.0,560.0,659.0,247.0
Akola,16469.0,9044.0,13326.0,11186.0,10157.0,,,1273.0,860.0,413.0,6935.0,2189.0,9708.0,10981.0,188.0,133.0,13588.0,172.0,4394.0,9657.0,832,499.0,632.0,538.0,2532.0,3070.0,3731.0,101.0,81887.0,237891.0,10221.0,14945.0,14831.0,14458.0,15171.0,14284.0,11725.0,38.0,1051.0,454.0,138.0
Amravati,28084.0,20769.0,22562.0,24336.0,21046.0,568.0,154.0,3333.0,1167.0,2166.0,11852.0,,18408.0,21741.0,848.0,968.0,20909.0,407.0,1924.0,3071.0,883,738.0,1730.0,504.0,3636.0,4140.0,3737.0,766.0,43215.0,303350.0,19603.0,24145.0,25878.0,24685.0,23901.0,22794.0,22337.0,26.0,3079.0,4121.0,136.0
Aurangabad,44460.0,24009.0,29865.0,35080.0,28678.0,,,7871.0,7464.0,407.0,8209.0,,21255.0,29126.0,17.0,451.0,29004.0,266.0,5310.0,,814,2114.0,2121.0,52.0,5478.0,5530.0,3012.0,2201.0,56356.0,497342.0,17848.0,36790.0,33285.0,32090.0,33142.0,33094.0,27799.0,,202.0,493.0,319.0
Bhandara,11115.0,7356.0,8203.0,8956.0,7422.0,,,2078.0,1205.0,873.0,5560.0,,5846.0,7924.0,840.0,135.0,8163.0,250.0,1552.0,,901,330.0,112.0,631.0,1646.0,2277.0,1541.0,89.0,24429.0,236683.0,5079.0,9632.0,8502.0,7886.0,7889.0,9742.0,9772.0,,1064.0,467.0,7.0
Bid,24853.0,14044.0,17736.0,21876.0,18105.0,,,1838.0,1478.0,360.0,10852.0,,18796.0,20634.0,356.0,134.0,19255.0,292.0,1341.0,,948,898.0,433.0,79.0,6641.0,6720.0,4826.0,448.0,54645.0,406575.0,15271.0,20220.0,20703.0,20158.0,19409.0,20025.0,20894.0,,,,21.0
Brihan Mumbai,86612.0,9000.0,12341.0,83852.0,24259.0,,,700.0,700.0,,31719.0,,31719.0,32419.0,9341.0,,40697.0,528.0,19655.0,,916,392.0,4250.0,2148.0,10106.0,12254.0,12736.0,,67470.0,1550144.0,78985.0,84909.0,85438.0,81475.0,91134.0,82845.0,82845.0,37.0,,,
Buldana,21370.0,3399.0,18455.0,19915.0,13291.0,,,2060.0,1227.0,833.0,6528.0,2007.0,10261.0,12321.0,50.0,576.0,19214.0,268.0,1929.0,,888,779.0,661.0,64.0,1932.0,1996.0,2639.0,125.0,36030.0,394786.0,11512.0,18646.0,20158.0,19404.0,19387.0,19007.0,16527.0,,,,
Chandrapur,21025.0,7563.0,18759.0,19443.0,16090.0,,,2838.0,1173.0,1665.0,8573.0,,14629.0,17467.0,645.0,1794.0,19603.0,1234.0,3517.0,,872,1101.0,697.0,800.0,2712.0,3512.0,3560.0,168.0,44432.0,401388.0,10301.0,17794.0,18354.0,18018.0,18453.0,19992.0,29096.0,,1803.0,1313.0,443.0
