Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Maharashtra,2100266,1635676,1870511,648652,1977951,1754388,69304,12680,5050,7630,823513,179206,1713864,1726544,175366,225528,1720964,16392,211772,1573276,929,54588,38599,8698,390936,399634,354527,63895,3151899,21815358,1630334,1942587,176,137,162,1138659,1825376,641,348435,526346,17353
Ahmadnagar,81525,72855,79941,32814,82977,70450,3626,82,52,30,49006,14390,73613,73695,3510,9558,73402,510,5985,73093,912,3246,2053,62,20347,20409,31861,1337,219372,1151848,73891,80069,0,0,0,46427,72816,2,4214,6959,792
Akola,32406,27633,32160,10411,31513,33106,1279,74,55,19,9176,0,33218,33292,10124,3266,32967,584,5172,30899,924,583,958,143,4565,4708,6056,256,41486,143546,31744,32902,0,0,0,16246,28554,4,6959,4183,871
Amravati,46202,37791,39275,16184,38990,45358,1309,1528,546,982,13153,2698,38658,40186,5283,6995,40103,683,8378,38280,926,1367,605,339,8240,8579,5265,907,34318,293329,31979,52100,0,0,0,22439,43663,5,11371,24572,601
Aurangabad,77675,68181,77675,28608,77675,63257,2316,126,98,28,33776,17125,70847,70973,5406,4624,70086,939,9648,70086,945,2764,927,34,13488,13522,11035,5231,91381,639668,70086,70619,0,0,0,50193,70459,6,16961,19865,1013
Bhandara,16856,15619,16969,4438,18835,17520,1048,31,9,22,3613,210,16759,16790,5274,2313,16690,211,3543,16661,924,1009,479,832,4474,5306,5200,0,26359,206336,14925,16690,0,0,0,9559,15827,12,10780,6499,269
Bid,47530,39453,47312,19082,48361,42735,1483,18,6,12,14320,2298,46985,47003,8591,2436,46789,328,3279,42966,961,877,4102,32,13943,13975,13938,371,115780,449979,46911,47573,0,0,0,29703,43528,0,10284,14243,356
Brihan Mumbai,220969,97363,159671,58194,187817,106378,4741,31,2,29,78718,10624,147457,147488,22309,25811,146609,1690,22169,119103,930,7609,3981,185,19263,19448,22182,22862,320610,5372124,159737,166126,0,0,0,139058,168942,93,72925,79713,1850
Buldana,50358,41713,42982,15311,47203,41244,1704,233,186,47,22889,5124,41152,41385,1840,2067,41156,405,2799,38305,922,902,271,38,8926,8964,5613,287,46903,319238,37807,48744,0,0,0,26441,46351,1,4168,7638,410
Chandrapur,31366,27475,36016,8465,32705,38194,1571,102,34,68,10535,0,30866,30968,3813,5528,30908,557,5413,26205,900,905,335,753,9050,9803,9096,220,44038,305704,23962,30958,11,0,0,15394,30865,7,13422,17294,605
Dhule,44045,36610,42439,21442,43404,39371,2005,233,198,35,11767,677,39707,39940,2318,1009,39497,466,3706,36033,923,457,344,90,7312,7402,6668,123,78250,369962,29333,41693,0,0,0,28560,38608,1,2461,3216,536
Gadchiroli,18281,16496,17750,5286,17358,19205,588,955,786,169,648,170,16081,17036,2148,207,16802,363,4362,16482,923,926,183,1977,3243,5220,2272,16,21870,275324,15473,17647,0,0,0,11501,16772,13,4786,8119,427
Gondiya,19816,17312,17803,6312,17768,18165,195,23,17,6,2424,547,17359,17382,3490,1264,17232,257,3063,14298,927,875,308,1185,6736,7921,2443,27,21766,208668,16033,19306,0,0,0,9977,19056,0,9727,8044,298
Hingoli,23580,20854,20644,8407,22217,21708,945,84,26,58,4121,360,16819,16903,1978,853,16858,174,2320,15257,901,445,123,5,5578,5583,4985,222,24553,309384,13993,19648,0,0,0,13383,19934,19,2722,25536,215
Jalgaon,81322,69491,71433,30161,77907,70195,2767,33,26,7,39747,12062,69692,69725,2880,4294,69435,414,2809,67741,919,999,644,52,18823,18875,15414,827,122873,279965,68008,77511,0,0,0,45284,69549,1,3792,5807,333
Jalna,42751,35957,40141,10997,41648,39272,819,30,8,22,15645,7097,31422,31452,634,3392,31235,394,2745,29868,905,774,309,21,8986,9007,9331,614,16754,78357,37529,44084,0,0,0,25782,37591,45,3843,5914,105
Kolhapur,60447,52777,58792,20491,59833,59454,1864,16,10,6,26194,2357,45963,45979,4795,13286,45762,329,4395,40933,879,453,1788,184,16709,16893,20600,4080,323396,634355,57604,60229,0,0,0,28706,59852,11,13367,17764,514
Latur,46953,37801,43333,20589,46714,46170,2554,15,8,7,12467,2080,43498,43513,5160,2777,43354,217,3929,41497,922,706,144,23,11792,11815,13041,1294,66220,422176,42565,43492,0,0,0,32614,41625,0,3074,7355,94
Nagpur,85305,70311,73857,12503,81001,69941,2195,21,8,13,34156,394,70332,70353,13328,7480,70103,422,10886,64422,971,1449,1058,219,10357,10576,9333,366,44371,341261,70268,70252,0,0,0,34528,69740,2,11886,15222,548
Nanded,66528,58501,60716,29833,63087,47484,2570,88,39,49,20226,4088,61059,61147,2515,7830,60903,362,4994,55036,982,590,165,29,19213,19242,12529,392,78734,484022,57705,59544,0,0,0,33354,58581,30,10201,16313,476
Nandurbar,38123,23114,30614,15466,32909,35084,2471,4964,1978,2986,1659,1657,22621,27585,1076,0,27599,439,4720,26635,943,559,137,720,4501,5221,4984,35,46987,312054,24257,36942,0,0,0,22969,29379,13,1577,4770,708
Nashik,137460,100573,127176,41230,127483,139160,6479,1347,221,1126,37676,7932,94470,95817,6804,10248,95480,1010,11433,80574,928,2847,1875,1119,23384,24503,21895,2427,116933,741359,83039,126942,1,0,0,74763,111660,37,18406,32599,818
Osmanabad,28601,25643,28439,12950,28554,28226,575,65,40,25,6511,550,22822,22887,2525,2931,22854,231,1960,21888,902,570,382,5,5607,5612,5710,90,42484,280121,23004,28256,0,0,0,15759,26652,15,4633,25653,185
Palghar,60176,51655,57147,17081,58243,43050,2306,529,182,347,20925,131,52129,52658,3138,7766,52407,414,9106,49630,948,1197,528,107,9809,9916,6860,893,65600,1048499,46304,57211,0,0,0,32052,51932,4,4284,9935,365
Parbhani,36991,29469,28443,11315,34491,31416,1106,6,5,1,15880,6602,33495,33501,4032,452,34187,156,2637,33153,896,111,39,33,7535,7568,8034,0,34024,397442,23625,35120,0,0,0,20246,32827,15,6601,11780,216
Pune,203173,162601,163231,53528,191531,145334,4835,51,15,36,83993,11187,149438,149489,17916,28767,150363,1397,23842,118022,898,8423,9189,226,39673,39899,23093,6275,211609,1273259,145236,179426,0,0,0,81225,158078,41,38274,40901,1049
Raigarh,43752,30895,39310,8201,38444,37402,613,563,319,244,23630,3047,36667,37230,2654,6152,37073,276,4300,36893,975,473,643,1,4750,4751,6309,373,46791,225903,28692,38246,0,0,0,22912,36915,3,6599,5982,247
Ratnagiri,17962,15473,17441,2926,16854,18394,336,15,6,9,10861,2125,17194,17209,1393,4218,17169,150,2179,15408,944,560,270,15,3900,3915,4858,234,93459,654363,13512,17325,0,0,0,10833,15797,2,2520,9543,127
Sangli,47987,41894,43928,9323,46122,46384,1299,0,0,0,25396,3565,43579,43579,5317,8117,43425,353,5382,39239,912,1005,762,5,11114,11119,7350,2680,142281,733699,43335,54876,0,0,0,30045,47273,5,10027,8946,783
Satara,48547,41064,45672,10466,45180,45609,2478,2,0,2,27401,0,43549,43551,2948,11334,43226,446,5190,42500,934,1291,1617,50,16601,16651,12713,2846,182362,1010451,40858,46220,0,0,0,22742,44732,0,3688,13534,333
Sindhudurg,8014,6882,6883,1559,6607,7100,197,10,5,5,2608,3,7373,7383,1790,1224,7370,82,1386,6791,960,268,521,21,2016,2037,2996,4,44501,430730,7230,7668,0,0,0,4728,7408,8,3104,6400,42
Solapur,82737,67099,79447,28545,81526,68893,2062,46,41,5,42475,6447,70594,70640,5320,8869,70645,658,7418,65997,884,1314,1274,11,18068,18079,16111,1025,147768,362607,62022,78410,0,0,10,34596,73801,0,10447,17270,871
Thane,168431,119700,147065,50753,156393,138812,3934,1284,84,1200,87677,41648,134768,136052,11141,22674,135462,1196,16480,128710,960,8393,2242,69,14405,14474,14291,7153,115921,1094258,120464,155748,164,137,152,99859,152734,128,15319,29032,702
Wardha,19055,16565,17422,4665,18164,18944,864,29,18,11,10177,0,16936,16965,1395,4122,16973,123,2808,14341,954,263,280,89,5711,5800,5027,153,50946,617384,15839,17353,0,0,0,10936,18338,14,4317,10367,221
Washim,19955,17226,17625,5903,16774,19725,933,21,13,8,6200,1269,14866,14887,190,1166,14948,94,1210,14778,942,87,13,5,3317,3322,3446,11,44107,242642,9944,16683,0,0,0,9471,17992,88,954,2857,90
Yavatmal,45387,41630,41759,15213,41663,41648,3237,25,9,16,17863,10742,41876,41901,2331,2498,41892,62,2126,41552,963,291,50,19,9500,9519,3988,264,27092,105341,43420,46974,0,0,0,26374,47545,16,742,2521,283
