Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
shajapur,1690426,1013684,566536,220773,904389
westnimar,0,0,0,0,0
vidisha,1658300,1102488,437444,198647,1026444
seoni,1550536,1070818,409625,385465,771953
umaria,753600,460889,136453,244843,400997
ratlam,1650442,953404,523718,297350,839866
sehore,1503215,995663,424431,283616,802618
indore,3998230,3017739,1498579,133871,2384160
dindori,806567,490447,243163,225807,369696
gwalior,2368966,1735338,660764,159792,1550210
damoh,1407964,929012,421613,226765,762470
neemuch,904151,598668,423833,56405,429456
katni,1480005,1012911,331781,307015,852889
eastnimar,0,0,0,0,0
dewas,1771702,1176878,611476,273154,893325
bhopal,2827813,2135090,898272,241233,1709189
ujjain,2206043,1428614,756482,257352,1194016
mandla,1184257,747693,327281,332723,546885
morena,2278160,1498973,575838,167267,1539384
sheopur,794865,451935,233965,84604,477862
raisen,1498253,956308,420384,189971,892268
chhatarpur,1996502,1248811,649187,239193,1111356
rajgarh,1789527,1051136,496841,357151,947523
jabalpur,2708314,2062730,841486,346000,1536824
datia,920954,595688,262996,64577,615871
shivpuri,1957607,1093980,632869,212405,1113865
harda,649049,439052,172504,71786,407875
guna,1010202,568931,278825,145735,587754
tikamgarh,1643140,936471,531109,195590,918357
betul,1715167,1080171,588122,348356,794874
chhindwara,2278620,1528278,767698,339632,1179377
hoshangabad,1364662,960878,418099,136110,813251
shahdol,811103,510967,154728,269985,419899
balaghat,1860580,1392370,558263,457032,856968
satna,2520342,1729937,656552,409443,1471822
jhabua,826340,323931,305991,99869,424637
mandsaur,1462275,949584,599810,169014,695946
panna,1145954,668835,287988,194851,668079
bhind,1925920,1331835,440807,81949,1427422
sidhi,802389,509660,171080,169306,475904
barwani,1648663,753984,647836,124440,885476
narsimhapur,1196840,792871,396273,142241,659739
rewa,2684787,1873868,663966,434943,1593326
dhar,2563854,1407656,948313,267651,1350847
sagar,2664756,1937950,896180,246292,1523490
