Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
shajapur,1465419,863235,493453,205801,766014
westnimar,0,0,0,0,0
vidisha,1406434,804578,386501,142143,877329
seoni,1333734,812849,394197,263637,674079
umaria,616653,331482,139219,131625,342937
ratlam,1403622,792683,457110,201666,743722
sehore,1261151,727885,358431,197379,704541
indore,3095576,2139138,1051044,130119,1912480
dindori,677815,351747,252165,121888,300422
gwalior,1944889,1265175,533952,117089,1293654
damoh,1225912,702744,381402,174064,670119
neemuch,805022,485737,341755,61306,401289
katni,1242863,736770,311813,209098,720682
eastnimar,0,0,0,0,0
dewas,1508906,863935,506963,199765,801481
bhopal,2254671,1545643,659092,143916,1449544
ujjain,1928339,1192058,662242,204633,1061257
mandla,1020613,569434,324555,212181,481420
morena,1884903,1101650,506276,151692,1226447
sheopur,660024,299325,186562,80336,392944
raisen,1287480,785023,357045,137328,792624
chhatarpur,1700672,870318,529293,187511,983500
rajgarh,1482487,745020,464845,253815,762495
jabalpur,2397444,1677632,718637,241201,1435806
datia,752135,465162,242900,76844,429831
shivpuri,1665070,852212,562868,173597,928428
harda,549813,331126,161370,65941,322143
guna,1316854,680536,378533,165946,772016
tikamgarh,1393115,701411,454405,181936,756551
betul,1537552,903115,491238,257868,786536
chhindwara,2040191,1234160,649201,270018,1120008
hoshangabad,1208210,772206,346966,111353,749559
shahdol,1152654,633828,273252,247395,626230
balaghat,1658847,1085955,522831,339286,795394
satna,2152043,1283808,600477,273126,1276564
jhabua,1090141,360564,391505,160557,537303
mandsaur,1307496,804371,517885,138366,650946
panna,982299,523216,273471,145630,562628
bhind,1644191,1035322,416916,104028,1120261
sidhi,1241921,629694,315649,191432,732092
barwani,1318807,502510,495350,129172,693234
narsimhapur,1063586,698918,348013,113838,601569
rewa,2280968,1337717,620936,343130,1316038
dhar,2088399,998085,741321,238831,1107918
sagar,2302459,1449005,748541,221697,1332080
