"Table name
","Statecode
","Disttcode
",Areaname,Total/,Educational level,"Present age
",Total women ,Total ever married women,0,1,2,3,4,5,6,7+,P,M,F
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,15-19,21883,3445,3015,286,104,25,15,0,0,0,629,348,281
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,20-24,16503,9592,5426,3028,936,137,22,8,7,28,5690,3075,2615
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,25-29,12373,11355,2526,4541,3573,521,100,29,5,60,14298,7910,6388
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,30-34,10917,10656,1122,2504,5415,1219,251,58,16,71,18980,10807,8173
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,35-39,9364,9221,671,1667,4977,1464,300,78,22,42,18076,10387,7689
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,40-44,7549,7476,496,1063,3897,1495,369,83,18,55,15796,9178,6618
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,45-49,5855,5793,347,840,2626,1421,400,105,26,28,12878,7275,5603
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,50-54,3705,3668,240,469,1395,979,419,111,27,28,8820,4798,4022
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,55-59,2486,2451,196,297,744,707,328,122,35,22,6213,3379,2834
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,60-64,1577,1549,151,173,362,448,273,85,33,24,4153,2214,1939
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,65-69,832,784,96,105,164,223,132,44,9,11,1991,1062,929
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,70-74,395,380,52,56,75,94,62,25,8,8,974,531,443
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,75-79,152,140,19,23,26,36,17,7,10,2,361,188,173
F0324,24,473,District - Gandhinagar,Total,Matric or secondary but below graduate,80+,191,162,38,16,46,22,15,13,5,7,381,198,183
F0324,24,473,District - Gandhinagar,Total,Graduate and above,All Ages,38868,30504,8332,10169,9895,1581,282,71,36,138,37503,20868,16635
F0324,24,473,District - Gandhinagar,Total,Graduate and above,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,473,District - Gandhinagar,Total,Graduate and above,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,473,District - Gandhinagar,Total,Graduate and above,20-24,8928,3884,2937,819,100,12,6,1,1,8,1148,605,543
F0324,24,473,District - Gandhinagar,Total,Graduate and above,25-29,9682,7535,3062,3453,909,49,21,4,5,32,5798,3152,2646
F0324,24,473,District - Gandhinagar,Total,Graduate and above,30-34,6275,5777,938,2473,2101,178,33,7,8,39,7732,4252,3480
F0324,24,473,District - Gandhinagar,Total,Graduate and above,35-39,4882,4638,473,1432,2390,279,35,9,4,16,7390,4278,3112
F0324,24,473,District - Gandhinagar,Total,Graduate and above,40-44,3108,2985,302,775,1616,254,26,2,0,10,4967,2862,2105
F0324,24,473,District - Gandhinagar,Total,Graduate and above,45-49,2259,2173,185,501,1180,246,27,16,5,13,3921,2150,1771
F0324,24,473,District - Gandhinagar,Total,Graduate and above,50-54,1632,1565,174,358,753,219,44,7,4,6,2812,1525,1287
F0324,24,473,District - Gandhinagar,Total,Graduate and above,55-59,981,940,90,181,456,160,35,10,4,4,1821,1007,814
F0324,24,473,District - Gandhinagar,Total,Graduate and above,60-64,471,445,56,75,193,79,28,4,5,5,901,464,437
F0324,24,473,District - Gandhinagar,Total,Graduate and above,65-69,251,230,39,36,85,46,17,6,0,1,449,251,198
F0324,24,473,District - Gandhinagar,Total,Graduate and above,70-74,141,131,19,18,46,38,5,3,0,2,277,164,113
F0324,24,473,District - Gandhinagar,Total,Graduate and above,75-79,42,38,8,7,8,12,3,0,0,0,71,41,30
F0324,24,473,District - Gandhinagar,Total,Graduate and above,80+,70,59,10,15,23,6,2,2,0,1,104,54,50
F0324,24,473,District - Gandhinagar,Rural,Total,All Ages,382690,247721,44091,35750,58209,48390,30822,15649,7763,7047,600438,325884,274554
F0324,24,473,District - Gandhinagar,Rural,Total,Less than 15,102403,2161,1786,102,273,0,0,0,0,0,648,364,284
F0324,24,473,District - Gandhinagar,Rural,Total,15-19,36695,13666,11094,1690,485,200,197,0,0,0,4048,2222,1826
F0324,24,473,District - Gandhinagar,Rural,Total,20-24,36905,28964,12862,8803,5199,1480,393,100,26,101,26630,14162,12468
F0324,24,473,District - Gandhinagar,Rural,Total,25-29,32253,30620,5519,7757,9917,4995,1730,421,116,165,53600,28512,25088
F0324,24,473,District - Gandhinagar,Rural,Total,30-34,30348,29863,2763,4132,10422,7266,3350,1241,406,283,71084,38462,32622
F0324,24,473,District - Gandhinagar,Rural,Total,35-39,27595,27374,1902,3017,8543,7326,3945,1608,610,423,72830,39569,33261
F0324,24,473,District - Gandhinagar,Rural,Total,40-44,25441,25290,1554,2479,7194,6770,4056,1879,803,555,71919,39172,32747
F0324,24,473,District - Gandhinagar,Rural,Total,45-49,21094,21002,1222,2069,5169,5801,3679,1746,764,552,62147,33997,28150
F0324,24,473,District - Gandhinagar,Rural,Total,50-54,17543,17452,1142,1447,3539,4546,3501,1803,830,644,55181,30081,25100
F0324,24,473,District - Gandhinagar,Rural,Total,55-59,13902,13837,943,1129,2410,3394,2880,1609,796,676,45726,24873,20853
F0324,24,473,District - Gandhinagar,Rural,Total,60-64,13084,12963,1010,1050,1972,2749,2592,1699,993,898,45022,24712,20310
F0324,24,473,District - Gandhinagar,Rural,Total,65-69,9008,8903,708,684,1117,1612,1855,1311,801,815,32884,17923,14961
F0324,24,473,District - Gandhinagar,Rural,Total,70-74,7166,7106,620,611,837,1052,1353,1099,739,795,26941,14467,12474
F0324,24,473,District - Gandhinagar,Rural,Total,75-79,3248,3215,290,250,330,454,549,536,371,435,12817,6968,5849
F0324,24,473,District - Gandhinagar,Rural,Total,80+,4195,4072,448,345,487,504,599,534,475,680,16137,8823,7314
F0324,24,473,District - Gandhinagar,Rural,Illiterate,All Ages,142022,91159,8809,9326,17066,20404,16138,9456,5141,4819,285009,153929,131080
F0324,24,473,District - Gandhinagar,Rural,Illiterate,Less than 15,49022,199,95,18,86,0,0,0,0,0,190,96,94
F0324,24,473,District - Gandhinagar,Rural,Illiterate,15-19,2466,1535,941,300,123,82,89,0,0,0,1148,631,517
F0324,24,473,District - Gandhinagar,Rural,Illiterate,20-24,4798,4485,1371,1297,1137,458,144,50,8,20,5965,3145,2820
F0324,24,473,District - Gandhinagar,Rural,Illiterate,25-29,6387,6274,851,1060,1898,1512,679,183,46,45,13652,7135,6517
F0324,24,473,District - Gandhinagar,Rural,Illiterate,30-34,8508,8424,632,786,2137,2469,1415,642,220,123,23629,12445,11184
F0324,24,473,District - Gandhinagar,Rural,Illiterate,35-39,9695,9638,623,766,2054,2832,1886,883,361,233,29268,15529,13739
F0324,24,473,District - Gandhinagar,Rural,Illiterate,40-44,10679,10622,648,908,2153,2807,2094,1144,513,355,33546,17913,15633
F0324,24,473,District - Gandhinagar,Rural,Illiterate,45-49,9794,9759,567,894,1844,2570,2001,1008,493,382,31255,17028,14227
F0324,24,473,District - Gandhinagar,Rural,Illiterate,50-54,8915,8863,574,737,1504,2105,1847,1100,556,440,29730,16351,13379
F0324,24,473,District - Gandhinagar,Rural,Illiterate,55-59,7385,7353,504,592,1149,1659,1555,912,517,465,25394,13872,11522
F0324,24,473,District - Gandhinagar,Rural,Illiterate,60-64,7932,7897,604,659,1118,1515,1550,1097,688,666,28428,15638,12790
F0324,24,473,District - Gandhinagar,Rural,Illiterate,65-69,5738,5701,445,450,687,923,1132,882,555,627,21771,11868,9903
F0324,24,473,District - Gandhinagar,Rural,Illiterate,70-74,4938,4907,409,418,564,704,894,754,554,610,19067,10203,8864
F0324,24,473,District - Gandhinagar,Rural,Illiterate,75-79,2198,2180,187,163,220,312,359,365,259,315,8867,4847,4020
F0324,24,473,District - Gandhinagar,Rural,Illiterate,80+,2960,2895,308,224,308,354,424,401,354,522,11893,6549,5344
F0324,24,473,District - Gandhinagar,Rural,Literate,All Ages,240668,156562,35282,26424,41143,27986,14684,6193,2622,2228,315429,171955,143474
F0324,24,473,District - Gandhinagar,Rural,Literate,Less than 15,53381,1962,1691,84,187,0,0,0,0,0,458,268,190
F0324,24,473,District - Gandhinagar,Rural,Literate,15-19,34229,12131,10153,1390,362,118,108,0,0,0,2900,1591,1309
F0324,24,473,District - Gandhinagar,Rural,Literate,20-24,32107,24479,11491,7506,4062,1022,249,50,18,81,20665,11017,9648
F0324,24,473,District - Gandhinagar,Rural,Literate,25-29,25866,24346,4668,6697,8019,3483,1051,238,70,120,39948,21377,18571
F0324,24,473,District - Gandhinagar,Rural,Literate,30-34,21840,21439,2131,3346,8285,4797,1935,599,186,160,47455,26017,21438
F0324,24,473,District - Gandhinagar,Rural,Literate,35-39,17900,17736,1279,2251,6489,4494,2059,725,249,190,43562,24040,19522
F0324,24,473,District - Gandhinagar,Rural,Literate,40-44,14762,14668,906,1571,5041,3963,1962,735,290,200,38373,21259,17114
F0324,24,473,District - Gandhinagar,Rural,Literate,45-49,11300,11243,655,1175,3325,3231,1678,738,271,170,30892,16969,13923
F0324,24,473,District - Gandhinagar,Rural,Literate,50-54,8628,8589,568,710,2035,2441,1654,703,274,204,25451,13730,11721
F0324,24,473,District - Gandhinagar,Rural,Literate,55-59,6517,6484,439,537,1261,1735,1325,697,279,211,20332,11001,9331
F0324,24,473,District - Gandhinagar,Rural,Literate,60-64,5152,5066,406,391,854,1234,1042,602,305,232,16594,9074,7520
F0324,24,473,District - Gandhinagar,Rural,Literate,65-69,3270,3202,263,234,430,689,723,429,246,188,11113,6055,5058
F0324,24,473,District - Gandhinagar,Rural,Literate,70-74,2228,2199,211,193,273,348,459,345,185,185,7874,4264,3610
F0324,24,473,District - Gandhinagar,Rural,Literate,75-79,1050,1035,103,87,110,142,190,171,112,120,3950,2121,1829
F0324,24,473,District - Gandhinagar,Rural,Literate,80+,1235,1177,140,121,179,150,175,133,121,158,4244,2274,1970
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,All Ages,69561,43728,5727,5298,9803,10297,6697,3251,1462,1193,116813,63100,53713
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,Less than 15,24031,330,255,17,58,0,0,0,0,0,133,79,54
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,15-19,2893,1506,1111,243,81,35,36,0,0,0,654,355,299
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,20-24,4310,3935,1428,1184,885,313,88,19,4,14,4468,2384,2084
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,25-29,4930,4840,668,884,1630,1101,410,92,29,26,9928,5296,4632
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,30-34,5373,5318,437,541,1535,1572,825,258,100,50,13916,7421,6495
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,35-39,5005,4973,304,452,1270,1541,842,356,129,79,14152,7676,6476
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,40-44,4718,4701,281,426,1163,1352,848,380,156,95,13771,7437,6334
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,45-49,4019,4015,224,364,927,1156,733,376,144,91,12081,6536,5545
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,50-54,3598,3587,212,303,727,996,737,347,145,120,11222,6074,5148
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,55-59,2970,2960,194,239,505,771,618,362,148,123,9667,5266,4401
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,60-64,2704,2689,196,221,406,626,560,352,174,154,9132,4982,4150
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,65-69,1904,1894,132,150,241,383,448,257,153,130,6774,3723,3051
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,70-74,1366,1358,116,114,165,210,287,221,122,123,5001,2697,2304
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,75-79,683,678,64,61,65,91,125,126,67,79,2601,1402,1199
F0324,24,473,District - Gandhinagar,Rural,Literate but below primary,80+,741,733,75,77,96,100,111,88,81,105,2747,1464,1283
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,All Ages,74903,46887,11786,7134,11795,8898,4492,1655,617,510,91334,49288,42046
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,Less than 15,21698,1154,1039,39,76,0,0,0,0,0,191,103,88
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,15-19,11075,5256,4408,629,142,38,39,0,0,0,1183,649,534
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,20-24,9498,8395,3531,2611,1675,427,90,15,9,37,8014,4266,3748
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,25-29,7219,7017,1075,1522,2558,1326,397,89,18,32,13007,6756,6251
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,30-34,5844,5756,517,684,2049,1585,629,204,47,41,13687,7423,6264
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,35-39,4704,4670,315,468,1545,1380,659,191,66,46,12050,6513,5537
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,40-44,3976,3956,194,365,1327,1164,588,203,63,52,10658,5913,4745
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,45-49,3176,3159,170,280,921,985,503,192,65,43,8777,4878,3899
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,50-54,2569,2561,139,175,623,761,537,207,71,48,7679,4087,3592
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,55-59,1910,1905,100,144,357,559,428,187,81,49,6044,3240,2804
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,60-64,1394,1352,107,87,253,353,289,149,69,45,4316,2387,1929
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,65-69,708,695,68,42,87,168,147,101,48,34,2358,1264,1094
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,70-74,425,419,35,30,54,72,105,62,30,31,1505,806,699
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,75-79,184,182,26,9,18,20,36,27,29,17,691,373,318
F0324,24,473,District - Gandhinagar,Rural,Primary but below middle,80+,215,201,24,19,38,21,23,25,18,33,745,399,346
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,All Ages,34814,20870,6105,3857,6031,3143,1128,361,113,132,33391,18423,14968
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,Less than 15,6502,389,325,23,41,0,0,0,0,0,105,69,36
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,15-19,8630,2548,2190,253,68,25,12,0,0,0,512,279,233
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,20-24,5617,4279,2040,1395,664,136,26,5,2,11,3359,1805,1554
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,25-29,3816,3614,701,962,1345,449,105,18,9,25,5764,3136,2628
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,30-34,3020,2964,325,479,1311,616,152,52,8,21,6033,3399,2634
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,35-39,2334,2309,194,297,970,532,211,72,13,20,5271,2940,2331
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,40-44,1958,1947,120,192,804,551,196,43,21,20,4736,2656,2080
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,45-49,1279,1271,61,131,444,396,164,48,17,10,3283,1802,1481
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,50-54,652,648,50,44,180,206,113,39,10,6,1779,968,811
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,55-59,427,424,30,32,100,122,75,46,10,9,1261,668,593
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,60-64,211,196,16,15,42,56,39,14,12,2,579,310,269
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,65-69,112,92,13,6,11,23,22,10,5,2,279,141,138
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,70-74,43,38,5,4,4,5,3,11,5,1,131,73,58
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,75-79,17,15,1,2,3,3,2,0,1,3,56,30,26
F0324,24,473,District - Gandhinagar,Rural,Middle but below matric or secondary,80+,40,28,6,1,11,5,2,3,0,0,61,37,24
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,All Ages,38319,26311,6902,6112,8821,3028,939,288,85,136,39638,22419,17219
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,15-19,9846,1872,1673,142,41,11,5,0,0,0,277,152,125
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,20-24,8157,4894,2784,1530,480,70,12,5,2,11,2867,1550,1317
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,25-29,5711,5233,1167,2015,1678,274,55,19,3,22,6702,3771,2931
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,30-34,4748,4643,499,1018,2338,574,136,38,9,31,8464,4840,3624
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,35-39,3623,3583,265,639,1852,611,149,39,11,17,7168,4167,3001
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,40-44,2513,2487,175,341,1203,556,144,41,11,16,5402,3155,2247
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,45-49,1595,1578,113,204,665,408,131,41,10,6,3599,2036,1563
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,50-54,885,881,77,90,295,241,120,37,13,8,2206,1178,1028
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,55-59,490,484,47,45,130,132,79,34,11,6,1296,692,604
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,60-64,288,282,30,27,49,78,62,16,10,10,826,427,399
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,65-69,133,118,17,11,20,32,23,9,2,4,327,169,158
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,70-74,72,66,14,11,12,13,7,5,1,3,154,86,68
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,75-79,31,25,1,3,7,7,5,0,1,1,72,42,30
F0324,24,473,District - Gandhinagar,Rural,Matric or secondary but below graduate,80+,62,50,12,5,16,8,3,4,1,1,106,54,52
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,All Ages,7206,5318,1894,1751,1351,224,48,22,9,19,5632,3170,2462
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,20-24,2393,1119,855,229,26,4,3,0,0,2,319,164,155
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,25-29,2174,1703,682,788,202,15,6,3,2,5,1326,717,609
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,30-34,1082,1011,167,365,417,48,6,2,2,4,1423,787,636
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,35-39,727,707,79,199,351,62,10,2,0,4,1171,707,464
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,40-44,349,342,47,84,170,34,7,0,0,0,554,340,214
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,45-49,200,194,22,43,90,26,4,5,2,2,369,194,175
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,50-54,91,85,13,15,29,20,4,2,2,0,171,105,66
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,55-59,58,54,9,9,28,3,1,4,0,0,98,51,47
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,60-64,34,30,3,3,13,5,3,1,1,1,76,35,41
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,65-69,26,23,2,1,8,6,2,3,0,1,65,33,32
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,70-74,9,9,4,0,4,0,1,0,0,0,12,8,4
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,75-79,3,3,1,0,1,1,0,0,0,0,5,2,3
F0324,24,473,District - Gandhinagar,Rural,Graduate and above,80+,12,9,1,4,3,0,1,0,0,0,14,8,6
F0324,24,473,District - Gandhinagar,Urban,Total,All Ages,285199,184639,33428,35114,52639,31342,17136,7764,3659,3557,391831,216812,175019
F0324,24,473,District - Gandhinagar,Urban,Total,Less than 15,67386,1058,824,77,157,0,0,0,0,0,391,206,185
F0324,24,473,District - Gandhinagar,Urban,Total,15-19,25370,6492,5120,885,281,96,110,0,0,0,2175,1164,1011
F0324,24,473,District - Gandhinagar,Urban,Total,20-24,29105,19368,9448,5917,2848,797,204,58,25,71,15793,8397,7396
F0324,24,473,District - Gandhinagar,Urban,Total,25-29,28063,25199,6226,8325,6954,2480,810,195,51,158,35473,19122,16351
F0324,24,473,District - Gandhinagar,Urban,Total,30-34,24885,24032,2825,5381,9179,4046,1679,535,176,211,48049,26235,21814
F0324,24,473,District - Gandhinagar,Urban,Total,35-39,22793,22337,1822,3655,9097,4574,1927,752,300,210,50499,28213,22286
F0324,24,473,District - Gandhinagar,Urban,Total,40-44,20558,20303,1472,2679,7862,4550,2209,859,342,330,49832,28022,21810
F0324,24,473,District - Gandhinagar,Urban,Total,45-49,18338,18148,1142,2401,6207,4491,2288,919,394,306,46816,26190,20626
F0324,24,473,District - Gandhinagar,Urban,Total,50-54,14195,14049,1020,1821,3978,3392,2121,976,403,338,38433,21459,16974
F0324,24,473,District - Gandhinagar,Urban,Total,55-59,10559,10463,832,1186,2464,2601,1705,919,403,353,30543,17063,13480
F0324,24,473,District - Gandhinagar,Urban,Total,60-64,8432,8283,767,936,1505,1817,1589,849,421,399,25653,14316,11337
F0324,24,473,District - Gandhinagar,Urban,Total,65-69,5630,5505,558,657,808,1104,1063,605,382,328,17725,9745,7980
F0324,24,473,District - Gandhinagar,Urban,Total,70-74,4226,4173,507,513,544,721,713,522,315,338,13787,7637,6150
F0324,24,473,District - Gandhinagar,Urban,Total,75-79,2058,2027,272,246,258,276,338,263,192,182,6825,3702,3123
F0324,24,473,District - Gandhinagar,Urban,Total,80+,2647,2535,369,339,326,303,334,294,247,323,8723,4698,4025
F0324,24,473,District - Gandhinagar,Urban,Illiterate,All Ages,78059,43126,5460,5370,8089,8880,7163,3986,2116,2062,125734,69189,56545
F0324,24,473,District - Gandhinagar,Urban,Illiterate,Less than 15,33341,140,81,8,51,0,0,0,0,0,110,55,55
F0324,24,473,District - Gandhinagar,Urban,Illiterate,15-19,1876,951,601,197,82,29,42,0,0,0,616,329,287
F0324,24,473,District - Gandhinagar,Urban,Illiterate,20-24,3242,2924,932,861,706,283,88,31,9,14,3788,2007,1781
F0324,24,473,District - Gandhinagar,Urban,Illiterate,25-29,3679,3569,555,616,1072,807,352,103,26,38,7568,4055,3513
F0324,24,473,District - Gandhinagar,Urban,Illiterate,30-34,4422,4367,427,441,1001,1251,781,302,106,58,11935,6307,5628
F0324,24,473,District - Gandhinagar,Urban,Illiterate,35-39,4704,4667,377,431,967,1276,891,424,191,110,13873,7562,6311
F0324,24,473,District - Gandhinagar,Urban,Illiterate,40-44,4912,4880,389,442,980,1205,951,491,220,202,15160,8312,6848
F0324,24,473,District - Gandhinagar,Urban,Illiterate,45-49,4693,4671,320,466,865,1120,940,510,253,197,14918,8248,6670
F0324,24,473,District - Gandhinagar,Urban,Illiterate,50-54,3967,3941,332,430,667,839,785,451,234,203,12692,7188,5504
F0324,24,473,District - Gandhinagar,Urban,Illiterate,55-59,3111,3098,282,312,479,621,581,395,207,221,10427,5898,4529
F0324,24,473,District - Gandhinagar,Urban,Illiterate,60-64,3125,3102,288,355,419,523,617,420,230,250,10672,6039,4633
F0324,24,473,District - Gandhinagar,Urban,Illiterate,65-69,2297,2283,238,253,264,352,445,299,214,218,8103,4466,3637
F0324,24,473,District - Gandhinagar,Urban,Illiterate,70-74,2094,2077,267,256,248,277,328,277,193,231,7287,4046,3241
F0324,24,473,District - Gandhinagar,Urban,Illiterate,75-79,905,899,117,104,100,116,148,112,86,116,3233,1749,1484
F0324,24,473,District - Gandhinagar,Urban,Illiterate,80+,1428,1376,180,181,158,163,192,161,142,199,5018,2741,2277
F0324,24,473,District - Gandhinagar,Urban,Literate,All Ages,207140,141513,27968,29744,44550,22462,9973,3778,1543,1495,266097,147623,118474
F0324,24,473,District - Gandhinagar,Urban,Literate,Less than 15,34045,918,743,69,106,0,0,0,0,0,281,151,130
F0324,24,473,District - Gandhinagar,Urban,Literate,15-19,23494,5541,4519,688,199,67,68,0,0,0,1559,835,724
F0324,24,473,District - Gandhinagar,Urban,Literate,20-24,25863,16444,8516,5056,2142,514,116,27,16,57,12005,6390,5615
F0324,24,473,District - Gandhinagar,Urban,Literate,25-29,24384,21630,5671,7709,5882,1673,458,92,25,120,27905,15067,12838
F0324,24,473,District - Gandhinagar,Urban,Literate,30-34,20463,19665,2398,4940,8178,2795,898,233,70,153,36114,19928,16186
F0324,24,473,District - Gandhinagar,Urban,Literate,35-39,18089,17670,1445,3224,8130,3298,1036,328,109,100,36626,20651,15975
F0324,24,473,District - Gandhinagar,Urban,Literate,40-44,15646,15423,1083,2237,6882,3345,1258,368,122,128,34672,19710,14962
F0324,24,473,District - Gandhinagar,Urban,Literate,45-49,13645,13477,822,1935,5342,3371,1348,409,141,109,31898,17942,13956
F0324,24,473,District - Gandhinagar,Urban,Literate,50-54,10228,10108,688,1391,3311,2553,1336,525,169,135,25741,14271,11470
F0324,24,473,District - Gandhinagar,Urban,Literate,55-59,7448,7365,550,874,1985,1980,1124,524,196,132,20116,11165,8951
F0324,24,473,District - Gandhinagar,Urban,Literate,60-64,5307,5181,479,581,1086,1294,972,429,191,149,14981,8277,6704
F0324,24,473,District - Gandhinagar,Urban,Literate,65-69,3333,3222,320,404,544,752,618,306,168,110,9622,5279,4343
F0324,24,473,District - Gandhinagar,Urban,Literate,70-74,2132,2096,240,257,296,444,385,245,122,107,6500,3591,2909
F0324,24,473,District - Gandhinagar,Urban,Literate,75-79,1153,1128,155,142,158,160,190,151,106,66,3592,1953,1639
F0324,24,473,District - Gandhinagar,Urban,Literate,80+,1219,1159,189,158,168,140,142,133,105,124,3705,1957,1748
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,All Ages,33564,17786,2355,2269,3889,4159,2689,1289,631,505,47429,26216,21213
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,Less than 15,14927,130,102,7,21,0,0,0,0,0,49,24,25
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,15-19,1137,512,361,95,27,14,15,0,0,0,251,132,119
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,20-24,1569,1405,493,425,331,102,35,8,3,8,1653,864,789
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,25-29,1624,1575,256,295,514,337,122,31,10,10,3122,1654,1468
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,30-34,1730,1706,179,196,469,507,229,86,23,17,4279,2323,1956
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,35-39,1732,1724,132,163,473,536,260,105,33,22,4651,2523,2128
F0324,24,473,District - Gandhinagar,Urban,Literate but below primary,40-44,1739,1725,112,170,424,534,296,119,39,31,4879,2726,2153
