"Table name
","Statecode
","Disttcode
",Areaname,Total/,Educational level,"Present age
",Total women ,Total ever married women,0,1,2,3,4,5,6,7+,P,M,F
F0324,24,489,District - The Dangs,Rural,Primary but below middle,70-74,9,7,2,0,0,1,2,1,1,0,22,13,9
F0324,24,489,District - The Dangs,Rural,Primary but below middle,75-79,6,5,0,1,1,0,1,1,1,0,18,8,10
F0324,24,489,District - The Dangs,Rural,Primary but below middle,80+,14,11,3,1,0,3,2,0,1,1,31,13,18
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,All Ages,5958,3276,528,589,850,792,300,136,38,43,7107,3654,3453
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,Less than 15,1082,27,15,1,11,0,0,0,0,0,23,14,9
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,15-19,1522,252,145,88,18,1,0,0,0,0,127,62,65
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,20-24,1126,867,218,287,264,82,8,3,1,4,1145,598,547
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,25-29,883,826,72,130,287,251,58,14,5,9,1862,963,899
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,30-34,537,517,36,32,137,211,69,28,4,0,1379,715,664
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,35-39,337,328,15,18,63,114,69,34,9,6,1031,521,510
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,40-44,252,250,11,14,42,82,49,28,12,12,847,429,418
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,45-49,135,130,4,8,20,35,27,23,4,9,466,246,220
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,50-54,46,46,3,6,5,12,11,4,3,2,151,70,81
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,55-59,19,19,3,3,1,3,6,2,0,1,55,30,25
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,60-64,9,8,3,0,1,1,3,0,0,0,17,5,12
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,65-69,4,2,1,1,0,0,0,0,0,0,1,0,1
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,75-79,1,1,0,0,1,0,0,0,0,0,2,1,1
F0324,24,489,District - The Dangs,Rural,Middle but below matric or secondary,80+,4,2,1,1,0,0,0,0,0,0,1,0,1
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,All Ages,4659,2784,570,510,735,549,255,98,35,32,5598,2767,2831
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,15-19,1379,188,129,44,9,4,2,0,0,0,82,43,39
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,20-24,1292,761,271,261,177,40,9,2,0,1,789,393,396
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,25-29,694,599,92,120,232,111,32,9,0,3,1113,535,578
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,30-34,452,432,33,45,136,129,62,16,6,5,1108,525,583
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,35-39,326,311,21,17,86,120,38,22,2,5,867,449,418
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,40-44,232,228,8,13,42,73,50,27,11,4,748,379,369
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,45-49,150,144,8,4,34,35,36,12,9,6,478,231,247
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,50-54,78,76,3,1,13,27,17,7,5,3,264,139,125
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,55-59,26,23,0,4,2,5,6,2,1,3,88,44,44
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,60-64,4,4,1,0,0,1,1,0,0,1,14,8,6
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,65-69,8,5,1,0,1,1,1,1,0,0,14,7,7
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,70-74,2,2,0,1,1,0,0,0,0,0,3,2,1
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,75-79,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Rural,Matric or secondary but below graduate,80+,5,4,0,0,2,0,1,0,1,0,14,8,6
F0324,24,489,District - The Dangs,Rural,Graduate and above,All Ages,696,405,123,99,115,51,11,3,2,1,561,282,279
F0324,24,489,District - The Dangs,Rural,Graduate and above,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Rural,Graduate and above,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Rural,Graduate and above,20-24,186,62,41,17,3,1,0,0,0,0,26,11,15
F0324,24,489,District - The Dangs,Rural,Graduate and above,25-29,234,119,44,43,30,1,0,0,0,1,114,51,63
F0324,24,489,District - The Dangs,Rural,Graduate and above,30-34,106,73,11,16,34,11,1,0,0,0,121,68,53
F0324,24,489,District - The Dangs,Rural,Graduate and above,35-39,82,75,8,12,27,21,4,2,1,0,161,84,77
F0324,24,489,District - The Dangs,Rural,Graduate and above,40-44,55,51,12,7,16,10,5,1,0,0,94,41,53
F0324,24,489,District - The Dangs,Rural,Graduate and above,45-49,16,16,2,4,4,5,1,0,0,0,31,20,11
F0324,24,489,District - The Dangs,Rural,Graduate and above,50-54,7,3,2,0,0,1,0,0,0,0,3,1,2
F0324,24,489,District - The Dangs,Rural,Graduate and above,55-59,5,3,1,0,1,1,0,0,0,0,5,2,3
F0324,24,489,District - The Dangs,Rural,Graduate and above,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Rural,Graduate and above,65-69,1,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Rural,Graduate and above,70-74,1,1,0,0,0,0,0,0,1,0,6,4,2
F0324,24,489,District - The Dangs,Rural,Graduate and above,75-79,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Rural,Graduate and above,80+,3,2,2,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Urban,Total,All Ages,12576,5978,935,894,1608,1281,676,279,146,159,14220,7383,6837
F0324,24,489,District - The Dangs,Urban,Total,Less than 15,4063,55,30,5,20,0,0,0,0,0,45,23,22
F0324,24,489,District - The Dangs,Urban,Total,15-19,2139,281,211,38,15,7,10,0,0,0,129,66,63
F0324,24,489,District - The Dangs,Urban,Total,20-24,1082,651,232,228,135,44,4,1,1,6,703,358,345
F0324,24,489,District - The Dangs,Urban,Total,25-29,952,805,114,190,276,152,51,14,2,6,1532,789,743
F0324,24,489,District - The Dangs,Urban,Total,30-34,835,786,70,116,279,214,71,17,10,9,1823,937,886
F0324,24,489,District - The Dangs,Urban,Total,35-39,770,749,56,68,246,220,96,38,12,13,1969,1010,959
F0324,24,489,District - The Dangs,Urban,Total,40-44,662,646,49,53,189,175,112,30,23,15,1806,953,853
F0324,24,489,District - The Dangs,Urban,Total,45-49,612,600,46,69,159,167,89,40,17,13,1650,866,784
F0324,24,489,District - The Dangs,Urban,Total,50-54,476,463,35,45,136,107,78,33,15,14,1322,715,607
F0324,24,489,District - The Dangs,Urban,Total,55-59,351,347,25,32,64,89,57,36,19,25,1153,575,578
F0324,24,489,District - The Dangs,Urban,Total,60-64,225,217,26,20,46,44,36,20,11,14,673,360,313
F0324,24,489,District - The Dangs,Urban,Total,65-69,158,156,16,11,20,26,33,22,15,13,566,297,269
F0324,24,489,District - The Dangs,Urban,Total,70-74,110,108,13,8,12,15,19,16,11,14,420,217,203
F0324,24,489,District - The Dangs,Urban,Total,75-79,39,38,4,4,4,5,6,5,2,8,151,70,81
F0324,24,489,District - The Dangs,Urban,Total,80+,65,57,6,5,3,10,9,7,8,9,230,124,106
F0324,24,489,District - The Dangs,Urban,Illiterate,All Ages,3119,1601,170,183,317,369,254,129,80,99,4869,2527,2342
F0324,24,489,District - The Dangs,Urban,Illiterate,Less than 15,1431,7,2,1,4,0,0,0,0,0,9,4,5
F0324,24,489,District - The Dangs,Urban,Illiterate,15-19,80,27,14,6,1,1,5,0,0,0,31,15,16
F0324,24,489,District - The Dangs,Urban,Illiterate,20-24,101,87,24,31,20,8,0,1,1,2,121,52,69
F0324,24,489,District - The Dangs,Urban,Illiterate,25-29,111,109,8,16,32,28,18,5,0,2,278,150,128
F0324,24,489,District - The Dangs,Urban,Illiterate,30-34,125,118,8,12,20,47,17,8,5,1,339,178,161
F0324,24,489,District - The Dangs,Urban,Illiterate,35-39,152,150,16,13,33,35,29,12,7,5,438,219,219
F0324,24,489,District - The Dangs,Urban,Illiterate,40-44,166,163,13,15,34,41,38,7,8,7,490,264,226
F0324,24,489,District - The Dangs,Urban,Illiterate,45-49,233,231,17,32,49,64,32,18,9,10,677,360,317
F0324,24,489,District - The Dangs,Urban,Illiterate,50-54,183,180,18,14,45,46,25,16,7,9,538,286,252
F0324,24,489,District - The Dangs,Urban,Illiterate,55-59,171,170,7,14,31,44,28,19,11,16,616,312,304
F0324,24,489,District - The Dangs,Urban,Illiterate,60-64,125,125,17,9,24,23,21,9,10,12,414,220,194
F0324,24,489,District - The Dangs,Urban,Illiterate,65-69,92,90,8,9,11,12,18,12,8,12,345,165,180
F0324,24,489,District - The Dangs,Urban,Illiterate,70-74,75,74,11,5,8,8,11,12,8,11,293,150,143
F0324,24,489,District - The Dangs,Urban,Illiterate,75-79,26,25,2,4,3,3,3,4,1,5,95,47,48
F0324,24,489,District - The Dangs,Urban,Illiterate,80+,38,38,4,2,2,6,6,6,5,7,164,93,71
F0324,24,489,District - The Dangs,Urban,Literate,All Ages,9457,4377,765,711,1291,912,422,150,66,60,9351,4856,4495
F0324,24,489,District - The Dangs,Urban,Literate,Less than 15,2632,48,28,4,16,0,0,0,0,0,36,19,17
F0324,24,489,District - The Dangs,Urban,Literate,15-19,2059,254,197,32,14,6,5,0,0,0,98,51,47
F0324,24,489,District - The Dangs,Urban,Literate,20-24,981,564,208,197,115,36,4,0,0,4,582,306,276
F0324,24,489,District - The Dangs,Urban,Literate,25-29,841,696,106,174,244,124,33,9,2,4,1254,639,615
F0324,24,489,District - The Dangs,Urban,Literate,30-34,710,668,62,104,259,167,54,9,5,8,1484,759,725
F0324,24,489,District - The Dangs,Urban,Literate,35-39,618,599,40,55,213,185,67,26,5,8,1531,791,740
F0324,24,489,District - The Dangs,Urban,Literate,40-44,496,483,36,38,155,134,74,23,15,8,1316,689,627
F0324,24,489,District - The Dangs,Urban,Literate,45-49,379,369,29,37,110,103,57,22,8,3,973,506,467
F0324,24,489,District - The Dangs,Urban,Literate,50-54,293,283,17,31,91,61,53,17,8,5,784,429,355
F0324,24,489,District - The Dangs,Urban,Literate,55-59,180,177,18,18,33,45,29,17,8,9,537,263,274
F0324,24,489,District - The Dangs,Urban,Literate,60-64,100,92,9,11,22,21,15,11,1,2,259,140,119
F0324,24,489,District - The Dangs,Urban,Literate,65-69,66,66,8,2,9,14,15,10,7,1,221,132,89
F0324,24,489,District - The Dangs,Urban,Literate,70-74,35,34,2,3,4,7,8,4,3,3,127,67,60
F0324,24,489,District - The Dangs,Urban,Literate,75-79,13,13,2,0,1,2,3,1,1,3,56,23,33
F0324,24,489,District - The Dangs,Urban,Literate,80+,27,19,2,3,1,4,3,1,3,2,66,31,35
F0324,24,489,District - The Dangs,Urban,Literate but below primary,All Ages,1645,705,65,107,156,177,116,39,21,24,1923,988,935
F0324,24,489,District - The Dangs,Urban,Literate but below primary,Less than 15,879,10,4,1,5,0,0,0,0,0,11,6,5
F0324,24,489,District - The Dangs,Urban,Literate but below primary,15-19,52,16,5,7,1,3,0,0,0,0,18,12,6
F0324,24,489,District - The Dangs,Urban,Literate but below primary,20-24,84,71,17,26,20,7,1,0,0,0,91,44,47
F0324,24,489,District - The Dangs,Urban,Literate but below primary,25-29,90,82,6,15,23,22,7,5,1,3,208,109,99
F0324,24,489,District - The Dangs,Urban,Literate but below primary,30-34,99,95,6,13,23,33,13,3,4,0,249,128,121
F0324,24,489,District - The Dangs,Urban,Literate but below primary,35-39,98,96,4,10,14,40,21,6,1,0,278,141,137
F0324,24,489,District - The Dangs,Urban,Literate but below primary,40-44,84,82,5,5,15,24,20,4,4,5,270,142,128
F0324,24,489,District - The Dangs,Urban,Literate but below primary,45-49,74,73,6,12,19,13,16,2,3,2,195,99,96
F0324,24,489,District - The Dangs,Urban,Literate but below primary,50-54,67,65,4,8,15,10,15,5,4,4,212,113,99
F0324,24,489,District - The Dangs,Urban,Literate but below primary,55-59,38,38,5,3,8,7,5,4,0,6,126,65,61
F0324,24,489,District - The Dangs,Urban,Literate but below primary,60-64,33,32,2,4,9,7,5,5,0,0,88,42,46
F0324,24,489,District - The Dangs,Urban,Literate but below primary,65-69,25,25,0,1,4,8,7,2,2,1,90,47,43
F0324,24,489,District - The Dangs,Urban,Literate but below primary,70-74,10,10,1,1,0,0,3,2,1,2,47,20,27
F0324,24,489,District - The Dangs,Urban,Literate but below primary,75-79,1,1,0,0,0,0,1,0,0,0,4,2,2
F0324,24,489,District - The Dangs,Urban,Literate but below primary,80+,8,7,0,1,0,2,1,1,1,1,29,13,16
F0324,24,489,District - The Dangs,Urban,Primary but below middle,All Ages,2378,1009,144,132,267,241,134,51,29,11,2444,1284,1160
F0324,24,489,District - The Dangs,Urban,Primary but below middle,Less than 15,1146,21,15,2,4,0,0,0,0,0,10,5,5
F0324,24,489,District - The Dangs,Urban,Primary but below middle,15-19,212,43,30,5,6,1,1,0,0,0,24,11,13
F0324,24,489,District - The Dangs,Urban,Primary but below middle,20-24,202,151,34,54,47,15,0,0,0,1,200,114,86
F0324,24,489,District - The Dangs,Urban,Primary but below middle,25-29,162,157,16,30,51,44,13,3,0,0,331,171,160
F0324,24,489,District - The Dangs,Urban,Primary but below middle,30-34,134,129,16,14,36,40,18,3,0,2,314,156,158
F0324,24,489,District - The Dangs,Urban,Primary but below middle,35-39,120,118,6,8,35,41,18,5,2,3,334,173,161
F0324,24,489,District - The Dangs,Urban,Primary but below middle,40-44,110,109,9,6,26,31,20,9,8,0,324,171,153
F0324,24,489,District - The Dangs,Urban,Primary but below middle,45-49,86,85,5,3,22,28,15,9,2,1,255,149,106
F0324,24,489,District - The Dangs,Urban,Primary but below middle,50-54,70,68,1,2,23,16,14,7,4,1,219,109,110
F0324,24,489,District - The Dangs,Urban,Primary but below middle,55-59,61,59,3,6,8,15,16,5,5,1,193,92,101
F0324,24,489,District - The Dangs,Urban,Primary but below middle,60-64,27,23,3,2,3,3,7,5,0,0,70,39,31
F0324,24,489,District - The Dangs,Urban,Primary but below middle,65-69,19,19,2,0,2,1,7,3,4,0,74,47,27
F0324,24,489,District - The Dangs,Urban,Primary but below middle,70-74,8,8,0,0,1,3,1,2,1,0,31,20,11
F0324,24,489,District - The Dangs,Urban,Primary but below middle,75-79,8,8,2,0,1,1,1,0,1,2,31,13,18
F0324,24,489,District - The Dangs,Urban,Primary but below middle,80+,8,8,2,0,1,1,2,0,2,0,25,11,14
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,All Ages,1975,777,139,114,232,179,73,28,5,7,1637,846,791
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,Less than 15,557,16,9,1,6,0,0,0,0,0,13,7,6
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,15-19,614,54,39,9,2,1,3,0,0,0,28,18,10
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,20-24,152,102,35,34,21,10,1,0,0,1,118,59,59
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,25-29,179,152,22,24,67,33,4,1,0,1,287,143,144
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,30-34,126,119,5,11,51,40,10,1,0,1,286,150,136
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,35-39,112,108,9,9,30,35,13,10,1,1,292,159,133
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,40-44,92,90,3,7,28,27,20,4,1,0,250,132,118
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,45-49,65,65,9,7,13,20,9,5,2,0,166,78,88
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,50-54,37,36,1,9,5,9,9,3,0,0,97,46,51
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,55-59,17,17,3,1,4,3,2,2,0,2,52,27,25
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,60-64,11,10,1,1,3,1,1,1,1,1,34,20,14
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,65-69,3,3,2,0,0,0,0,1,0,0,5,3,2
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,70-74,1,1,0,1,0,0,0,0,0,0,1,1,0
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,75-79,1,1,0,0,0,0,1,0,0,0,4,1,3
F0324,24,489,District - The Dangs,Urban,Middle but below matric or secondary,80+,2,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,All Ages,2478,1250,259,215,431,244,68,20,6,7,2277,1178,1099
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,15-19,1059,111,96,11,2,1,1,0,0,0,22,8,14
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,20-24,387,176,84,64,23,3,2,0,0,0,127,68,59
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,25-29,222,190,22,61,82,18,7,0,0,0,307,152,155
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,30-34,216,202,13,35,96,44,10,1,0,3,430,204,226
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,35-39,182,181,14,15,80,57,8,3,1,3,424,210,214
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,40-44,130,125,10,8,56,36,9,3,2,1,300,159,141
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,45-49,106,101,7,7,37,32,13,5,0,0,254,130,124
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,50-54,83,80,5,5,37,21,11,1,0,0,191,126,65
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,55-59,42,41,3,5,9,15,4,4,1,0,110,53,57
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,60-64,20,19,3,2,4,8,2,0,0,0,42,26,16
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,65-69,12,12,1,0,3,5,0,2,1,0,37,24,13
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,70-74,9,8,1,0,2,3,1,0,1,0,23,14,9
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,75-79,1,1,0,0,0,0,0,1,0,0,5,3,2
F0324,24,489,District - The Dangs,Urban,Matric or secondary but below graduate,80+,3,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Urban,Graduate and above,All Ages,591,406,98,111,152,29,7,2,1,6,594,322,272
F0324,24,489,District - The Dangs,Urban,Graduate and above,Less than 15,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Urban,Graduate and above,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Urban,Graduate and above,20-24,124,40,28,9,2,0,0,0,0,1,21,13,8
F0324,24,489,District - The Dangs,Urban,Graduate and above,25-29,154,83,35,38,9,1,0,0,0,0,59,32,27
F0324,24,489,District - The Dangs,Urban,Graduate and above,30-34,108,96,18,29,42,3,1,0,1,2,147,89,58
F0324,24,489,District - The Dangs,Urban,Graduate and above,35-39,82,72,6,12,49,3,1,0,0,1,131,71,60
F0324,24,489,District - The Dangs,Urban,Graduate and above,40-44,52,49,4,8,22,10,3,0,0,2,111,52,59
F0324,24,489,District - The Dangs,Urban,Graduate and above,45-49,30,28,1,6,14,5,1,1,0,0,58,30,28
F0324,24,489,District - The Dangs,Urban,Graduate and above,50-54,23,21,4,4,8,3,1,1,0,0,38,19,19
F0324,24,489,District - The Dangs,Urban,Graduate and above,55-59,10,10,2,3,3,2,0,0,0,0,15,8,7
F0324,24,489,District - The Dangs,Urban,Graduate and above,60-64,3,3,0,1,2,0,0,0,0,0,5,3,2
F0324,24,489,District - The Dangs,Urban,Graduate and above,65-69,1,1,0,1,0,0,0,0,0,0,1,1,0
F0324,24,489,District - The Dangs,Urban,Graduate and above,70-74,1,1,0,0,0,1,0,0,0,0,3,3,0
F0324,24,489,District - The Dangs,Urban,Graduate and above,75-79,0,0,0,0,0,0,0,0,0,0,0,0,0
F0324,24,489,District - The Dangs,Urban,Graduate and above,80+,2,1,0,0,0,1,0,0,0,0,3,1,2
F0324,24,490,District - Navsari,Total,Total,All Ages,651507,418837,57387,69385,136941,85595,37258,16404,8222,7645,940491,490496,449995
F0324,24,490,District - Navsari,Total,Total,Less than 15,150502,2369,1431,181,757,0,0,0,0,0,1695,903,792
F0324,24,490,District - Navsari,Total,Total,15-19,57278,10074,6809,1859,803,334,269,0,0,0,5543,2853,2690
F0324,24,490,District - Navsari,Total,Total,20-24,58639,37306,14623,12466,8013,1538,324,133,86,123,36526,18694,17832
F0324,24,490,District - Navsari,Total,Total,25-29,54518,48224,9014,13160,18507,5669,1212,338,119,205,76081,39274,36807
F0324,24,490,District - Navsari,Total,Total,30-34,51640,49056,5380,8548,22424,9153,2382,640,269,260,97315,50141,47174
F0324,24,490,District - Navsari,Total,Total,35-39,50606,49011,3941,7431,21807,11104,3161,979,328,260,105906,54955,50951
F0324,24,490,District - Navsari,Total,Total,40-44,48383,47193,3282,6315,19241,12482,3968,1197,403,305,108912,56781,52131
F0324,24,490,District - Navsari,Total,Total,45-49,42505,41657,2827,5360,14948,12114,4190,1336,516,366,101004,53127,47877
F0324,24,490,District - Navsari,Total,Total,50-54,35271,34652,2306,4007,10658,10518,4530,1582,626,425,90007,47518,42489
F0324,24,490,District - Navsari,Total,Total,55-59,28627,28211,1882,2977,7383,8162,4683,1875,759,490,78746,41362,37384
F0324,24,490,District - Navsari,Total,Total,60-64,24329,23894,1821,2450,5044,5996,4452,2243,1064,824,72240,37893,34347
F0324,24,490,District - Navsari,Total,Total,65-69,17239,16909,1293,1573,2873,3613,3321,2106,1171,959,56459,29607,26852
F0324,24,490,District - Navsari,Total,Total,70-74,13263,13074,1082,1196,1871,2298,2367,1755,1264,1241,47393,24742,22651
F0324,24,490,District - Navsari,Total,Total,75-79,7062,6949,561,620,842,1050,1166,1040,741,929,27047,14067,12980
F0324,24,490,District - Navsari,Total,Total,80+,8064,7748,725,789,1008,1064,1030,1079,828,1225,30272,15731,14541
F0324,24,490,District - Navsari,Total,Illiterate,All Ages,189069,115042,9714,13737,30338,28740,15708,8071,4394,4340,324208,168799,155409
F0324,24,490,District - Navsari,Total,Illiterate,Less than 15,69515,324,78,38,208,0,0,0,0,0,454,232,222
F0324,24,490,District - Navsari,Total,Illiterate,15-19,2611,1026,457,215,163,98,93,0,0,0,1207,611,596
F0324,24,490,District - Navsari,Total,Illiterate,20-24,4636,3902,1097,1210,1060,383,78,41,18,15,5215,2667,2548
F0324,24,490,District - Navsari,Total,Illiterate,25-29,5587,5227,703,921,1915,1158,352,116,30,32,10641,5454,5187
F0324,24,490,District - Navsari,Total,Illiterate,30-34,7397,7084,593,784,2524,2002,770,243,95,73,17272,8821,8451
F0324,24,490,District - Navsari,Total,Illiterate,35-39,10724,10419,787,1192,3578,3029,1099,453,163,118,25991,13441,12550
F0324,24,490,District - Navsari,Total,Illiterate,40-44,13833,13532,931,1572,4453,4032,1587,575,218,164,34384,17721,16663
F0324,24,490,District - Navsari,Total,Illiterate,45-49,14713,14465,912,1790,4484,4363,1808,643,266,199,37447,19584,17863
F0324,24,490,District - Navsari,Total,Illiterate,50-54,13399,13204,847,1553,3611,3965,1873,778,313,264,35997,18972,17025
F0324,24,490,District - Navsari,Total,Illiterate,55-59,11439,11335,705,1196,2759,3192,1941,857,402,283,33002,17251,15751
F0324,24,490,District - Navsari,Total,Illiterate,60-64,11326,11197,821,1140,2272,2592,2087,1146,612,527,35244,18412,16832
F0324,24,490,District - Navsari,Total,Illiterate,65-69,8591,8517,604,775,1369,1648,1681,1124,697,619,29809,15506,14303
F0324,24,490,District - Navsari,Total,Illiterate,70-74,6788,6715,517,616,938,1097,1148,928,707,764,25265,13254,12011
F0324,24,490,District - Navsari,Total,Illiterate,75-79,3497,3469,252,279,392,504,567,534,383,558,14180,7393,6787
F0324,24,490,District - Navsari,Total,Illiterate,80+,4044,3909,306,365,440,514,529,586,464,705,16257,8514,7743
F0324,24,490,District - Navsari,Total,Literate,All Ages,462438,303795,47673,55648,106603,56855,21550,8333,3828,3305,616283,321697,294586
F0324,24,490,District - Navsari,Total,Literate,Less than 15,80987,2045,1353,143,549,0,0,0,0,0,1241,671,570
F0324,24,490,District - Navsari,Total,Literate,15-19,54667,9048,6352,1644,640,236,176,0,0,0,4336,2242,2094
F0324,24,490,District - Navsari,Total,Literate,20-24,54003,33404,13526,11256,6953,1155,246,92,68,108,31311,16027,15284
F0324,24,490,District - Navsari,Total,Literate,25-29,48931,42997,8311,12239,16592,4511,860,222,89,173,65440,33820,31620
F0324,24,490,District - Navsari,Total,Literate,30-34,44243,41972,4787,7764,19900,7151,1612,397,174,187,80043,41320,38723
F0324,24,490,District - Navsari,Total,Literate,35-39,39882,38592,3154,6239,18229,8075,2062,526,165,142,79915,41514,38401
F0324,24,490,District - Navsari,Total,Literate,40-44,34550,33661,2351,4743,14788,8450,2381,622,185,141,74528,39060,35468
F0324,24,490,District - Navsari,Total,Literate,45-49,27792,27192,1915,3570,10464,7751,2382,693,250,167,63557,33543,30014
F0324,24,490,District - Navsari,Total,Literate,50-54,21872,21448,1459,2454,7047,6553,2657,804,313,161,54010,28546,25464
F0324,24,490,District - Navsari,Total,Literate,55-59,17188,16876,1177,1781,4624,4970,2742,1018,357,207,45744,24111,21633
F0324,24,490,District - Navsari,Total,Literate,60-64,13003,12697,1000,1310,2772,3404,2365,1097,452,297,36996,19481,17515
F0324,24,490,District - Navsari,Total,Literate,65-69,8648,8392,689,798,1504,1965,1640,982,474,340,26650,14101,12549
F0324,24,490,District - Navsari,Total,Literate,70-74,6475,6359,565,580,933,1201,1219,827,557,477,22128,11488,10640
F0324,24,490,District - Navsari,Total,Literate,75-79,3565,3480,309,341,450,546,599,506,358,371,12867,6674,6193
F0324,24,490,District - Navsari,Total,Literate,80+,4020,3839,419,424,568,550,501,493,364,520,14015,7217,6798
F0324,24,490,District - Navsari,Total,Literate but below primary,All Ages,87052,48986,4872,6046,14088,11811,6137,3019,1614,1399,129998,67565,62433
F0324,24,490,District - Navsari,Total,Literate but below primary,Less than 15,34842,320,205,20,95,0,0,0,0,0,210,106,104
F0324,24,490,District - Navsari,Total,Literate but below primary,15-19,2382,791,385,190,111,60,45,0,0,0,772,407,365
F0324,24,490,District - Navsari,Total,Literate but below primary,20-24,3523,2871,785,907,873,219,51,17,9,10,3729,1840,1889
F0324,24,490,District - Navsari,Total,Literate but below primary,25-29,4054,3771,478,618,1677,750,193,34,10,11,7319,3740,3579
F0324,24,490,District - Navsari,Total,Literate but below primary,30-34,4818,4660,379,500,2014,1253,359,93,39,23,10608,5384,5224
