Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_West Bengal,"1,866,097","1,364,466","1,532,039","1,493,494","1,521,857","1,154,548","3,333","244,937",158.0,"244,779","889,924","425,650","1,153,207","1,398,144","179,585","181,580","1,378,357","23,000","202,659","1,160,369",942,"76,950","20,110","3,772","193,329","197,101","142,867","3,962","8,727,267","19,446,938","1,188,772","1,546,303","1,245,397","1,377,910","1,467,980","1,475,923","1,423,817","18,274","252,154","325,659","19,187"
Bankura,"80,740","58,821","80,751","55,074","52,267","45,013",27,"4,682",0.0,"4,682","43,990","17,194","49,091","53,773","7,812","2,076","53,316",871,"11,041","41,141",924,"3,256",169,213,"11,569","11,782","4,621",0,"856,978","2,280,029","50,344","56,214","45,420","50,700","56,444","57,427","56,031",196,"15,532","18,962",936
Bardhaman,"136,629","92,946","138,184","115,005","95,686","75,080",258,"4,049",0.0,"4,049","73,506","43,724","138,278","142,327","15,265","51,756","139,860","2,773","18,427","135,524",921,"3,584",533,61,"23,522","23,583","15,765",252,"789,499","2,123,244","102,598","140,983","107,281","114,864","119,391","120,374","114,424","1,832","28,201","17,640","2,006"
Birbhum,"71,717","60,200","54,273","61,550","45,253","36,482",116,"10,394",0.0,"10,394","44,573","40,341","48,697","59,091","3,540","2,733","58,172",916,"8,175","54,835",967,"2,282",236,5,"10,777","10,782","2,045",0,"386,272","811,739","42,951","65,968","51,669","57,015","59,516","59,377","57,605",820,"5,222","4,203","1,423"
Dakshin Dinajpur,"34,942","29,636","29,124","29,862","30,896","30,726",190,"3,732",0.0,"3,732","19,622","15,842","20,829","24,561","2,544","1,100","24,263",386,"3,857","21,643",949,"3,266","1,063",27,"2,670","2,697","3,864",,"261,186","671,013","21,729","25,099","23,017","25,549","27,257","27,003","26,633","1,132","3,864","1,928",232
Darjeeling,"35,913","21,847","27,493","27,353","27,082","19,466",310,"1,250",5.0,"1,245","24,329","6,781","28,713","29,963","6,431","3,329","29,465",561,"3,928","22,175",963,"1,246",886,12,"2,615","2,627","4,365",,"72,152","386,742","35,326","38,314","23,798","26,180","27,475","31,277","26,531",308,"11,863","18,155",233
Haora,"84,366","61,312","67,698","68,717","66,675","46,573",277,"3,949",0.0,"3,949","26,519","2,921","45,257","49,206","5,617","12,334","48,947",461,"7,506","45,089",948,"2,685","1,387",170,"7,630","7,800","9,357",288,"647,839","1,030,208","45,594","61,594","54,996","60,631","65,185","65,209","62,451",863,"14,699","13,451",651
Hooghly,"99,550","75,927","82,003","80,101","81,143","62,456",94,"2,368",35.0,"2,333","39,718","16,326","57,859","60,227","11,541","13,447","59,638",779,"9,816","55,058",946,"3,701","1,048",188,"15,707","15,895","9,970",20,"566,538","645,144","62,714","77,611","65,661","71,979","78,384","77,561","74,853",346,"13,110","33,199",453
Jalpaiguri,"75,555","56,023","55,033","63,245","57,944","76,542",390,"7,464",0.0,"7,464","40,327","15,316","46,547","54,011","4,971","4,791","53,099",997,"8,612","49,942",930,"4,562","2,226",328,"5,767","6,095","8,733",426,"302,905","720,203","50,662","62,552","47,671","54,483","59,245","59,262","56,450",90,"8,045","10,272",524
Koch Bihar,"56,692","43,595","46,916","50,665","49,794","48,419",129,"9,964",0.0,"9,964","32,550","7,078","39,918","49,882","3,719","6,616","49,315",877,"7,565","46,295",955,"3,027",538,52,"9,934","9,986","6,941",,"349,810","923,257","37,964","50,543","40,893","46,599","50,293","47,223","45,611",309,"4,677","9,132",654
Kolkata,"143,173","47,768","104,475","46,436","156,037","18,672",305,,,,"79,268","2,250","87,888","87,888","35,389","6,181","86,923","2,333","17,591","50,515",922,"2,835","2,140",724,"11,183","11,907","3,223","2,003","84,574","369,959","86,191","96,428","38,384","39,825","42,051","45,248","41,468",176,,,"3,883"
Malda,"108,587","79,514","80,141","93,035","84,263","64,487",100,"39,337",24.0,"39,313","49,192","37,839","53,999","93,336","5,329","4,118","92,070","1,832","11,382","84,890",949,"2,263","1,332",16,"5,567","5,583","2,318",5,"284,143","659,713","60,250","96,604","76,825","85,650","88,717","93,014","88,147","4,002",54,"2,177","1,029"
Medinipur East,"88,949","75,527","76,272","78,730","76,915","74,342",90,"14,360",44.0,"14,316","37,169","16,724","60,427","74,787","8,766","16,975","74,512",664,"11,951","47,698",944,"4,802",48,62,"7,934","7,996","9,305",25,"474,783","973,860","63,033","83,690","66,150","73,077","79,407","80,645","79,664",43,"9,578","8,621",578
Medinipur West,"109,978","90,667","90,217","91,016","80,330","84,438",118,"10,117",48.0,"10,069","55,226","36,327","66,733","76,850","11,065","4,870","76,040","1,085","14,281","70,399",938,"6,310",565,190,"17,838","18,028","10,266",24,"409,450","1,062,164","79,035","92,433","78,345","86,239","93,558","94,211","91,702",800,"23,112","37,938","1,056"
Murshidabad,"175,979","147,139","145,553","161,675","140,889","135,335",269,"36,482",1.0,"36,481","98,130","66,114","120,114","156,596","14,837","17,284","151,098","2,860","18,396","122,282",945,"7,731","1,224",34,"25,626","25,660","9,083",,"609,574","1,295,097","134,426","161,060","132,144","150,500","159,535","160,394","152,921",712,"19,127","44,907","1,944"
Nadia,"88,434","69,097","76,568","75,553","71,624","61,014",181,"3,132",0.0,"3,132","44,566","24,916","62,871","66,003","10,788","15,199","65,261",916,"10,267","52,624",959,"8,103","1,762",19,"9,049","9,068","5,440",231,"474,971","1,397,298","56,723","72,420","61,763","69,260","74,584","74,285","73,448","1,018","36,094","23,807",933
North 24 Parganas,"168,185","108,423","120,525","127,628","155,015","67,523",198,"7,443",0.0,"7,443","58,861","11,473","64,828","72,271","13,175","2,652","71,734","1,057","8,331","57,773",934,"4,770","3,634","1,180","8,671","9,851","13,473",675,"669,696","660,869","85,930","108,788","105,391","113,837","119,836","116,595","120,760",10,"21,074","43,993",199
