Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttar Pradesh,"5,535,650","2,833,683","3,849,311","4,708,901","4,926,736","1,124,306","87,379","915,571","388,552","527,019","2,230,032","1,662,849","2,502,543","3,418,114","70,592","22,669","3,733,085","49,131","357,031","3,240,812",885,"40,484","45,803","9,798","228,198","237,996","964,749","2,997","3,746,586","49,782,558","2,536,074","4,816,882","4,919,299","4,664,513","4,601,826","4,518,079","4,555,646","2,664","423,398","343,923","1,215"
Agra,"116,161","63,942","92,218","93,929","115,272","21,473","2,217","16,092","7,999","8,093","41,179","26,517","41,179","57,271",771,0,"83,131","1,316","4,987","78,937",876,"1,805","1,391","1,572","5,818","7,390","39,100",0,"108,804","1,669,296","58,500","109,395","106,489","100,007","96,871","86,269","82,787",102,"3,099","3,028",3
Aligarh,"79,916","48,855","56,515","68,485","53,375","35,737","2,645","18,681","8,675","10,006","32,139","31,365","38,914","57,595",136,250,"62,718",394,"9,328","57,406",868,759,"1,873",716,"2,035","2,751","13,382",0,"65,083","843,631","43,268","85,556","77,946","70,404","72,205","76,538","72,931",0,"4,250","3,446",1
Allahabad,"131,441","75,924","88,615","143,691","130,244","21,924","2,314","26,178","9,157","17,021","61,090","52,254","61,090","87,268","1,416",,"86,924",346,"5,789","84,648",885,415,368,43,"11,101","11,144","18,894",,"60,278","356,134","71,110","134,374","145,614","141,140","141,997","138,218","130,623",12,"2,267","5,144",19
Ambedkar Nagar,"49,032","23,844","37,226","46,372","48,462","5,537",211,"9,982","3,287","6,695","25,553","23,939","30,493","40,475",826,0,"40,046",454,"2,282","40,016",895,94,88,9,"2,378","2,387","6,082",0,"39,210","341,801","24,415","48,788","49,196","47,723","48,933","45,968","45,895",0,"2,441","3,143",50
Auraiya,"37,797","27,649","30,096","33,223","25,283","1,420",283,"4,716","2,619","2,097","15,908","17,075","15,942","20,658",0,0,"23,722",318,"1,596","21,245",898,70,123,389,356,745,"15,717",0,"58,559","1,452,724","17,399","30,258","32,066","30,523","30,189","30,468","32,042",175,0,0,1
Azamgarh,"128,519","57,510","90,728","96,903","86,985","12,152","1,696","10,021","6,813","3,208","54,058","42,702","61,621","71,642",992,0,"75,221",480,"10,396","67,838",824,102,439,38,"6,205","6,243","12,981",203,"36,549","379,159","43,360","97,000","105,794","102,773","101,576","106,307","106,613",33,"16,240","3,491",
Bagpat,"29,094","16,576","19,340","24,337","28,470","3,108",567,"6,630","1,203","5,427","11,464","5,424","20,344","26,974",115,0,"26,807",169,923,"24,566",919,120,34,4,767,771,"5,348",0,"17,668","359,869","13,158","26,954","26,274","26,750","26,463","27,959","27,953",0,278,"1,081",
Bahraich,"123,336","41,000","68,820","99,738","195,422","4,135",591,"21,923","12,090","9,833","50,763","44,719","50,763","72,686","1,450",0,"79,590","2,291","4,981","64,637",861,811,805,52,872,924,"3,519",0,"17,646","110,368","39,169","100,881","110,699","92,166","86,528","83,118","87,235",125,"4,814","6,418",4
Ballia,"104,235","58,144","62,837","80,800","80,066","11,726",651,"12,962","8,484","4,478","39,350","12,020","39,350","52,312",728,0,"51,932",168,"1,980","49,553",886,77,2,0,"4,072","4,072","6,217",0,"28,159","445,722","32,224","78,343","84,676","83,520","81,869","73,363","66,800",48,"6,912","4,372",
Balrampur,"65,312","26,894","41,468","53,684","30,228","6,251","1,230","23,206","10,322","12,884","24,816","18,188","25,697","48,903",371,0,"47,295",801,"3,841","40,391",898,11,67,14,474,488,"11,970",0,"17,617","599,629","28,657","57,517","55,391","50,331","47,140","46,760","45,435",0,672,267,9
Banda,"49,807","27,524","28,257","42,818","48,208","55,989",990,"3,488",840,"2,648","31,093","29,277","31,113","34,601",420,26,"34,382",613,"3,763","34,140",902,383,338,12,"2,002","2,014","8,537",0,"53,497","444,765","27,280","38,457","44,991","43,214","42,408","41,738","42,845",0,"2,884","4,151",
Barabanki,"98,233","52,886","66,487","83,141","81,771","23,787","2,879","10,972","3,746","7,226","48,055","29,412","48,132","59,104","2,549",0,"63,401","1,334","5,702","61,821",897,"1,269",963,105,"4,131","4,236","30,844",220,"113,324","1,175,093","31,870","87,162","87,587","82,676","81,774","75,852","69,928",0,"6,402","8,713",49
Bareilly,"112,694","78,483","67,091","110,337","93,520","22,758","1,082","26,162","8,224","17,938","33,647","22,370","64,983","91,145","1,256","6,150","90,585",682,"9,227","78,748",860,596,382,"1,584","5,640","7,224","26,044",787,"72,054","2,464,122","50,221","101,395","116,291","110,799","107,840","101,041","99,165",0,"5,969","5,395",
Basti,"71,408","42,165","51,545","63,422","17,138","13,128",250,"10,022",117,"9,905","38,754","29,422","60,081","70,103","1,599",,"69,970",550,"7,518","65,995",900,67,114,0,"1,595","1,595","11,206",,"57,035","739,213","31,590","67,704","62,022","59,799","59,837","57,747","57,709",0,"5,711","3,344",71
Bijnor,"90,716","41,282","70,594","78,836","60,031","9,209","1,357","32,264","26,321","5,943","27,946","23,862","29,559","61,823","1,236",0,"70,002",900,"9,300","57,115",846,"1,691",307,47,"1,377","1,424","25,451",0,"96,366","1,436,662","46,494","81,198","80,849","77,757","76,891","77,684","71,927",0,"4,786","1,299",6
Budaun,"95,653","52,464","69,268","78,579","214,657","10,484","1,197","19,903","6,423","13,480","39,003","25,416","41,262","61,165",830,,"63,374",627,"9,879","47,276",892,"2,126","2,339",186,"1,124","1,310","7,200",,"30,198","524,986","53,212","80,680","82,168","74,668","72,729","74,550","70,462",10,767,"4,867",
Bulandshahar,"87,566","42,783","53,467","80,068","66,440","18,929","1,386","20,248","14,495","5,753","34,497","21,960","34,497","54,745",534,0,"54,696","1,739","7,136","52,957",866,"1,285","1,222",71,"4,537","4,608","43,258",0,"90,564","2,337,873","44,697","83,016","86,044","79,614","78,267","76,858","74,511",0,"3,201","8,059",1
C S M Nagar,"49,933","25,638","41,779","44,815","30,444","3,916",343,"2,835","2,130",705,"31,287","24,699","32,723","35,558",904,,"36,289",504,"5,318","34,982",917,51,106,135,729,864,"12,073",,"37,135","202,087","18,878","47,213","44,208","42,943","42,223","42,101","49,428",41,8,267,10
Chandauli,"52,523","28,037","31,238","42,167","42,671",454,39,"6,156","4,298","1,858","28,275","12,366","28,275","34,431",68,0,"40,934",427,"3,445","38,454",891,33,8,49,"4,407","4,456","5,338",0,"22,747","496,052","22,271","50,482","49,893","48,194","47,628","46,971","42,158",85,"3,315","4,306",10
Chitrakoot,"26,571","13,339","17,586","21,298","21,509","8,770",481,"2,113",619,"1,494","17,391","14,856","18,260","20,373",130,,"20,066",342,"2,538","19,093",932,30,,6,"2,029","2,035","2,768",,"33,415","424,051","13,939","22,740","22,374","21,360","21,494","20,812","20,782",,"1,975","3,181",
Deoria,"107,433","54,495","82,368","90,168","95,992","17,905",504,"4,050","2,556","1,494","50,138","16,721","50,138","54,188","1,028",0,"57,354",781,"4,830","49,509",910,329,202,2,"6,190","6,192","20,380",0,"25,717","413,844","34,591","70,383","94,638","90,699","89,175","95,484","89,160",20,"3,170","2,696",
Etah,"55,473","35,916","37,457","48,300","50,370","5,843",260,"11,994",65,"11,929","14,503","11,825","16,862","28,856",7,,"28,832",104,"1,576","21,123",861,6,172,27,"1,014","1,041","11,286",,"39,191","541,713","24,105","46,297","46,507","44,443","44,041","39,010","39,002",0,161,508,
Etawah,"48,525","21,047","30,995","39,130","34,337","8,856",847,751,486,265,"27,198","26,020","30,658","31,409",232,0,"30,919",260,"2,849","29,624",887,319,280,2,"2,219","2,221","10,516",0,"27,778","467,582","29,334","38,918","37,164","36,188","35,290","35,838","35,899",20,"2,156","4,313",
Faizabad,"62,805","26,514","44,634","57,210","50,931","13,077","1,362","4,520",910,"3,610","33,167","28,364","33,167","37,687","1,390",0,"37,220",460,"2,446","35,830",917,415,29,19,"1,297","1,316","9,594",0,"35,533","264,187","28,117","56,540","59,781","58,547","58,360","54,859","66,084",0,"5,059","6,669",4
Farrukhabad,"58,978","30,819","37,064","44,611","34,411","10,004","2,498","10,606","5,224","5,382","20,360","12,433","32,755","43,361",257,0,"42,940",471,"2,657","38,086",854,927,812,21,"1,078","1,099","15,598",0,"51,612","723,886","26,274","43,137","45,351","42,844","42,129","39,088","36,554",0,"22,396","5,622",
Fatehpur,"78,661","31,039","61,535","66,300","43,189","22,279","1,061","14,672","3,840","10,832","31,552","23,234","31,552","46,224",152,0,"46,643",414,"5,311","41,970",899,18,580,92,"1,797","1,889","9,273",0,"33,024","164,197","35,156","59,550","62,521","61,099","61,936","63,508","61,998",0,"2,109","3,534",3
Firozabad,"70,083","47,273","46,227","45,656","69,774","20,231","4,323","5,828","2,933","2,895","24,043","14,146","24,043","29,871",97,0,"47,474",785,"4,651","30,678",852,"1,607","2,419",34,"2,845","2,879","16,714",0,"78,573","741,723","33,265","55,032","51,471","47,960","47,307","47,477","50,782",1,"6,745","6,338",5
Gautam Buddha Nagar,"51,389","33,606","35,044","39,289","41,736","10,558",780,"5,785",327,"5,458","10,338","7,336","31,427","37,212",457,"6,915","38,168",355,"7,189","30,273",844,595,338,42,"2,618","2,660","13,590",290,"42,005","676,144","24,444","45,527","48,063","44,203","43,981","40,509","38,614",0,"4,034","5,935",
Ghaziabad,"127,782","79,303","85,125","104,110","93,094","26,410","5,386","7,456","4,533","2,923","13,192","10,790","13,192","20,648",963,0,"56,678",200,"15,553","48,888",899,428,477,222,"2,064","2,286","14,764",0,"28,238","152,462","53,259","99,036","114,983","108,428","104,837","103,249","101,033",171,"18,314","8,130",
Ghazipur,"91,039","53,162","73,923","81,438","90,577","5,748",106,"12,421","7,344","5,077","43,395","34,525","43,395","55,816","1,269",0,"74,013",414,"4,886","59,299",873,145,249,0,"4,726","4,726","7,980",0,"37,744","239,154","32,461","80,329","85,454","83,264","83,131","77,124","97,899",0,"2,552","4,044",
Gonda,"113,078","43,637","67,174","89,102","279,656","15,202",470,"17,782","9,935","7,847","23,128","18,584","23,531","41,313","2,385",233,"57,565","1,006","3,855","46,049",877,50,0,40,"2,318","2,358","18,056",0,"53,238","428,600","33,778","97,025","89,779","83,108","80,301","80,246","95,908",11,"3,575","2,756",2
Gorakhpur,"111,954","58,188","77,606","93,659","112,047","6,641",361,"9,677","3,369","6,308","47,598","39,813","47,598","57,275","1,915",0,"67,112",819,"4,147","54,735",889,354,809,3,"5,507","5,510","23,107",,"58,623","436,910","45,994","97,695","95,062","92,451","89,974","85,028","94,131",0,"9,526","5,466",8
Hamirpur,"41,338","28,894","32,573","36,610","31,148","2,108",41,193,135,58,"21,393","22,348","21,393","21,586",116,0,"28,358",155,"1,355","27,082",866,276,269,459,"1,227","1,686","6,060",0,"67,986","898,453","21,499","23,407","30,809","30,372","31,045","31,066","28,553",0,422,"3,804",
Hapur,"29,711","22,194","22,138","24,724","25,100","2,010",162,"6,115","3,485","2,630","4,051","2,776","4,051","10,166",0,,"25,429",299,"1,726","22,530",838,381,355,31,"2,014","2,045","4,297",,"28,179","146,180","17,974","30,316","28,895","26,714","25,667","27,568","25,528",378,55,70,1
Hardoi,"144,431","63,843","92,258","115,325","94,160","21,029",888,"30,394","10,668","19,726","50,590","33,794","52,873","83,267",590,0,"84,493","1,251","8,165","71,170",869,902,338,33,"3,342","3,375","16,505",0,"59,306","1,168,200","67,735","105,796","103,171","100,372","101,283","103,446","98,439",15,"42,570","6,467",81
Hathras,"43,092","36,700","38,463","39,917","38,619","15,602",952,"21,987","5,099","16,888","20,541","17,944","20,541","42,528",85,0,"41,462",294,"8,671","40,790",867,"1,078","1,071",131,"1,488","1,619","19,248",0,"67,220","1,548,866","27,673","42,755","40,361","39,250","38,792","38,910","38,941",1,"1,003","2,912",
Jalaun,"40,860","21,185","32,312","38,202","37,826","41,419",764,"5,584","4,390","1,194","20,081","15,918","21,245","26,829",132,491,"26,312",435,"2,617","25,797",887,767,574,1,"1,856","1,857","14,627",38,"63,832","893,831","27,036","37,006","37,747","37,422","37,927","36,540","35,708",0,"3,595","4,842",6
Jaunpur,"128,039","78,437","92,854","116,959","125,505","10,717",560,"39,398","13,550","25,848","49,367","42,604","52,078","91,476",622,,"92,419",561,"7,843","69,342",897,69,615,8,"8,689","8,697","14,941",,"64,059","646,378","57,750","119,546","119,917","114,854","118,229","115,778","115,440",0,"3,361","3,972",
Jhansi,"57,095","29,600","34,636","45,094","101,241","6,775","1,654","1,703","1,585",118,"21,642","16,190","26,190","27,893","1,521","3,484","37,065",379,"5,247","20,989",860,500,"1,891",13,"7,057","7,070","11,514",0,"82,960","323,357","28,550","45,455","45,728","44,639","44,540","43,564","38,006",9,"7,052","2,520",
Jyotiba Phule Nagar,"40,255","33,531","32,725","34,595","35,127","2,846",261,"13,267","3,818","9,449","13,469","8,474","16,009","29,276",2,0,"29,015",256,"2,833","23,938",920,16,0,1,"1,533","1,534","8,476",0,"14,815","311,249","23,002","39,179","39,022","34,281","32,578","34,172","34,155",0,"1,740",15,3
Kannauj,"40,606","13,824","24,963","35,770","38,863","7,245",319,"5,093",198,"4,895","18,108","13,645","18,108","23,201",80,0,"23,479",277,"1,814","21,463",946,39,16,52,867,919,"15,906",0,"56,109","1,297,080","15,674","38,640","37,710","34,660","33,858","34,050","31,683",0,"1,531",756,
Kanpur Dehat,"51,252","19,000","31,990","31,922","23,412","9,519","2,378","5,276",719,"4,557","19,467","9,225","19,467","24,743",122,0,"24,821",218,"2,658","24,726",881,716,503,0,862,862,"11,860",0,"62,950","837,353","21,398","33,271","32,755","30,690","29,827","30,981","35,142",0,185,"5,754",130
Kanpur Nagar,"117,695","58,511","89,008","124,960","69,901","37,059","2,341","3,981","1,242","2,739","33,748","23,680","33,748","37,729","3,257",0,"83,537",704,"4,984","37,489",938,526,"1,121",279,"4,435","4,714","31,384",0,"101,591","1,382,922","58,844","120,924","117,437","114,086","113,412","112,264","111,793",169,"12,849","20,672",
Kashi Ram Nagar,"39,661","24,985","28,345","32,807","19,936","9,742",765,"4,178",76,"4,102","15,591","12,597","17,411","21,589",185,327,"22,563",403,"1,980","18,753",922,9,0,12,435,447,"2,816",132,"21,798","380,535","18,915","35,588","35,807","32,325","31,014","31,104","30,047",0,0,46,8
Kaushambi,"58,018","30,877","48,055","53,857","48,069","6,477",125,"4,770","2,679","2,091","32,116","25,565","32,116","36,886",95,,"40,186",466,"6,439","29,549",952,31,11,136,"3,017","3,153","5,644",,"27,294","609,423","30,875","55,540","67,260","63,376","61,329","58,921","45,977",23,"7,933","2,698",8
Kushinagar,"117,589","70,612","83,582","91,403","74,757","4,625",265,"11,516","7,529","3,987","38,571","20,934","38,571","50,087",170,0,"65,974","1,093","7,577","53,196",912,"1,456",7,28,"1,188","1,216","6,577",0,"37,021","465,698","35,582","100,169","99,826","94,325","90,311","96,944","103,929",53,647,534,6
Lakhimpur Kheri,"103,461","49,484","68,086","99,414","109,659","10,293","1,613","22,253","12,013","10,240","54,234","43,676","54,234","76,487","1,171",0,"75,743",821,"8,259","67,090",956,782,"2,396",250,"3,813","4,063","5,627",0,"42,339","468,315","46,756","101,187","93,434","88,468","90,582","87,263","87,703",32,"7,367","8,173",
Lalitpur,"35,781","24,879","30,275","35,122","29,916","3,169",177,"1,310",505,805,"25,703","24,638","26,757","28,067",378,472,"27,785",282,"2,200","26,285",916,76,37,5,"6,886","6,891","9,600",,"29,147","632,198","23,241","29,979","32,171","29,101","29,841","29,326","29,326",0,"9,421","4,217",102
