Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Rajasthan,"1,921,950","1,124,274","1,397,457","1,604,676","1,649,498","1,036,013","42,164","72,442","42,708","29,734","1,015,727","173,086","1,350,286","1,422,728","68,284","55,000","1,417,729","26,719","362,536","1,299,273",929,"40,431","12,275","4,302","299,134","303,436","356,293","32,316","5,230,182","55,318,858","1,007,403","1,497,044","852,839","972,853","1,097,117","1,394,180","1,362,085",129,"203,975","436,961","17,118"
Ajmer,"82,762","43,565","55,619","64,299","83,158","59,781","3,598",687,104,583,"46,197","4,476","56,705","57,392","6,301","2,397","56,513","1,646","14,270","49,195",935,"2,150",278,264,"12,538","12,802","11,396",778,"207,360","1,842,665","44,874","62,920","32,723","36,273","41,236","54,550","51,935",0,"11,427","30,423",838
Alwar,"102,521","51,377","66,486","80,041","63,727","34,617","1,950","4,798","1,704","3,094","50,549","3,282","65,178","69,976","2,292","2,483","70,607","1,243","17,094","57,351",915,"2,210",197,247,"16,471","16,718","17,852","2,166","230,295","2,443,207","43,189","69,755","40,270","47,291","52,365","66,647","63,650",0,"3,893","4,692",925
Banswara,"54,166","26,491","40,641","52,433","33,702","39,510",679,"1,352",565,787,"41,274","14,038","43,667","45,019","2,570",0,"43,972","1,277","5,775","42,472",956,972,181,21,"8,203","8,224","11,508",0,"123,865","1,251,730","36,181","44,012","25,430","28,771","32,332","41,914","41,747",0,"5,379","6,891","1,613"
Baran,"34,321","20,962","25,713","28,167","31,695","17,475",754,69,33,36,"22,212","5,360","23,218","23,287",946,165,"23,033",339,"14,554","22,847",948,388,194,33,"6,804","6,837","5,123",146,"117,388","1,303,160","21,317","22,567","13,106","15,567","17,446","22,598","22,427",0,"2,485","1,313",254
Barmer,"78,891","36,834","49,943","74,530","73,031","31,725","1,744","12,571","9,450","3,121","44,118","7,691","51,387","63,958",361,972,"65,089","1,310","8,324","57,602",944,"1,014",8,35,"10,219","10,254","16,253",12,"382,046","4,413,669","31,686","62,476","37,206","42,287","46,777","57,396","55,796",26,"2,332","1,742",230
Bharatpur,"65,244","42,782","48,433","64,711","47,282","17,429",728,"3,748","3,581",167,"45,465","16,557","52,578","56,326",929,"2,676","56,823",619,"35,340","51,359",933,555,373,14,"10,218","10,232","11,697",6,"232,974","2,708,785","45,346","55,391","31,455","35,485","41,213","52,580","51,155",7,"1,743","1,756",937
Bhilwara,"54,849","45,810","47,231","51,387","47,045","40,142",918,991,737,254,"35,501","2,849","42,923","43,914","1,074",415,"43,540",748,"9,827","41,762",931,"1,221",396,116,"9,668","9,784","13,257",512,"197,194","1,960,073","30,509","46,627","27,041","31,190","35,119","45,939","45,380",0,"4,374","5,947","1,122"
Bikaner,"74,712","32,045","53,498","60,428","73,308","42,360","2,157","6,565","2,684","3,881","39,123","4,204","48,155","54,720","3,748","1,092","54,301","1,202","11,315","52,945",903,881,59,161,"9,967","10,128","10,979",324,"133,759","1,477,460","31,480","58,944","33,541","38,452","41,163","54,729","53,804",0,496,"4,571",217
Bundi,"25,178","18,842","24,657","23,570","28,346","22,237","1,255",10,8,2,"19,216",605,"20,034","20,044",611,547,"19,774",360,"6,484","18,065",957,740,162,52,"5,810","5,862","6,842",0,"94,712","936,732","18,070","19,360","13,666","15,664","17,947","24,231","23,911",0,"1,236",985,427
