Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Tamil Nadu,"1,087,207","1,008,097","1,084,267","1,061,583","660,037","1,297,243","23,859",719.0,162.0,557.0,"662,102","224,880","975,492","976,211","135,229","182,297","970,472","8,864","101,070","687,996",917,"74,080","25,521","1,187","310,554","311,741","377,193","16,701","351,210","6,233,989","957,150","959,764",37.0,33.0,32.0,"990,458","951,188","15,165","256,621","1,374,725","11,152"
Ariyalur,"12,453","10,978","14,085","11,387","6,805","17,946",197,12.0,9.0,3.0,"7,738",319,"10,919","10,931","2,332","2,226","10,900",121,790,"10,779",933,944,237,33,"2,927","2,960","5,645",,"12,192","119,440","10,789","10,789",,,,"10,926","8,888",206,"3,894","16,644",115
Chennai,"83,100","81,584","77,406","82,059","81,981","71,241",6,10.0,1.0,9.0,"46,417","20,474","76,358","76,368","26,017","22,944","76,428",227,"4,783","59,921",938,"3,687","5,733",70,"28,390","28,460","40,068","5,153","33,093","359,400","75,926","75,955",,,,"79,745","78,322",396,49,57,520
Coimbatore,"50,707","44,835","48,292","49,483","35,012","54,244","1,037",29.0,5.0,24.0,"22,752","9,058","44,730","44,759","2,398","15,474","44,620",266,"3,563","30,980",936,"2,985",875,34,"12,598","12,632","13,837",502,"12,205","262,242","44,620","44,620",,,,"45,870","43,520",88,"5,213","17,407",594
Cuddalore,"38,227","36,953","36,886","37,283","36,126","46,555","1,409",3.0,,3.0,"25,009","6,221","33,734","33,737","6,816","7,501","33,449",310,"3,240","18,513",856,"2,492",637,34,"9,556","9,590","16,787",241,"24,624","368,920","35,054","35,054",,,,"36,888","36,888",748,"14,744","49,758",389
Dharmapuri,"27,715","26,035","26,705","27,514","16,112","41,046",283,42.0,2.0,40.0,"19,179","11,226","25,223","25,265",721,"2,891","25,807",290,"3,426","20,381",875,"2,145",563,7,"8,130","8,137","15,478",301,"8,870","180,220","25,627","25,632",37.0,30.0,30.0,"25,535","24,688",0,"3,684","24,491",398
Dindigul,"33,092","32,385","33,211","31,677","23,482","32,614","1,364",20.0,1.0,19.0,"19,785",698,"29,021","29,041","3,467","6,103","29,014",273,"2,251","20,939",945,"2,584",399,58,"10,004","10,062","10,732","1,341","11,841","361,070","28,482","28,473",,,,"28,527","27,546",10,"11,324","35,997",399
Erode,"29,160","27,453","28,303","28,547","16,184","29,330",932,,,,"15,801","3,529","26,189","26,189","4,565","4,936","26,006",191,"3,383","15,809",907,"2,373",393,41,"10,922","10,963","9,792",605,"7,162","212,370","25,698","25,712",,,,"25,681","24,247","1,563","11,768","20,830",206
Kancheepuram,"51,760","46,608","50,816","49,481","33,803","61,972",776,9.0,5.0,4.0,"37,654","9,513","45,992","46,001","7,215","7,364","45,855",327,"3,480","35,417",920,"3,594",685,73,"15,402","15,475","10,360",189,"17,674","142,558","45,111","45,110",,,,"46,971","45,166",488,"11,472","71,498",479
Kanniyakumari,"24,735","22,653","22,738","23,884","24,333","23,210",68,1.0,0.0,1.0,"8,946","2,385","23,344","23,345","2,689","10,959","22,713",126,"2,302","14,771",946,"1,262",416,18,"10,223","10,241","5,578",201,"9,404","180,662","22,519","22,547",0.0,0.0,0.0,"23,077","22,785",10,"6,706","23,144",177
