Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Telangana,"829,983","508,425","787,773","669,681","790,173","216,466","9,117","12,231","6,483","5,748","240,548","122,369","384,287","396,518","46,343","92,960","551,560","7,971","30,387","469,388",925,"8,211","1,868","5,292","151,437","156,729","43,312","12,469","754,066","4,710,796","521,624","612,386","618,139","619,252","628,349","629,553","693,091",44,"155,400","176,642",942
Adilabad,"54,882","39,874","50,787","52,094","56,849","14,071","2,801","6,595","4,163","2,432","27,724","15,115","27,724","34,319","4,505",,"52,268",981,"3,797","36,558",904,"1,296",290,168,"3,852","4,020","1,589",,"14,491","29,121","47,405","52,466","46,662","47,126","48,224","49,181","88,547",0,"37,153","11,752",46
Hyderabad,"190,883","72,150","157,792","99,506","172,700","47,550",182,,,,"42,147","16,046","42,147","42,147","11,746",,"72,645","2,795","5,936","60,033",946,974,668,758,"10,709","11,467","13,249",,"77,055","457,417","79,857","92,547","79,191","77,629","78,079","78,300","111,475",17,"2,760","5,936",1
Karim Nagar,"77,265","57,789","48,721","63,927","70,545","18,697","1,715",201,201,0,"11,515","5,864","11,515","11,716","7,778",,"17,722",144,"1,253","13,115",863,204,50,"2,809","6,214","9,023","2,968",,"17,963","51,707","22,742","23,732","58,877","58,822","58,683","60,370","49,715",0,"13,804","4,034",38
Khammam,"49,605","43,165","42,854","46,236","45,174","36,768","2,969",328,147,181,"15,102","9,363","47,579","47,907","5,074","23,048","48,434",193,"1,309","44,694",999,173,96,146,"12,045","12,191","1,932",333,"58,350","229,396","27,568","47,841","44,933","45,579","47,772","47,078","44,394",12,"35,805","79,080",161
Mahbubnagar,"101,039","63,511","86,546","86,744","90,564","22,039",474,"3,661","1,124","2,537","20,311","14,579","20,311","23,972","1,781",,"51,758","1,292","2,679","47,443",897,"1,845",140,13,"26,389","26,402","2,262","6,629","77,058","1,216,872","63,882","85,623","80,166","79,709","80,445","78,835","68,226",13,"15,608","24,494",286
Medak,"68,513","39,688","123,299","48,587","61,848","34,050",126,,,,"29,443","18,931","29,447","29,447","5,057",4,"60,712",731,"2,080","56,838",955,875,79,86,"19,745","19,831","7,246",,"210,411","1,673,156","45,544","51,374","49,145","49,060","49,796","51,544","37,425",1,"5,453","14,440",3
Nalgonda,"64,881","47,950","64,748","62,509","61,313","9,102",290,"1,161",635,526,"11,483","6,883","48,282","49,443","4,052","25,573","67,309",805,"4,289","55,225",896,"1,711",264,55,"15,944","15,999","6,460","5,507","110,333","399,139","53,031","55,843","56,656","57,369","58,393","56,443","62,853",0,"9,775","12,175",154
Nizamabad,"49,350","35,564","58,812","47,190","48,524","9,062",4,16,9,7,"11,685","2,706","36,383","36,399","2,335","19,555","36,415",539,461,"30,988",921,276,169,90,"26,289","26,379","1,918",,"57,979","205,729","38,265","48,258","45,517","45,496","45,362","46,708","49,574",0,607,817,128
Ranga Reddy,"115,656","64,638","101,006","107,427","111,073","18,083",455,90,39,51,"66,666","29,880","87,857","87,947","1,618","10,326","104,245",91,"2,030","99,642",911,483,57,55,"20,930","20,985","1,412",,"53,073","151,337","93,507","101,388","101,488","102,896","105,664","103,497","113,409",0,"11,501","14,099",23
Warangal,"57,909","44,096","53,208","55,461","71,583","7,044",101,179,165,14,"4,472","3,002","33,042","33,221","2,397","14,454","40,052",400,"6,553","24,852",945,374,55,"1,112","9,320","10,432","4,276",,"77,353","296,922","49,823","53,314","55,504","55,566","55,931","57,597","67,473",1,"22,934","9,815",102
