Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Tamil Nadu,"1,022,933","962,639","188,533",91.5,87.9,"36,623",36.1,28,64,30.4,"387,955","19,413","903,260","903,352","201,158","211,022","7,205","904,198","630,099",947,33.2,2.5,"319,024","24,257",60.8,88.7,78.9,2.7,0,10,468,1,"12,833",44.8,32.0,"1,883","49,957",,"839,325",51.9,89
Ariyalur,"12,095","10,839","3,327",90.7,76.1,342,49.7,0,0,,"3,302",0,"8,341","8,341","2,268","2,383",37,"8,360","7,644",933,0.1,2.0,"2,436",279,31.8,98.9,60.9,3.5,0,0,2,0,0,31.8,28.0,8,313,,"10,762",33.3,0
Chennai,"86,297","84,514",572,92.1,95.1,"2,330",12.0,0,0,,"46,895","3,873","98,814","98,814","26,903","23,840","1,219","99,919","61,761",952,0.0,6.8,"8,815","4,435",78.8,81.2,77.7,3.6,0,0,77,0,"2,484",57.3,56.2,508,"3,046",,"75,542",35.4,59
Coimbatore,"53,649","48,880","15,381",92.1,90.2,"1,087",50.3,0,1,0.0,"28,513",,"43,980","43,981","6,633","15,627",294,"43,745","28,823",958,45.8,1.5,"13,291",932,50.3,85.3,82.8,3.3,0,1,1,0,467,33.6,31.5,27,"5,162",,"40,455",55.6,0
Cuddalore,"35,003","32,585","1,832",87.6,88.9,"2,625",60.7,1,0,100.0,"18,766",,"36,968","36,969","8,559","7,742",175,"36,838","22,759",956,248.8,2.3,"9,824",516,83.8,97.3,78.8,5.1,0,0,9,0,147,30.1,25.0,65,"2,690",,"25,154",34.9,0
Dharmapuri,"26,917","26,201","7,762",94.7,95.5,237,19.8,1,32,3.0,"5,662",,"22,159","22,192","4,763","3,019",254,"21,956","14,733",899,28.0,0.4,"1,493",552,54.2,95.5,77.5,4.2,0,2,17,0,228,47.3,30.0,2,369,,"22,309",64.4,0
Dindigul,"28,758","27,790","8,578",92.8,108.5,"2,139",52.9,0,1,0.0,"12,742",,"27,807","27,808","4,046","5,364",279,"27,652","19,007",950,56.0,0.8,"20,432",394,76.4,91.1,57.0,0.8,0,0,10,0,728,33.8,20.5,30,"3,538",,"22,118",42.0,0
Erode,"26,450","25,170","4,912",110.0,90.8,405,37.3,1,2,33.3,"17,786","1,123","27,283","27,286","4,160","11,811",210,"27,461","25,555",934,90.8,2.5,"3,865",445,77.0,93.9,86.2,1.3,0,1,12,0,669,24.4,23.2,18,"2,432",,"23,444",77.2,0
Kancheepuram,"46,793","43,513","1,236",100.4,104.9,758,43.7,1,1,50.0,"12,162",930,"37,924","37,926","11,238","8,134",263,"37,895","34,684",949,31.1,2.9,"6,930",555,46.8,96.6,82.2,1.5,0,0,27,0,347,53.0,25.1,26,"2,553",,"38,005",33.5,0
Kanniyakumari,"24,126","23,247",15,97.8,100.0,127,40.7,0,0,,"15,032","1,246","22,532","22,532","4,110","9,834",86,"22,532","22,526",974,0.0,2.9,"6,133",333,61.1,82.9,86.0,1.8,0,0,2,0,"2,497",21.4,23.2,19,"1,105",,"20,550",100.0,1
