Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttar Pradesh,"5,818,739","2,630,412","1,048,719",45.0,85.3,"62,342",29.9,"94,872","529,248",15.2,"391,071","133,435","2,946,773","3,570,893","97,282","55,733","48,015","3,236,756","3,195,096",911,25.9,0.3,"572,707","35,917",56.6,87.5,5.2,2.2,0,1,150,393,"35,524",29.3,11.7,"6,084","778,672",,"4,726,492",5.9,"1,164"
Agra,"128,423","70,033","50,832",63.1,81.6,"3,693",45.6,"1,967","3,327",37.2,"38,031","35,771","86,933","92,227","2,789",12,720,"86,835","85,236",892,4.7,0.2,"4,307",715,38.9,95.2,2.4,3.1,0,0,19,0,"2,628",16.2,13.4,132,"28,146",,"127,791",4.4,19
Aligarh,"90,869","47,583","29,783",57.6,173.3,"1,202",17.3,"1,100","8,752",11.2,"13,810","13,810","62,544","72,396","2,549",0,523,"69,220","69,053",807,20.2,0.1,"3,380","3,610",81.8,86.3,1.8,0.0,0,0,0,0,"2,266",25.0,11.7,614,"3,761",,"87,432",5.7,2
Allahabad,"171,908","93,164","26,528",44.9,79.4,"1,847",37.5,241,"10,145",2.3,0,0,"70,699","81,085","3,686",0,782,"79,999","78,695",905,48.9,0.3,"4,682","1,420",72.7,92.8,2.9,1.6,0,0,0,0,"1,195",27.3,10.7,268,"21,117",,"148,105",9.9,8
Ambedkar Nagar,"53,955","21,187","6,870",55.1,94.7,927,44.5,"1,692","2,286",42.5,"9,092","5,972","35,118","39,096",821,0,554,"38,007","36,279",935,3.1,0.0,"2,340",7,2.7,100.0,2.3,0.3,0,0,1,0,0,12.1,6.5,17,"9,480",,"50,661",3.2,3
Auraiya,"41,347","22,403","7,912",41.0,87.1,418,88.2,120,"2,570",4.5,140,140,"18,290","20,980",1,0,252,"18,908","19,121",906,6.7,0.0,"7,596",79,37.8,100.0,0.0,0.0,0,0,0,0,0,15.0,14.5,84,"14,262",,"22,650",12.2,7
Azamgarh,"130,857","64,922","17,488",36.3,127.3,996,27.5,"1,945","3,938",33.1,"3,202","2,828","52,553","58,436","2,044",0,277,"56,608","56,543",919,20.6,0.5,"5,417",96,34.4,62.5,5.7,0.0,0,0,1,0,165,45.0,10.9,1,"12,305",,"103,000",12.6,2
Bagpat,"33,996","23,519","8,349",56.3,74.6,258,18.3,0,"2,869",0.0,"4,951",619,"17,810","20,679",225,0,222,"20,262","19,995",869,28.0,0.0,"12,655",66,12.2,100.0,4.7,0.0,0,0,0,1,"1,503",47.2,18.7,0,"3,202",,"28,354",0.7,22
Bahraich,"122,409","37,926","26,459",31.9,92.3,398,13.6,"1,876","14,994",11.1,582,45,"64,516","81,386","2,027",62,"1,572","66,304","63,665",903,22.4,0.0,"1,628",847,67.4,64.5,1.4,0.7,0,0,1,9,"1,190",36.9,6.6,189,"7,683",,"95,649",27.5,24
Ballia,"82,004","33,867","7,783",22.8,85.7,434,41.7,"2,963","7,903",27.3,72,20,"43,555","54,421",294,20,313,"53,079","51,252",894,39.7,0.8,"7,663",152,23.0,51.3,0.8,0.2,0,0,0,0,81,37.9,5.6,8,"5,794",,"59,243",6.6,0
