Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
,_Rajasthan,"1,884,090",62.8,"975,111",83.9,50.8,"1,232,271",1.7,"41,484","12,471",30.1,"1,061,907",14.7,72.7,2.9,"89,504",21.9,98.1,96.6,14.0,91.0,40,"60,825",0.7,"2,492","244,961","1,220","393,999","1,049","94,984","625,087","1,096,567",72.8,11,0,"1,394,538",105.3,6,4.9,"244,387",0.1
1.0,Ajmer,"79,051",58.7,"29,883",72.7,58.3,"61,823",2.6,690,93,13.5,"50,341",17.4,76.9,1.1,"7,730",30.9,98.3,92.7,13.6,86.2,1,"4,171",0.7,53,"11,515",32,"14,260",31,"3,393","19,893","62,195",97.8,0,0,"51,259",94.7,0,4.4,"11,517",0.0
2.0,Alwar,"101,300",55.7,"47,556",85.0,47.3,"57,255",2.2,"3,801","1,690",44.5,"52,208",23.4,68.1,5.2,"2,504",27.1,97.4,99.5,11.2,92.1,8,"3,599",0.4,233,"13,990",17,"17,778",68,"5,939","19,299","59,765",82.4,0,0,"71,159",100.4,0,4.5,"4,369",0.0
3.0,Banswara,"53,976",65.2,"26,710",94.6,42.3,"50,873",0.9,590,166,28.1,"41,029",0.0,81.4,1.3,"2,196",23.3,97.4,93.9,18.1,94.4,3,"1,329",0.6,6,"5,665",29,"14,305",2,"5,573","24,056","42,228",97.9,0,0,"43,582",97.5,0,8.6,"10,266",0.0
4.0,Baran,"34,396",72.0,"17,304",84.9,32.7,"22,567",1.0,143,68,47.6,"21,752",3.1,65.9,0.6,"1,214",21.9,98.7,97.9,17.8,97.8,1,"1,000",2.0,198,"5,982",3,"7,136",6,711,"16,857","21,162",88.7,0,0,"20,220",110.7,0,5.7,"2,338",0.1
5.0,Barmer,"89,907",55.7,"40,294",91.6,51.9,"49,542",0.4,"8,072","2,598",32.2,"50,889",19.9,63.6,12.4,676,14.4,94.0,97.3,7.9,95.9,1,"1,653",0.2,13,"7,956",83,"11,590",53,"4,520","29,377","34,552",51.7,0,0,"66,271",116.0,0,4.5,"2,533",0.0
6.0,Bharatpur,"64,146",64.7,"50,297",94.9,58.0,"31,276",0.4,"2,006","1,400",69.8,"45,327",19.2,84.9,3.6,"1,090",22.7,96.3,101.1,13.8,92.5,0,753,0.6,7,"8,394",252,"16,182",136,"2,028","16,897","44,259",76.2,0,0,"51,888",90.9,0,6.3,"3,464",0.0
7.0,Bhilwara,"52,306",89.3,"32,750",96.3,67.4,"33,467",0.6,491,241,49.1,"39,998",19.2,87.3,1.1,"2,420",30.1,98.3,95.1,19.0,91.7,0,"1,616",1.2,44,"10,156",43,"13,208",26,"3,642","18,813","39,392",83.4,0,0,"47,572",104.8,1,5.5,"6,962",0.0
8.0,Bikaner,"65,889",49.3,"27,385",80.4,47.2,"41,843",1.2,"2,224",46,2.1,"45,324",1.8,78.8,4.1,"3,873",15.8,96.4,98.6,12.5,99.9,0,"1,179",0.1,75,"9,095",3,"12,576",6,"4,508","17,501","36,030",56.3,0,0,"52,231",105.6,0,3.0,"1,765",0.0
9.0,Bundi,"23,987",75.4,"13,397",93.6,63.1,"22,149",1.2,4,2,50.0,"17,186",0.0,74.9,0.0,567,32.3,98.9,96.9,18.7,93.1,0,"1,037",0.5,6,"4,701",26,"7,795",11,"2,319","12,304","16,660",83.7,0,0,"21,272",130.5,0,8.6,"1,781",0.0
