Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
,_Telangana,"1,179,409",47.3,"697,446",70.6,86.0,"592,007",2.6,"2,827","1,640",58.0,"321,301",38.8,50.3,0.5,"129,273",68.1,106.7,86.6,7.1,78.0,190.0,"4,877",0.3,"3,582","80,431",1,"28,803","1,020","17,952","261,456","555,035",69.6,"19,823","13,235","628,123",103.1,3,5.1,"94,223",0.3
1.0,Adilabad,"15,089",80.9,"14,617",104.1,92.6,"12,058",1.0,198,90,45.5,"11,415",0.0,89.0,1.5,"3,033",112.6,99.2,99.2,12.0,99.3,0.0,250,6.1,33,760,0,94,1,159,"13,663","14,917",108.2,1,0,"13,436",100.6,0,6.0,"3,842",0.1
2.0,BHADRADRI KOTHAGUDEM,"17,122",91.5,"17,144",112.9,168.0,"20,402",9.4,512,295,57.6,"11,215",62.8,85.2,3.4,"4,986",24.5,106.4,93.8,4.0,89.2,0.0,245,0.1,77,"3,911",0,464,0,246,"7,250","13,184",73.6,"1,396",891,"17,555",104.2,0,4.5,"5,237",0.5
3.0,Hyderabad,"212,912",31.0,"93,245",53.7,88.6,"55,307",2.6,169,99,58.6,"60,990",0.0,53.5,0.1,"24,437",50.3,118.6,55.9,12.5,51.8,183.0,"1,101",0.5,239,"15,379",0,"9,361",798,518,"13,951","93,938",47.4,"4,219","2,735","75,587",60.8,0,3.8,"16,291",3.0
4.0,JAGITIAL,"32,017",56.1,"22,691",90.6,91.9,"14,194",1.1,44,23,52.3,"11,002",62.4,52.7,0.3,"5,636",101.1,108.0,82.1,8.0,77.4,0.0,211,0.0,217,"1,873",0,"1,038",0,87,"8,310","12,326",59.5,"1,045","1,075","18,452",94.9,0,4.4,"3,508",0.0
5.0,JANGOAN,"9,961",66.0,"6,783",90.1,234.9,"6,390",1.6,31,25,80.6,"2,651",62.6,53.6,0.6,"1,878",113.1,110.4,86.1,7.6,96.0,0.0,86,0.2,40,233,0,125,0,281,"5,246","5,587",56.1,135,76,"7,385",172.4,0,2.6,"1,632",0.0
6.0,JAYASHANKAR BHUPALPALLY,"21,048",52.8,"10,744",60.4,303.3,"19,133",1.6,20,18,90.0,"4,570",62.5,39.0,0.2,"2,581",115.3,112.5,92.2,8.1,93.4,0.0,35,0.0,832,354,0,104,0,441,"5,669","7,826",65.1,382,221,"10,188",104.8,0,5.5,815,0.4
7.0,JOGULAMBA GADWAL,"25,537",61.5,"13,659",62.4,56.4,"10,201",3.4,196,5,2.6,"6,260",63.1,45.4,1.7,455,104.5,105.0,97.6,3.4,91.1,0.0,35,0.1,0,"1,883",0,521,6,735,"6,310","13,877",71.0,227,275,"12,866",211.4,0,4.3,199,0.0
8.0,KAMAREDDY,"22,168",73.7,"15,799",84.1,73.2,"17,241",5.4,223,172,77.1,"11,123",62.5,71.4,1.4,"4,117",113.6,117.9,94.6,9.4,91.7,0.0,205,0.0,0,"1,446",0,720,0,499,"10,037","18,400",80.1,"1,908","1,065","18,762",91.6,0,5.0,"3,693",0.0
9.0,KOMARAM BHEEM,"12,472",68.7,"11,570",101.1,121.4,"14,802",1.0,219,112,51.1,"4,990",61.8,59.5,2.9,12,43.4,100.2,90.0,8.0,90.7,0.0,36,0.0,0,41,0,179,0,340,"7,311","11,270",139.7,209,132,"8,783",121.2,0,6.6,0,0.4
10.0,Karim Nagar,"31,695",47.1,"19,692",91.3,68.2,"8,402",0.8,24,24,100.0,"8,940",62.8,56.4,0.1,"5,910",30.0,103.6,95.2,3.6,96.1,0.0,94,0.0,550,"1,994",0,383,2,67,"6,501","10,457",40.0,855,830,"18,783",119.5,1,3.3,"6,620",0.7
