Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Telangana,"1,179,409","557,492","135,429",64.9,86.0,"40,590",48.2,"1,640","1,187",58.0,"272,102","105,703","593,403","596,230","129,273","138,508","4,273","550,704","496,185",925,70.4,0.5,"142,440","2,951",38.0,61.7,33.7,1.7,0.0,6.0,13,9,"9,146",25.6,2.3,"1,020","17,952",,"565,817",42.1,143
Adilabad,"15,089","12,202","1,087",79.2,92.6,177,21.3,90,108,45.5,"2,018",0,"13,433","13,631","3,033","1,269",223,"13,410","13,420",944,74.5,0.6,956,917,78.6,52.3,55.3,8.0,0.0,0.0,0,0,,25.5,0.2,1,159,,"12,929",34.8,0
BHADRADRI KOTHAGUDEM,"17,122","15,664","2,187",115.0,168.0,"1,190",29.8,295,217,57.6,"3,376","2,119","14,591","15,103","4,986","1,258",143,"15,064","14,331",899,142.2,0.0,"5,741",14,5.4,71.4,31.7,0.9,0.0,0.0,0,0,,16.4,0.7,0,246,,"16,658",39.0,0
Hyderabad,"212,912","66,055","21,011",74.3,88.6,"3,971",48.0,99,70,58.6,"52,982",,"113,972","114,141","24,437","35,551","1,775","75,679","70,093",933,76.7,1.2,"19,270","1,021",48.1,71.0,31.9,3.3,0.0,3.0,1,0,,19.4,3.0,798,518,,"66,361",61.4,0
JAGITIAL,"32,017","17,970","6,314",56.8,91.9,423,26.6,23,21,52.3,"5,875","3,664","16,877","16,921","5,636","2,211",74,"15,006","14,145",947,76.3,3.0,"5,787",2,0.9,50.0,51.3,2.6,0.0,0.0,0,0,,28.1,2.7,0,87,,"18,428",11.7,0
JANGOAN,"9,961","6,571","2,188",83.5,234.9,132,10.7,25,6,80.6,"2,690","1,684","5,341","5,372","1,878","1,006",10,"5,106","5,692",889,201.6,0.0,"1,321",18,17.3,44.4,46.8,0.0,0.0,0.0,0,0,,38.4,1.8,0,281,,"6,637",26.6,0
JAYASHANKAR BHUPALPALLY,"21,048","11,123","1,969",46.4,303.3,"1,595",34.1,18,2,90.0,"3,641","2,277","8,211","8,231","2,581","1,364",40,"8,532","8,646",923,229.9,0.0,"2,698",7,16.7,42.9,68.1,0.0,0.0,0.0,1,0,,43.3,1.0,0,441,,"9,548",19.7,9
JOGULAMBA GADWAL,"25,537","15,709","2,267",45.5,56.4,316,24.7,5,191,2.6,"5,332","3,366","11,592","11,788",455,"1,966",40,"12,082","11,278",901,36.7,0.0,833,26,42.6,61.5,40.9,22.3,0.0,0.0,0,0,,84.1,7.0,6,735,,"10,209",52.4,0
KAMAREDDY,"22,168","16,334","2,836",128.4,73.2,86,12.3,172,51,77.1,"4,702","2,940","15,825","16,048","4,117","1,758",139,"17,899","17,351",947,74.1,0.1,"3,784",8,3.8,100.0,55.9,0.0,0.0,0.0,0,9,,10.6,0.7,0,499,,"16,920",60.0,26
KOMARAM BHEEM,"12,472","8,572","1,040",93.0,121.4,933,37.7,112,107,51.1,"2,425","1,499","7,415","7,634",12,961,68,"6,887","6,935",976,91.8,0.5,390,0,0.0,,2.4,0.0,0.0,0.0,0,0,,18.4,0.7,0,340,,"7,169",49.3,0
