Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Rajasthan,"1,871,172","856,515","1,256,302","1,567,333","1,478,933","502,355","31,697","158,065","71,127","86,938","942,409","579,700","1,213,054","1,371,119","36,494","25,404","1,383,257","25,032","315,385","992,988",893,"27,925","13,474","8,200","330,374","338,574","379,851","27,271","9,453,668","91,907,478","708,523","1,369,169","1,567,077","1,511,650","1,541,946","1,489,689","1,370,213",794.0,"96,459","189,127","14,110"
Ajmer,"79,147","28,969","43,866","62,592","68,272","37,087","1,567","5,261",787,"4,474","32,774","25,141","59,776","65,037","3,784","2,718","64,658","1,429","11,065","34,620",893,"1,139",563,289,"10,502","10,791","8,815",523,"401,959","3,112,258","35,748","62,669","68,347","67,361","68,115","65,532","53,688",1.0,"8,979","21,252",765
Alwar,"107,158","38,890","71,830","90,179","70,207","23,591","2,221","12,374","4,765","7,609","45,682","21,153","59,329","71,703","1,338","2,376","71,015","1,311","15,462","52,084",891,"1,890",533,670,"16,803","17,473","20,598","2,602","555,937","3,643,813","35,205","71,070","85,425","82,420","83,503","78,981","75,150",10.0,"4,593","4,789",684
Banswara,"52,456","22,369","38,237","45,053","32,884","21,507","2,141","2,457","1,238","1,219","41,005","17,587","41,005","43,462","1,048",,"42,633","1,261","4,288","41,682",910,718,393,50,"9,322","9,372","11,834",,"197,921","1,458,730","32,157","40,825","43,739","42,471","42,594","40,350","39,603",,"6,236","14,464","1,182"
Baran,"30,164","20,348","16,260","26,828","26,556","7,093",161,903,484,419,"21,820","16,088","21,905","22,808",525,,"23,721",539,"17,176","21,609",907,273,139,103,"8,265","8,368","6,549",,"272,453","2,840,939","20,251","23,127","27,534","26,827","26,652","26,374","26,207",7.0,"2,191",650,372
Barmer,"58,928","24,437","39,335","55,460","53,978","8,156","1,212","16,122","6,229","9,893","35,769","23,171","37,412","53,534",281,62,"56,283","1,128","6,926","45,980",870,923,72,90,"10,213","10,303","12,149",,"455,212","2,866,480","18,362","55,796","57,877","54,998","52,851","53,273","52,719",,"1,477","1,502",217
Bharatpur,"76,536","42,912","50,779","68,310","61,100","7,919",633,"8,599","7,401","1,198","41,812","20,161","42,072","50,671","1,326",,"50,112",962,"35,645","47,257",847,"1,852","1,225",104,"11,617","11,721","12,737",,"234,828","2,486,547","37,376","47,493","59,653","59,561","65,086","62,560","56,507",49.0,"2,335","1,483",281
Bhilwara,"56,217","36,875","42,634","57,287","50,418","23,332",304,"6,871","5,154","1,717","29,527","19,678","41,959","48,830",400,668,"47,888",977,"10,240","32,454",900,704,371,172,"10,419","10,591","12,957","1,498","466,148","3,815,101","13,673","47,887","50,829","50,224","51,918","50,685","48,551",10.0,"3,857","3,918",539
Bikaner,"77,105","23,634","48,192","59,882","71,305","14,987",828,"9,768","4,496","5,272","29,623","21,047","36,460","46,228",667,647,"45,754",474,"7,460","31,268",902,638,207,318,"10,399","10,717","10,124",114,"244,192","3,100,826","21,132","45,733","68,274","64,688","66,713","64,355","55,626",2.0,"1,068","2,073",167
Bundi,"28,585","21,587","22,029","26,071","23,901","9,797",887,305,179,126,"19,705","9,955","21,806","22,111",429,,"21,676",464,"3,922","17,921",894,864,683,151,"6,479","6,630","7,408","1,447","268,857","2,956,990","18,453","21,513","26,419","26,297","25,114","24,695","23,692",408.0,"1,701","7,233",778
