Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttarakhand,"203,131","109,829","152,838","179,278","179,231","26,775","3,998","53,478","28,290","25,188","76,624","55,427","85,705","139,183","5,082",,"134,643","1,437","13,822","104,267",910,"3,987","8,300","3,771","29,247","33,018","116,458",182.0,"438,636","4,133,322","99,617","187,416","183,418","180,453","182,047","172,996","170,491",188.0,"20,886","22,510",282.0
Almora,"11,127","10,115","9,805","8,462","9,811",829,127,"3,069","1,777","1,292","5,715","4,501","5,715","8,784",436,,"7,405",132,448,"6,443",910,84,412,"1,506",329,"1,835","7,925",8.0,"29,139","347,694","4,998","10,461","10,188","9,985","10,093","9,543","9,232",,"1,672","1,491",3.0
Bageshwar,"4,626","1,215","4,239","4,900","3,911",120,,"1,996","1,630",366,"2,186","2,023","2,186","4,182",18,,"4,180",36,217,"4,049",859,41,205,347,"1,024","1,371","2,805",,"5,343","89,216","2,081","4,868","4,906","4,944","4,953","4,421","4,429",,108,198,1.0
Chamoli,"7,734","5,588","5,582","6,618","7,209",407,7,"3,286","2,155","1,131","3,073","1,301","3,073","6,359",117,,"6,333",26,"1,919","5,720",966,18,33,254,"2,292","2,546","8,104",,"14,471","333,930","5,226","7,042","7,458","7,394","7,519","7,112","7,112",,373,339,
Champawat,"5,008","2,625","3,874","4,287","4,403",194,2,"1,208",795,413,"2,990","1,945","2,990","4,198",,,"4,062",103,170,"3,374",877,20,125,57,589,646,"1,910",,"12,942","73,048","1,005","3,735","4,270","4,174","4,357","3,973","3,631",7.0,6,12,24.0
Dehradun,"33,483","20,057","27,075","29,110","28,582","10,756","2,163","3,400","1,885","1,515","14,611","10,406","15,833","19,233","2,164",,"18,134",71,"4,178","14,001",957,"2,528","2,212",578,"4,957","5,535","14,851",25.0,"62,560","773,526","16,675","31,633","29,297","28,998","29,740","27,278","21,128",75.0,"5,908","5,602",79.0
Garhwal,"13,238","7,368","9,032","9,552","13,859","1,876",95,"2,793","1,965",828,"6,940","6,175","7,292","10,085",776,,"10,065",59,595,"9,098",893,113,616,107,"2,440","2,547","9,979",25.0,"22,836","370,857","8,721","13,045","12,159","12,110","12,278","12,934","16,036",10.0,"3,285","6,279",20.0
Hardwar,"33,017","12,543","22,125","28,502","22,512","7,689",282,"13,737","3,797","9,940","7,196","5,863","7,237","20,974",39,,"21,427",334,"1,329","16,861",891,216,"1,281",122,"2,597","2,719","22,756",124.0,"171,566","794,877","15,520","31,183","30,232","29,256","28,634","26,206","26,543",,"1,032","2,368",72.0
Nainital,"20,328","12,108","17,428","18,934","24,680","1,092",756,"4,710","3,130","1,580","7,574","3,785","9,547","14,257",800,,"12,174",76,868,"10,148",901,579,"1,518",423,"2,378","2,801","5,926",,"22,634","318,281","12,326","18,303","18,889","18,618","18,324","17,454","17,635",,"3,518","2,128",3.0
Pithoragarh,"10,377","6,508","9,114","9,423","9,386",162,38,"3,403","2,473",930,"4,906","4,152","4,906","8,309",214,,"8,334",100,866,"7,839",837,104,71,55,"2,400","2,455","5,705",,"12,803","195,698","5,148","9,663","9,556","9,653","9,917","9,882","9,782",1.0,720,"2,128",33.0
