Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Lucknow,"111,220","130,481","100,822","130,275","61,861","9,208",579,"17,288","5,730","11,558","43,173","11,356","43,173","60,461",726,,"91,083",166,"63,772","64,568",915,185,"5,476","1,592","8,380","9,972","27,921",,"88,332","1,050,341","68,018","127,473","129,873","122,955","124,315","116,885","122,789",,"2,885","8,860",
Maharajganj,"63,013","43,705","54,153","53,581","37,838","3,719",725,"17,219","11,305","5,914","37,584",68,"37,584","54,803",145,,"53,593",537,"5,536","53,411",922,17,70,49,"7,793","7,842","19,860",,"40,000","248,600","24,816","60,704","63,053","58,579","53,755","50,989","50,989",,"6,217","4,292",
Mahoba,"21,851","16,354","18,926","20,197","24,755",459,9,"2,702","1,352","1,350","13,052","12,461","13,052","15,754",1,,"13,399",103,"1,865","13,338",785,1,310,34,"3,146","3,180","9,604",,"87,364","354,720","8,859","17,425","19,398","17,562","16,001","13,994","22,668",,550,"3,559",
Mainpuri,"59,420","19,346","27,625","55,846","27,930",,,"12,582","11,373","1,209","16,596","16,394","16,596","29,178",,,"29,414",85,"6,970","17,570",921,160,160,,"1,631","1,631","23,810",,"23,897","482,250","26,139","52,993","55,735","52,904","54,670","49,719","47,163",,,,1
Mathura,"64,220","55,373","54,628","71,166","38,275","11,600","8,077","35,173","20,145","15,028","26,589","11,719","34,912","70,085",,,"58,622",96,"22,094","53,700",934,13,,20,"6,157","6,177","22,955",,"110,105","1,094,012","24,589","56,393","58,894","54,842","52,420","43,054","52,330",,"3,846",815,
Maunathbhanjan,"59,814","9,407","41,509","51,827","29,811",21,8,"22,337","18,843","3,494","34,903","26,288","37,310","59,647",166,,"54,787",520,"18,108","39,613","1,011",40,68,19,"3,730","3,749","18,558",12,"14,003","319,423","20,914","63,362","61,048","60,607","61,280","52,891","47,534",,"99,304","3,481",
Meerut,"113,288","50,774","47,897","112,649","98,824","6,932",641,"42,921","14,059","28,862","18,122","10,638","18,190","61,111","3,878","9,397","106,909",493,"3,001","85,813",987,"1,385","3,150",485,"6,663","7,148","27,061",866,"113,098","1,369,865","44,603","97,934","109,707","97,830","97,747","96,269","96,258",,"5,646","6,657",11
Mirzapur,"81,333","42,893","59,494","62,371","355,236","2,119",531,"29,564","24,110","5,454","36,608","25,981","36,608","66,172",939,,"60,344",537,"16,750","51,680",908,394,998,59,"9,662","9,721","25,589",,"108,637","1,271,664","23,723","67,113","66,797","60,693","57,610","50,761","63,189",,"1,230","4,830",
Moradabad,"110,961","61,251","108,771","101,918","77,873","4,125",110,"41,585","25,692","15,893","32,398","22,690","33,527","75,112","3,440",,"34,653",526,"38,168","15,842",811,68,"2,355",24,"4,421","4,445","23,518","1,759","76,127","883,120","60,458","111,777","107,388","98,360","97,109","98,201","97,491",,"5,868","5,178",
Muzaffarnagar,"104,433","42,528","91,795","102,579","67,561","6,628","3,736","27,181","25,771","1,410","27,523","21,504","27,523","54,704","1,823",,"80,551","1,278","15,069","56,838",854,"3,005","1,481",108,"4,598","4,706","33,178",,"99,960","2,464,800","67,091","106,556","102,205","96,276","122,454","119,306","115,570",,"9,447","6,274",
Pilibhit,"46,607","45,736","34,953","38,347","19,170","4,325","2,152","19,931","9,960","9,971","19,546","10,963","21,453","41,384",89,,"39,096","12,989","7,862","22,431",989,101,37,729,"2,109","2,838","11,832",780,"90,070","345,200","16,586","44,025","40,996","38,688","39,179","40,865","41,020",,"18,208","221,540",1
Pratapgarh,"84,770","84,770","78,357","69,308","54,745","4,938",,"21,726","16,397","5,329","44,145","43,613","44,145","65,871","43,074","1,286","67,938",539,"11,266","61,517",958,308,"1,565",45,"8,091","8,136","21,038","2,148","179,989","658,307","40,205","80,329","70,691","66,847","80,798","78,761","80,950",,"2,728","2,573",
Rae Bareli,"99,551","99,551","92,370","107,283","84,232",,,"65,866","54,567","11,299","59,092","41,834","59,092","124,958",789,"1,536","65,866",780,"1,728","63,078",922,30,"1,506",35,"8,332","8,367","21,008",,"74,575","948,111","42,437","94,979","97,809","93,048","92,246","73,050","71,844",,6,252,
Rampur,"49,873","12,390","36,400","41,629","18,439","3,197",175,"18,712","4,692","14,020","15,056",2,"15,168","33,880",487,712,"26,671",86,"7,230","1,179",936,43,61,10,"2,201","2,211","16,699",,"68,878","772,705","20,607","50,491","46,474","35,639","43,143","42,573","42,474",299,"2,206","2,942",3
Saharanpur,"106,565","33,075","59,234","103,768","31,423","7,980",495,"27,029","24,688","2,341","28,200","20,014","28,474","55,503","2,355","2,972","87,874","1,868","7,058","49,399",913,564,"1,096",444,"4,674","5,118","26,450",,"86,839","1,194,400","47,710","86,896","84,710","82,285","77,213","80,920","93,920",,"3,979","2,479",
Sambhal,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Sant Kabir Nagar,"40,254","12,268","19,654","34,547","9,608","1,159",263,"14,169","10,261","3,908","33,387","7,790","33,387","47,556",75,,"45,543","3,962","9,525","27,834",918,118,115,5,"1,264","1,269","11,370",,"49,203","1,373,322","14,633","40,026","42,396","38,569","35,946","31,299","24,107",,"3,025","1,613",15
Sant Ravidas Nagar,"44,120","9,278","36,337","43,742","23,408","1,332",629,"9,631",758,"8,873","27,775","13,394","27,775","37,406","2,332",,"34,501",145,868,"23,254",953,15,15,58,"5,198","5,256","16,701",,"91,628","554,346","15,057","42,628","43,669","43,984","42,893","41,706","38,600",,"3,541","3,341",
Shahjahanpur,"83,773","81,757","70,494","75,716","46,039","5,527",869,"32,301","12,097","20,204","29,200","17,933","29,200","61,501",68,,"68,234",552,"15,278","5,117",946,173,53,39,"3,195","3,234","23,249",,"73,031","693,339","32,027","81,995","76,563","69,698","70,717","55,244","61,892",,"4,325","5,213",114
Shamli,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Shrawasti,"45,939","39,821","39,931","41,852","45,634","3,700",,"14,430","11,301","3,129","23,933","21,246","23,933","38,363",8,,"33,134",,"8,677","27,481",975,,,,"1,656","1,656","16,082",,"47,315","708,000","24,910","32,938","33,579","32,887","32,696","32,678","32,083",,"1,296",990,
Siddharth Nagar,"65,223",,"48,378","52,031","24,532",,,"35,108","17,031","18,077","27,876","26,786","27,876","62,984",99,56,"62,150",300,"14,742","62,150",884,1,,9,"2,543","2,552","27,910",,"61,438","567,600","26,423","60,208","65,457","57,920","54,974","54,784","54,074",,"1,473",998,
Sitapur,"135,600","81,236","100,820","125,833","84,860",,,"49,850","17,396","32,454","77,015",,"77,015","126,865",450,,"125,229",720,"36,900","114,886",933,1,"2,579",25,"9,164","9,189","21,321",,"35,000","600,576","64,087","124,545","117,364","110,005","105,675","85,026","84,863",,"9,057","10,295",
Sonbhadra,"39,116","38,249","28,782","37,354","38,241",383,54,"2,277","1,953",324,"32,287","20,368","34,556","36,833",19,,"35,354",359,"14,252","34,406",851,37,57,571,"10,173","10,744","18,913",,"57,016","946,065","10,524","41,768","41,936","37,598","35,056","33,555","33,169",,"1,574",,
Sultanpur,"93,804","66,482","49,665","78,205","31,736",649,146,"64,523","58,880","5,643","62,111","44,256","62,153","126,676","1,277",,"73,398",568,"15,227","57,106",919,18,405,11,"4,513","4,524","41,592",,"87,217","1,614,851","39,790","91,999","88,263","83,051","81,118","77,165","76,631",,"9,320","8,618",
Unnav,"86,756","86,756","58,888","87,113","53,873","4,952",933,"14,772","7,513","7,259","35,491","27,390","36,441","51,213",539,,"49,392",577,"4,886","32,995",881,25,"2,203",18,"3,723","3,741","35,130",,"126,551","1,460,520","24,240","79,910","80,222","79,421","79,193","78,967","78,897",,"3,456","5,553",
Varanasi,"113,012","91,482","95,998","90,083","80,518","9,148",567,"15,364","13,450","1,914","39,006","29,862","39,006","54,370","1,041",659,"81,245",316,"17,045","73,263",899,"1,901","1,804",280,"15,520","15,800","25,969","5,251","74,435","545,516","65,953","87,589","102,781","100,089","105,437","98,983","98,983",,"11,390","8,919",
