Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Tamil Nadu,"1,212,758","956,002","902,915","1,188,278","776,151","487,519","23,052","2,008",916.0,"1,092","784,163","373,687","1,079,957","1,081,965","133,254","76,090","1,069,853","10,992","99,273","821,275",943,"57,557","19,217","2,172","325,090","327,262","329,547","20,107","1,553,093","12,042,556","1,072,242","1,068,748","1,095,301","1,084,473","1,082,280","1,070,692","1,053,878","7,538","221,925","734,310","12,392"
Ariyalur,"13,066","8,932","6,800","12,914","6,978","10,465",403,2,2.0,,"7,683","3,412","11,164","11,166",605,799,"11,319",191,"1,415","5,675",853,975,164,53,"2,478","2,531","4,659",,"11,773","118,000","11,206","11,222","11,492","11,313","11,235","11,310","8,799",,"2,037","14,555",110
Chennai,"104,606","92,862","25,892","102,530","49,267",,,,,,"79,538","29,541","119,066","119,066","22,693",,"77,513",75,"5,205","40,890",958,"3,961","4,487",231,"29,309","29,540","29,402","4,191","141,630","1,131,514","70,068","67,058","77,715","77,238","79,759","76,681","78,610",,"34,895",326,605
Coimbatore,"54,938","39,606","44,177","55,573","24,574","3,389",38,44,37.0,7,"50,053","15,119","57,559","57,603","4,249",68,"49,957",426,"1,844","49,957",970,"3,367",503,97,"13,198","13,295","14,145",662,"79,779","753,864","50,590","50,594","49,964","49,390","49,438","49,515","48,708",,"6,822","20,373",261
Cuddalore,"43,531","28,690","30,748","42,315","27,275","17,989",210,13,,13,"41,173","37,416","52,500","52,513","3,677","2,123","42,487",332,"4,591","40,451",903,"1,050","1,037",83,"11,805","11,888","14,976",439,"82,221","601,690","43,022","43,080","40,181","38,903","37,903","37,181","35,171",,"13,888","73,644",427
Dharmapuri,"29,322","22,527","23,819","28,844","25,525","11,900","1,673",262,50.0,212,"20,763","17,869","26,232","26,494","1,787","2,444","25,707",353,"3,900","22,177",909,"2,240",374,15,"8,875","8,890","9,517",255,"45,405","294,070","25,587","25,554","25,985","25,881","25,771","25,613","25,092",,"3,084","9,252",686
Dindigul,"36,201","31,788","31,017","39,149","30,021","11,307",538,256,232.0,24,"35,207","8,573","35,207","35,463","5,707",229,"32,622",439,"2,095","30,427",949,"1,940",308,141,"11,080","11,221","10,170","1,532","64,237","490,120","35,288","35,170","35,379","35,088","34,906","34,566","34,563",,"1,207","8,547",476
Erode,"31,476","25,677","19,611","28,570","11,613","3,790",589,14,1.0,13,"16,950","17,629","23,168","23,182","1,945",488,"28,188",137,287,"25,848",950,"1,599",326,107,"11,401","11,508","7,916",723,"41,377","372,310","27,810","28,027","27,851","27,828","27,762","27,503","27,195",,"4,019","4,618",149
Kancheepuram,"55,757","42,335","46,933","56,785","42,406","18,140",713,29,23.0,6,"44,406","8,274","52,770","52,799","9,664","1,566","52,636",320,"3,133","44,508",953,"1,619",821,80,"15,079","15,159","11,568",152,"68,435","460,850","54,121","54,347","53,623","52,994","52,933","53,268","51,649",,"8,977","72,926",381
Kanniyakumari,"26,664","20,546","20,189","25,313","13,773","1,608",44,9,,9,"7,418",224,"22,796","22,805","2,672","7,207","22,574",152,"1,026","12,135",935,966,321,36,"11,074","11,110","5,584",281,"33,726","302,422","22,840","22,962","23,661","23,547","23,407","23,309","22,882",9,"7,749","32,396",157
