Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Shahdol,28854,18408,22405,19234,26246,19536,731,1766,1356,410,18135,131,18944,20710,1850,622.0,20331,607,3440,18953,926,596,151,115,4531,4646,5427,4.0,41119,183352,17855,19793,153,59,56,20096,20231,110,3006,4199,477
Shajapur,20312,14591,17788,18705,20633,8910,620,230,0,230,15259,336,16469,16699,502,582.0,16486,270,1497,16215,976,432,101,149,4473,4622,3335,10.0,34710,232397,15595,16314,0,0,23,19806,18758,109,1090,3136,236
Sheopur,17672,11551,12804,14629,17672,12005,1106,2530,2,2528,11222,1036,11222,13752,305,,13629,177,3035,13542,940,321,42,4,4094,4098,1246,,51006,130313,9589,14177,11,18,20,15046,13784,6,471,2845,401
Shivpuri,50747,26814,40626,39057,48361,21464,1107,4462,40,4422,31631,1222,31797,36259,1597,31.0,35752,539,5400,33743,923,985,366,58,7282,7340,5216,22.0,78438,298899,32425,36299,154,140,130,42867,41297,36,2037,5674,347
Sidhi,34582,22931,34012,29337,35782,26791,1034,4450,332,4118,20589,3719,21234,25684,380,210.0,25475,526,3518,24441,928,963,534,229,4759,4988,4834,26.0,11968,29729,20295,26160,5,8,24,28808,28216,0,1251,7381,211
Singroli,35962,19768,28422,30396,35972,12877,350,9934,2545,7389,14756,4911,17270,27204,3,699.0,26676,526,1773,25118,926,879,366,62,4337,4399,3835,255.0,14305,37681,14738,27329,3,14,45,30093,30950,887,448,3662,41
Tikamgarh,38403,20952,32583,32541,39259,17965,707,2504,0,2504,23142,8820,23957,26461,323,489.0,26122,451,3838,25051,915,224,132,22,8370,8392,8477,0.0,84740,284431,24704,27443,117,138,278,31758,30937,20,1893,4130,177
Ujjain,59083,32864,44066,40246,55067,24203,2349,328,30,298,25142,2152,33817,34145,2811,3630.0,33811,557,8008,30226,954,1214,1076,68,9127,9195,8663,342.0,72513,191690,31677,33307,0,0,0,40851,38034,421,4183,12502,481
Umaria,16215,11725,14081,12434,15696,10784,731,364,216,148,10822,1180,10822,11186,359,,10949,279,1234,10380,942,519,154,88,3031,3119,6285,,26854,96423,10254,10689,0,0,0,13760,13645,135,599,18612,404
Vidisha,44384,28427,33717,32186,46059,19328,952,4164,28,4136,20576,1295,23168,27332,1001,789.0,27219,571,3967,26286,941,992,329,39,5647,5686,4133,58.0,103781,394236,22376,27333,80,85,56,35063,34200,852,2037,2019,567
