Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jharkhand,799865,290796,514331,620700,588284,236601,11928,127374,30317,97057,378984,316507,555162,682536,10764,34280.0,678992,8948,45821,619363,924,17203,4506,3371,122090,125461,83753,3723.0,624303,3172123,400522,748272,33670,78876,151802,720817,702847,5608,62709,35314,1339
Bokaro,52585,18859,34182,34494,26977,14111,2349,6231,1971,4260,13213,11483,37947,44178,23,1142.0,44185,159,4530,42383,900,2938,113,928,8409,9337,3184,1238.0,43125,481733,25488,46233,3623,6691,10809,44198,43704,70,951,2582,56
Chatra,27823,7844,22508,22076,21805,4784,120,4196,557,3639,14297,14059,14322,18518,17,0.0,18621,205,879,17862,914,36,6,103,2867,2970,3041,0.0,11509,94045,10960,27254,2765,3962,5879,25550,24704,38,2,422,1
Deoghar,30840,13380,19501,27305,25738,4702,180,4273,1669,2604,19245,18689,23292,27565,366,1190.0,27384,342,1745,26627,886,651,299,14,6357,6371,2850,142.0,22432,92930,20761,40085,1137,3823,7842,29378,29045,48,1740,673,23
Dhanbad,44143,11861,24182,33140,37284,2787,1,5962,1632,4330,10794,9917,49539,55501,1124,6760.0,56061,106,2528,39440,890,1090,102,46,6609,6655,1483,50.0,11201,75561,20183,54471,3936,8458,12821,56959,56008,104,0,59,11
Dumka,32060,14505,22223,26830,26396,10650,128,8204,1885,6319,14559,11857,16251,24455,37,886.0,24323,277,2079,23588,944,895,129,23,3186,3209,2725,8.0,17133,67650,15330,30553,176,2133,5520,28984,27598,774,1057,922,109
Garhwa,32566,7226,15584,26193,22995,9534,113,5032,558,4474,21444,19910,25269,30301,165,,30455,626,1343,25696,959,76,40,33,9600,9633,989,,11339,46717,12947,24791,449,3060,7304,29281,28285,0,495,865,16
Giridih,54376,16198,34055,46328,48194,12661,194,12826,3691,9135,23595,22212,33234,46060,238,3229.0,47202,524,1462,37588,881,915,327,122,10192,10314,3731,48.0,26448,99063,22092,64300,1711,6861,13246,58127,56821,31,266,5726,34
Godda,31394,19027,24973,28185,28766,10283,294,3952,2037,1915,23738,10490,24161,28113,222,120.0,27595,554,1536,26500,997,179,208,118,3789,3907,5625,0.0,21543,139946,18122,31292,427,2553,6485,26730,26533,1416,508,853,16
Gumla,22403,7712,15059,19067,19941,15970,412,4867,1202,3665,13549,13075,15699,20566,170,655.0,20364,349,2457,19877,970,1716,394,266,1448,1714,5730,46.0,31495,157856,14168,20153,191,1151,2956,20690,20489,209,573,711,183
Hazaribagh,39287,15218,25711,30984,31284,13719,221,7242,1949,5293,21906,20656,29689,36931,1508,1592.0,36865,584,4733,35403,885,696,79,29,5203,5232,2057,81.0,36526,160377,25077,38471,348,1937,5672,35985,34947,76,1514,1094,78
Jamtara,17038,9516,12517,15411,15464,6499,119,3577,800,2777,10717,10512,13656,17233,92,166.0,16363,293,1651,15091,965,166,32,23,1921,1944,1930,0.0,15734,53225,9660,17200,126,1466,3494,17487,17321,3,516,596,21
Khunti,11257,2447,8283,10093,7993,3930,123,2609,416,2193,6150,6068,6960,9569,79,77.0,9473,123,796,9226,948,1016,112,162,806,968,5179,126.0,12625,75063,6594,10005,203,685,1696,11632,11436,17,45,44,48
Kodarma,17871,6689,13775,14846,12547,4732,9,142,74,68,11590,11479,16332,16474,207,2267.0,16258,331,797,14965,870,222,111,41,4413,4454,1369,,15244,86327,7605,21502,622,1540,3258,16909,16596,16,388,37,6
Latehar,18741,5350,11230,15243,11933,5675,258,4458,1060,3398,9926,8770,11518,15976,38,0.0,15530,251,876,14350,926,309,100,118,1915,2033,1772,0.0,15665,102473,7433,16803,219,1321,3387,18457,17631,0,219,507,62
Lohardaga,16679,6232,11288,9724,10883,9407,355,837,334,503,8389,4728,9405,10242,167,575.0,10297,276,1748,10083,938,364,192,95,940,1035,3241,0.0,19867,102010,8097,11098,258,1040,2213,11082,10893,232,9888,121,41
Pakaur,28593,10881,19562,24193,23173,4164,332,10306,651,9655,8517,7969,14048,24354,82,803.0,24263,436,1060,22111,943,299,48,42,2541,2583,3817,0.0,25302,159337,12217,26279,1357,2875,6075,26617,24056,59,263,1273,52
Palamu,60643,23703,34507,43042,52665,15643,772,7992,3338,4654,25352,23239,36379,44371,618,3899.0,44350,820,1984,39707,936,535,297,138,29254,29392,3439,310.0,23929,84913,29537,49989,370,3071,7858,44845,42344,3,405,930,7
Pashchimi Singhbhum,42517,12425,31096,32715,29327,10882,224,8712,1339,7373,21421,20123,24083,32795,63,446.0,32544,552,1691,29651,959,458,468,292,1540,1832,3736,0.0,46091,150530,17211,34747,2698,4179,6896,32839,32212,361,51,1632,117
Purbi Singhbhum,53700,18708,29005,32539,26825,21265,3872,3175,418,2757,17787,14037,33896,37071,1288,5159.0,36990,423,3900,32903,931,1421,340,33,3369,3402,4040,444.0,36694,131997,30485,39208,1738,3445,7470,38398,38150,1053,10792,9684,134
Ramgarh,23978,3877,17775,15674,16658,9116,333,3779,743,3036,9360,8677,12361,16140,95,901.0,16269,204,627,15796,921,183,41,34,5273,5307,1525,233.0,16225,62880,11675,18646,726,1363,2872,17724,17680,329,119,941,26
Ranchi,71127,25512,39558,51274,37895,15897,704,5928,1230,4698,33782,30719,51830,57758,3732,3651.0,57649,366,2626,57165,927,1175,424,500,6913,7413,10172,827.0,83484,367958,39647,58453,9256,11171,15229,64717,64319,661,31883,4044,106
Sahibganj,30858,15317,18687,26810,20116,11419,152,4466,1064,3402,23323,6417,24524,28990,346,393.0,28460,734,2478,27271,931,716,436,9,2060,2069,3130,65.0,16974,102457,17496,33360,1118,4480,8219,27239,25751,102,725,873,77
Saraikela,25717,14829,19899,22998,21070,11002,293,5194,1046,4148,9035,4441,20717,25911,75,289.0,24185,182,1333,23190,938,771,177,59,2815,2874,4047,105.0,19139,82651,11109,22674,103,997,2578,24140,23651,6,71,254,91
Simdega,13669,3480,9171,11536,12355,7769,370,3414,653,2761,7295,6980,10050,13464,12,80.0,13306,231,962,12890,947,376,31,143,670,813,4941,0.0,44579,194424,6628,10705,113,614,2023,12849,12673,0,238,471,24
