Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jharkhand,734914,157942,444663,576443,270571,92903,2023,212417,43979,168438,310921,289493,371807,584224,7245,10258.0,588779,10303,34808,539266,912,15738,1556,13105,118209,131314,99238,4188.0,1033894,7542144,336206,679914,708064,682522,661282,683076,642207,9713,25659,35495,723.0
Bokaro,53925,11607,32339,38210,14292,4121,127,10389,2379,8010,10163,9585,21931,32320,8,397.0,32434,290,2113,29463,878,2338,16,2480,10347,12827,4850,1617.0,54349,460289,20509,45040,47880,46344,45244,43227,42294,401,462,1836,34.0
Chatra,20865,4398,12353,16133,13109,1653,31,5990,2176,3814,9336,8808,9336,15326,0,,15986,295,920,14337,869,167,82,1086,3385,4471,1264,,21607,94817,8515,22233,23780,22006,20884,23197,19242,20,565,417,5.0
Deoghar,34148,7429,19556,30167,15540,1839,18,8116,2903,5213,18528,14578,18528,26644,34,,26573,649,1457,24545,902,519,106,129,8294,8423,3288,,11552,47889,23840,33543,35701,34374,33266,32449,31081,45,86,943,15.0
Dhanbad,43795,10947,20651,33835,18793,3306,72,8907,2648,6259,9425,9001,22914,31821,0,2690.0,33538,278,1941,28229,866,402,20,818,9240,10058,5253,98.0,64799,335357,20558,46260,45052,43618,42468,46912,43923,275,1775,533,16.0
Dumka,31626,5899,18213,25367,7333,5642,69,12093,1413,10680,13475,13411,14556,26649,15,572.0,26485,328,1463,23847,917,877,33,142,3439,3581,2374,190.0,33416,198502,15041,26842,28163,27379,26730,26840,25002,761,1234,1255,19.0
Garhwa,29862,4203,14875,22894,8825,5107,178,6438,893,5545,14661,14309,16420,22858,37,0.0,22589,519,1372,21802,953,106,1,53,8895,8948,1563,0.0,15480,86117,11078,27939,29730,28371,27341,27588,25834,17,580,2110,23.0
Giridih,42274,7040,22373,33429,18490,5842,11,16510,3679,12831,16627,14224,17069,33579,64,132.0,34007,749,948,26134,905,549,45,669,3186,3855,5084,,25864,136291,7888,44442,51639,49030,46092,41508,38105,1347,1051,226,8.0
Godda,31893,7991,19263,25105,18823,2387,103,10189,1384,8805,15148,13076,15148,25337,93,,26074,326,1799,24274,910,233,38,702,4724,5426,4723,,43808,310774,9820,29637,30804,28144,26023,27142,25677,917,1042,230,5.0
Gumla,23377,4526,16382,20558,10416,9478,176,7505,1500,6005,13014,11478,13911,21416,124,268.0,21647,573,1589,19640,936,1330,220,1297,2435,3732,7420,914.0,67172,371459,12287,21255,21256,21184,21050,21294,19942,88,483,1732,23.0
