Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Hazaribagh,42372,10791,23301,27270,9731,6356,147,11637,1768,9869,19697,18902,23363,35000,346,,35557,608,2073,33708,905,487,131,144,10742,10886,4211,,46419,434154,22113,35749,38675,37297,36340,35765,35209,291,598,1274,49.0
Jamtara,16452,3058,11808,14583,9008,1581,0,7951,993,6958,7780,7194,8250,16201,0,0.0,16307,426,1040,14976,954,182,2,95,2849,2944,1517,0.0,16112,153366,7582,17515,16386,15659,15226,14961,14628,15,0,53,13.0
Khunti,12200,2481,9121,10376,5847,3093,81,5226,1692,3534,5210,5192,5210,10436,0,,10463,112,594,9923,966,215,99,290,1055,1345,4206,,19465,78017,9996,11240,11489,11602,11703,11722,11173,2,0,0,34.0
Kodarma,13327,2089,7307,10111,3445,1260,62,2628,456,2172,6956,6410,12001,14629,0,1727.0,14812,663,399,11856,856,67,1,134,5123,5257,1193,35.0,14962,203522,2776,14062,14357,13420,12450,12472,12212,6,0,0,14.0
Latehar,18619,4284,13848,16624,9864,990,14,9276,1549,7727,8458,6728,8458,17734,0,,17884,226,620,17119,897,197,25,330,3243,3573,2308,,18728,103378,6759,16617,19120,19321,18682,20947,19437,0,1093,235,1.0
Lohardaga,11180,2099,7260,9217,5059,2241,101,2760,209,2551,6101,6029,8003,10763,22,721.0,10718,135,1625,10589,921,333,139,399,1739,2138,1065,138.0,24637,139171,6671,11074,10917,10582,10423,10309,9999,454,859,355,9.0
Pakaur,25053,3924,12251,19278,12238,897,0,10571,2241,8330,7178,6032,7548,18119,0,132.0,18056,146,837,16799,878,62,0,134,1968,2102,3726,0.0,19974,333053,11769,22272,23690,22383,21253,19400,16968,56,67,10,
Palamu,41785,9598,30604,36776,12917,8219,66,11684,3686,7998,17393,16660,20893,32577,176,223.0,32252,735,1845,30532,920,296,137,707,11062,11769,6258,13.0,35979,319596,21603,41385,43206,42704,41929,38073,35391,20,646,810,5.0
Pashchimi Singhbhum,41791,9422,29052,34129,16184,6926,57,15258,4731,10527,16506,15989,16506,31764,6,,31995,465,1584,30617,946,413,79,973,1904,2877,5221,,56173,314726,11645,32290,37953,36117,34974,32184,30967,1299,49,577,105.0
Purbi Singhbhum,55625,10699,35691,35321,16672,6455,423,7505,217,7288,16384,15340,30367,37872,0,2944.0,37724,594,3677,33875,890,1330,1,210,6603,6813,3750,747.0,96616,587956,30417,45748,42263,41562,40689,41566,39451,1020,11285,16001,142.0
Ramgarh,17616,1940,12721,13164,2196,4043,147,6522,1045,5477,7628,7053,8327,14849,23,193.0,14969,122,528,14586,955,122,5,350,4064,4414,1454,232.0,19862,73713,12345,16826,16709,16316,16162,16517,15340,135,918,12,4.0
Ranchi,56386,18397,36379,48531,8192,3949,94,11359,2497,8862,41610,40961,41666,53025,6255,6.0,53364,913,2816,50168,927,4403,273,1006,7528,8534,16490,0.0,181281,1672856,30883,59243,56235,54562,53796,73713,67700,2246,1683,1895,29.0
Sahibganj,30724,6849,13011,22805,9871,3230,40,10383,685,9698,10795,10660,11987,22370,42,246.0,21907,482,1576,20572,944,401,88,60,2834,2894,3482,204.0,45255,318567,14005,25731,28188,25686,24055,24596,23549,110,1094,4059,32.0
Saraikela,26137,6099,16250,20751,11762,3057,4,9376,1550,7826,10995,10343,11562,20938,0,7.0,21414,328,1522,20504,922,472,14,104,2404,2508,2890,0.0,16729,100286,11181,22209,22887,22580,22373,25432,25114,127,67,415,112.0
Simdega,13882,2172,10054,11809,11964,1231,2,4144,1685,2459,7853,7530,7853,11997,0,,12024,341,470,11171,952,237,1,793,1146,1939,5648,,83655,668288,6925,10762,11984,12281,12129,15262,13969,61,22,517,26.0
