Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jammu & Kashmir,399307,258865,247859,56517,214965,238068,15103,11947,985,10962,166793,79329,181243,193190,57863,12850.0,190694,3652,10266,171584,958,11143,5483,357.0,12405,12762,24465,416.0,437479,2948509,183553,202739,902.0,603.0,589.0,219992,217803,1966,125943,581066,1426
Anantnag,27773,25353,19526,6002,14662,20178,81,10,9,1,13890,553,14157,14167,5399,227.0,14002,265,1033,13822,961,1618,0,4.0,561,565,1543,0.0,37463,150379,15528,15600,0.0,0.0,0.0,16834,16832,460,6327,24679,73
Badgam,12592,12104,9707,1366,10347,6402,34,2,0,2,3789,16,3789,3791,1399,,3777,16,42,3777,1022,232,2,68.0,394,462,1141,,25004,163045,3777,4126,,,,13055,13060,0,4444,28880,21
Bandipora,7641,6279,5167,2030,4891,4961,198,129,32,97,3043,2531,3043,3172,367,,3146,34,46,2841,1013,219,0,5.0,161,166,290,,9299,41990,3198,3640,3.0,2.0,0.0,7152,7142,1,1415,13311,18
Baramula,25103,20940,22510,9418,23461,20493,692,238,14,224,10591,5859,11903,12141,3996,1237.0,12021,187,354,11921,997,982,1,22.0,531,553,1178,0.0,33414,182367,11505,13687,0.0,0.0,0.0,18439,19651,0,9687,79121,116
Doda,8281,5709,3999,1666,7724,1356,1,1851,59,1792,4262,2213,4262,6113,637,,5807,61,78,5216,946,114,249,0.0,98,98,518,,18047,124736,5566,6495,0.0,0.0,0.0,6340,6370,0,1461,31710,6
Ganderbal,5548,5133,4166,946,4658,2562,210,41,0,41,1697,631,1697,1738,243,,1725,17,35,1609,971,92,0,0.0,192,192,872,,13528,96401,1765,1979,19.0,12.0,6.0,5419,5287,0,1290,11347,28
Jammu,70043,31685,29253,5200,18094,29034,3268,169,25,144,29239,18684,32577,32746,11131,2689.0,32247,711,2501,24107,924,2218,1709,15.0,2533,2548,2699,26.0,30045,402758,31739,32281,151.0,41.0,40.0,24977,24963,0,14564,52288,61
Kargil,2356,1156,986,739,2547,1704,27,104,58,46,2243,352,2243,2347,374,,2281,6,180,1841,973,150,0,0.0,52,52,470,,3071,20036,2158,2260,2.0,0.0,0.0,2214,1394,0,1228,11147,24
Kathua,11605,9297,7623,2621,10843,14900,31,1617,3,1614,5662,170,5910,7527,1560,230.0,7416,147,64,7356,885,834,917,81.0,1102,1183,1905,,23012,251879,7522,8832,2.0,0.0,0.0,11259,11264,1,2967,9501,3
Kishtwar,4497,2117,1527,919,3594,207,19,692,25,667,4090,3133,4090,4782,533,,4713,141,493,4139,1013,390,4,0.0,140,140,569,,4349,27992,4090,4705,715.0,536.0,518.0,4038,3978,3,1113,15851,37
Kulgam,9893,9033,7437,1237,9058,10398,156,190,3,187,4056,2895,4056,4246,1079,,4209,46,60,4162,1045,665,3,1.0,181,182,655,,40762,135969,3990,4418,0.0,0.0,0.0,10604,10604,77,2128,5393,45
Kupwara,16585,13812,8248,5522,18236,8416,170,358,281,77,8562,5725,8562,8920,1839,,8797,142,283,7984,980,518,3,0.0,489,489,1350,,37844,119896,9732,11110,0.0,0.0,0.0,15671,14666,0,4683,67055,41
Leh Ladakh,2504,1675,997,336,1917,575,5,34,14,20,1690,120,1690,1724,431,,1723,21,201,1284,990,173,28,3.0,67,70,492,,1142,8925,1658,1693,0.0,0.0,0.0,1765,1765,5,1552,7591,20
Poonch,12727,8058,7179,2561,12695,21108,158,1141,252,889,9270,6563,9270,10411,2027,,10155,288,1163,8364,937,357,451,2.0,609,611,1638,,15271,92873,8877,10629,6.0,12.0,25.0,10120,10360,49,4172,11351,133
Pulwama,9113,8363,7435,1127,7525,5469,134,100,0,100,3750,1471,4506,4606,2005,741.0,4582,47,69,4449,991,727,0,4.0,276,280,288,,16998,111426,4886,5075,0.0,0.0,0.0,9165,9164,390,4964,14951,33
Rajouri,14545,10418,9130,3565,19216,8692,66,1134,22,1112,10284,5397,10917,12051,1383,472.0,11954,89,820,10522,1007,199,901,6.0,578,584,2541,16.0,36696,222334,10517,14711,0.0,0.0,0.0,13060,13217,0,5810,89727,45
Ramban,6607,4697,3827,2158,5816,6466,303,988,78,910,4148,2784,4148,5136,106,,5069,43,189,4760,907,308,114,,244,244,812,,11928,80739,4313,5423,0.0,0.0,0.0,5505,5369,0,508,8597,2
Reasi,7917,5582,5201,1771,7579,7612,145,1421,107,1314,4211,3542,4211,5632,66,,5644,57,166,5167,895,172,137,4.0,239,243,1034,,29970,210476,5151,5533,0.0,0.0,0.0,6290,6548,978,73,10604,10
Samba,5015,2811,4642,718,3740,5305,67,118,0,118,1743,464,1743,1861,351,,1856,5,24,1844,843,97,330,6.0,354,360,987,,7828,113144,2272,2389,0.0,0.0,0.0,5503,5503,0,1707,23098,54
Shopian,4581,3727,3276,372,3358,3362,191,92,3,89,1101,815,1101,1193,286,,1169,24,26,1164,1088,99,20,0.0,24,24,205,,7875,41185,2075,2212,0.0,0.0,0.0,4213,4215,0,1323,8705,16
