Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jammu & Kashmir,449864,175846,189100,197126,282164,87156,18374,43257,16674,26583.0,138566,72805,141278,184535,22101,21.0,153338,3422,9337,106445,909,9961.0,12516.0,1117.0,18139,19256,21947,118.0,237871,2107812,130693,230172,222226,217794,220627,229878,234464,104.0,43688,213843,106.0
Anantnag,36031,13675,47225,12017,11878,1230,119,1257,1183,74.0,13539,2972,13539,14796,2479,,14316,519,605,14274,966,1694.0,31.0,2.0,571,573,1058,,19747,49089,9627,17073,11915,11956,12200,11122,11089,,3149,19983,
Badgam,26133,15435,13616,13254,12835,10036,2449,1697,897,800.0,3918,2964,3918,5615,504,,5716,36,1088,5069,912,443.0,103.0,90.0,542,632,933,,7994,74333,4442,7373,14187,14583,14435,12931,12755,,2315,4594,
Bandipora,10939,6242,4230,5100,3733,3767,832,1557,768,789.0,2386,2160,3092,4649,179,,4184,43,393,2993,978,304.0,30.0,19.0,191,210,585,,9209,51666,2928,8385,8915,8536,8413,7538,7332,,459,2753,
Baramula,29079,12790,12102,21182,16260,10404,3847,1584,675,909.0,9687,6491,10171,11755,1540,,8005,150,993,6194,918,646.0,69.0,4.0,500,504,2232,,18628,115183,8725,17558,20741,19663,20401,20810,19009,98.0,4633,23268,11.0
Doda,20868,7782,7117,5912,7311,1483,359,5371,1635,3736.0,3522,1998,3522,8893,545,,8886,17,74,2646,913,60.0,342.0,6.0,1091,1097,301,,9364,63518,3196,9228,10442,9927,9556,8135,8135,,1655,12224,
Ganderbal,7679,4857,4126,4446,3907,2109,341,357,186,171.0,2024,1556,2024,2381,194,,2292,18,39,2078,910,227.0,125.0,8.0,165,173,559,,6566,49220,1575,1643,4554,4489,4606,4304,3604,,816,2627,
Jammu,96056,12133,10933,13796,30133,9701,1518,1729,893,836.0,25474,16989,25474,27203,4424,,26867,150,429,19937,817,33.0,5322.0,83.0,3894,3977,1963,,26177,347433,25146,31803,19295,18966,21328,22544,37917,,4492,17369,5.0
Kargil,3167,1242,1408,9765,1477,995,70,974,536,438.0,1621,1416,1638,2612,157,,2546,47,430,1453,1052,148.0,44.0,,58,58,992,,4049,18597,1111,2436,2139,1996,2055,2061,9419,,546,5920,6.0
Kathua,13489,5631,7662,11237,12868,6919,381,3762,251,3511.0,4339,2613,4368,8130,1099,21.0,8079,40,127,4033,883,1095.0,1050.0,236.0,1370,1606,861,,16956,286757,3579,11902,13251,13020,12599,12512,12320,,1829,3214,
