Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jammu & Kashmir,462362,233463,180239,180826,280236,164535,31894,25851,8164,17687,137741,84815,140409,166260,35264,1684.0,160197,3489,14290,115250,921,9011,10919,1106,15964,17070,19101,214.0,283859,2241317,128676,212881,214877,212640,209868,204433,266339,231.0,62503,271991,88.0
Anantnag,29714,18872,15902,14436,10545,10537,3570,987,694,293,14435,6154,14520,15507,2991,,14976,632,1530,13100,954,2090,1,0,492,492,737,,29907,68285,14667,16640,14968,15002,14826,14874,14941,0.0,4028,18748,13.0
Badgam,22614,13962,14215,12549,7663,8567,420,727,262,465,4043,2859,4046,4773,590,,4786,23,784,4368,985,496,7,41,449,490,1123,11.0,13260,97800,4871,5815,13536,13839,13930,13434,13475,8.0,3607,7277,
Bandipora,15239,7649,6583,5667,3005,7045,935,641,300,341,2444,2143,2568,3209,349,,3027,86,274,2403,888,223,112,46,630,676,364,,5475,29390,1947,4587,6821,6876,6790,6200,6189,0.0,878,4433,3.0
Baramula,31443,15527,16178,17174,9115,16451,3353,750,113,637,9702,6902,10051,10801,1900,196.0,9963,150,767,8195,988,877,69,11,612,623,1679,,24120,137309,8745,13375,17672,18201,18304,18831,19210,180.0,6097,22202,3.0
Doda,15643,6167,5660,4663,3485,2224,140,3378,373,3005,3900,2295,3900,7278,553,,7271,0,85,2273,865,3,288,9,785,794,333,,12649,78574,3770,7697,8054,7707,7252,6549,6569,0.0,1585,11390,1.0
Ganderbal,7021,6076,4360,4600,2391,2427,598,80,25,55,2140,1967,2140,2220,160,,2188,11,31,2115,969,158,64,8,234,242,852,,7726,64681,2587,3374,4894,4935,5131,5060,5317,0.0,1042,4999,
Jammu,93424,22436,25489,15393,51302,30282,554,1288,565,723,21797,14716,21797,23085,6629,,22064,497,2065,16631,820,483,2858,223,2960,3183,1426,,21616,329836,13878,31991,20914,18890,18548,18850,56883,15.0,10556,35627,
Kargil,2238,1351,1357,1194,826,1306,178,296,191,105,1570,1273,1570,1866,216,,1780,76,357,1387,850,155,36,7,115,122,631,,1969,8614,1578,1780,1394,1303,1212,1204,452,0.0,779,5976,8.0
Kathua,15278,6321,8669,9483,6268,6086,649,2804,82,2722,4283,2576,4621,7425,1268,253.0,7386,63,616,4927,832,512,842,160,1094,1254,951,,18320,262966,3270,10722,12934,12761,12632,11958,12151,0.0,2431,3577,
