Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Kishtwar,4144,1702,927,2945,2768,467,38,1177,263,914,3116,2495,3116,4293,358,,4212,113,199,3008,883,10,253,3,496,499,277,,2681,21080,3659,4054,4900,4913,4756,3111,3097,,817,12476,12.0
Kulgam,12448,7916,6507,7861,4407,5481,460,809,54,755,3479,2772,3479,4288,242,,4679,63,524,3841,963,203,8,3,97,100,548,,11507,54122,2897,5597,7856,8333,8305,8372,11812,1.0,1595,7223,
Kupwara,27772,14603,12073,15956,10576,9936,1186,2042,1398,644,10679,8399,10679,12721,938,,12618,282,1924,10557,950,829,46,0,610,610,2487,,17502,53428,8755,13094,16457,17277,16744,18059,18519,0.0,2929,50833,1.0
Leh Ladakh,3642,1240,1191,1442,644,649,46,123,37,86,1806,1139,1806,1929,178,,1890,38,224,1502,849,177,27,8,37,45,652,,913,4365,1538,2087,1833,1857,1762,1901,1488,1.0,1311,4374,23.0
Poonch,11463,5785,7382,10487,12171,2009,297,2861,581,2280,6176,4451,6176,9037,916,,9602,330,1021,6077,894,79,678,0,818,818,1386,,9793,88800,3782,10240,10362,10238,9879,9482,17870,3.0,2861,2800,2.0
Pulwama,9801,7199,7177,8344,3938,5771,58,196,24,172,3691,2284,3691,3887,1307,,3854,38,259,2637,985,598,0,15,218,233,250,,9331,39134,2237,6093,8702,8870,9062,8650,8590,4.0,3356,8475,9.0
Rajouri,17625,9045,9605,12131,16274,3728,186,1546,303,1243,8910,7429,8910,10456,940,,9951,190,568,8760,897,336,1777,52,1318,1370,1708,,26618,229650,8413,16641,15196,14824,14793,13922,15290,0.0,3777,31096,
Ramban,7352,3610,3394,3808,4333,968,218,1163,898,265,3083,2054,3083,4246,203,,4405,57,61,3366,883,55,172,0,222,222,486,,5927,40785,3398,5297,6169,5780,5597,4284,4755,0.0,926,3942,
Reasi,6084,3098,2165,3760,4567,843,105,1506,253,1253,2138,1775,2138,3644,65,,4053,91,196,2054,838,102,285,89,902,991,531,,9149,91879,3347,4978,5763,5400,5145,4507,5023,0.0,367,4171,2.0
Samba,6615,3390,3575,4155,17637,2663,252,258,71,187,1939,1532,1959,2217,397,,2194,5,84,1895,779,1,723,47,980,1027,347,,8343,137794,2639,3626,5466,5393,5125,5158,5290,6.0,2399,7656,
Shopian,6384,4074,3376,4561,2895,2308,88,418,20,398,1546,1187,1546,1964,158,,1789,41,35,1280,999,180,78,9,192,201,303,,5776,24752,659,3007,5674,5701,5556,5422,5219,4.0,1539,9024,7.0
Srinagar,104493,67483,15925,10761,34219,42294,18334,51,0,51,20454,3185,21296,21347,13919,1201.0,18033,600,2438,7330,1123,1293,1060,0,1184,1184,564,17.0,23311,91720,24726,29128,12883,12619,12879,13616,22904,9.0,5676,5127,
Udhampur,11925,5957,8529,9456,71207,2493,229,2750,1657,1093,6410,5228,7317,10067,987,34.0,9476,103,248,7544,878,151,1535,375,1519,1894,1466,186.0,17966,286353,7313,13058,12429,11921,11640,10989,11295,0.0,3947,10565,4.0
