Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Kishtwar,5067,1852,2309,4128,3260,583,89,782,15,767,3648,2534,3648,4430,613,,4359,141,425,3700,978,341,37,,299,299,329,,3885,29283,4304,4759,106,54,106,4138,4142,,1017,15238,12.0
Kulgam,10019,8319,7999,8924,3466,8707,164,511,83,428,3754,2808,3754,4265,598,,4227,56,110,4157,1057,219,0,0.0,75,75,466,,16361,84754,4319,4634,191,0,0,9744,9759,0.0,1758,4939,15.0
Kupwara,16630,12592,10996,10050,5561,5105,55,737,596,141,8642,5801,8642,9379,1765,,9182,201,473,8393,1027,630,0,1.0,667,668,1216,,27306,125466,9180,11702,5,14,13,17633,16517,0.0,4178,60383,51.0
Leh Ladakh,2887,1623,1283,1716,1103,1892,9,75,16,59,2049,1193,2049,2124,397,,2107,17,207,1652,832,132,17,11.0,65,76,536,,934,6684,1875,2144,1,3,3,2082,2062,0.0,1596,6735,25.0
Poonch,11819,5712,8174,11163,4086,18570,369,2154,250,1904,8100,5854,8100,10254,1426,,10014,309,672,9051,926,465,553,0.0,847,847,1185,,12173,130398,6861,10669,0,9,15,10653,10407,2.0,3201,8275,76.0
Pulwama,9698,8485,8955,8693,5172,6315,103,127,1,126,3716,1873,4260,4387,1739,511.0,4343,56,139,2819,949,658,0,2.0,287,289,259,0.0,13169,86454,5257,5342,60,40,42,9257,8994,231.0,4545,26061,13.0
Rajouri,14087,8884,11946,12325,6774,1566,56,2225,544,1681,9804,6542,10311,12536,915,336.0,12345,210,725,11164,947,324,954,1.0,814,815,1908,26.0,28039,267988,9485,15165,0,0,0,12746,12730,0.0,2821,63746,1.0
Ramban,7584,4683,3822,4964,4225,5074,417,1691,129,1562,3890,3701,3890,5581,120,,5535,74,119,4579,954,288,110,0.0,167,167,399,,8948,60833,4327,5993,23,19,18,6030,5255,0.0,237,7253,1.0
Reasi,7053,3422,4634,4929,3460,3485,57,1846,2,1844,2465,1478,2465,4311,90,,4359,59,131,3366,917,224,243,19.0,552,571,1043,,19755,160120,4487,5261,0,0,0,5476,4629,46.0,177,9496,
Samba,5365,2291,3925,4384,519,2604,19,257,1,256,1987,1081,1987,2244,430,,2236,4,38,2112,908,196,565,9.0,491,500,464,,6881,151533,2927,2954,23,11,3,5768,5764,0.0,1612,16082,26.0
Shopian,4557,2715,3777,3654,2204,2149,52,112,3,109,1223,945,1223,1335,275,,1328,16,35,1321,1062,190,0,5.0,96,101,379,,6069,32698,1765,2020,0,0,0,3915,3908,5.0,1556,9310,8.0
Srinagar,72892,23393,98473,15505,7702,12939,617,11,0,11,32744,12445,39179,39190,20335,6171.0,39647,520,1028,11324,957,875,0,20.0,2532,2552,676,517.0,16377,175273,38562,38233,739,500,400,16120,19334,3.0,53010,45806,181.0
Udhampur,15137,7020,9394,9653,5761,8028,40,1948,0,1948,5854,4428,6919,8867,875,232.0,8803,104,566,8167,880,475,737,231.0,1379,1610,946,119.0,16601,267581,7541,10510,0,0,0,10832,10675,0.0,1807,16629,12.0
