Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttarakhand,"221,686","138,495","177,042","198,981","59,841","116,660","4,115","29,057","10,777","18,280","95,801","53,272","119,618","148,675","10,553","3,739","147,784","2,110","10,361","139,813",906,"8,651","5,394","1,160","18,482","19,642","83,227",0.0,"401,069","4,767,421","113,906","186,099","2,079","4,934","8,906","191,805","183,208","21,764","28,007","33,783",358.0
Almora,"11,099","6,484","7,698","8,473","4,412","5,480",115,"2,041","1,297",744,"5,290","3,983","5,756","7,797",291,357,"7,887",126,678,"7,735",900,414,341,301,"1,165","1,466","7,660",0.0,"40,424","477,445","6,760","8,876",110,109,168,"9,382","8,907",744,935,780,22.0
Bageshwar,"4,202","3,358","3,747","3,992",378,47,0,"1,252",961,291,"2,181","1,452","2,181","3,433",15,,"3,413",22,81,"3,375",894,271,271,143,652,795,"2,788",,"6,828","91,363","1,238","3,627",0,0,4,"4,213","4,213",577,78,325,1.0
Chamoli,"7,333","4,697","5,621","7,122",350,355,27,"1,747","1,250",497,"3,648","2,491","3,648","5,395",94,,"5,405",69,294,"5,320",944,190,169,99,"1,507","1,606","4,606",,"8,254","89,756","5,371","6,929",0,0,9,"6,939","6,616",2,596,564,17.0
Champawat,"4,778","2,635","3,898","4,413",971,"1,696",9,816,543,273,"2,150","1,330","2,150","2,966",0,,"2,917",64,127,"2,874",959,87,58,1,604,605,690,,"5,390","105,725",653,"4,113",15,13,15,"4,053","4,042",128,2,"1,329",24.0
Dehradun,"38,745","28,732","42,581","36,737","7,754","39,484","1,425","1,266",191,"1,075","18,518","6,031","23,760","25,026","3,905","1,542","24,829",427,"3,591","23,895",933,"2,439","1,537",137,"2,940","3,077","9,220",,"59,736","752,363","23,252","31,962",348,620,"1,147","34,025","26,896",241,"9,106","7,434",95.0
Garhwal,"12,746","6,340","10,731","9,487","8,773","7,366",338,"1,620",776,844,"8,267","5,923","8,674","10,294","1,038",,"10,267",199,725,"9,505",892,756,576,36,"1,407","1,443","4,171",,"26,913","357,750","8,081","11,249",47,95,239,"10,298","10,170",680,"5,857","9,607",28.0
Hardwar,"50,935","30,097","35,058","43,367","9,511","25,487","1,308","8,133","1,340","6,793","12,304","1,094","21,030","29,163",543,"1,195","28,908",347,"1,885","25,281",876,902,467,58,"1,405","1,463","9,695",,"53,412","718,288","19,951","39,660","1,175","2,730","4,994","42,756","42,675","14,500","1,468","1,443",104.0
Nainital,"19,011","12,177","15,585","17,844","4,221","3,842",193,"2,323","1,505",818,"12,812","7,830","14,529","16,852","3,536",412,"16,764",270,889,"16,378",918,"1,809",970,120,"1,665","1,785","9,063",,"38,219","418,457","11,803","16,332",56,153,345,"16,183","15,920",0,"6,863","7,664",20.0
Pithoragarh,"8,072","5,004","7,665","7,979","5,495",526,105,"1,619","1,469",150,"5,475","4,085","5,808","7,427",565,82,"7,379",97,430,"7,322",901,245,170,16,"1,557","1,573","8,091",,"27,597","267,735","6,647","7,927",0,0,0,"7,904","7,918",0,810,"2,135",28.0
Rudraprayag,"4,556","2,712","3,618","4,124","2,313","1,310",5,817,667,150,"1,919","1,929","1,919","2,736",11,,"2,709",33,255,"2,684","1,010",10,10,4,826,830,"2,810",,"11,339","165,516","4,236","3,732",46,120,209,"3,919","3,851",49,204,616,2.0
Tehri Garhwal,"11,380","5,498","8,177","10,701","4,607","5,718",41,"2,327",243,"2,084","3,850","3,818","4,008","6,335",2,90,"6,281",92,432,"5,432",915,379,236,3,"1,341","1,344","2,383",0.0,"23,696","311,574","4,350","9,366",28,47,116,"11,051","11,091","3,969",31,84,7.0
Udham Singh Nagar,"42,756","28,032","28,639","39,169","8,728","14,215",356,"4,110",485,"3,625","15,887","11,452","22,655","26,765",517,61,"26,631",261,692,"25,746",893,894,466,182,"2,374","2,556","19,985",0.0,"83,070","810,557","18,244","36,855",184,951,"1,510","35,549","35,376",96,"1,122",817,
Uttarkashi,"6,073","2,729","4,024","5,573","2,328","11,134",193,986,50,936,"3,500","1,854","3,500","4,486",36,,"4,394",103,282,"4,266",903,255,123,60,"1,039","1,099","2,065",,"16,191","200,892","3,320","5,471",70,96,150,"5,533","5,533",778,935,985,10.0
