Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_West Bengal,"1,733,561","1,334,773","1,479,027","1,433,763","1,566,831","1,100,755","4,481","169,732",46.0,"169,686","930,494","315,901","1,197,496","1,367,228","192,970","189,142","1,352,404","22,102","210,010","1,141,781",937,"75,629","20,922","4,261","186,011","190,272","200,346","4,112","9,660,198","24,245,825","1,198,702","1,476,268","10,053","40,938","128,942","1,403,660","1,375,410","25,643","257,310","366,985","16,718"
Alipurduar,"27,965","20,683","21,593","21,133","19,897","28,311",257,"2,783",1.0,"2,782","21,055","4,567","21,146","23,929","3,826",0,"23,527",572,"4,042","22,493",924,"2,696",970,82,"2,471","2,553","3,875",308,"194,530","544,434","23,143","28,705",29,406,"1,872","22,571","22,395",20,"4,452","3,286",170
Bankura,"58,746","51,484","49,359","51,324","47,645","39,987",566,"3,926",0.0,"3,926","42,849","16,403","49,914","53,840","8,059","4,524","53,545",751,"9,943","44,588",919,"3,316",263,129,"11,208","11,337","5,641",,"782,390","2,112,558","49,279","54,635",40,404,"2,526","54,014","53,528",699,"18,616","21,588",897
Barddhaman,"125,421","91,205","139,609","103,820","172,094","72,534",483,973,0.0,973,"73,157","21,053","137,679","138,652","13,614","51,602","136,083","2,688","25,782","133,782",858,"3,491","1,099",95,"24,688","24,783","28,957",339,"949,000","2,785,184","97,073","123,175","2,576","6,277","13,972","111,322","107,450","3,427","25,378","30,179","1,560"
Birbhum,"67,471","58,678","54,961","58,943","45,641","35,570",66,"7,164",0.0,"7,164","45,744","40,412","50,746","57,910","4,630","2,799","56,997",922,"9,111","53,979",966,"2,420",655,13,"10,858","10,871","3,889",0,"440,056","975,583","52,615","63,453",209,"2,171","6,745","58,008","56,929","1,226","7,292","5,347","1,197"
Dakshin Dinajpur,"28,349","24,042","29,131","28,897","29,876","22,126",57,"2,820",0.0,"2,820","20,654","3,688","20,944","23,764","2,773",288,"23,348",437,"4,184","20,400",951,"2,067","1,317",27,"3,520","3,547","5,081",,"254,067","535,045","22,584","24,781",0,304,"1,896","25,627","25,403","1,005","3,760","3,780",275
Darjiling,"28,440","20,397","27,039","23,328","26,001","17,904",310,853,7.0,846,"23,400","1,372","26,691","27,544","6,062","2,590","27,238",523,"3,687","23,405",931,"1,396",681,14,"2,327","2,341","4,787",,"74,370","438,686","31,215","32,265",931,"1,215","2,151","25,284","25,826",717,"11,729","19,151",237
Haora,"81,740","60,046","66,857","68,050","74,673","43,399",250,"2,682",0.0,"2,682","27,691",689,"44,628","47,310","6,551","11,418","47,112",441,"6,871","44,052",960,"2,593","1,257",157,"5,865","6,022","10,581",327,"824,722","2,195,160","44,830","59,110","1,901","3,193","6,475","62,897","61,719",531,"15,598","14,823",456
Hugli,"95,224","73,041","79,969","77,549","80,686","51,999",152,"1,324",2.0,"1,322","40,450","6,957","58,376","59,700","13,034","14,467","59,246",627,"9,318","53,052",956,"3,865",932,267,"14,993","15,260","13,122",146,"614,282","1,070,993","59,541","72,521",477,"1,717","4,863","72,683","71,254",485,"16,699","27,648",425
Jalpaiguri,"37,613","31,976","35,468","34,533","35,020","43,243",296,"2,170",0.0,"2,170","24,591","8,009","28,720","30,890","2,988","3,632","30,509",588,"5,694","29,532",947,"2,816","2,071",493,"4,024","4,517","7,998",0,"141,113","477,906","29,217","32,610",5,277,"1,961","35,102","34,695",13,"3,763","10,507",290
Koch Bihar,"53,168","42,422","45,297","47,697","41,864","49,581",164,"8,113",0.0,"8,113","32,450","1,616","40,428","48,541","4,848","7,110","48,058",768,"7,589","41,991",942,"2,732","1,015",21,"8,802","8,823","8,977",,"431,000","1,211,348","36,741","47,455",42,"1,008","4,485","49,413","48,360",110,"5,348","9,417",754
Kolkata,"135,760","55,600","95,880","49,002","186,370","13,057",884,,,,"78,570","5,788","87,080","87,080","37,699","6,003","86,286","2,029","19,052","57,724",929,"2,923","1,057","1,154","10,399","11,553","3,624","2,319","86,649","752,512","86,501","94,143",380,"2,019","4,592","41,960","38,933",60,,,"2,547"
Maldah,"105,582","82,698","85,833","95,600","93,529","63,754",160,"33,048",0.0,"33,048","54,002","34,751","62,974","96,022","5,931","7,483","94,723","1,902","14,417","85,466",945,"2,322","1,207",5,"9,109","9,114","3,710",2,"322,002","873,691","68,442","94,924",152,"2,879","11,200","88,868","84,256","8,075","8,080","11,509",677
