Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Karur,"12,742","12,695","13,412","14,017","12,105","39,896",248,0.0,0.0,0.0,"5,255",215,"10,947","10,947","1,664","4,134","10,949",46,"1,465","4,269",902,627,359,15,"3,430","3,445","5,841",460,"9,381","80,250","12,246","12,283",0,0,0,"12,696","12,330",0,"4,973","11,395",
Krishnagiri,"26,904","22,704","26,483","27,716","24,270","84,506",440,84.0,57.0,27.0,"17,789","2,865","24,471","24,555","3,721","3,662","24,423",188,"4,028","15,971",904,"1,758",399,26,"8,247","8,273","12,262",380,"26,043","138,460","24,827","24,836",0,0,0,"25,096","24,690",0,"9,413","37,162",41
Madurai,"50,384","47,829","48,534","50,223","44,925","118,142","4,955",0.0,0.0,0.0,"27,880","7,184","43,579","43,579","8,668","3,901","43,903",187,"5,444","19,807",890,"1,367","1,317",17,"12,874","12,891","16,523",900,"22,375","207,305","45,390","45,392",0,0,0,"46,828","44,181",0,"28,020","58,333",739
Nagapattinam,"21,133","20,403","26,627","18,911","18,430","54,082",472,4.0,4.0,0.0,"9,460",410,"16,092","16,096","4,546","3,583","16,100",75,"2,320","4,914",925,"1,547",520,9,"4,788","4,797","10,501",119,"19,865","212,543","18,770","18,741",0,0,0,"19,869","17,767",6,"9,080","71,876",14
Namakkal,"19,746","18,619","20,139","21,254","21,722","61,598",492,0.0,0.0,0.0,"8,825",310,"17,183","17,183","3,479","5,642","17,098",103,"2,876","7,972",878,"1,742",819,45,"6,352","6,397","8,760",17,"19,922","116,790","17,816","17,817",0,0,0,"18,556","18,255",8,"7,230","48,358",85
Nilgiris,"8,161","7,791","7,884","7,645","10,293","30,582",68,31.0,22.0,9.0,"3,022",116,"5,671","5,702",915,"1,017","5,682",25,"1,382","3,498",957,286,32,4,"1,885","1,889","3,140",229,"6,705","154,355","7,287","7,399",0,0,0,"8,166","7,506",174,"2,277","35,524",9
Perambalur,"8,723","8,070","8,677","8,958","8,381","27,190",288,0.0,0.0,0.0,"5,150",78,"7,801","7,801","2,152","1,622","7,735",66,"1,158","3,961",904,382,144,0,"2,008","2,008","4,763",0,"9,364","45,955","7,624","7,624",0,0,0,"8,351","8,314",0,"4,968","23,031",107
Pudukkottai,"25,410","23,082","25,180","25,360","24,526","62,137",878,0.0,0.0,0.0,"13,531",383,"20,640","20,640","3,963","3,397","20,566",121,"2,674","13,191",897,"1,673",504,15,"5,231","5,246","8,411",106,"14,864","205,840","23,095","23,163",0,0,0,"24,218","23,896",95,"8,754","33,817",29
Ramanathapuram,"19,680","18,952","15,066","19,185","19,725","82,639",465,0.0,0.0,0.0,"10,841","1,279","17,796","17,796","4,971","3,373","17,750",76,"2,223","9,420",951,882,422,16,"6,131","6,147","9,524",163,"17,520","194,439","17,042","17,047",0,0,0,"17,526","16,906",0,"12,641","37,379",53
Salem,"54,351","50,114","50,865","55,021","43,641","117,054","1,468",1.0,1.0,0.0,"22,933",764,"43,858","43,859","6,141","10,474","43,606",355,"5,093","25,604",906,"3,420",905,26,"12,109","12,135","13,103",48,"22,535","203,222","49,141","49,466",0,0,0,"51,125","49,199",95,"7,188","40,821",31
Sivaganga,"19,855","19,592","19,735","19,855","19,434","75,333","1,522",0.0,0.0,0.0,"11,211",593,"16,545","16,545","3,848","3,618","16,534",68,"1,956","9,538",938,"1,214",340,36,"6,255","6,291","7,101",105,"11,349","148,832","16,969","17,089",0,0,0,"18,630","17,179",1,"8,682","19,829",53
Thanjavur,"34,512","33,610","43,715","35,401","27,570","112,320","2,003",2.0,0.0,2.0,"25,040",166,"41,298","41,300","8,798","10,032","41,410",87,"9,431","19,270",942,"3,203","1,339",58,"10,895","10,953","21,358",199,"21,786","187,298","30,315","30,319",0,0,0,"31,074","30,258",2,"21,486","85,359",4
Theni,"17,226","14,300","18,139","16,245","17,408","76,305","1,400",2.0,2.0,0.0,"13,144",13,"15,901","15,903","5,469","1,505","16,093",77,"3,283","8,929",943,"1,459",481,42,"5,460","5,502","6,030",255,"6,824","168,700","14,919","14,985",0,0,0,"15,680","14,654",0,"12,994","48,381",153
Thiruvallur,"38,076","36,115","41,856","38,275","44,924","115,986",831,0.0,0.0,0.0,"18,324",533,"25,884","25,884","5,026","3,570","25,935",107,"3,234","17,242",958,"2,211",631,60,"9,300","9,360","11,104",155,"28,607","250,275","34,853","34,886",0,0,0,"37,491","35,621",0,"12,132","52,702",28
Thiruvarur,"17,699","17,070","17,302","18,269","20,089","103,374","1,469",0.0,0.0,0.0,"10,953",138,"16,518","16,518","4,927","3,896","16,462",56,"3,188","7,695",955,"1,948",552,16,"4,904","4,920","11,302",0,"20,088","253,740","16,565","16,597",0,0,0,"17,141","16,111",0,"12,794","41,023",109
Tiruchirappalli,"40,213","37,613","44,631","41,428","34,612","111,714","7,740",2.0,0.0,2.0,"20,161","4,863","34,320","34,322","6,582","8,169","34,198",129,"3,288","18,330",954,"3,888","1,090",53,"10,566","10,619","14,407","1,338","24,079","221,819","32,217","32,448",0,0,0,"36,933","33,380",0,"17,441","46,275",205
Tirunelveli,"40,881","38,987","39,375","40,379","35,864","78,346",658,0.0,0.0,0.0,"16,632",97,"42,178","42,178","6,661","15,187","42,068",252,"4,222","16,589",964,"1,002",676,32,"13,487","13,519","11,077",969,"16,435","120,688","40,558","40,670",0,0,0,"37,850","35,308",474,"20,626","29,694",187
Tirupur,"32,723","32,116","32,412","31,952","28,223","68,980",308,8.0,2.0,6.0,"12,018",226,"22,796","22,804","5,435","5,336","22,714",186,"2,317","11,703",938,"1,891",204,26,"7,588","7,614","8,532",186,"9,889","155,093","29,856","29,863",0,0,0,"30,166","30,166",13,"11,813","56,133",145
Tiruvanamalai,"38,986","37,753","39,119","39,143","40,874","88,676",657,89.0,3.0,86.0,"22,429",788,"27,335","27,424","3,630","1,228","27,316",273,"3,792","22,574",922,"3,242","1,048",58,"9,347","9,405","12,184",0,"19,186","203,487","34,302","34,373",0,0,0,"37,418","36,154",3,"11,803","49,431",159
Toothukudi,"25,879","23,294","22,635","24,803","18,787","72,902","1,224",0.0,0.0,0.0,"13,952","1,315","24,082","24,082","6,191","6,484","24,174",107,"2,746","9,137",974,696,532,39,"8,063","8,102","10,727",893,"23,357","122,686","21,595","21,648",0,0,0,"22,151","21,157",0,"13,920","76,438",157
Vellore,"57,653","53,561","58,078","59,435","52,998","153,436","1,447",15.0,9.0,6.0,"37,551","1,254","54,317","54,332","10,944","9,818","54,477",290,"8,051","32,370",958,"5,394","1,361",31,"19,276","19,307","24,786",563,"22,252","270,530","51,484","51,436",0,0,0,"53,101","50,733",1,"26,706","124,335",296
Viluppuram,"56,464","52,180","56,887","54,895","55,145","146,986","1,820",1.0,0.0,1.0,"31,310",833,"37,559","37,560","6,398","2,100","37,325",382,"5,875","29,033",930,"5,715","1,256",8,"11,017","11,025","17,842",0,"44,850","295,223","49,994","49,896",0,0,0,"53,913","53,289",0,"17,108","90,654",437
Virudhunagar,"23,115","22,813","24,144","24,720","23,751","93,705","2,122",2.0,1.0,1.0,"15,356",264,"25,505","25,507","7,397","5,138","25,511",152,"3,034","9,981",975,"1,265",481,50,"9,900","9,950","9,972",935,"18,379","234,087","21,846","21,856",0,0,0,"21,624","20,937",23,"12,756","33,748",126
