Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttar Pradesh,"5,674,931","2,764,731","3,861,705","4,711,794","4,874,026","2,000,245","97,498","861,819","196,486","665,333","2,411,253","1,591,030","3,013,828","3,875,647","76,964","50,054","4,000,710","50,774","333,571","3,570,468",902,"44,234","42,231","6,003","224,981","230,984","1,055,490","12,592","4,316,418","47,166,592","2,511,487","5,007,961","3,863,770","4,194,748","4,399,344","4,597,328","4,659,866","6,892","407,424","416,997","2,052"
Agra,"146,434","78,639","102,814","107,719","144,218","54,840","4,455","13,185","5,415","7,770","46,377","20,309","46,377","59,562","2,566",0,"95,820","1,274","6,091","88,989",842,"2,406",864,69,"6,636","6,705","46,614",0,"148,996","1,582,284","57,337","127,795","100,487","111,295","117,611","121,422","129,096",36,"5,807","4,763",11
Aligarh,"92,600","53,037","56,904","84,077","65,924","38,149","2,816","19,324","2,853","16,471","39,608","34,520","61,348","80,672",326,"7,475","80,448",269,"11,456","72,722",814,767,"1,739",57,"2,179","2,236","18,408",319,"62,634","668,972","43,581","91,149","66,498","73,447","79,813","84,127","84,354",0,"3,707","3,047",6
Allahabad,"151,511","77,687","96,667","147,471","127,775","46,561","3,743","16,885","3,537","13,348","63,779","58,162","71,731","88,616","1,815","1,711","88,080",632,"6,223","79,899",894,"1,014",544,405,"12,650","13,055","23,848","2,342","83,041","512,784","58,488","148,916","131,416","137,279","136,986","138,862","133,400",76,"11,225","9,712",70
Ambedkar Nagar,"48,600","19,654","36,292","45,016","46,653","11,332",709,"10,904","3,634","7,270","26,045","20,874","32,174","43,078",634,0,"42,659",503,"2,570","39,861",955,365,37,2,"1,704","1,706","9,266",0,"56,296","605,261","22,672","47,975","34,134","38,340","42,593","44,762","43,670",0,"2,336","2,760",48
Auraiya,"34,450","19,388","25,920","31,676","30,708","6,929",48,"4,865",471,"4,394","16,378","16,523","16,727","21,592",0,0,"21,466",139,873,"20,357",906,121,7,188,728,916,"11,088",0,"43,771","701,778","12,331","32,563","24,424","28,603","27,665","28,811","29,497",514,366,18,3
Azamgarh,"185,823","128,670","130,861","135,926","166,980","27,879",714,"12,653","4,910","7,743","60,882","41,417","123,359","136,012","1,009",0,"135,764",869,"15,045","128,928",914,277,60,5,"7,696","7,701","13,299",622,"54,980","966,729","91,851","150,528","132,827","132,955","132,298","132,061","131,727",406,"12,340","3,716",2
Bagpat,"30,511","19,714","22,142","26,237","28,799","10,119",968,"5,136",1,"5,135","12,334","1,364","29,861","34,997",216,0,"34,803",230,"2,195","33,051",903,272,47,3,662,665,"6,297",0,"35,604","368,667","17,976","28,819","21,396","25,050","27,387","28,860","28,858",0,438,"1,295",
Bahraich,"120,338","33,359","64,433","87,171","124,075","27,395",900,"22,613","3,547","19,066","53,092","41,379","54,745","77,358","2,027",617,"79,005","2,488","5,312","64,082",881,519,"1,023",69,"1,889","1,958","5,787",63,"17,209","65,506","40,091","99,257","71,092","70,676","69,413","71,234","73,490",65,"5,575","7,025",17
Ballia,"81,305","41,322","58,941","67,434","63,894","20,948",951,"17,912","6,817","11,095","41,494","9,056","41,709","59,621",305,118,"60,220",265,"3,066","57,275",868,213,0,46,"2,943","2,989","11,485",8,"46,650","729,413","22,979","69,437","62,231","67,145","68,557","68,265","61,339",32,"3,656","5,591",2
Balrampur,"70,901","24,039","45,826","53,791","49,465","19,508",932,"24,815","2,847","21,968","28,008","23,822","30,466","55,281",327,414,"54,248",986,"3,378","47,177",916,96,93,6,769,775,"10,575",0,"50,338","679,311","27,330","55,243","43,462","43,744","41,838","45,053","42,826",97,"2,436",359,35
Banda,"52,364","22,425","28,291","41,491","44,985","31,761","1,769","2,835",452,"2,383","32,372","30,868","32,784","35,619",0,391,"35,562",737,"6,060","34,520",903,267,130,0,"2,915","2,915","8,147",35,"63,447","631,742","29,008","40,132","34,051","36,146","38,251","38,945","39,209",57,"2,649","3,723",7
Barabanki,"98,033","40,704","62,234","81,769","67,187","58,235","2,712","7,469","2,645","4,824","47,005","34,756","54,366","61,835","3,127",598,"66,508","1,104","4,899","56,646",899,982,497,87,"3,814","3,901","21,329",124,"89,714","1,123,119","29,577","82,561","61,360","69,766","71,388","73,778","71,146",0,"5,496","7,147",54
Bareilly,"129,824","109,319","87,113","128,709","137,530","43,440","1,484","24,591","2,502","22,089","35,043","9,407","75,249","99,840","1,029","6,846","99,667",715,"7,251","94,323",892,416,346,967,"5,199","6,166","30,437",782,"86,301","1,240,172","59,621","125,576","106,343","115,295","120,415","116,598","111,435",4,"7,488","4,477",
