Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Basti,"94,163","47,078","56,268","58,538","54,224","26,913",341,"7,050",140,"6,910","38,463","35,986","38,800","45,850","1,775",730,"46,582",569,"5,127","45,345",928,96,107,9,"1,571","1,580","15,910",14,"68,989","769,355","32,070","61,699","42,119","45,833","51,392","53,370","51,689",13,"7,939","2,962",107
Bijnor,"98,225","43,073","69,480","78,786","81,746","23,565","1,346","21,442","14,772","6,670","23,950","18,963","51,837","73,279","1,334",0,"88,539","1,081","6,796","71,156",894,"2,091",323,56,"1,692","1,748","27,357",0,"100,000","1,307,734","39,345","82,774","65,180","69,788","73,394","76,464","70,712",0,"6,801","1,471",29
Budaun,"94,932","51,576","56,959","78,081","67,792","14,664","2,198","16,653","2,800","13,853","45,330","22,705","46,139","62,792",443,,"62,185",667,"7,328","55,789",926,"2,309","2,207",121,"1,372","1,493","7,699",,"34,178","340,192","46,282","83,747","65,174","69,050","68,805","71,450","68,499",3,453,"4,142",3
Bulandshahar,"95,381","45,017","61,848","84,599","73,010","31,912","1,098","16,371","8,722","7,649","39,177","20,256","39,303","55,674",493,62,"55,202",446,"7,588","51,862",864,867,"1,151",16,"3,604","3,620","42,622",1,"130,355","2,111,221","46,620","94,626","71,264","80,643","85,048","91,501","88,063",0,"6,627","8,196",2
C S M Nagar,"44,726","24,446","34,122","40,989","7,534","7,273",328,"2,483","1,435","1,048","24,175","8,129","24,385","26,868",18,,"30,964",588,"1,354","29,090",937,25,35,1,"1,957","1,958","12,566",,"27,752","180,541","19,407","40,898","32,810","35,272","36,207","37,535","57,479",14,115,521,15
Chandauli,"48,887","22,188","29,312","38,598","51,206","13,986",302,"6,750","2,922","3,828","23,094","15,852","23,280","30,030",101,69,"32,511",299,"2,055","31,151",916,41,39,48,"5,693","5,741","4,676",0,"37,774","443,027","18,007","43,986","35,904","39,379","42,906","43,537","41,433",68,"7,005","3,550",18
Chitrakoot,"24,250","8,467","17,642","22,081","22,137","14,992",80,"1,577",446,"1,131","19,357","15,498","19,500","21,077",0,,"20,811",288,"2,921","20,551",936,108,9,11,"3,429","3,440","4,347",,"64,775","429,427","15,845","23,878","18,710","20,492","22,134","21,755","21,739",244,"3,085","3,539",5
Deoria,"83,248","43,865","60,284","72,900","95,881","19,613",105,"2,878","1,362","1,516","43,860","13,320","48,703","51,581","1,231",921,"53,502",586,"4,240","49,471",920,225,211,15,"2,898","2,913","28,397",0,"47,755","572,545","26,821","76,466","57,650","63,383","69,024","81,989","78,058",53,"4,747","3,227",
Etah,"52,814","26,054","32,488","46,123","63,849","18,639",731,"13,723",751,"12,972","14,351","5,864","16,604","30,327",186,206,"32,591",407,"1,906","24,692",897,461,118,65,599,664,"6,408",,"47,903","434,352","19,205","45,315","36,029","38,972","40,388","42,058","40,008",8,212,"1,707",92
Etawah,"49,082","15,914","27,038","38,940","40,247","24,673","1,552",692,184,508,"28,093","23,108","32,968","33,660","2,219",845,"33,389",310,"2,282","32,924",902,384,225,6,"1,809","1,815","13,556",27,"44,570","753,105","31,118","40,880","29,794","32,564","34,492","34,702","33,741",404,"1,958","6,692",
Faizabad,"63,173","21,982","43,890","56,061","48,450","25,997",723,"3,080",23,"3,057","33,740","27,527","39,785","42,865","1,352","2,940","42,935",654,"2,538","40,617",938,314,25,6,"1,363","1,369","10,106",0,"48,813","328,912","26,040","56,891","42,898","48,687","52,977","54,099","53,857",0,"5,190","6,558",87
Farrukhabad,"58,914","25,675","39,112","47,905","50,050","29,424","2,437","8,305",403,"7,902","18,193","12,658","30,765","39,070",278,176,"39,130",474,"1,313","24,526",880,916,708,0,985,985,"11,317",22,"63,098","804,062","27,288","54,824","42,342","43,314","43,838","44,512","61,452",47,"1,175","5,002",
Fatehpur,"76,315","42,808","60,638","65,392","60,166","42,522","1,513","13,649","1,633","12,016","32,858","30,220","33,918","47,567",806,370,"47,411",487,"5,822","44,499",892,19,401,0,"2,036","2,036","6,670",4,"40,997","245,706","35,516","65,085","50,379","54,709","58,553","60,831","59,199",3,"2,477","3,146",4
Firozabad,"81,794","45,349","58,430","63,555","82,198","33,452","2,501","5,942","1,220","4,722","29,950","9,676","37,695","43,637",123,0,"48,320",393,"5,658","39,331",890,"2,112","1,670",15,"3,409","3,424","23,860",51,"109,565","911,655","38,723","66,979","51,360","53,376","55,417","59,545","50,095",0,"3,021","8,211",29
Gautam Buddha Nagar,"54,287","38,084","34,466","39,378","49,155","13,341","1,166","4,483",171,"4,312","12,469","9,342","30,546","35,029",629,"6,582","35,544",260,"6,580","30,351",873,4,346,38,"2,665","2,703","11,278",220,"31,090","532,372","26,199","48,979","43,509","44,261","45,825","47,864","44,676",0,"5,762","6,488",
Ghaziabad,"93,966","53,722","74,838","77,437","62,397","27,670","3,653","13,814","9,106","4,708","19,940","6,724","82,808","96,622","1,364","1,874","100,767",448,"4,139","95,376",977,945,840,52,"3,157","3,209","13,309","3,868","31,368","269,592","49,221","85,965","60,059","69,175","74,180","92,380","89,573","2,087","8,515","8,960",39
Ghazipur,"89,158","47,803","70,180","81,926","116,637","5,576",200,"17,045","7,828","9,217","42,211","27,636","42,290","59,335",650,752,"65,442",540,"5,350","62,539",898,396,315,"1,039","4,201","5,240","15,262",0,"37,594","225,235","30,222","83,092","68,402","74,922","76,842","74,136","96,193",14,"1,336","4,402",8
Gonda,"117,992","34,346","61,929","93,597","64,984","34,069","1,010","23,708","3,098","20,610","45,177","40,492","48,529","72,237","1,357","1,684","72,965","1,192","4,978","61,089",904,294,102,0,"1,849","1,849","22,212",711,"61,523","447,096","37,185","103,777","70,621","77,682","79,636","76,825","94,895",475,"3,478","4,768",22
Gorakhpur,"126,649","68,026","90,869","107,672","110,455","8,774",456,"7,979","3,116","4,863","50,680","33,713","50,680","58,659","1,257",,"74,014",607,"4,036","59,159",920,68,780,216,"6,369","6,585","20,361",,"102,368","429,101","48,408","110,385","85,667","95,386","99,063","100,070","113,318",3,"4,175","5,424",
Hamirpur,"31,739","16,586","24,134","25,152","27,914","7,739",50,"1,482","1,288",194,"23,618","20,506","23,618","25,100",293,0,"23,724",559,"1,633","22,981",818,518,"1,663",13,"1,487","1,500","4,831",0,"58,613","764,091","19,917","21,020","21,178","23,746","23,897","24,022","22,957",0,989,"4,908",
Hapur,"27,492","14,563","20,136","22,556","23,741","12,836",222,"5,643","1,870","3,773","6,873","5,141","6,873","12,516",4,,"21,912",242,"1,871","19,071",857,248,204,27,"1,183","1,210","3,266",,"35,200","387,711","11,417","24,038","17,642","19,065","20,279","22,369","20,950",61,25,106,36
Hardoi,"118,898","47,191","79,474","104,034","98,855","60,150","1,190","29,866","5,025","24,841","51,194","34,424","57,076","86,942",213,54,"81,150","1,568","7,513","76,810",902,367,166,23,"2,922","2,945","23,019",2,"62,573","905,745","62,295","104,261","78,582","85,119","89,595","96,190","90,024",12,"3,195","9,281",154
Hathras,"50,132","32,422","37,685","45,214","44,357","27,837",961,"19,719","2,679","17,040","20,064","18,923","23,314","43,033",121,"1,831","43,995",226,"6,265","42,655",884,"1,563","1,268",13,"1,109","1,122","15,201",0,"37,470","817,710","23,123","41,618","31,443","32,988","38,240","40,157","38,706",0,825,"3,560",
Jalaun,"41,814","20,313","35,138","39,741","37,774","25,587",546,"3,477","2,401","1,076","19,909","14,746","22,461","25,938",159,"1,059","25,664",372,"2,357","25,187",884,"1,023",572,2,"3,720","3,722","11,777",24,"66,918","745,700","25,030","36,631","30,719","33,786","36,369","37,803","38,327",330,"2,510","4,755",26
Jaunpur,"124,925","74,471","95,905","124,153","103,765","23,037",658,"39,685",0,"39,685","53,530","35,884","84,163","123,848","1,013",0,"92,101",628,"4,373","76,959",908,82,207,6,"8,224","8,230","24,249",,"38,146","696,807","54,019","125,501","90,824","100,156","116,551","118,226","111,198",0,"2,667","3,056",
Jhansi,"55,799","25,310","34,636","46,608","46,495","15,948","1,727","1,786",678,"1,108","28,224","7,129","41,468","43,254","1,938","1,817","43,078",400,"7,442","40,840",900,875,"1,765",30,"6,790","6,820","21,084",4,"63,904","783,112","26,755","48,223","33,936","36,979","42,099","45,814","43,756",2,"8,047","35,493",29
Jyotiba Phule Nagar,"51,058","27,828","33,172","36,200","26,573","13,505",517,"10,291","2,103","8,188","15,133","7,553","17,644","27,935",5,72,"27,763",311,"2,703","23,525",924,41,0,0,0,0,"5,595",0,"39,393","188,322","20,722","43,989","30,787","33,297","34,001","37,972","37,686",0,159,52,19
Kannauj,"45,540","14,779","22,360","37,992","41,513","27,524",637,"5,563",37,"5,526","20,338","13,085","33,417","38,980",43,"1,478","33,766",429,"2,541","28,446",922,232,41,10,816,826,"10,823",312,"45,686","667,781","17,065","40,499","31,422","32,365","33,312","33,342","33,565",0,"1,331","1,174",5
Kanpur Dehat,"49,101","15,466","30,768","34,577","37,983","25,962","3,677","5,449",123,"5,326","21,240","10,287","21,240","26,689",177,0,"26,445",319,"1,948","26,057",883,"1,256",446,0,"1,076","1,076","13,584",0,"84,702","785,114","19,242","36,983","24,700","28,894","30,260","31,362","32,757",0,593,"12,220",38
Kanpur Nagar,"130,603","57,067","98,347","126,226","78,710","57,001","2,392","3,654",382,"3,272","66,711","30,838","77,001","80,655","3,447",0,"80,877",913,"6,810","38,424",920,579,898,108,"3,158","3,266","32,898",0,"99,826","1,614,908","66,876","129,406","102,259","113,572","117,088","120,312","121,109",35,"12,516","21,205",2
Kashi Ram Nagar,"34,876","12,928","18,834","29,973","19,369","19,205",546,"5,598",283,"5,315","18,282","12,759","19,972","25,570",0,301,"24,790",494,"1,856","21,617",918,176,2,0,956,956,"4,863",71,"17,968","230,043","18,030","34,321","25,487","25,337","25,059","27,056","24,378",0,0,185,12
Kaushambi,"48,642","15,869","32,802","42,128","50,585","11,669",323,"3,574","1,034","2,540","30,221","18,642","33,090","36,664",173,794,"36,354",633,"3,960","30,905",921,203,124,10,"2,919","2,929","5,677",61,"41,001","431,165","24,943","44,568","32,792","34,921","35,958","37,635","35,852",68,"1,636","1,977",25
Kushinagar,"93,494","49,029","60,303","75,983","47,437","8,253",136,"14,396","7,017","7,379","40,503","22,827","41,209","55,605",870,0,"67,319",690,"4,970","58,256",938,123,0,205,628,833,"5,995",0,"11,187","127,963","21,782","86,639","66,365","73,351","73,173","83,332","77,080",18,843,389,
Lakhimpur Kheri,"107,871","43,444","64,572","98,677","83,656","49,327","7,070","19,177","5,880","13,297","57,949","34,776","61,289","80,466",549,986,"79,793","1,168","9,223","73,988",942,922,720,20,"5,142","5,162","8,044",0,"20,675","285,996","43,251","91,176","69,290","78,601","82,579","85,063","83,806",5,"2,316","9,647",8
Lalitpur,"40,946","23,446","35,559","37,831","37,710","13,475",449,"1,614",827,787,"26,323","6,773","28,013","29,627",636,662,"29,302",467,"3,940","29,019",901,164,134,21,"9,592","9,613","13,155",0,"25,182","502,627","32,534","39,803","29,087","33,346","36,048","35,202","34,816",0,"13,233","5,388",95
Lucknow,"165,306","95,002","120,274","122,646","356,743","111,421","4,772","2,785","1,663","1,122","52,698","26,237","52,698","55,483","12,665",0,"62,275","2,118","10,688","57,258",899,"2,662","2,658",114,"4,344","4,458","16,016",0,"128,033","640,208","87,896","141,864","106,187","113,808","122,298","127,124","158,511",188,"42,021","37,552",206
Maharajganj,"65,886","23,125","46,553","56,898","41,706","29,962",182,"8,262",435,"7,827","37,327","22,384","42,027","50,289",99,266,"49,692",632,"2,930","46,721",904,75,1,43,"5,890","5,933","19,177",,"47,264","472,969","28,214","63,448","45,816","50,782","53,492","58,321","53,471",33,173,"1,036",12
Mahoba,"22,839","9,365","19,393","20,591","21,655","10,121",164,280,22,258,"13,201","4,027","13,201","13,481",271,0,"13,770",71,"1,597","13,684",873,212,192,1,"2,807","2,808","6,312",0,"15,819","158,567","13,221","18,289","15,697","17,410","18,844","20,585","42,673",21,"3,475","5,164",9
Mainpuri,"57,446","39,655","45,096","47,838","54,696","16,180",243,"12,780","9,068","3,712","20,539","17,070","22,059","34,839",11,51,"34,988",333,"1,582","34,681",840,219,626,0,"1,355","1,355","23,096",0,"50,277","1,059,395","25,552","44,121","36,260","40,097","43,380","49,327","47,851",47,"29,174","3,301",
Mathura,"65,294","28,032","54,517","56,320","57,386","31,791","2,072","17,150","2,231","14,919","21,734","17,378","23,554","40,704",350,0,"38,593",127,"3,858","36,308",913,223,"1,229","1,147","3,422","4,569","8,804",0,"57,985","868,869","29,676","64,539","50,689","55,858","57,907","62,095","63,534",16,"4,656","2,542",11
Maunathbhanjan,"60,867","17,355","45,464","54,146","82,618","5,421",104,"4,214","2,878","1,336","27,736","27,029","40,055","44,269",44,0,"31,380",363,"1,933","29,109",949,8,55,30,"1,505","1,535","13,191",50,"47,299","550,129","24,008","54,946","46,698","50,532","53,971","54,496","54,543",0,"2,165","1,922",
Meerut,"110,622","53,824","71,671","77,322","95,776","35,380","1,695","8,835",472,"8,363","23,189","15,034","42,116","50,951","2,943","2,833","51,572","1,691","4,013","46,584",878,"1,180",634,221,"4,359","4,580","11,954",956,"74,591","608,679","39,545","97,567","77,718","86,700","86,916","86,155","91,436",63,"21,941","24,395",101
Mirzapur,"69,480","28,447","44,341","61,300","31,327","26,131",935,"16,820","1,059","15,761","38,139","16,685","43,463","60,283","1,862",0,"58,356",906,"4,046","53,530",913,590,104,3,"4,978","4,981","19,674",80,"46,698","517,672","31,557","61,419","51,797","54,665","57,089","57,775","51,106",9,"8,598","5,483",12
Moradabad,"74,532","38,787","52,900","61,149","72,416","27,073",322,"28,775","10,423","18,352","21,052","16,628","31,520","60,295","1,698",0,"60,085","1,007","4,400","48,081",905,574,252,16,845,861,"8,611",0,"128,042","712,837","38,160","68,727","48,572","54,051","57,751","62,752","77,874",0,"28,360","5,910",124
Muzaffarnagar,"63,217","30,788","54,117","58,214","57,902","39,133","2,189","15,254","5,472","9,782","24,571","19,122","80,762","96,016","3,754",778,"95,104",976,"12,477","65,405",909,"2,235","1,253",26,"2,587","2,613","11,700",12,"50,266","652,470","50,515","69,716","51,075","54,975","58,589","61,758","59,773",342,"8,340","1,182",22
Pilibhit,"49,904","28,297","34,064","40,928","44,351","38,062","1,215","8,734",135,"8,599","18,716","9,673","40,776","49,510",304,200,"46,371",490,"2,178","29,220","1,061",426,282,1,"1,828","1,829","6,936",0,"64,990","849,961","26,603","43,510","32,144","36,697","39,656","46,114","43,769",11,"2,065","2,528",
Pratapgarh,"70,036","41,208","56,202","59,314","64,836","39,857","1,841","8,213","4,072","4,141","41,793","32,325","42,579","50,792","1,542",0,"51,504",666,"3,039","47,608",914,444,946,102,"4,657","4,759","11,755",0,"111,296","397,265","34,308","61,089","47,915","51,043","51,807","54,795","50,083",102,"5,588","5,839",26
Rae Bareli,"69,999","27,479","52,027","60,866","62,691","36,659","1,402","3,135","1,445","1,690","41,557","24,486","47,020","50,155","1,878",,"52,011","1,133","4,025","44,235",935,664,"1,260",3,"2,578","2,581","12,842",,"73,926","690,435","36,799","60,931","48,916","54,916","57,292","60,217","73,366",104,"4,711","6,684",3
Rampur,"83,560","38,420","57,374","53,712","63,023","27,335","1,306","16,122",0,"16,122","24,068","18,011","27,656","43,778","1,014",188,"43,312",609,"2,547","38,078",868,147,0,1,"1,047","1,048","10,913",6,"50,120","608,695","29,119","54,892","37,203","41,414","41,982","54,603","47,494",0,"1,757","3,236",3
Saharanpur,"89,304","41,286","52,770","73,270","80,359","51,487","1,676","15,916","1,616","14,300","30,172","22,941","45,976","61,892","3,564",34,"61,116","1,351","4,876","59,490",906,"1,561","1,131",29,"1,829","1,858","13,998",0,"53,377","686,228","44,770","93,842","62,813","68,355","85,428","86,612","88,115",0,"7,769","5,815",48
Sambhal,"68,583","45,007","52,057","49,588","50,786","11,748",764,"26,220","5,073","21,147","26,289","18,659","26,289","52,509",0,,"53,485",702,"7,521","48,931",918,297,0,6,46,52,"6,140",,"48,115","537,498","28,747","60,142","45,767","47,659","46,500","48,501","42,955",0,0,"1,865",
Sant Kabir Nagar,"46,777","17,751","28,825","38,890","42,731","18,882",218,"6,640",359,"6,281","30,725","27,324","31,897","38,537",317,565,"37,867",575,"2,184","35,728",926,335,119,5,"1,714","1,719","6,590",,"39,662","363,106","14,903","42,051","30,874","34,227","34,388","35,820","35,561",0,362,912,20
Sant Ravidas Nagar,"43,428","19,784","23,793","34,833","34,774","11,198",156,"3,582","2,156","1,426","20,779","20,093","20,779","24,361",208,0,"25,396",304,"1,190","24,470",889,48,19,0,"2,566","2,566","8,671",0,"51,034","737,261","11,606","36,000","28,040","30,590","32,078","34,355","33,176",0,"4,699","4,014",40
Shahjahanpur,"84,158","34,648","55,321","71,350","46,112","21,148",769,"22,708","3,020","19,688","29,775","11,589","35,933","58,641",96,0,"51,430",979,"3,735","49,453",882,485,154,4,"2,308","2,312","14,402",797,"22,845","158,621","33,346","72,386","53,949","59,182","62,415","66,069","65,490",0,"1,499","3,479",5
Shamli,"34,894","14,942","21,530","28,060","30,632","11,018",810,"7,056",3,"7,053","11,442","4,055","26,199","33,255",45,,"32,944",359,"2,763","32,142",882,325,20,5,727,732,"7,169",,"45,230","255,395","18,532","33,851","24,909","27,112","30,336","31,027","30,779",51,27,"1,125",50
Shrawasti,"45,068","17,541","24,371","32,807","37,186","17,680","1,381","5,414",31,"5,383","27,398","24,004","28,611","34,025",24,0,"31,918","1,122","1,650","27,223",922,172,387,1,805,806,"4,613",0,"51,461","507,596","20,862","38,563","23,518","24,857","25,735","30,066","27,507",0,"10,267","1,238",23
Siddharth Nagar,"72,369","28,218","55,244","58,752","23,052","6,437",274,"29,484",353,"29,131","31,268","28,790","32,688","62,172",221,651,"61,642",531,"1,396","59,146",873,215,450,10,"1,519","1,529","11,092",0,"34,343","318,590","41,021","67,360","56,896","58,077","57,675","59,316","60,699",0,"1,238","1,826",
Sitapur,"145,001","64,339","99,239","113,083","122,329","39,215","2,864","28,669","5,461","23,208","74,015","49,404","74,911","103,580",638,26,"102,844","1,003","6,205","98,180",873,726,"2,427",7,"5,675","5,682","12,456",33,"56,947","837,760","73,575","105,771","89,676","96,547","96,304","98,641","102,677",56,"5,573","9,823",69
Sonbhadra,"60,330","23,509","32,100","42,076","36,980","12,778",265,"13,286","4,057","9,229","24,240","17,144","25,865","39,151",14,27,"39,012",638,"3,379","32,504",922,744,0,26,"2,795","2,821","5,605",6,"41,340","247,578","14,859","45,269","34,683","38,805","42,024","43,082","39,971",471,511,890,53
Sultanpur,"54,262","30,606","36,080","47,194","60,027","26,076","1,162","1,548",690,858,"37,364","28,406","40,046","41,594","1,420",,"41,559",407,"2,879","36,782",914,"1,000",0,13,"1,631","1,644","25,769",,"88,969","1,187,384","26,208","48,837","37,039","40,361","42,043","44,702","45,208",50,"4,084","3,831",16
Unnav,"77,042","34,131","48,094","68,172","32,938","37,746",762,"5,587","1,236","4,351","38,417","33,572","38,417","44,004","1,328",,"43,221","1,232","6,588","40,768",946,353,"4,188",9,"2,449","2,458","21,250",872,"81,789","754,201","39,410","64,972","52,305","57,091","62,070","62,703","59,105",0,"7,839","8,706",25
Varanasi,"81,147","29,043","56,232","64,385","62,246","47,100","2,913","2,565","1,666",899,"35,452","24,541","35,452","38,017","2,016",0,"114,176",523,"4,057","113,061",845,552,635,74,"8,551","8,625","18,200",93,"36,808","441,460","35,110","74,986","50,509","56,785","62,530","67,059","71,446",74,"12,057","10,704",10
