Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Rajasthan,"1,882,429","1,141,922","1,311,121","1,549,229","1,599,349","1,099,376","47,946","52,489","29,898","22,591","1,016,463","102,289","1,343,037","1,395,526","74,184","58,954","1,389,258","25,696","332,802","1,267,145",929,"33,378","13,305","4,706","280,513","285,219","431,899","11,430","4,818,892","50,550,962","1,005,367","1,507,466","14,679","16,011","18,673","1,378,921","1,358,602",272,"234,169","503,349","18,271"
Ajmer,"72,891","40,418","46,150","55,636","71,054","60,557","4,774",611,84,527,"46,682","3,572","54,117","54,728","6,674","1,152","54,054","1,461","14,509","47,706",932,"1,534",304,188,"12,078","12,266","13,147",916,"215,947","1,898,241","45,103","58,758",423,353,326,"53,349","51,035",0,"11,156","28,719",673
Alwar,"97,407","51,944","58,364","77,072","63,247","38,761","1,415","4,057","1,530","2,527","49,782","1,134","63,557","67,614","2,799","2,749","68,042","1,290","17,903","58,462",912,"1,885",361,322,"14,847","15,169","20,911","1,221","251,397","2,494,972","49,073","76,594","1,653","1,491","1,918","67,291","65,681",1,"6,011","9,854",829
Banswara,"50,239","24,553","30,789","47,157","33,460","38,145",999,952,401,551,"40,695","2,475","43,905","44,857","2,474",0,"43,868","1,157","5,088","42,502",959,937,129,19,"7,032","7,051","17,158",0,"138,575","1,381,216","38,440","43,877",24,25,49,"41,004","40,995",0,"6,985","11,538","1,330"
Baran,"33,577","22,283","24,377","26,899","29,580","18,687",716,62,35,27,"22,611","1,217","23,242","23,304",933,131,"22,990",412,"10,337","22,732",941,612,359,28,"6,526","6,554","7,161",0,"91,641","974,784","21,773","22,490",0,0,0,"23,174","23,126",0,"3,412","4,163",286
Barmer,"81,529","39,003","49,411","74,377","68,043","39,425",710,"11,129","7,960","3,169","44,582","4,748","53,286","64,415",417,936,"64,996","1,209","11,164","54,950",956,979,10,18,"9,085","9,103","18,881",2,"317,475","3,628,211","31,147","73,585",277,"1,242","1,287","60,283","59,680",39,"2,035","1,695",222
Bharatpur,"62,800","41,916","42,924","62,034","43,084","25,188","2,797","2,321","2,057",264,"44,214","7,690","52,052","54,373","1,031","4,019","54,483",571,"27,598","48,331",922,867,491,14,"10,284","10,298","13,746",15,"152,927","1,807,285","44,100","52,763",0,0,2,"50,154","49,031",0,"1,341","1,776","1,031"
Bhilwara,"55,459","44,707","41,731","50,118","44,547","38,182","1,184",791,553,238,"36,830","2,628","44,215","45,006","1,648",995,"44,688",740,"10,402","41,413",927,815,439,95,"10,339","10,434","16,780",602,"205,718","1,837,431","32,348","46,196",53,53,138,"45,606","44,998",0,"5,216","5,089","1,072"
Bikaner,"74,572","28,216","45,189","53,781","65,201","43,874","4,461","4,072","1,270","2,802","35,585","4,163","39,694","43,766","2,515",574,"43,699",945,"9,410","42,580",949,742,50,124,"8,181","8,305","11,476",117,"131,943","1,413,161","27,813","54,059",280,605,920,"49,712","49,000",0,"1,552","5,152",177
Bundi,"24,781","18,672","19,591","22,960","24,825","24,418",896,12,6,6,"18,537",485,"19,072","19,084",887,381,"18,912",330,"4,755","16,982",977,358,157,25,"5,703","5,728","7,874",0,"72,999","740,844","17,223","19,088",0,6,22,"22,468","22,278",0,"3,530",709,358
Chittaurgarh,"33,244","24,027","25,601","31,085","30,032","29,607","1,073",461,219,242,"25,384",719,"27,552","28,013","1,988",69,"27,675",565,"7,466","22,482",925,"1,206",321,81,"5,331","5,412","12,253",0,"131,801","1,205,751","20,582","26,594",15,5,17,"27,617","27,604",0,"4,008","3,267",650
Churu,"45,813","35,335","36,214","44,195","48,482","34,916",819,669,158,511,"29,349","2,112","35,468","36,137",316,771,"36,331",451,"5,574","35,712",950,572,262,793,"8,240","9,033","18,050",0,"110,823","1,177,050","21,571","42,200",0,0,0,"40,617","40,662",0,"3,528","4,216",262
Dausa,"33,601","21,482","19,414","30,475","29,953","23,511",354,284,223,61,"19,856","1,308","29,716","30,000",251,514,"29,863",347,"3,359","24,440",921,271,173,9,"8,138","8,147","9,568",102,"100,973","1,227,002","19,268","30,621",4,5,20,"29,656","29,652",0,879,"1,007",123
Dhaulpur,"32,160","18,707","20,302","30,309","27,588","19,932",789,"1,063",398,665,"27,351",0,"28,881","29,944",952,0,"29,899",444,"7,281","29,144",924,522,37,28,"5,165","5,193","7,834",0,"77,527","696,764","24,121","28,793",34,107,322,"26,296","25,486",0,"1,657","1,825",253
Dungarpur,"38,471","27,179","26,693","35,541","33,195","40,071","1,018","1,773","1,277",496,"22,532",297,"28,815","30,588",609,0,"30,066",704,"9,740","25,824",893,"1,078",568,3,"4,083","4,086","10,640",0,"126,105","1,289,865","18,456","32,261",409,379,342,"30,775","30,565",0,"3,284","7,647",628
Ganganagar,"42,616","29,434","33,419","37,947","33,592","34,035","2,882",632,48,584,"23,689","1,444","35,871","36,503",799,"1,370","36,321",583,"5,535","33,031",934,584,30,251,"9,569","9,820","19,383",199,"105,286","1,320,176","21,546","41,499",0,0,0,"40,213","39,972",0,"9,477","10,834",392
Hanumangarh,"43,414","35,721","37,505","42,063","43,229","33,635","1,120",487,283,204,"19,266","1,618","41,504","41,991","1,071","2,625","41,519",774,"6,079","40,717",971,428,232,219,"7,216","7,435","10,275",594,"77,188","627,928","29,179","41,577",0,0,0,"39,577","39,385",6,"1,014","3,224",265
Jaipur,"242,287","131,570","155,580","137,363","161,562","126,720","5,570",368,237,131,"81,172","11,850","141,831","142,199","19,229","15,408","140,487","2,423","32,315","116,208",904,"5,007","2,011",736,"26,452","27,188","25,013","4,354","311,184","3,680,032","116,579","143,941","9,483","9,274","9,200","125,733","123,707",6,"98,607","239,748","2,497"
Jaisalmer,"16,551","9,142","11,952","14,734","17,378","5,638",559,"2,956","1,428","1,528","13,602","2,362","13,831","16,787",104,47,"16,892",381,"4,947","15,504",925,632,108,1,"2,736","2,737","5,231",0,"69,147","677,630","11,971","17,140",0,0,0,"14,081","13,603",3,323,"1,126",64
Jalor,"48,710","23,136","34,932","46,132","45,491","21,823",800,"1,208",429,779,"23,400","3,376","45,674","46,882",71,"1,865","46,164","1,071","12,346","44,623",940,529,96,26,"9,416","9,442","11,470",195,"126,617","1,502,411","22,920","46,523",4,37,86,"41,718","40,855",0,"1,408","2,571",248
Jhalawar,"32,145","23,039","27,365","28,499","28,353","21,270",590,408,175,233,"27,577",142,"29,778","30,186","2,292",825,"29,597",700,"9,885","27,848",922,789,27,54,"8,342","8,396","7,852",0,"121,437","1,690,090","27,778","29,682",0,5,90,"27,590","27,500",0,"9,614","43,276",726
Jhunjhunun,"43,225","32,340","35,392","40,354","45,518","25,598",961,23,20,3,"12,687",985,"30,424","30,447",216,"2,625","30,285",335,"3,648","28,584",903,747,371,329,"7,484","7,813","14,040",104,"170,552","2,293,310","18,304","37,860",8,15,32,"36,361","36,358",0,"3,316","11,168",380
Jodhpur,"125,280","75,499","104,095","89,595","116,389","39,222","3,502","5,796","3,482","2,314","57,651","20,995","66,544","72,340","8,057","4,872","74,823","1,365","12,049","59,331",948,"2,482","2,661",50,"12,726","12,776","19,068",745,"253,513","2,479,203","58,479","91,062",410,654,820,"72,909","70,367",2,"3,608","9,723",99
Karauli,"40,152","26,962","26,678","37,089","35,001","18,270",893,715,216,499,"22,780",651,"29,400","30,115",192,"1,109","30,017",386,"4,616","28,797",927,294,104,15,"6,929","6,944","10,505",69,"116,929","1,111,531","21,869","32,255",620,786,822,"32,703","32,011",0,785,"10,228",347
Kota,"48,330","32,312","34,866","40,707","34,618","13,959",449,192,107,85,"25,749",998,"39,130","39,322","5,059","5,126","38,987",743,"7,858","38,780",906,520,642,312,"7,498","7,810","5,002","1,277","107,547","1,078,048","34,847","39,204",2,54,164,"36,120","35,897",0,"9,176","6,513",262
Nagaur,"79,945","50,199","55,748","70,411","78,981","45,254","1,458",849,306,543,"42,554","5,205","58,174","59,023","1,022","2,456","58,728",648,"15,905","56,606",950,"1,129",188,104,"10,739","10,843","16,450",43,"121,914","956,562","39,012","77,149",277,330,525,"60,812","59,071",0,"3,541","2,056",818
Pali,"48,528","28,348","31,610","43,405","47,573","29,279",600,699,68,631,"30,455","3,019","39,964","40,663","1,753",577,"40,589",931,"12,420","39,650",915,766,534,53,"9,935","9,988","16,839",56,"139,576","1,437,360","27,035","45,667",156,105,870,"43,946","43,891",20,"5,996","13,613",462
