Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of home deliveries attended by Non SBA trained (trained TB/Dai),Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
17734.0,680.0,1509.0,1035.0,302.0,865.0,818.0,230.0,247.0,7361.0,7608.0,8024.0,1071.0,61586.0,374916.0,41.0,501.0,432.0,415.0,2151534,1310623,709364,87656,1355863,42929.0
17327.0,487.0,262.0,504.0,1185.0,687.0,909.0,243.0,224.0,12781.0,13005.0,29512.0,1957.0,64031.0,781212.0,10.0,1097.0,1279.0,457.0,2329437,1708948,724967,211656,1393778,48910.0
27498.0,283.0,3.0,665.0,2442.0,727.0,856.0,152.0,16.0,10156.0,10172.0,31850.0,3606.0,178808.0,3847615.0,1.0,5313.0,7470.0,166.0,2055908,1538339,702229,109219,1246705,38335.0
9951.0,334.0,694.0,103.0,57.0,201.0,221.0,26.0,0.0,1631.0,1631.0,2691.0,0.0,502.0,21708.0,0.0,378.0,2033.0,168.0,598476,383748,195763,102898,299856,9682.0
13732.0,791.0,200.0,284.0,3418.0,228.0,575.0,51.0,72.0,5977.0,6049.0,6652.0,718.0,18881.0,133794.0,0.0,9166.0,6062.0,210.0,1340131,1022292,515631,81217,743422,25049.0
17055.0,448.0,1543.0,500.0,369.0,885.0,1350.0,153.0,8.0,5536.0,5544.0,15792.0,0.0,65071.0,511317.0,505.0,154.0,4553.0,805.0,2430772,1490589,692368,418022,1320683,39665.0
27527.0,1403.0,345.0,484.0,1763.0,526.0,924.0,124.0,12.0,4894.0,4906.0,18272.0,2940.0,61717.0,372403.0,21.0,973.0,2330.0,777.0,1360995,866503,451662,106048,804377,28032.0
4046.0,103.0,73.0,394.0,932.0,87.0,413.0,86.0,6.0,1879.0,1885.0,3710.0,127.0,17941.0,145960.0,5.0,208.0,1176.0,122.0,590546,402404,197767,35197,357714,11278.0
31496.0,1072.0,2048.0,1272.0,3831.0,836.0,2999.0,1088.0,50.0,8536.0,8586.0,26625.0,6267.0,100696.0,1864744.0,1454.0,4439.0,6092.0,737.0,3874630,2805944,1352572,152923,2369871,67299.0
31496.0,1256.0,1573.0,471.0,2045.0,833.0,1223.0,73.0,13.0,14513.0,14526.0,33216.0,4684.0,60751.0,783390.0,2.0,2632.0,3425.0,722.0,2466211,1626535,809765,290967,1365734,46121.0
47333.0,974.0,2144.0,3806.0,7601.0,659.0,1887.0,1230.0,26.0,31910.0,31936.0,18589.0,21095.0,112345.0,1802975.0,15.0,2357.0,2575.0,966.0,6202156,4736454,2452389,143792,3608609,93680.0
16825.0,158.0,2298.0,372.0,603.0,443.0,726.0,57.0,9.0,4843.0,4852.0,16233.0,469.0,43933.0,491311.0,25.0,4324.0,11221.0,185.0,1782396,1131050,594365,137293,1050930,28517.0
10080.0,371.0,841.0,478.0,681.0,159.0,442.0,95.0,303.0,2501.0,2804.0,3661.0,0.0,25307.0,131114.0,66.0,1731.0,1639.0,204.0,0,0,0,0,0,11266.0
701.0,54.0,2901.0,25.0,0.0,194.0,315.0,571.0,252.0,935.0,1187.0,1322.0,0.0,12165.0,31760.0,367.0,40.0,1571.0,57.0,232925,147505,90262,30873,111812,6829.0
26244.0,1734.0,2336.0,5656.0,6468.0,1204.0,2818.0,2083.0,35.0,13920.0,13955.0,17005.0,7230.0,161437.0,2464223.0,634.0,5846.0,5246.0,1399.0,4221984,2969646,1377563,334518,2510086,75413.0
20194.0,142.0,3257.0,52.0,763.0,370.0,1351.0,253.0,103.0,7466.0,7569.0,5782.0,865.0,27375.0,421355.0,8.0,1960.0,2763.0,280.0,1738392,1211141,585299,167947,985392,28035.0
98626.0,4017.0,673.0,10969.0,489.0,1733.0,3219.0,1237.0,251.0,41413.0,41664.0,62941.0,3069.0,497006.0,5436990.0,665.0,13003.0,7981.0,142.0,7531734,5776132,2456706,274471,4801404,144119.0
13685.0,161.0,617.0,297.0,49.0,199.0,543.0,3.0,55.0,3167.0,3222.0,17414.0,602.0,29895.0,429073.0,11.0,2006.0,2456.0,112.0,1539462,1042569,541838,127435,870447,25742.0
43387.0,161.0,82.0,761.0,2880.0,661.0,1312.0,209.0,25.0,5138.0,5163.0,9191.0,1357.0,10161.0,96320.0,17.0,4402.0,3139.0,68.0,2143399,1634788,705490,152417,1286426,34074.0
38642.0,469.0,1669.0,227.0,440.0,1030.0,1357.0,283.0,13.0,32665.0,32678.0,38803.0,9584.0,59268.0,884131.0,2396.0,929.0,7457.0,1711.0,3260879,1882947,1052886,231796,1980483,73517.0
21376.0,392.0,596.0,676.0,1895.0,329.0,676.0,121.0,0.0,3992.0,3992.0,10340.0,3.0,29960.0,334073.0,28.0,2470.0,3137.0,179.0,1589845,1174372,538743,100471,950896,28757.0
27626.0,325.0,1210.0,1458.0,685.0,1307.0,2059.0,7343.0,90.0,6633.0,6723.0,16674.0,2581.0,39024.0,648900.0,2347.0,2787.0,3970.0,25.0,2970370,2012431,1040731,157529,1773849,62665.0
23979.0,1845.0,419.0,507.0,174.0,1792.0,1903.0,323.0,22.0,9957.0,9979.0,16109.0,0.0,47845.0,325373.0,25.0,2964.0,8726.0,526.0,2241622,1121598,565554,476815,1201698,60321.0
20286.0,464.0,6.0,1464.0,3332.0,675.0,409.0,262.0,47.0,6890.0,6937.0,14350.0,4179.0,62919.0,662462.0,17.0,4584.0,4036.0,72.0,1403504,1063590,448920,82266,872989,31480.0
11569.0,65.0,494.0,2582.0,922.0,629.0,1092.0,1323.0,11.0,4183.0,4194.0,16299.0,706.0,64064.0,810675.0,4.0,322.0,1042.0,170.0,2215272,1469197,742438,129623,1343262,26365.0
11346.0,399.0,249.0,1627.0,255.0,360.0,732.0,145.0,16.0,2745.0,2761.0,14686.0,517.0,60718.0,786386.0,60.0,622.0,2891.0,85.0,2806196,1944483,977733,174823,1656161,19395.0
15224.0,485.0,362.0,988.0,244.0,689.0,908.0,107.0,272.0,5257.0,5529.0,9755.0,236.0,57103.0,270731.0,136.0,1313.0,3599.0,145.0,2212370,1371642,732524,86051,1396783,37395.0
22684.0,277.0,45.0,378.0,508.0,587.0,1304.0,268.0,144.0,19588.0,19732.0,24412.0,9975.0,46503.0,653230.0,0.0,1801.0,1597.0,112.0,2359369,1759083,727812,211464,1422223,42450.0
27815.0,352.0,1.0,856.0,2676.0,679.0,655.0,137.0,3.0,11309.0,11312.0,28451.0,4818.0,143245.0,1971889.0,4.0,6234.0,5579.0,119.0,2076967,1574881,705707,105289,1270870,38477.0
13410.0,100.0,949.0,222.0,0.0,228.0,152.0,4.0,0.0,2817.0,2817.0,1928.0,0.0,305.0,5847.0,439.0,482.0,2696.0,46.0,606769,397646,197628,104957,304275,8748.0
11714.0,340.0,119.0,729.0,3769.0,176.0,523.0,89.0,34.0,4090.0,4124.0,6123.0,575.0,21265.0,113068.0,0.0,15400.0,7320.0,53.0,1350673,1043089,521320,80609,749049,23129.0
11608.0,484.0,1091.0,174.0,196.0,736.0,1639.0,101.0,1.0,2716.0,2717.0,7899.0,0.0,25577.0,111492.0,390.0,363.0,2438.0,62.0,2471438,1542093,699672,423757,1348679,33894.0
22937.0,469.0,184.0,692.0,267.0,379.0,329.0,4.0,1.0,4338.0,4339.0,13905.0,2696.0,30695.0,176836.0,11.0,3186.0,7990.0,98.0,1378479,896069,457150,103566,820154,28060.0
3659.0,67.0,27.0,483.0,1120.0,112.0,371.0,34.0,2.0,1049.0,1051.0,3540.0,102.0,14723.0,193925.0,66.0,1104.0,3043.0,93.0,595687,411324,200124,34671,361181,10236.0
26707.0,376.0,361.0,1506.0,3465.0,613.0,1967.0,833.0,31.0,3410.0,3441.0,18411.0,7196.0,66580.0,789451.0,3315.0,3715.0,7706.0,190.0,3945994,2889233,1380943,151591,2415081,51899.0
23645.0,391.0,1032.0,231.0,1730.0,537.0,1313.0,15.0,9.0,9696.0,9705.0,22069.0,2562.0,41142.0,452222.0,71.0,923.0,3636.0,305.0,2504416,1675784,824706,292158,1388118,29400.0
64915.0,1266.0,991.0,3686.0,9607.0,1203.0,1665.0,1215.0,39.0,34738.0,34777.0,13700.0,26926.0,65484.0,738053.0,67.0,10032.0,3142.0,50.0,6325392,4907457,2500414,139464,3691290,83149.0
13789.0,193.0,1592.0,358.0,991.0,366.0,643.0,60.0,9.0,4816.0,4825.0,14379.0,294.0,35114.0,275464.0,61.0,3835.0,8902.0,333.0,1808914,1169755,602476,137451,1069413,25723.0
17595.0,533.0,529.0,491.0,544.0,191.0,487.0,144.0,279.0,2971.0,3250.0,3156.0,0.0,15923.0,61929.0,161.0,2079.0,2792.0,137.0,0,0,0,0,0,11007.0
1995.0,139.0,3107.0,13.0,0.0,158.0,310.0,31.0,184.0,223.0,407.0,1269.0,0.0,17714.0,53499.0,450.0,77.0,2789.0,31.0,237653,154346,92542,31541,113619,6659.0
30988.0,1387.0,1062.0,3611.0,7196.0,836.0,3526.0,2653.0,36.0,11139.0,11175.0,19409.0,0.0,151392.0,2503412.0,606.0,2687.0,5628.0,147.0,4279106,3048240,1394677,336233,2548602,53634.0
19427.0,280.0,2842.0,538.0,1379.0,402.0,1070.0,327.0,68.0,6457.0,6525.0,4252.0,125.0,32113.0,346168.0,1.0,7449.0,6230.0,103.0,1771734,1253025,593383,170001,1008899,29098.0
62923.0,1043.0,392.0,8901.0,18558.0,1361.0,2411.0,1161.0,284.0,40363.0,40647.0,67380.0,5423.0,519985.0,6244399.0,641.0,13834.0,7018.0,233.0,7695691,5954228,2521318,280638,4895145,143246.0
17703.0,455.0,464.0,272.0,160.0,256.0,625.0,55.0,0.0,7951.0,7951.0,20733.0,279.0,45151.0,529136.0,24.0,1713.0,2484.0,222.0,1552255,1066954,548295,127160,877223,29178.0
42597.0,315.0,59.0,758.0,3582.0,531.0,1142.0,162.0,40.0,10861.0,10901.0,17434.0,2499.0,41358.0,752936.0,12.0,4771.0,1857.0,456.0,2169185,1678228,713349,151258,1306107,32396.0
44672.0,1419.0,981.0,326.0,2266.0,1142.0,1451.0,278.0,11.0,32973.0,32984.0,42303.0,5674.0,67837.0,645753.0,3700.0,1566.0,7499.0,1898.0,3333416,1978813,1073902,229470,2037111,75737.0
23891.0,446.0,92.0,426.0,1269.0,430.0,400.0,215.0,0.0,4832.0,4832.0,10363.0,0.0,26846.0,269238.0,628.0,6548.0,2598.0,236.0,1609621,1203466,544950,100415,964691,26858.0
24344.0,788.0,483.0,1754.0,1196.0,815.0,1849.0,10218.0,126.0,6363.0,6489.0,15082.0,2511.0,60643.0,653400.0,1636.0,1155.0,3871.0,66.0,3016422,2078099,1065913,157050,1796328,56436.0
29432.0,2501.0,565.0,349.0,17.0,764.0,1152.0,220.0,94.0,14254.0,14348.0,19876.0,3744.0,65733.0,305377.0,73.0,2091.0,9956.0,837.0,2301182,1183598,571733,493162,1240355,56937.0
20116.0,437.0,4.0,2042.0,3165.0,350.0,502.0,507.0,47.0,17420.0,17467.0,15096.0,9785.0,81817.0,1168901.0,7.0,7070.0,5706.0,86.0,1409417,1080535,447412,81890,881210,33510.0
13976.0,60.0,307.0,4149.0,1118.0,814.0,1478.0,2484.0,46.0,4498.0,4544.0,17311.0,81.0,72265.0,726546.0,0.0,6744.0,25068.0,232.0,2243374,1506935,753263,131376,1358819,32068.0
12786.0,854.0,119.0,1855.0,905.0,238.0,445.0,54.0,9.0,3410.0,3419.0,15128.0,220.0,58375.0,527775.0,45.0,1249.0,3540.0,135.0,2838296,1997400,995731,171815,1674868,21200.0
25993.0,778.0,920.0,761.0,1343.0,946.0,1179.0,150.0,352.0,8883.0,9235.0,11302.0,1291.0,62226.0,258103.0,566.0,10674.0,3793.0,151.0,2274927,1435502,756440,84475,1438938,37325.0
29631.0,697.0,7.0,420.0,484.0,632.0,1146.0,314.0,100.0,17567.0,17667.0,27026.0,7268.0,38860.0,358330.0,1.0,2101.0,3070.0,121.0,2389686,1810688,730668,211273,1451249,46030.0
31861.0,891.0,11.0,849.0,3384.0,698.0,532.0,105.0,45.0,16346.0,16391.0,29699.0,9873.0,154711.0,1564422.0,6.0,6408.0,10552.0,410.0,2098241,1612292,709203,101501,1295504,35696.0
16534.0,185.0,858.0,195.0,0.0,194.0,238.0,17.0,3.0,2496.0,2499.0,2337.0,0.0,8795.0,109639.0,880.0,2083.0,1813.0,68.0,615177,412047,199511,107058,308758,8436.0
15222.0,680.0,4.0,651.0,3160.0,119.0,590.0,289.0,8.0,4510.0,4518.0,7031.0,267.0,26853.0,156361.0,0.0,9886.0,7298.0,40.0,1361298,1064310,527072,80006,754718,18031.0
12614.0,520.0,420.0,173.0,218.0,738.0,1676.0,115.0,1.0,3932.0,3933.0,8962.0,19.0,31328.0,125847.0,321.0,942.0,2893.0,62.0,2512784,1595377,707054,429570,1377268,35308.0
30054.0,887.0,121.0,983.0,501.0,307.0,259.0,119.0,1.0,5558.0,5559.0,12441.0,5438.0,49585.0,217138.0,24.0,3955.0,10755.0,223.0,1396188,926643,462705,101142,836240,25816.0
5203.0,119.0,7.0,402.0,1072.0,53.0,345.0,24.0,5.0,1420.0,1425.0,3650.0,0.0,17939.0,178194.0,54.0,1134.0,3456.0,81.0,600874,420442,202510,34153,364682,9619.0
28543.0,679.0,280.0,1134.0,4028.0,675.0,1992.0,1023.0,29.0,6246.0,6275.0,20153.0,6481.0,88408.0,918052.0,7230.0,4522.0,9909.0,408.0,4018672,2974994,1409911,150271,2461154,55878.0
24557.0,619.0,256.0,299.0,2056.0,597.0,1904.0,68.0,8.0,12341.0,12349.0,23244.0,953.0,49695.0,309799.0,246.0,824.0,5844.0,490.0,2543213,1726524,839922,293353,1410870,31496.0
76476.0,1669.0,588.0,3900.0,9669.0,842.0,1611.0,1137.0,26.0,34565.0,34591.0,14795.0,26535.0,125882.0,1555504.0,55.0,12733.0,4523.0,88.0,6451076,5084634,2549378,135267,3775865,96717.0
16162.0,214.0,1099.0,306.0,1517.0,444.0,472.0,39.0,10.0,6528.0,6538.0,14379.0,206.0,45021.0,356996.0,458.0,5845.0,8753.0,277.0,1835825,1209785,610698,137609,1088220,27625.0
22105.0,1609.0,168.0,505.0,541.0,167.0,596.0,113.0,507.0,3037.0,3544.0,3258.0,0.0,17637.0,103577.0,62.0,1097.0,3629.0,165.0,0,0,0,0,0,10021.0
4314.0,227.0,2424.0,57.0,0.0,167.0,329.0,193.0,349.0,1116.0,1465.0,1049.0,0.0,18659.0,54727.0,311.0,738.0,3560.0,19.0,242477,161504,94880,32223,115455,6182.0
30924.0,1121.0,273.0,3436.0,7396.0,822.0,1423.0,3019.0,18.0,9493.0,9511.0,18613.0,3.0,166998.0,2324034.0,603.0,5117.0,8619.0,176.0,4337000,3128913,1412004,337957,2587709,49532.0
21420.0,917.0,1961.0,1116.0,1728.0,562.0,1038.0,347.0,117.0,7216.0,7333.0,5067.0,435.0,36594.0,332651.0,0.0,30839.0,16638.0,135.0,1805715,1296357,601577,172081,1032967,29482.0
79215.0,1597.0,116.0,17494.0,25385.0,1933.0,3211.0,2507.0,164.0,47090.0,47254.0,75372.0,4994.0,523180.0,5908930.0,446.0,21834.0,12960.0,196.0,7863217,6137817,2587628,286942,4990716,155629.0
16193.0,444.0,358.0,365.0,118.0,200.0,565.0,39.0,0.0,5417.0,5417.0,19127.0,314.0,57904.0,641371.0,77.0,1569.0,2841.0,145.0,1565156,1091909,554828,126886,884053,28290.0
45172.0,246.0,26.0,768.0,4156.0,593.0,1172.0,174.0,37.0,10236.0,10273.0,15503.0,1116.0,33871.0,514959.0,4.0,8685.0,2594.0,397.0,2195280,1722823,721296,150107,1326088,41071.0
44289.0,1408.0,240.0,307.0,2122.0,918.0,1377.0,361.0,3.0,32235.0,32238.0,41741.0,7122.0,72687.0,686454.0,5694.0,1600.0,6918.0,1558.0,3407566,2079560,1095338,227167,2095359,80484.0
21814.0,657.0,34.0,863.0,1404.0,401.0,715.0,202.0,0.0,6001.0,6001.0,10756.0,150.0,35623.0,410381.0,1436.0,3640.0,3187.0,179.0,1629643,1233281,551228,100360,978686,27840.0
18937.0,489.0,475.0,1995.0,6540.0,581.0,1232.0,8387.0,93.0,8947.0,9040.0,15298.0,2615.0,65066.0,687997.0,1266.0,11921.0,29700.0,50.0,3063188,2145910,1091703,156573,1819092,53014.0
29173.0,4108.0,616.0,612.0,75.0,814.0,1007.0,360.0,57.0,15477.0,15534.0,17884.0,2382.0,102148.0,439658.0,0.0,2821.0,9183.0,773.0,2362325,1249026,577980,510070,1280255,64558.0
21661.0,409.0,0.0,2108.0,3217.0,334.0,775.0,472.0,67.0,14497.0,14564.0,11050.0,11718.0,83467.0,1426492.0,14.0,8847.0,12528.0,63.0,1415355,1097749,445910,81515,889509,32036.0
14238.0,10.0,171.0,2189.0,954.0,446.0,1012.0,636.0,10.0,4271.0,4281.0,19008.0,54.0,78234.0,1031174.0,1.0,8607.0,24068.0,204.0,2271834,1545642,764245,133152,1374557,24933.0
19039.0,158.0,88.0,1601.0,1391.0,425.0,573.0,124.0,41.0,3346.0,3387.0,15374.0,825.0,71334.0,687288.0,197.0,4315.0,4286.0,204.0,2870763,2051757,1014059,168858,1693785,25968.0
30654.0,699.0,313.0,565.0,1513.0,678.0,602.0,53.0,1.0,8373.0,8374.0,11644.0,1757.0,64594.0,265081.0,441.0,5670.0,13509.0,156.0,2339252,1502336,781136,82929,1482365,55360.0
30132.0,308.0,32.0,613.0,195.0,591.0,1204.0,383.0,244.0,19244.0,19488.0,29568.0,6193.0,45536.0,351356.0,1.0,2936.0,4631.0,68.0,2420392,1863807,733535,211081,1480867,44957.0
30446.0,939.0,14.0,1067.0,3730.0,690.0,623.0,164.0,29.0,17848.0,17877.0,27467.0,12850.0,169391.0,1220959.0,5.0,6046.0,16495.0,356.0,2119733,1650591,712716,97849,1320615,34562.0
19702.0,208.0,888.0,238.0,0.0,216.0,223.0,15.0,0.0,3164.0,3164.0,3012.0,0.0,10708.0,100743.0,1226.0,735.0,2572.0,63.0,623701,426970,201412,109200,313308,8802.0
14365.0,639.0,3.0,704.0,2606.0,150.0,513.0,327.0,10.0,5060.0,5070.0,7650.0,281.0,24914.0,120809.0,0.0,4877.0,7809.0,55.0,1372006,1085963,532887,79408,760431,17784.0
10704.0,378.0,184.0,266.0,424.0,666.0,1619.0,84.0,1.0,4728.0,4729.0,6899.0,0.0,38556.0,135942.0,264.0,3010.0,2625.0,197.0,2554822,1650502,714513,435463,1406463,37591.0
29994.0,713.0,57.0,1008.0,895.0,324.0,198.0,92.0,4.0,8307.0,8311.0,12665.0,10179.0,51406.0,246234.0,17.0,4190.0,9233.0,273.0,1414123,958261,468328,98775,852642,28019.0
6275.0,154.0,11.0,566.0,1404.0,41.0,273.0,49.0,0.0,1599.0,1599.0,3235.0,22.0,19011.0,190493.0,49.0,3614.0,3734.0,73.0,606105,429762,204925,33642,368217,10903.0
32413.0,1240.0,319.0,2566.0,6734.0,680.0,2024.0,885.0,37.0,5787.0,5824.0,21641.0,4905.0,91408.0,1077169.0,5225.0,4450.0,9309.0,433.0,4092688,3063302,1439485,148962,2508106,61973.0
28359.0,1386.0,297.0,375.0,2107.0,603.0,1895.0,73.0,5.0,12827.0,12832.0,21447.0,2119.0,52680.0,454551.0,183.0,2112.0,6157.0,518.0,2582611,1778801,855418,294553,1433994,33071.0
81425.0,1916.0,458.0,4241.0,10916.0,808.0,1287.0,1241.0,14.0,33147.0,33161.0,11958.0,26334.0,120412.0,1449457.0,11.0,23383.0,75389.0,157.0,6579258,5268208,2599302,131196,3862379,98628.0
19074.0,316.0,472.0,406.0,1102.0,374.0,424.0,16.0,6.0,6630.0,6636.0,13206.0,2222.0,46902.0,336879.0,250.0,3278.0,10083.0,277.0,1863138,1251184,619032,137767,1107358,28467.0
19640.0,874.0,88.0,477.0,555.0,191.0,574.0,101.0,419.0,3522.0,3941.0,3716.0,0.0,37110.0,170561.0,102.0,1513.0,5608.0,170.0,0,0,0,0,0,10263.0
5481.0,224.0,2042.0,46.0,0.0,121.0,236.0,14.0,394.0,1813.0,2207.0,812.0,0.0,18917.0,65238.0,31.0,1068.0,3214.0,40.0,247399,168994,97277,32921,117320,5475.0
31625.0,1230.0,267.0,3328.0,7947.0,879.0,838.0,2589.0,14.0,9448.0,9462.0,20390.0,42.0,190622.0,2680580.0,675.0,5829.0,12821.0,236.0,4395677,3211721,1429545,339689,2627416,58094.0
20326.0,1204.0,669.0,1157.0,2250.0,411.0,1053.0,176.0,138.0,10181.0,10319.0,4389.0,1141.0,30144.0,273291.0,0.0,22083.0,22255.0,96.0,1840348,1341188,609885,174186,1057610,30445.0
67022.0,1416.0,131.0,12345.0,31517.0,1222.0,2528.0,1617.0,209.0,45215.0,45424.0,76140.0,5200.0,575354.0,7324946.0,430.0,18586.0,14677.0,116.0,8034390,6327066,2655683,293389,5088153,143419.0
19640.0,754.0,251.0,855.0,1180.0,269.0,710.0,54.0,21.0,4322.0,4343.0,18740.0,271.0,64082.0,705312.0,14.0,3191.0,3850.0,124.0,1578163,1117448,561439,126613,890935,25063.0
29053.0,274.0,27.0,1107.0,6618.0,685.0,773.0,120.0,23.0,11191.0,11214.0,15197.0,4034.0,39131.0,684783.0,1.0,20156.0,4188.0,459.0,2221690,1768602,729331,148966,1346375,35785.0
45104.0,2015.0,131.0,272.0,6878.0,1298.0,1543.0,413.0,1.0,20800.0,20801.0,37724.0,1458.0,74624.0,892812.0,6010.0,15218.0,6343.0,1149.0,3483366,2185436,1117202,224887,2155272,71373.0
22104.0,327.0,9.0,751.0,2855.0,294.0,763.0,147.0,2.0,6218.0,6220.0,12630.0,53.0,39970.0,555140.0,1320.0,1146.0,2712.0,242.0,1649914,1263835,557579,100304,992885,26790.0
19809.0,764.0,217.0,1876.0,2437.0,487.0,1126.0,21.0,93.0,8903.0,8996.0,15670.0,2459.0,72331.0,698829.0,766.0,8132.0,10519.0,85.0,3110680,2215934,1118118,156096,1842143,51003.0
33966.0,2736.0,193.0,859.0,165.0,558.0,1159.0,287.0,197.0,14486.0,14683.0,22187.0,99.0,98070.0,716381.0,6.0,3304.0,9987.0,1172.0,2425093,1318071,584295,527557,1321439,64129.0
20937.0,520.0,0.0,2534.0,3104.0,239.0,501.0,758.0,128.0,14568.0,14696.0,9312.0,12496.0,78093.0,1448402.0,11.0,12494.0,14423.0,37.0,1421318,1115238,444412,81142,897886,31714.0
13859.0,52.0,102.0,2226.0,985.0,583.0,933.0,619.0,12.0,3837.0,3849.0,20557.0,10.0,93624.0,1160216.0,2.0,8856.0,24527.0,229.0,2300654,1585344,775388,134953,1390478,29539.0
16438.0,118.0,36.0,1947.0,23.0,288.0,589.0,111.0,36.0,2752.0,2788.0,17558.0,595.0,84670.0,847614.0,309.0,3205.0,4829.0,214.0,2903602,2107594,1032725,165952,1712917,21620.0
38037.0,989.0,154.0,738.0,2135.0,654.0,725.0,94.0,3.0,8175.0,8178.0,10935.0,4310.0,83803.0,401267.0,234.0,3808.0,4428.0,154.0,2405396,1572280,806639,81411,1527102,49713.0
33003.0,593.0,6.0,1010.0,377.0,388.0,877.0,320.0,142.0,18988.0,19130.0,27815.0,5377.0,47050.0,494542.0,38.0,5321.0,4787.0,82.0,2451493,1918485,736413,210890,1511089,49043.0
31872.0,618.0,4.0,1304.0,5102.0,616.0,623.0,183.0,33.0,16326.0,16359.0,27287.0,13377.0,171534.0,1432227.0,11.0,6221.0,16369.0,394.0,2141445,1689800,716246,94328,1346213,36594.0
9221.0,4.0,1168.0,257.0,0.0,223.0,231.0,10.0,1.0,2647.0,2648.0,2827.0,0.0,9754.0,103394.0,1860.0,865.0,3465.0,65.0,632344,442434,203331,111386,317925,8797.0
11611.0,193.0,1.0,877.0,2941.0,131.0,603.0,365.0,6.0,3855.0,3861.0,6709.0,239.0,28317.0,128878.0,1.0,5920.0,8344.0,49.0,1382798,1108056,538767,78813,766186,16432.0
10932.0,564.0,64.0,326.0,465.0,436.0,1503.0,59.0,0.0,3656.0,3656.0,7558.0,0.0,37937.0,123402.0,156.0,3154.0,3797.0,221.0,2597563,1707532,722050,441437,1436278,36337.0
16925.0,258.0,22.0,1213.0,862.0,296.0,146.0,116.0,200.0,8644.0,8844.0,12201.0,13599.0,59583.0,260109.0,68.0,3825.0,11365.0,167.0,1432290,990958,474019,96463,869366,31078.0
4589.0,138.0,25.0,549.0,1681.0,126.0,240.0,57.0,0.0,1443.0,1443.0,3058.0,0.0,15101.0,241507.0,20.0,3233.0,4398.0,45.0,611382,439288,207368,33140,371786,10441.0
30655.0,1151.0,120.0,3030.0,7778.0,719.0,2060.0,884.0,35.0,7447.0,7482.0,22905.0,6307.0,101176.0,1400246.0,4040.0,5109.0,9517.0,461.0,4168068,3154230,1469680,147664,2555953,57328.0
29274.0,1136.0,361.0,672.0,3384.0,517.0,1433.0,147.0,41.0,14022.0,14063.0,23461.0,509.0,60214.0,628194.0,6.0,2671.0,12238.0,551.0,2622619,1832660,871201,295758,1457497,31128.0
90673.0,2051.0,200.0,5098.0,11975.0,796.0,1330.0,1216.0,16.0,31916.0,31932.0,14172.0,23308.0,145404.0,1958578.0,38.0,17630.0,64503.0,205.0,6709987,5458409,2650203,127247,3950874,102037.0
16035.0,324.0,186.0,624.0,2747.0,308.0,366.0,38.0,6.0,6001.0,6007.0,14264.0,1909.0,59102.0,384803.0,302.0,2236.0,10861.0,227.0,1890856,1294001,627479,137925,1126833,28774.0
7619.0,454.0,110.0,597.0,486.0,120.0,551.0,72.0,361.0,3767.0,4128.0,3916.0,0.0,40672.0,348847.0,105.0,2899.0,7612.0,183.0,0,0,0,0,0,8518.0
4465.0,272.0,1497.0,115.0,0.0,119.0,283.0,33.0,352.0,2232.0,2584.0,785.0,3.0,22258.0,69509.0,134.0,2109.0,4994.0,85.0,252422,176831,99734,33634,119216,4916.0
29367.0,958.0,149.0,3236.0,7856.0,931.0,1128.0,2627.0,12.0,12123.0,12135.0,19436.0,519.0,197246.0,3000812.0,558.0,7252.0,12959.0,293.0,4455149,3296721,1447305,341430,2667733,53562.0
21728.0,1564.0,258.0,1387.0,1659.0,358.0,1105.0,297.0,147.0,9093.0,9240.0,5516.0,1808.0,37324.0,296481.0,0.0,11563.0,28885.0,86.0,1875645,1387570,618308,176316,1082840,29994.0
81474.0,7131.0,217.0,13362.0,31742.0,1733.0,2736.0,4250.0,340.0,48850.0,49190.0,72824.0,13445.0,593044.0,6438511.0,391.0,17776.0,16881.0,1177.0,8209290,6522150,2725527,299980,5187493,145459.0
20119.0,769.0,221.0,874.0,984.0,136.0,658.0,30.0,1.0,5392.0,5393.0,18254.0,1617.0,68055.0,628576.0,123.0,2742.0,3582.0,347.0,1591278,1143584,568129,126340,897871,18889.0
31888.0,233.0,28.0,1663.0,6387.0,509.0,911.0,198.0,30.0,11891.0,11921.0,18431.0,582.0,45452.0,653511.0,21.0,4937.0,5355.0,993.0,2248417,1815598,737456,147833,1366973,35779.0
65053.0,1099.0,180.0,332.0,8633.0,1083.0,1396.0,307.0,2.0,18463.0,18465.0,18257.0,1157.0,70100.0,797479.0,6782.0,5810.0,5871.0,1751.0,3560853,2296703,1139502,222630,2216897,69866.0
