Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dhanbad,2715055,1764839,552453,314673,1851033
giridih,2507395,1335025,420898,669837,1425079
gumla,997622,558875,266084,208240,524625
chatra,1072059,543509,196180,214826,662880
pakaur,0,0,0,0,0
palamu,1924693,1056986,271219,438510,1219154
purbisinghbhum,2327576,1546524,537615,315695,1474532
sahibganj,1175598,511137,327356,174900,673822
pashchimisinghbhum,1454051,715719,328085,348919,778409
hazaribagh,1687893,1007752,311745,335313,1045827
kodarma,742560,415695,147248,120583,475030
dumka,1284137,670593,221791,396272,673206
lohardaga,472842,273163,103211,128359,243604
deoghar,1529403,836270,298524,268287,964400
ranchi,2927497,1958259,756699,393356,1777835
bokaro,2093191,1315161,385028,322834,1388321
garhwa,1355577,702483,170338,430838,764397
godda,1343562,636006,235441,334226,776411
