Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Karim Nagar,"20,074","11,596","12,817","2,230","19,312","15,858",110,0,0,0,"5,454",418,"15,470","15,470","7,118",0,"15,503",23,833,"6,321",974,30,881,275,"1,003","1,278",82,,"4,395","8,803","21,576","21,671",0,0.0,0,142,"13,632",0,579,"11,521",24
Khammam,"21,210","18,055","24,166","1,140","21,319","18,340","2,612",13,12,1,"24,157","4,327","34,602","34,615","6,626","16,883","35,555",50,"1,472","31,634","1,036",74,44,16,"3,693","3,709","1,933",,"57,291","417,855","26,827","25,499",22,11.0,17,682,"20,659",37,"1,893","1,961",214
MAHABUBABAD,"11,822","10,475","6,999","2,341","9,248","4,899",27,21,21,0,"4,166",,"7,712","7,733","2,303",,"7,789",11,359,"4,170",945,11,0,179,93,272,525,,"15,956","52,764","8,717","9,329",0,0.0,0,0,"10,651",0,"2,208","11,914",35
MANCHERIAL,"10,847","8,340","19,725","1,204","24,076","21,138","1,123",11,4,7,"5,676",,"10,298","10,309","1,855","5,183","10,276",53,214,"7,604",948,94,1,9,221,230,208,,"6,518","48,939","8,081","8,483",298,218.0,333,"1,960","11,758",1,"2,061","3,646",45
MEDCHAL MALKAJGIRI,"63,107","36,569","61,641","5,485","78,722","23,552",172,7,7,0,"34,795","7,128","42,343","42,350",553,"21,838","43,247",85,515,"16,511",968,22,5,0,"1,805","1,805","3,610","5,902","21,983","35,719","46,982","47,461",101,46.0,115,167,"61,829",11,42,"2,935",8
Mahbubnagar,"28,848","22,362","26,944",875,"30,052","25,830",247,1,1,0,"7,687","3,255","25,148","25,149","4,607","4,426","25,467",61,"1,299","17,629",936,107,83,0,"3,085","3,085",752,"5,672","40,531","698,824","28,169","31,610",194,130.0,235,"2,092","30,671",7,"4,896","20,239",262
Medak,"17,220","11,635","10,171",707,"17,699","22,588",514,19,14,5,"2,963",606,"9,166","9,185","2,143","2,124","9,269",23,770,"7,267",965,45,1,1,379,380,"2,318",,"5,470","58,218","3,873","9,401",46,0.0,0,767,"12,762",29,"2,623","4,463",118
NAGARKURNOOL,"17,689","12,098","15,761","1,606","24,829","25,938",570,0,0,0,"4,752",,"11,315","11,315","2,895","3,592","11,397",33,649,"10,852",880,15,5,52,873,925,101,,"18,355","222,310","9,325","16,701",287,0.0,0,686,"13,826",2,"1,187","20,602",23
NIRMAL,"11,966","10,439","13,032","1,645","14,812","24,615",842,19,9,10,"7,121",90,"12,477","12,496","3,106","6,467","12,838",19,790,"11,173",983,28,18,1,142,143,787,,"2,081","3,068","8,392","11,920",0,0.0,0,"2,063","10,954",0,419,"4,528",38
Nalgonda,"24,665","19,559","24,163","2,036","26,155","30,071",345,138,85,53,"8,484","3,036","21,406","21,544","6,992","5,448","21,306",126,"1,265","17,057",915,269,133,13,"6,322","6,335","1,931",,"68,126","321,672","22,482","21,845",0,0.0,0,124,"23,524",5,"5,647","11,440",290
Nizamabad,"28,378","24,151","41,591","2,968","45,369","20,178",216,0,0,0,"12,453",,"27,783","27,783","6,730","11,049","27,581",341,"2,444","24,393",973,483,0,30,"8,226","8,256",513,,"21,119","68,143","26,243","32,545",56,6.0,86,499,"27,967",10,"1,013","5,580",61
PEDDAPALLI,"34,887","15,873","19,059","8,695","25,126","11,101",161,0,0,0,"3,893",,"8,757","8,757","3,472","3,589","8,631",12,467,"6,045","1,001",16,0,124,766,890,112,,"4,557","32,697","7,880","8,669",0,0.0,0,564,"14,965",17,"3,503","4,740",37
RAJANNA SIRCILLA,"9,038","7,964","10,881",898,"12,935","8,461",178,47,47,0,"3,444",77,"6,528","6,575","1,930","3,124","6,569",7,516,"6,620",961,10,0,211,253,464,265,,"4,562","13,458","7,719","8,315",47,0.0,0,244,"8,525",8,0,0,0
Ranga Reddy,"50,338","30,559","49,615","6,378","43,418","11,299",150,0,0,0,"29,413","4,721","38,374","38,374","3,168","7,520","38,316",64,636,"36,939",972,30,4,9,"6,775","6,784",247,"3,656","16,074","149,095","36,431","44,638",0,0.0,0,0,"47,460",0,"1,671","15,906",2
SANGAREDDY,"25,224","17,322","29,161",786,"21,918","31,237",935,10,9,1,"5,791","1,624","24,142","24,152","5,569","4,133","24,162",28,907,"20,947",943,70,14,2,"2,428","2,430",188,,"9,839","61,791","21,469","27,687",0,0.0,0,68,"24,412",304,"3,254","12,286",90
SIDDIPET,"19,404","14,579","53,379","12,807","98,200","28,480","1,079",7,6,1,"5,126",762,"16,720","16,727","6,765","4,364","18,686",29,"1,089","9,695",945,56,35,0,"1,875","1,875",288,,"7,461","63,239","13,572","14,686",,,,"2,841","16,567",296,"1,955","6,464",77
SURYAPET,"18,442","15,149","20,066",502,"35,216","13,478",411,4,0,4,"6,300",700,"11,568","11,572","3,505","5,590","11,962",367,178,"5,287",915,104,0,4,"3,206","3,210",782,,"49,306","205,863","13,457","15,141",0,0.0,0,0,"19,534",11,"3,809","81,049",21
VIKARABAD,"20,300","13,488","19,276","3,911","20,695","9,063",218,2,1,1,"3,566",,"12,158","12,160","2,460","2,619","13,086",52,846,"10,883",902,40,185,0,479,479,85,,"4,484","19,612","18,106","18,904",0,0.0,0,"4,103","14,272",0,"1,171","1,883",19
WANAPARTHY,"11,813","7,973","10,344","3,666","17,007","26,951",719,68,57,11,"3,367",717,"8,537","8,605","2,027","2,454","9,836",59,326,"7,067",820,65,3,0,"1,168","1,168",51,13,"25,354","98,042","8,891","11,862",22,10.0,11,811,"9,447",42,"1,601","1,550",43
WARANGAL RURAL,"10,028","7,585","11,772","1,684","14,750","12,011",38,8,5,3,"4,384",95,"9,158","9,166","2,558",,"9,514",19,649,"9,285",954,27,80,91,597,688,104,,"7,782","46,532","9,923","10,361",0,0.0,0,55,"8,249",0,"2,190","2,553",36
Warangal Urban,"16,780","12,986","12,546","2,540","14,128","38,260","3,574",0,0,0,"6,298","1,516","21,993","21,993","8,226","4,781","22,515",51,"2,460","11,258",924,253,470,400,"4,280","4,680",248,,"7,520","55,532","22,907","22,565",0,0.0,94,98,"21,001",0,"21,613","18,199",956
YADADRI BHONAGIRI,"16,469","9,834","11,453","3,361","15,010","9,523",277,11,11,0,"3,714",529,"8,700","8,711","3,165","3,166","10,374",45,671,"8,037",871,148,201,0,240,240,"1,867",,"28,091","235,505","10,038","10,795",254,76.0,257,"1,370","13,497",15,453,869,263
