Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Rajasthan,"1,825,723","1,203,106","908,992","596,674","824,601","1,350,550","42,985","32,973","10,867","22,106","315,319","39,219","1,351,299","1,384,272","98,754","53,941","1,368,982","23,896","185,839","1,201,247",947,"60,556","18,866","3,103","256,974","260,077","482,617","5,067","4,211,739","37,834,813","1,069,619","1,437,337",0,0,0,"1,413,940","1,400,496","6,710","245,274","632,988","31,158"
Ajmer,"81,671","50,948","38,853","27,171","39,447","68,265","4,944",552,76,476,"8,681","1,323","60,805","61,357","8,200","2,576","60,308",852,"12,467","50,952",947,"4,135",642,58,"12,168","12,226","21,157",755,"257,503","2,135,587","50,066","61,106",0,0,0,"56,727","56,242",0,"11,210","35,338","1,855"
Alwar,"100,047","56,651","36,448","40,841","34,485","63,823","1,709","3,639","2,121","1,518","17,379","3,115","67,922","71,561","2,767","3,215","70,858","1,076","9,027","65,168",929,"2,511",453,178,"13,893","14,071","21,732",679,"170,189","1,259,486","63,809","74,923",0,0,0,"72,989","72,049",1,"5,049","12,457","1,442"
Banswara,"54,345","38,649","28,030","23,983","20,629","52,384","1,566",533,186,347,"3,563","1,680","42,768","43,301","2,266",0,"42,153",780,"8,589","39,804","1,006","1,669","1,199",37,"7,564","7,601","20,933",0,"130,600","848,045","42,156","42,291",0,0,0,"44,324","44,304",0,"10,868","26,952","1,234"
Baran,"30,072","22,957","17,500","11,476","10,646","25,610",541,188,121,67,718,41,"22,655","22,843","1,340",85,"22,604",379,"3,559","21,812",951,663,226,312,"5,850","6,162","7,227",0,"63,976","622,527","20,140","21,743",0,0,0,"22,994","22,737",2,"1,272","38,230",574
Barmer,"90,902","52,573","34,685","40,430","55,987","46,654",233,"4,265","1,263","3,002","4,978",223,"57,546","61,811","1,556",841,"60,921",939,"4,587","55,739",981,"2,375",412,27,"9,646","9,673","17,214",41,"237,095","2,126,584","37,349","74,809",0,0,0,"67,858","67,428",7,"4,132","4,666",880
Bharatpur,"62,402","37,118","24,762","12,704","32,021","39,554","1,594","1,838","1,161",677,"8,517","1,118","51,327","53,165","1,317","2,818","52,841",593,"6,475","47,788",949,849,"1,364",16,"9,345","9,361","18,001",0,"106,936","819,404","41,662","47,611",0,0,0,"52,983","52,664",11,"3,692","9,250",676
Bhilwara,"54,690","47,207","30,602","18,215","34,073","40,499","1,137",150,58,92,"5,416",574,"45,927","46,077","2,970",355,"45,614",816,"6,142","38,456",937,"1,740",351,135,"9,692","9,827","22,245",71,"234,082","1,653,023","37,845","48,294",0,0,0,"48,426","48,126",1,"8,737","10,859","1,041"
Bikaner,"74,571","36,963","30,613","27,501","28,292","54,042","3,083","1,627",18,"1,609","5,891",782,"51,408","53,035","4,512","1,537","52,355","1,205","8,369","45,283",956,"1,194",340,132,"9,118","9,250","15,439",116,"103,384","969,598","36,930","61,160",0,0,0,"53,433","52,725",57,"9,763","15,433",467
Bundi,"23,097","17,590","15,169","8,579","11,536","23,313",494,33,4,29,921,0,"17,452","17,485",753,419,"17,289",282,"3,327","15,376",935,"1,155",150,18,"4,982","5,000","8,666",0,"71,081","747,734","15,676","16,717",0,0,0,"21,020","20,926",55,"2,315","3,033",494
Chittaurgarh,"33,778","26,344","18,926","7,309","16,243","24,718","1,431",207,26,181,"1,697",709,"26,959","27,166","2,672",199,"27,036",502,"4,561","22,882",951,"2,231","1,483",74,"4,224","4,298","14,167",0,"91,133","739,690","22,095","26,779",0,0,0,"28,650","28,595",8,"7,603","6,940",793
Churu,"46,499","31,914","24,055","16,743","15,368","38,992",677,781,0,781,"6,997","1,294","34,470","35,251",810,502,"34,996",441,"2,708","34,187",985,927,860,425,"7,082","7,507","16,992",0,"114,440","720,650","22,564","39,283",0,0,0,"40,300","40,300",4,"4,199","10,221",625
Dausa,"34,388","23,599","14,575","14,357","15,509","25,199",863,111,64,47,"11,624","3,680","30,424","30,535",517,661,"30,338",280,"3,943","27,018",939,810,225,17,"7,027","7,044","9,895",43,"58,071","479,550","18,856","27,621",0,0,0,"32,316","32,314",10,"2,244","1,763",435
Dhaulpur,"35,686","24,804","19,028","17,004","14,296","45,654","1,094",934,462,472,"1,665",0,"29,219","30,153","1,318",0,"30,029",409,"3,860","29,415",950,"1,188",303,23,"4,935","4,958","7,553",0,"39,211","281,266","24,921","29,469",0,0,0,"29,433","29,062",0,"1,000","1,993",979
Dungarpur,"37,924","27,629","16,476","13,430","11,039","50,473","1,996","1,401",447,954,"6,771",0,"31,577","32,978","1,821",198,"32,219",889,"5,367","27,673",906,"3,307",820,24,"3,947","3,971","12,627",0,"160,164","2,096,471","23,296","35,062",0,0,0,"29,922","29,800","1,800","3,261","8,569",905
Ganganagar,"38,222","30,320","21,464","12,280","7,465","36,308","1,135",483,51,432,"10,248","1,638","32,630","33,113","1,213","2,445","32,702",703,"3,677","26,403",937,"1,241",150,86,"8,266","8,352","17,531",0,"83,208","1,246,452","20,373","32,400",0,0,0,"34,496","34,434",1,"8,311","16,049",461
Hanumangarh,"34,185","28,381","21,001","11,585","17,763","36,375",909,485,160,325,"18,290","2,803","37,487","37,972","1,591","1,533","38,181",609,"5,102","36,809",977,820,237,178,"7,125","7,303","11,600",53,"76,591","781,641","30,383","37,530",0,0,0,"37,052","36,873",29,"1,019","4,194",493
Jaipur,"211,735","118,615","94,108","39,675","78,847","131,526","3,091",475,189,286,"44,746","4,091","129,078","129,553","23,029","13,399","128,506","2,440","18,861","93,607",932,"6,549","2,636",301,"22,363","22,664","27,787","1,423","265,887","2,661,362","107,708","129,072",0,0,0,"118,490","117,643",53,"58,874","117,921","3,120"
Jaisalmer,"20,711","12,037","8,918","8,136","14,790","11,642",299,"1,392",422,970,982,0,"16,665","18,057",224,12,"17,742",293,"1,059","15,755",943,"1,142",19,14,"2,903","2,917","7,681",0,"46,319","592,021","11,048","19,324",0,0,0,"16,365","15,688",21,623,"4,143",226
Jalor,"51,441","29,180","22,920","22,226","32,861","32,556","1,067","1,420",769,651,"23,667",418,"42,492","43,912",166,"2,140","43,388",915,"4,239","36,798",972,878,142,27,"8,125","8,152","11,816",4,"75,750","737,143","21,024","47,626",0,0,0,"44,049","43,251",0,"1,469","3,332",548
Jhalawar,"31,336","25,070","18,373","9,061","18,395","44,945","3,053",153,32,121,"1,699",113,"30,569","30,722","3,028",615,"30,191",681,"5,754","28,793",930,"1,572",221,74,"7,069","7,143","11,722",0,"120,873","1,363,469","29,323","30,102",0,0,0,"28,128","28,126",38,"15,149","54,981",859
Jhunjhunun,"41,495","30,775","23,510","13,202","23,538","30,802",659,37,22,15,"16,659","2,125","28,310","28,347",486,"2,796","28,308",202,"1,672","23,726",935,758,378,176,"6,769","6,945","13,402",33,"191,525","2,012,404","19,848","36,179",0,0,0,"36,635","36,563",0,"5,068","31,728",481
Jodhpur,"126,364","73,190","79,094","31,695","56,954","52,542","3,955","3,484",535,"2,949","5,643","1,752","71,516","75,000","11,232","1,185","74,044","1,595","10,270","57,614",960,"4,116",672,28,"12,176","12,204","22,396",606,"197,405","2,114,038","66,030","87,953",0,0,0,"73,390","71,371",3,"22,326","43,612","1,904"
Karauli,"39,263","27,346","19,860","18,099","21,466","30,567",693,488,409,79,"11,570","1,233","29,505","29,993",271,"1,583","29,813",352,"4,160","28,481",951,911,205,14,"6,073","6,087","10,836",14,"91,508","759,390","18,524","29,565",0,0,0,"34,794","34,508",0,"2,293","4,368",772
Kota,"53,895","38,558","20,761","13,921","38,671","33,694",592,260,47,213,"11,989",0,"38,394","38,654","6,753","2,283","38,262",709,"5,123","31,002",908,438,493,116,"7,607","7,723","6,160",99,"88,846","967,557","35,137","39,096",0,0,0,"37,290","37,065",31,"7,549","29,741","1,061"
Nagaur,"74,113","56,555","39,478","27,834","20,808","60,288","1,102",677,192,485,"18,122","1,133","56,282","56,959","1,620","3,356","56,422",535,"4,554","51,490",963,"2,532",371,90,"9,604","9,694","19,922",25,"115,701","915,133","38,958","67,101",0,0,0,"64,878","63,570","4,130","4,041","6,574","1,208"
Pali,"51,278","33,994","24,323","17,880","25,579","35,401","1,188",528,140,388,"7,034",0,"37,898","38,426","2,712","1,522","37,774",794,"3,391","36,618",943,"1,163",422,52,"8,047","8,099","13,251",90,"98,070","910,817","27,951","39,628",0,0,0,"43,487","43,267",159,"7,860","15,826",764
Pratapgarh,"22,672","13,158","8,949","7,374","8,104","17,213",112,230,30,200,461,0,"17,116","17,346",185,7,"16,969",466,"3,243","15,822",938,637,94,27,"3,640","3,667","7,707",17,"44,379","426,897","15,652","16,877",0,0,0,"17,757","17,738",71,157,"2,452",403
Rajsamand,"30,685","22,179","20,379","7,401","9,045","26,565",146,832,286,546,"4,026",0,"22,164","22,996",275,"1,379","22,864",342,"3,171","21,914",961,"2,167","1,138",36,"2,798","2,834","10,069",0,"70,387","458,961","18,455","22,660",0,0,0,"26,420","25,675",34,"3,283","1,534",616
Sawai Madhopur,"31,864","22,514","18,577","13,292","16,232","24,906","1,050",93,50,43,"11,191","7,226","32,377","32,470","1,181",243,"32,488",559,"4,412","26,587",906,"1,844",269,37,"5,445","5,482","10,246",2,"59,285","387,011","26,631","34,457",0,0,0,"29,537","29,277",143,"2,336","20,705",503
Sikar,"55,804","43,317","33,022","15,533","27,495","36,965",605,276,155,121,"25,881","1,788","44,922","45,198","2,050","4,615","45,080",505,"4,392","39,549",945,"1,261",584,93,"9,457","9,550","19,995",669,"209,572","1,836,570","40,951","44,735",0,0,0,"46,287","46,235",0,"3,400","22,268",774
Sirohi,"30,341","18,454","14,209","13,064","8,632","21,860",406,270,108,162,"7,639",142,"26,137","26,407","1,420",640,"25,887",684,"4,498","24,845",943,"1,190",690,30,"3,609","3,639","11,296",105,"95,926","959,397","14,424","25,800",0,0,0,"24,606","24,394",0,"3,540","10,586",634
Tonk,"29,215","24,928","17,608","11,118","12,668","25,367",622,89,39,50,"4,973",89,"26,176","26,265","1,395",465,"25,951",468,"2,993","24,500",939,"2,140",134,11,"5,605","5,616","9,875",13,"118,703","742,682","19,436","25,081",0,0,0,"25,930","25,737",2,"8,065","11,057",536
Udaipur,"91,032","59,589","52,716","23,555","45,717","61,848",939,"5,042","1,224","3,818","5,681",129,"61,122","66,164","7,104",317,"64,849","1,601","12,287","59,381",941,"4,443","1,183",237,"10,820","11,057","25,477",209,"323,939","2,462,253","50,398","65,283",0,0,0,"72,974","71,809",39,"14,566","46,213","3,395"
