Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttarakhand,"230,252","148,429","125,467","30,199","73,215","145,081","3,128","18,668","4,806","13,862","41,205","18,679","129,173","147,841","10,683","9,527","147,253","1,795","12,097","129,352",937,"3,557","4,320",338,"12,479","12,817","51,220",876.0,"381,315","4,013,191","131,832","185,690","1,045",512.0,608.0,"3,851","182,943","28,486","20,820","27,555","1,154"
Almora,"10,838","5,185","4,329","1,402","3,576","4,731",52,"1,028",690,338,240,10,"4,939","5,967",379,198,"5,903",87,329,"5,623",958,111,201,52,620,672,"4,650",0.0,"28,481","259,619","5,446","6,653",0,0.0,1.0,73,"7,597","3,559","1,665","1,191",16
Bageshwar,"4,317","3,576","1,344",182,"2,026",385,,500,319,181,,,"2,369","2,869",132,,"3,411",11,94,"2,697",956,4,381,25,275,300,"1,689",,"9,619","105,404","2,344","3,653",0,0.0,0.0,"3,117","4,992","1,992",224,500,0
Chamoli,"6,381","3,502","3,521",567,"2,790","1,283",0,"1,283",830,453,,,"2,740","4,023",88,,"3,500",65,121,"3,551",899,20,49,39,"1,161","1,200","3,358",,"14,207","207,639","4,070","5,284",0,0.0,0.0,102,"5,701",43,524,455,13
Champawat,"4,457","3,334","2,631",334,"2,406","2,299",2,583,87,496,,,"1,787","2,370",0,,"2,331",43,108,"2,297",895,66,65,3,527,530,335,,"12,820","108,867","1,791","3,627",0,0.0,0.0,0,"3,845",580,0,474,32
Dehradun,"43,839","29,298","32,438","3,599","6,783","32,808",760,832,68,764,"8,257","2,665","23,461","24,293","2,862","2,012","24,057",273,"2,760","18,781",934,472,997,38,"2,280","2,318","6,502",732.0,"51,975","704,473","29,366","35,859",0,0.0,0.0,0,"31,075",908,"4,375","7,480",155
Garhwal,"12,463","6,201","6,503","1,794","9,225","9,071",851,940,213,727,508,472,"7,992","8,932","1,108",,"8,968",134,"1,519","8,065",916,352,485,2,921,923,"2,207",,"24,272","268,563","8,066","10,027",47,6.0,7.0,360,"9,593",6,"4,911","5,038",71
Hardwar,"61,912","35,972","27,282","11,558","14,921","35,330",371,"5,685",703,"4,982","17,678","5,737","29,450","35,135",883,"4,521","35,190",497,"1,677","29,701",938,632,120,55,"1,206","1,261","5,526",144.0,"47,858","466,130","30,186","43,124",973,494.0,596.0,156,"43,295","15,273",793,853,341
Nainital,"18,406","12,191","7,590","2,151","3,964","6,910",381,"1,463",796,667,"3,812",,"15,380","16,843","3,359","1,917","16,795",251,"2,016","14,704",938,"1,190",956,29,"1,349","1,378","6,585",,"43,122","225,214","12,859","17,492",19,0.0,0.0,3,"16,947",17,"4,370","6,050",191
Pithoragarh,"6,935","4,182","4,887",976,"4,425","1,611",106,949,729,220,7,0,"5,150","6,099",920,0,"6,052",55,276,"5,221",905,78,552,9,766,775,"6,935",,"22,071","259,517","5,957","7,333",0,0.0,0.0,5,"7,220",0,447,"2,974",73
Rudraprayag,"3,915","2,744","2,994",364,"3,111","1,390",79,324,241,83,,,"2,156","2,480",155,,"2,457",33,270,"2,300",926,2,64,14,509,523,"1,372",,"9,863","173,212","2,284","3,527",,,,0,"3,513",49,363,306,31
Tehri Garhwal,"10,541","6,292","6,475","1,584","5,586","7,787",61,"1,428",101,"1,327",191,75,"4,065","5,493",43,85,"5,433",79,486,"5,259",926,238,167,1,630,631,"1,774",,"30,965","281,246","5,010","9,592",0,0.0,0.0,0,"9,706","4,103",48,108,61
Udham Singh Nagar,"40,150","32,788","22,569","5,656","13,443","32,428",411,"2,706",8,"2,698","10,512","9,720","25,986","28,692",683,794,"28,577",172,"2,009","26,635",959,285,64,19,"1,288","1,307","8,902",0.0,"70,380","745,696","20,827","34,268",6,12.0,4.0,35,"34,408",17,"1,859",763,127
Uttarkashi,"6,098","3,164","2,904",32,959,"9,048",54,947,21,926,,,"3,698","4,645",71,,"4,579",95,432,"4,518",926,107,219,52,947,999,"1,385",,"15,682","207,611","3,626","5,251",0,0.0,0.0,0,"5,051","1,939","1,241","1,363",43
