Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttar Pradesh,"6,117,234","2,996,142","3,491,050","1,154,553","5,898,429","3,270,364","87,263","570,912","77,335","493,577","881,411","202,972","3,401,350","3,972,262","98,407","91,358","3,860,684","48,825","389,541","3,368,028",922,"33,215","34,582","3,905","280,798","284,703","826,380","19,496","3,479,192","38,181,813","2,731,043","5,012,619","45,045","25,861","28,718","3,029,431","5,023,234","12,849","248,816","386,889","12,381"
Agra,"126,272","59,179","67,102","33,678","92,624","75,181","2,171","3,480","1,461","2,019","48,144",0,"96,459","99,939","2,718",0,"57,671",675,"6,119","55,889",917,893,894,74,"8,956","9,030","32,789",13,"73,228","1,558,875","57,513","97,893","1,983","1,112","1,604","53,678","107,440",2,"2,724","3,201",52
Aligarh,"89,346","47,796","51,666","31,840","63,495","63,032","2,554","9,549","1,111","8,438","39,099","21,145","84,650","94,199","2,698",3,"90,700",589,"7,164","82,553",998,877,"3,002",22,"3,558","3,580","20,770","3,120","39,321","915,237","47,319","79,577",657,489,485,"35,214","84,654",24,"3,376","6,895",262
Allahabad,"165,147","82,522","89,444","24,979","136,370","57,576","2,319","8,242",49,"8,193",950,0,"71,466","79,708","4,475",0,"78,896",919,"6,383","76,234",917,778,875,561,"14,850","15,411","24,140",735,"88,306","622,647","56,775","156,669",233,279,482,"76,593","147,204",15,"10,120","30,356",62
Ambedkar Nagar,"63,592","40,257","44,204","9,800","59,371","42,053","1,931","3,151",803,"2,348","9,362","6,295","34,884","38,035",875,0,"37,664",525,"3,299","36,308",939,168,18,26,"1,899","1,925","10,590",0,"56,595","408,387","36,818","55,312",3,4,3,"24,975","61,654",0,"4,275","3,956",345
Auraiya,"44,710","23,175","27,672","8,288","42,551","15,475",59,"2,180",67,"2,113",0,0,"16,995","19,175",0,0,"19,320",291,"2,147","17,896",939,50,22,6,"1,206","1,212","12,217",0,"36,834","378,160","14,612","29,219",83,41,2,"24,367","32,156",295,10,583,9
Azamgarh,"156,044","70,332","70,037","22,189","141,320","88,409","1,475","5,206","2,404","2,802","4,828","4,568","48,070","53,276","1,900",0,"57,038",424,"5,635","54,442",917,70,10,15,"6,984","6,999","7,643","2,630","25,256","546,671","56,757","131,660",190,96,328,"89,712","122,888",373,"8,529","5,446",71
Bagpat,"33,971","25,210","20,604","9,487","27,512","17,853",248,"2,483",0,"2,483","7,515",903,"20,590","23,073",466,23,"22,945",212,"2,600","21,560",880,496,106,168,"1,077","1,245","4,313",307,"20,352","304,449","21,967","33,141",0,0,0,"16,532","32,946",2,642,"2,962",111
Bahraich,"130,963","69,924","87,533","27,202","125,177","72,697","3,097","18,603","1,733","16,870",860,11,"67,694","86,297","2,119",113,"84,502","2,127","9,148","81,380",929,826,378,62,"3,294","3,356","7,715","1,552","31,325","149,347","59,514","103,489","4,158","2,155","2,032","52,143","90,119",735,"6,861","5,751",494
Ballia,"90,725","38,444","58,166","7,148","51,413","22,802",275,"9,425","3,493","5,932","5,178",34,"47,784","57,209",307,276,"57,025",297,"3,858","56,019",890,541,23,4,"4,644","4,648","2,110",117,"19,248","314,009","18,004","59,695","1,027",84,60,"72,115","77,604",0,"1,340","2,754",2
