Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Telangana,"758,446","487,639","97,190",106.1,129.1,"25,639",36.9,585,244,70.6,"283,012","30,422","609,362","610,191","142,477","165,307","3,654","548,339","490,820",955,109.3,0.6,"195,142","3,903",50.1,65.8,46.7,1.5,0.0,1.0,0.0,15,"15,243",22.4,2.0,470,"30,596",,"605,665",96.3,110
Adilabad,"13,254","11,506","1,007",100.0,95.5,"1,393",59.3,17,46,27.0,"2,410",0,"13,215","13,278","2,997","1,720",39,"13,173","13,093",943,88.6,0.0,"2,838",742,69.5,31.0,66.0,11.1,0.0,0.0,0.0,0,,51.7,0.3,0,188,,"12,232",100.0,0
BHADRADRI KOTHAGUDEM,"16,039","14,998","1,841",79.7,103.7,"1,818",45.5,21,35,37.5,"2,880",,"13,242","13,298","4,042","1,817",62,"10,448","10,627",963,84.7,0.5,"3,255",3,5.3,100.0,40.6,1.0,0.0,0.0,0.0,0,,36.7,0.4,3,178,,"16,973",100.0,1
Hyderabad,"157,743","57,245","12,126",114.0,107.7,"4,402",83.2,74,0,100.0,"67,269",,"142,840","142,914","31,870","29,149","1,662","138,900","133,026",997,100.4,0.8,"37,585",966,43.4,62.0,37.3,1.9,0.0,0.0,0.0,0,,15.4,1.9,227,997,,"76,367",99.7,0
JAGITIAL,"15,508","13,898","4,450",82.0,133.3,397,36.3,0,0,,"4,837",87,"15,135","15,135","6,163","4,523",60,"14,795","13,204",888,118.5,2.0,"1,127",10,7.5,30.0,79.6,2.4,0.0,0.0,0.0,0,,8.0,1.6,0,"19,750",,"15,031",100.0,0
JANGOAN,"7,674","6,445","1,211",193.1,611.1,"1,939",43.1,12,14,46.2,"1,997",0,"6,053","6,079","2,815","1,762",11,"5,135","5,511",933,577.2,0.1,"9,879",9,24.3,77.8,0.0,0.0,0.0,0.0,0.0,0,,50.0,0.4,0,29,,"7,206",99.7,0
JAYASHANKAR BHUPALPALLY,"12,612","10,128","1,337",111.6,128.2,111,7.1,0,0,,646,182,"5,337","5,337","2,246",474,9,"4,002","4,031",961,96.2,0.0,"1,157",1,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0,,84.1,0.8,0,145,,"8,030",100.0,0
JOGULAMBA GADWAL,"16,189","11,940","3,957",60.0,119.9,136,8.6,24,2,92.3,"3,701",,"8,921","8,947",685,"2,485",65,"8,445","8,901",825,140.0,0.0,"3,944",4,7.7,50.0,29.6,10.4,0.0,0.0,0.0,0,,77.7,6.1,8,194,,"11,579",84.8,5
KAMAREDDY,"19,979","13,712","2,564",164.9,154.4,316,26.1,97,11,89.8,"4,469",552,"14,049","14,157","3,863","3,620",122,"12,266","10,022",868,160.4,0.0,"4,847",5,2.6,60.0,68.9,0.0,0.0,0.0,0.0,0,,26.1,0.9,5,953,,"13,673",100.0,1
KOMARAM BHEEM,"10,899","9,176","1,232",93.9,144.6,609,30.9,51,39,56.7,"1,799",0,"6,215","6,305",23,"1,407",66,"5,587","5,731",953,137.6,0.7,"1,453",0,0.0,,0.0,0.0,0.0,0.0,0.0,1,0,14.8,0.3,3,192,,"8,412",80.9,0
