Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttar Pradesh,"6,117,234","2,996,142","1,154,553",57.1,96.4,"87,263",35.4,"77,335","493,577",13.5,"881,411","202,972","3,401,350","3,972,262","98,407","91,358","48,825","3,413,772","3,368,028",922,37.6,0.5,"1,339,433","34,582",56.8,92.3,5.8,2.3,0,1,67,234,"19,496",37.0,12.1,"5,156","934,484",,"5,023,234",39.6,"1,042"
Agra,"126,272","59,179","33,678",53.1,73.4,"2,171",39.1,"1,461","2,019",42.0,"48,144",0,"96,459","99,939","2,718",0,675,"56,264","55,889",917,56.4,1.0,"23,632",894,50.0,99.4,3.2,5.6,0,0,8,6,13,24.2,16.4,32,"27,906",,"107,440",45.2,11
Aligarh,"89,346","47,796","31,840",57.8,71.1,"2,554",27.7,"1,111","8,438",11.6,"39,099","21,145","84,650","94,199","2,698",3,589,"83,367","82,553",998,36.6,0.4,"16,568","3,002",79.4,99.9,2.0,0.0,0,0,1,0,"3,120",24.8,11.3,753,"8,050",,"84,654",55.7,1
Allahabad,"165,147","82,522","24,979",54.2,82.6,"2,319",32.8,49,"8,193",0.6,950,0,"71,466","79,708","4,475",0,919,"78,192","76,234",917,47.9,0.5,"19,015",875,52.9,97.9,3.3,0.4,0,0,0,0,735,29.8,10.2,39,"15,466",,"147,204",51.1,1
Ambedkar Nagar,"63,592","40,257","9,800",69.5,93.4,"1,931",91.4,803,"2,348",25.5,"9,362","6,295","34,884","38,035",875,0,525,"37,085","36,308",939,3.9,0.0,"5,231",18,9.7,100.0,4.5,0.3,0,0,0,0,0,19.9,8.3,12,"10,740",,"61,654",54.8,1
Auraiya,"44,710","23,175","8,288",61.9,95.2,59,10.5,67,"2,113",3.1,0,0,"16,995","19,175",0,0,291,"17,738","17,896",939,26.2,0.0,"11,361",22,30.6,100.0,0.0,0.0,0,0,0,0,0,19.8,14.3,0,"11,209",,"32,156",16.6,7
Azamgarh,"156,044","70,332","22,189",44.9,90.6,"1,475",17.0,"2,404","2,802",46.2,"4,828","4,568","48,070","53,276","1,900",0,424,"53,127","54,442",917,26.5,0.4,"11,756",10,12.5,80.0,1.8,0.0,0,0,0,1,"2,630",72.6,12.8,32,"19,893",,"122,888",31.9,6
Bagpat,"33,971","25,210","9,487",60.7,81.0,248,18.0,0,"2,483",0.0,"7,515",903,"20,590","23,073",466,23,212,"21,902","21,560",880,77.2,0.0,"19,975",106,17.6,98.1,7.0,0.0,0,0,0,0,307,45.5,15.0,2,"4,773",,"32,946",50.1,24
Bahraich,"130,963","69,924","27,202",66.8,95.6,"3,097",49.5,"1,733","16,870",9.3,860,11,"67,694","86,297","2,119",113,"2,127","80,591","81,380",929,12.8,0.0,"12,225",378,32.1,91.0,5.2,0.5,0,0,0,1,"1,552",61.4,7.1,63,"7,859",,"90,119",49.6,20
Ballia,"90,725","38,444","7,148",64.1,56.7,275,31.3,"3,493","5,932",37.1,"5,178",34,"47,784","57,209",307,276,297,"56,205","56,019",890,24.7,0.1,"8,065",23,4.1,82.6,1.2,0.0,0,0,0,0,117,60.1,3.0,4,"2,236",,"77,604",-20.8,0
Balrampur,"82,920","45,772","17,981",70.0,83.6,"5,222",84.3,"2,332","21,167",9.9,"2,666",696,"35,519","59,018",316,450,"1,099","56,881","56,423",943,30.1,0.0,"15,920",3,3.7,100.0,6.0,1.1,0,1,0,0,0,35.9,10.1,8,"12,223",,"61,310",45.9,16
Banda,"63,183","25,772","9,722",34.8,77.9,"1,612",28.6,356,884,28.7,"2,496",573,"35,667","36,907",10,"1,194",652,"36,036","34,821",926,24.4,1.3,"24,807",28,51.5,100.0,3.8,0.1,0,0,0,0,43,39.3,11.4,12,"10,210",,"47,169",45.8,9
Barabanki,"104,540","36,460","14,106",53.8,102.6,663,13.7,476,"3,648",11.5,"3,612","1,114","52,202","56,326","2,786","1,980","1,098","48,382","45,105",919,36.9,1.0,"53,531",148,43.1,98.6,15.3,0.1,0,0,2,1,90,56.9,11.3,21,"47,295",,"86,884",25.2,48
Bareilly,"124,138","76,006","30,071",54.2,84.0,506,25.5,31,"20,667",0.1,"41,085",0,"81,626","102,324","1,169",0,703,"55,609","92,903",940,48.6,1.8,"20,858",485,91.7,88.9,15.7,3.5,0,0,0,0,"1,404",29.5,9.7,7,"19,404",,"107,246",43.1,0
Basti,"91,619","36,749","3,557",35.7,59.3,365,32.6,122,"2,982",3.9,"14,654",75,"48,515","51,619","1,638",429,607,"46,973","45,239",976,50.5,0.4,"4,531",12,3.4,100.0,2.6,0.5,0,0,0,0,0,38.0,9.3,2,"17,355",,"65,924",55.5,6
Bijnor,"104,128","64,573","20,486",67.5,62.1,982,28.1,"3,812","8,230",31.7,"34,524",31,"75,514","87,556","1,369",95,761,"88,105","84,931",900,12.4,0.0,"5,151",52,7.0,100.0,20.6,4.4,0,0,0,11,"1,020",18.4,3.1,97,"27,593",,"90,310",51.3,19
Budaun,"110,941","43,449","29,182",36.9,47.0,"1,354",25.3,"1,161","13,102",8.1,"1,237",64,"50,574","64,837",202,72,"1,259","60,899","61,921",941,16.6,0.1,"14,379","1,384",48.2,100.0,1.6,1.3,0,0,8,5,118,69.9,17.8,179,"5,193",,"84,595",21.4,20
Bulandshahar,"102,979","54,905","23,724",52.0,85.3,"1,022",13.3,"3,193","10,293",23.7,"34,791",,"73,066","86,552",523,0,332,"51,527","51,356",913,40.2,0.4,"24,486","1,446",77.7,96.7,0.6,0.0,0,0,0,0,,40.6,14.8,90,"26,938",,"84,646",41.2,0
C S M Nagar,"51,676","29,861","8,958",88.6,96.1,770,64.7,421,363,53.7,213,,"30,043","30,827",137,88,519,"30,027","29,506",940,0.5,0.0,"18,429",5,19.2,80.0,0.3,0.0,0,0,2,2,,25.3,10.5,6,"6,882",,"41,848",51.7,24
Chandauli,"66,520","44,577","11,008",73.8,104.9,"1,777",82.6,344,"2,887",10.6,"6,672",0,"33,585","36,816",713,8,387,"34,404","33,936",928,83.5,0.6,"16,087",84,27.6,85.7,4.1,0.1,0,0,0,1,489,16.4,4.4,58,"7,730",,"50,557",45.0,0
Chitrakoot,"28,132","17,857","9,574",68.7,97.2,"1,395",58.3,165,861,16.1,,,"19,277","20,303",3,,272,"19,661","19,624",927,65.3,1.0,"15,326",0,0.0,,0.0,0.0,0,0,0,0,,33.7,14.6,105,"6,520",,"24,925",31.0,5
Deoria,"83,789","43,887","3,668",42.2,63.6,546,146.8,744,"1,369",35.2,"19,602",0,"64,884","66,997","1,370","1,798",446,"42,249","45,328",945,22.6,0.0,"20,962",158,92.4,100.0,0.0,0.0,0,0,0,0,,33.2,9.7,25,"2,225",,"83,604",57.1,0
Etah,"56,464","25,668","19,582",42.6,148.7,467,16.0,237,"7,754",3.0,"1,325",70,"20,664","28,655",51,0,366,"27,943","27,815",942,4.1,0.2,"3,848",97,39.4,100.0,0.4,0.5,0,0,0,1,0,67.9,12.8,9,"4,606",,"38,395",38.6,5
Etawah,"61,717","28,731","9,522",48.5,129.6,571,26.6,73,322,18.5,"2,359","1,878","33,359","33,754","3,379","1,176",267,"33,215","32,664",939,96.6,0.1,"17,942",152,78.4,99.3,33.0,0.0,0,0,0,0,212,21.5,11.4,22,"11,933",,"38,591",33.6,3
Faizabad,"67,410","23,123","7,705",58.8,69.7,521,38.9,377,"2,439",13.4,"14,966",0,"44,438","47,254",828,0,642,"31,052","30,889",883,16.5,3.1,"15,289",0,0.0,,4.1,0.4,0,0,18,3,0,26.5,10.5,36,"24,965",,"56,189",41.4,12
Farrukhabad,"86,095","30,714","17,038",33.5,72.7,808,31.3,782,"7,901",9.0,"4,548",983,"25,260","33,943",155,"1,824",565,"27,652","27,049",896,32.9,0.2,"15,623",444,34.7,96.4,5.2,5.7,0,0,1,0,353,50.9,20.0,257,"13,240",,"46,260",36.6,20
