Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_West Bengal,"1,640,352","1,437,959","146,510",83.5,88.8,"8,759",78.4,403.0,"28,185",1.4,"265,452","4,839","1,294,541","1,323,129","256,650","205,141","20,758","1,233,660","1,066,825",944,42.4,0.2,"356,328","34,907",41.0,88.7,45.7,1.4,0,2,23,"277,859","2,520",62.1,37.1,"10,326","32,048",,"1,391,491",86.3,"7,044"
Alipurduar,"24,409","21,978","1,982",78.1,87.2,263,34.0,5.0,590,0.8,"3,491",100,"22,236","22,831","4,504","2,999",432,"22,445","20,487",935,63.1,0.0,"10,682",506,52.2,93.7,37.2,2.9,0,0,0,0,70,70.1,35.3,418,"2,300",,"20,290",88.5,6
Bankura,"57,823","54,477","5,294",81.6,86.9,3,6.4,0.0,"1,064",0.0,"2,744",0,"48,385","49,449","11,201","2,627",829,"47,423","39,074",926,53.7,0.0,"9,662",704,23.8,88.4,31.8,0.1,0,0,0,3,0,65.0,24.8,176,518,,"50,766",89.8,2
Birbhum,"66,091","61,755","5,299",84.2,83.0,49,31.6,1.0,623,0.2,"4,702",0,"57,962","58,586","8,536","2,051",697,"57,664","54,942",955,31.6,0.0,"6,015","1,577",38.6,80.7,34.3,0.5,0,0,0,0,5,58.7,20.2,208,225,,"58,378",84.5,23
Dakshin Dinajpur,"29,371","25,724","2,966",74.2,82.0,15,27.8,0.0,227,0.0,"1,276",,"24,007","24,234","4,322","1,123",421,"23,640","22,057",950,12.8,0.3,"3,933","1,820",37.8,90.3,36.2,0.4,0,0,5,0,,75.9,28.3,481,"1,189",,"24,222",90.8,6
Darjiling,"25,215","20,482",840,78.6,109.5,159,39.2,1.0,156,0.6,"4,976",,"26,481","26,638","6,863","3,975",489,"21,371","20,388",951,87.5,0.0,"15,934",773,45.2,91.6,66.6,3.0,0,0,1,0,,55.2,23.7,453,531,,"25,442",81.3,6
Haora,"72,352","64,613","4,330",99.6,99.0,291,86.9,0.0,499,0.0,"12,686","2,564","41,949","42,448","8,990","9,794",548,"41,840","37,901",956,44.0,0.4,"17,176","2,106",51.2,99.3,67.8,3.0,0,0,0,1,166,50.1,46.8,898,"1,423",,"60,881",83.5,18
Hugli,"80,015","69,967","2,850",85.3,83.8,141,56.2,3.0,136,2.2,"25,893",,"64,780","64,919","13,474","23,478",762,"63,981","61,976",949,49.0,0.0,"10,854","2,272",36.5,95.4,55.7,0.8,0,0,7,0,21,50.9,39.8,286,822,,"68,790",91.0,72
Jalpaiguri,"38,114","35,119","2,377",81.4,88.1,496,45.8,0.0,190,0.0,106,86,"26,958","27,148","7,282",0,447,"27,302","25,680",952,21.5,0.0,"15,256","1,439",39.0,84.2,55.1,0.9,0,0,0,2,0,78.4,61.8,183,448,,"34,024",85.2,6
Jhargram,"18,599","18,281","1,340",91.9,89.1,34,44.7,15.0,93,13.9,886,121,"17,330","17,438","3,312",732,266,"17,097","15,932",964,46.9,0.0,"2,229",900,51.9,91.0,20.7,3.3,0,0,1,0,0,75.4,77.3,259,223,,"17,083",83.3,7
