Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Tamil Nadu,"1,054,940","981,236","957,987","179,295","1,009,038","2,845,239","27,816",105,56,49,"426,838","12,243","939,442","939,547","209,781","223,019","939,599","6,028","137,273","698,205",944,"37,178","30,884",566,"258,292","258,858","331,190","9,391","584,489","7,217,305","970,587","972,513",0,0,0,"4,097","936,583",252,"668,660","2,276,588","7,305"
Ariyalur,"12,406","11,387","10,694","3,285","10,293","26,655",416,0,0,0,"5,219",0,"10,855","10,855","2,817","2,160","10,851",40,"1,259","8,561",920,505,369,28,"2,944","2,972","5,009",0,"4,057","43,837","10,851","10,851",0,0,0,0,"11,287",0,"5,842","25,970",43
Chennai,"93,180","84,925","89,523",812,"92,821","226,904","2,002",1,0,1,"43,953",,"96,699","96,700","26,839","20,781","96,975",738,"10,253","96,972",960,"2,561","4,026",98,"24,947","25,045","57,002","2,296","44,693","806,308","93,222","93,927",0,0,0,0,"85,039",0,"100,275","191,454",888
Coimbatore,"54,992","49,467","50,303","5,421","51,092","61,794","1,359",13,5,8,"35,273",,"50,540","50,553","6,619","16,139","50,438",178,"6,958","28,132",976,"1,374","1,054",21,"11,417","11,438","12,283",420,"39,255","343,129","47,383","47,383",0,0,0,233,"46,713",4,"21,344","113,693",93
Cuddalore,"35,728","34,176","32,799","4,459","31,316","89,661","1,770",0,0,0,"14,092",,"31,932","31,932","8,924","5,417","31,880",102,"4,073","23,647",971,512,519,30,"6,554","6,584","9,234",491,"15,671","500,209","30,870","31,510",0,0,0,17,"33,449",0,"17,155","84,990",194
Dharmapuri,"26,821","25,722","25,372","7,481","25,985","87,708",311,0,0,0,"6,692",,"23,349","23,349","5,207","3,637","23,157",259,"5,291","15,687",936,883,735,5,"6,630","6,635","7,589",200,"7,597","106,250","23,157","23,157",0,0,0,10,"23,950",0,"11,908","45,367",238
Dindigul,"29,765","28,003","27,498","7,348","64,628","103,334","1,209",3,1,2,"11,751",,"26,571","26,574","3,811","5,294","26,453",177,"3,270","19,364",966,777,865,8,"8,353","8,361","9,287",731,"21,161","291,240","26,453","26,453",0,0,0,134,"25,820",0,"11,311","71,105",208
Erode,"26,352","24,976","25,034","3,048","25,483","59,300",467,2,1,1,"19,232",364,"27,860","27,862","3,706","12,512","27,735",136,"4,112","26,721",929,511,512,22,"8,661","8,683","7,898",488,"13,227","165,442","23,936","24,052",0,0,0,0,"24,112",0,"6,347","29,532",209
Kancheepuram,"51,565","46,013","47,463","1,422","54,324","100,907",582,1,1,0,"17,022","1,421","41,773","41,774","11,623","9,386","42,347",171,"8,222","33,313",972,"2,472",807,101,"13,193","13,294","13,298",319,"24,705","368,624","45,342","44,860",0,0,0,282,"39,342",0,"24,422","106,612",81
Kanniyakumari,"24,966","24,369","24,410",0,"24,802","21,241",159,0,0,0,"14,558",0,"22,587","22,587","4,750","9,648","22,604",36,994,"22,604",929,389,356,18,"8,385","8,403","4,952",87,"11,231","103,069","23,729","23,764",0,0,0,0,"23,091",0,"13,839","113,607",53
