Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Tamil Nadu,"1,054,940","981,236","179,295",90.8,95.6,"27,816",33.3,56,49,53.3,"426,838","12,243","939,442","939,547","209,781","223,019","6,028","939,598","698,205",944,35.8,2.9,"304,266","30,884",66.9,88.9,77.4,3.7,0,5,582,1,"9,391",60.7,39.2,"2,093","30,844",,"936,583",99.6,14
Ariyalur,"12,406","11,387","3,285",86.2,83.0,416,21.0,0,0,,"5,219",0,"10,855","10,855","2,817","2,160",40,"10,851","8,561",920,0.8,1.8,"2,166",369,47.0,92.7,60.1,3.9,0,0,0,0,0,62.0,55.1,52,82,,"11,287",100.0,0
Chennai,"93,180","84,925",812,96.1,99.6,"2,002",41.0,0,1,0.0,"43,953",,"96,699","96,700","26,839","20,781",738,"96,975","96,972",960,0.0,7.0,"21,718","4,026",79.8,74.7,75.6,4.5,0,1,61,0,"2,296",53.8,58.1,136,989,,"85,039",100.0,4
Coimbatore,"54,992","49,467","5,421",91.5,92.9,"1,359",56.3,5,8,38.5,"35,273",,"50,540","50,553","6,619","16,139",178,"50,438","28,132",976,63.8,1.5,"13,624","1,054",68.9,85.9,83.5,2.9,0,0,5,0,420,41.4,33.3,21,901,,"46,713",99.5,0
Cuddalore,"35,728","34,176","4,459",91.8,87.7,"1,770",55.9,0,0,,"14,092",,"31,932","31,932","8,924","5,417",102,"31,880","23,647",971,147.4,3.5,"7,910",519,84.6,99.8,83.0,4.7,0,0,6,0,491,51.8,26.8,37,"1,797",,"33,449",99.9,0
Dharmapuri,"26,821","25,722","7,481",94.6,96.9,311,29.1,0,0,,"6,692",,"23,349","23,349","5,207","3,637",259,"23,157","15,687",936,50.4,1.4,"1,208",735,68.8,97.4,73.2,0.9,0,0,19,0,200,66.1,30.1,19,185,,"23,950",100.0,0
Dindigul,"29,765","28,003","7,348",92.4,217.1,"1,209",18.2,1,2,33.3,"11,751",,"26,571","26,574","3,811","5,294",177,"26,453","19,364",966,27.0,1.3,"18,601",865,73.8,93.6,56.0,1.5,0,0,16,0,731,56.9,35.6,39,"1,650",,"25,820",99.5,0
Erode,"26,352","24,976","3,048",95.0,96.7,467,38.0,1,1,50.0,"19,232",364,"27,860","27,862","3,706","12,512",136,"27,734","26,721",929,56.2,2.5,"2,886",512,84.9,95.7,83.7,2.8,0,0,10,0,488,40.2,36.8,25,"1,329",,"24,112",100.0,0
Kancheepuram,"51,565","46,013","1,422",92.0,105.4,582,49.4,1,0,100.0,"17,022","1,421","41,773","41,774","11,623","9,386",171,"42,347","33,313",972,13.5,3.0,"5,881",807,47.6,93.2,81.4,5.3,0,0,27,0,319,74.8,40.2,31,710,,"39,342",99.4,0
Kanniyakumari,"24,966","24,369",0,97.8,99.3,159,60.5,0,0,,"14,558",0,"22,587","22,587","4,750","9,648",36,"22,604","22,604",929,86.8,3.1,"3,269",356,65.9,80.1,89.1,2.1,0,1,13,0,87,44.4,27.4,31,195,,"23,091",100.0,0
