Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Rajasthan,"1,825,723","1,203,106","596,674",49.8,45.2,"42,985",74.1,"10,867","22,106",33.0,"315,319","39,219","1,351,299","1,384,272","98,754","53,941","23,896","1,309,643","1,201,247",947,52.7,0.1,"721,045","18,866",28.5,95.6,9.3,0.8,0,5,333,37,"5,067",49.3,23.0,"3,233","94,026",,"1,400,496",1.6,261
Ajmer,"81,671","50,948","27,171",47.6,48.3,"4,944",88.6,76,476,13.8,"8,681","1,323","60,805","61,357","8,200","2,576",852,"60,108","50,952",947,52.6,0.0,"55,586",642,24.2,99.5,19.6,0.9,0,1,19,1,755,51.7,21.0,256,"2,664",,"56,242",7.2,5
Alwar,"100,047","56,651","40,841",36.4,34.5,"1,709",70.7,"2,121","1,518",58.3,"17,379","3,115","67,922","71,561","2,767","3,215","1,076","69,428","65,168",929,16.2,0.0,"49,145",453,22.7,98.0,6.7,0.5,0,0,1,0,679,48.7,21.0,144,"4,769",,"72,049",2.6,62
Banswara,"54,345","38,649","23,983",51.6,38.0,"1,566",67.9,186,347,34.9,"3,563","1,680","42,768","43,301","2,266",0,780,"42,190","39,804","1,006",54.6,0.0,"22,380","1,199",41.8,89.2,11.8,0.0,0,1,0,0,0,53.1,28.3,77,"2,720",,"44,304",-4.8,4
Baran,"30,072","22,957","11,476",58.2,35.4,541,74.4,121,67,64.4,718,41,"22,655","22,843","1,340",85,379,"22,463","21,812",951,63.7,0.1,"13,502",226,25.4,99.1,0.8,0.7,0,0,44,1,0,80.1,26.4,20,"1,498",,"22,737",-5.8,2
Barmer,"90,902","52,573","40,430",38.2,61.6,233,37.6,"1,263","3,002",29.6,"4,978",223,"57,546","61,811","1,556",841,939,"60,761","55,739",981,62.1,0.0,"22,221",412,14.8,99.3,1.8,0.1,0,0,8,9,41,48.3,15.8,130,"6,155",,"67,428",9.3,6
Bharatpur,"62,402","37,118","12,704",39.7,51.3,"1,594",77.2,"1,161",677,63.2,"8,517","1,118","51,327","53,165","1,317","2,818",593,"51,671","47,788",949,32.2,0.0,"14,399","1,364",61.6,97.2,1.1,0.0,0,1,7,0,0,52.5,22.1,176,"2,019",,"52,664",-11.3,13
Bhilwara,"54,690","47,207","18,215",56.0,62.3,"1,137",101.7,58,92,38.7,"5,416",574,"45,927","46,077","2,970",355,816,"41,272","38,456",937,54.6,0.0,"21,548",351,16.8,100.0,8.3,1.2,0,1,12,2,71,45.0,24.7,157,"3,882",,"48,126",-0.3,5
Bikaner,"74,571","36,963","27,501",41.1,37.9,"3,083",75.8,18,"1,609",1.1,"5,891",782,"51,408","53,035","4,512","1,537","1,205","51,194","45,283",956,61.9,0.1,"26,201",340,49.2,96.5,7.6,0.0,0,1,43,0,116,56.3,19.1,85,"4,238",,"52,725",12.6,2
Bundi,"23,097","17,590","8,579",65.7,49.9,494,55.1,4,29,12.1,921,0,"17,452","17,485",753,419,282,"16,643","15,376",935,66.2,0.0,"9,798",150,13.0,98.7,4.2,1.2,0,0,9,0,0,43.6,22.9,49,"2,908",,"20,926",-25.7,0
Chittaurgarh,"33,778","26,344","7,309",56.0,48.1,"1,431",110.8,26,181,12.6,"1,697",709,"26,959","27,166","2,672",199,502,"26,627","22,882",951,71.0,0.0,"23,832","1,483",39.9,89.6,20.4,0.0,0,0,1,0,0,46.8,26.2,76,"1,292",,"28,595",-7.0,1
Churu,"46,499","31,914","16,743",51.7,33.1,677,66.4,0,781,0.0,"6,997","1,294","34,470","35,251",810,502,441,"34,226","34,187",985,50.7,0.0,"10,763",860,48.1,99.0,1.6,0.1,0,0,13,0,0,43.3,26.8,6,"1,379",,"40,300",-2.6,2
Dausa,"34,388","23,599","14,357",42.4,45.1,863,189.7,64,47,57.7,"11,624","3,680","30,424","30,535",517,661,280,"30,036","27,018",939,42.4,0.0,"6,573",225,21.7,100.0,1.4,0.0,0,0,3,0,43,59.8,31.5,186,"1,509",,"32,314",-17.0,8
Dhaulpur,"35,686","24,804","17,004",53.3,40.1,"1,094",79.7,462,472,49.5,"1,665",0,"29,219","30,153","1,318",0,409,"29,729","29,415",950,64.0,0.1,"13,573",303,20.3,99.0,4.8,0.0,0,0,4,1,0,75.5,20.7,114,"1,816",,"29,062",0.1,0
Dungarpur,"37,924","27,629","13,430",43.4,29.1,"1,996",83.6,447,954,31.9,"6,771",0,"31,577","32,978","1,821",198,889,"28,947","27,673",906,54.7,0.0,"18,110",820,19.9,94.9,19.2,10.7,0,0,14,0,0,56.4,28.7,238,"4,135",,"29,800",14.7,10
Ganganagar,"38,222","30,320","12,280",56.2,19.5,"1,135",73.7,51,432,10.6,"10,248","1,638","32,630","33,113","1,213","2,445",703,"31,322","26,403",937,57.4,0.0,"24,068",150,16.1,96.7,2.1,0.1,0,0,8,1,0,41.1,32.2,64,"2,446",,"34,434",-6.5,26
Hanumangarh,"34,185","28,381","11,585",61.4,52.0,909,28.4,160,325,33.0,"18,290","2,803","37,487","37,972","1,591","1,533",609,"36,854","36,809",977,94.3,0.0,"22,149",237,22.4,78.5,8.4,0.0,0,0,4,5,53,40.1,24.2,15,"2,584",,"36,873",1.3,13
Jaipur,"211,735","118,615","39,675",44.4,37.2,"3,091",91.8,189,286,39.8,"44,746","4,091","129,078","129,553","23,029","13,399","2,440","113,021","93,607",932,57.2,0.6,"90,426","2,636",38.8,98.3,18.5,1.3,0,0,14,2,"1,423",64.8,21.4,237,"8,512",,"117,643",8.2,9
Jaisalmer,"20,711","12,037","8,136",43.1,71.4,299,70.7,422,970,30.3,982,0,"16,665","18,057",224,12,293,"17,231","15,755",943,43.2,0.0,"2,151",19,1.6,94.7,0.5,0.0,0,0,2,0,0,63.4,31.0,13,"3,617",,"15,688",15.3,2
Jalor,"51,441","29,180","22,226",44.6,63.9,"1,067",75.4,769,651,54.2,"23,667",418,"42,492","43,912",166,"2,140",915,"38,802","36,798",972,38.9,0.1,"11,463",142,13.9,97.2,0.6,0.0,0,0,4,0,4,27.3,17.1,67,"1,310",,"43,251",7.5,3
Jhalawar,"31,336","25,070","9,061",58.6,58.7,"3,053",90.7,32,121,20.9,"1,699",113,"30,569","30,722","3,028",615,681,"29,928","28,793",930,41.6,0.0,"18,972",221,12.3,94.1,7.5,0.2,0,0,14,0,0,58.3,23.7,18,"1,287",,"28,126",6.6,23
Jhunjhunun,"41,495","30,775","13,202",56.7,56.7,659,102.8,22,15,59.5,"16,659","2,125","28,310","28,347",486,"2,796",202,"26,960","23,726",935,71.5,0.0,"28,121",378,34.7,96.0,8.6,0.4,0,0,7,0,33,25.2,29.0,38,"1,080",,"36,563",-1.3,3
Jodhpur,"126,364","73,190","31,695",62.6,45.1,"3,955",68.4,535,"2,949",15.4,"5,643","1,752","71,516","75,000","11,232","1,185","1,595","71,571","57,614",960,32.5,0.1,"11,213",672,14.9,94.5,14.0,0.6,0,0,4,0,606,54.6,18.6,158,"1,899",,"71,371",16.6,2
Karauli,"39,263","27,346","18,099",50.6,54.7,693,92.3,409,79,83.8,"11,570","1,233","29,505","29,993",271,"1,583",352,"29,592","28,481",951,53.3,0.0,"15,851",205,18.4,100.0,6.2,0.0,0,0,4,0,14,46.2,27.9,30,"2,628",,"34,508",-17.7,0
Kota,"53,895","38,558","13,921",38.5,71.8,592,77.6,47,213,18.1,"11,989",0,"38,394","38,654","6,753","2,283",709,"33,156","31,002",908,60.7,0.0,"21,228",493,74.1,93.3,21.2,1.9,0,0,14,0,99,84.4,19.7,56,"3,727",,"37,065",4.6,12
Nagaur,"74,113","56,555","27,834",53.3,28.1,"1,102",51.7,192,485,28.4,"18,122","1,133","56,282","56,959","1,620","3,356",535,"52,780","51,490",963,41.2,0.0,"30,666",371,14.0,98.4,9.6,0.0,0,0,16,0,25,39.2,20.5,53,"1,803",,"63,570",3.3,9
Pali,"51,278","33,994","17,880",47.4,49.9,"1,188",104.5,140,388,26.5,"7,034",0,"37,898","38,426","2,712","1,522",794,"36,924","36,618",943,42.6,0.0,"22,702",422,26.6,96.2,10.5,1.9,0,0,17,0,90,49.2,21.1,69,"2,384",,"43,267",-9.7,3
Pratapgarh,"22,672","13,158","7,374",39.5,35.7,112,46.9,30,200,13.0,461,0,"17,116","17,346",185,7,466,"16,538","15,822",938,66.6,0.0,"11,155",94,12.9,90.4,13.6,0.0,0,0,0,1,17,54.7,25.3,6,951,,"17,738",-5.2,7
Rajsamand,"30,685","22,179","7,401",66.4,29.5,146,32.7,286,546,34.4,"4,026",0,"22,164","22,996",275,"1,379",342,"22,854","21,914",961,74.4,0.0,"14,991","1,138",34.4,94.5,29.1,5.8,0,0,7,1,0,56.3,31.3,189,"1,329",,"25,675",-16.6,3
Sawai Madhopur,"31,864","22,514","13,292",58.3,50.9,"1,050",63.8,50,43,53.8,"11,191","7,226","32,377","32,470","1,181",243,559,"27,223","26,587",906,39.1,0.1,"12,310",269,12.7,100.0,6.9,0.0,0,0,6,0,2,48.5,23.5,71,"2,101",,"29,277",14.3,3
Sikar,"55,804","43,317","15,533",59.2,49.3,605,60.9,155,121,56.2,"25,881","1,788","44,922","45,198","2,050","4,615",505,"44,181","39,549",945,57.1,0.2,"14,764",584,31.7,87.2,6.0,0.0,0,0,10,0,669,29.4,30.9,77,"5,017",,"46,235",-3.5,3
Sirohi,"30,341","18,454","13,064",46.8,28.4,406,64.3,108,162,40.0,"7,639",142,"26,137","26,407","1,420",640,684,"25,680","24,845",943,43.8,0.0,"8,698",690,42.6,96.1,8.4,1.5,0,0,14,0,105,41.1,25.1,14,"3,071",,"24,394",4.6,0
