Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nainital,892520,633856,271427,72470,548296
champawat,248575,161791,60662,35996,151878
dehradun,1559923,1129683,436607,84128,1038462
tehrigarhwal,614641,385533,170359,104175,338951
udhamsinghnagar,1512172,905710,398988,123866,988096
bageshwar,256722,169551,80271,41440,134542
uttarkashi,319147,197270,124150,26288,168580
chamoli,385106,266828,109317,66419,209141
rudraprayag,237732,161367,78074,31411,128086
hardwar,1744811,1031022,447563,79416,1217444
garhwal,690198,484681,166569,106131,417295
almora,0,0,0,0,0
pithoragarh,476994,329992,138693,72081,265933
