Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kupwara,977921,567209,123886,112625,747015
leh(ladakh),140603,106457,66700,17424,58130
anantnag,1043328,582427,151136,256717,656516
udhampur,493718,314290,126010,81473,288338
srinagar,1250855,796381,330687,87855,834434
badgam,810155,393068,124440,87166,605102
baramula,949787,590159,162369,123193,669275
kargil,150447,99173,25864,25659,101650
kathua,645164,427743,135894,64362,448517
doda,332489,200208,55484,58538,222504
jammu,1507046,1164904,401087,100085,1006100
pulwama,527327,299086,82768,105017,347863
punch,526274,321579,68530,79363,402502
rajauri,0,0,0,0,0
